"player_id","gp_onice","shots_5v5","ga_5v5","shots_pk","ga_pk","xg_faced","sv_pct_5v5","sv_pct_pk","actual_ga_tracked","gsax"
"8468524",70,2050,120,437,46,0,0.9415,0.8947,166,NA
"8460703",65,1913,109,371,35,0,0.943,0.9057,144,NA
"8471679",65,2012,115,401,26,0,0.9428,0.9352,141,NA
"8473503",34,1075,62,223,30,0,0.9423,0.8655,92,NA
"8466141",57,1635,86,343,36,0,0.9474,0.895,122,NA
"8470594",73,2027,128,395,33,0,0.9369,0.9165,161,NA
"8470320",68,2357,132,414,35,0,0.944,0.9155,167,NA
"8460806",40,1140,83,294,30,0,0.9272,0.898,113,NA
"8470657",62,1638,89,372,27,0,0.9457,0.9274,116,NA
"8467950",70,2155,120,507,44,0,0.9443,0.9132,164,NA
"8471469",83,2703,141,463,35,0,0.9478,0.9244,176,NA
"8473461",46,1391,95,234,37,0,0.9317,0.8419,132,NA
"8468011",61,1923,104,340,31,0,0.9459,0.9088,135,NA
"8473972",73,2267,135,441,39,0,0.9404,0.9116,174,NA
"8470645",63,1751,112,344,41,0,0.936,0.8808,153,NA
"8470140",59,1804,95,465,34,0,0.9473,0.9269,129,NA
"8468685",82,2584,119,514,36,0,0.9539,0.93,155,NA
"8471734",89,2619,114,597,38,0,0.9565,0.9363,152,NA
"8464999",48,1298,84,265,24,0,0.9353,0.9094,108,NA
"8467913",14,315,20,83,10,0,0.9365,0.8795,30,NA
"8455710",83,2199,136,416,38,0,0.9382,0.9087,174,NA
"8473607",38,1021,63,233,20,0,0.9383,0.9142,83,NA
"8462052",10,280,20,54,8,0,0.9286,0.8519,28,NA
"8471219",31,890,65,159,18,0,0.927,0.8868,83,NA
"8460535",58,1707,91,349,34,0,0.9467,0.9026,125,NA
"8470860",48,1323,59,295,27,0,0.9554,0.9085,86,NA
"8473404",46,1424,66,299,30,0,0.9537,0.8997,96,NA
"8468166",36,1015,56,211,24,0,0.9448,0.8863,80,NA
"8467453",10,324,27,53,4,0,0.9167,0.9245,31,NA
"8469152",15,407,27,85,14,0,0.9337,0.8353,41,NA
"8473575",53,1738,93,331,33,0,0.9465,0.9003,126,NA
"8462147",70,2278,115,409,32,0,0.9495,0.9218,147,NA
"8469608",83,2967,127,573,34,0,0.9572,0.9407,161,NA
"8471306",19,474,25,104,13,0,0.9473,0.875,38,NA
"8473541",16,392,26,114,6,0,0.9337,0.9474,32,NA
"8471715",68,2166,124,483,47,0,0.9428,0.9027,171,NA
"8462161",17,405,33,70,9,0,0.9185,0.8714,42,NA
"8471227",47,1488,82,273,27,0,0.9449,0.9011,109,NA
"8471695",23,673,36,129,7,0,0.9465,0.9457,43,NA
"8460704",28,735,40,169,10,0,0.9456,0.9408,50,NA
"8475431",9,228,14,59,6,0,0.9386,0.8983,20,NA
"8460712",47,1432,73,263,24,0,0.949,0.9087,97,NA
"8471239",36,1026,51,238,6,0,0.9503,0.9748,57,NA
"8462044",32,969,52,167,13,0,0.9463,0.9222,65,NA
"8467391",19,540,35,106,5,0,0.9352,0.9528,40,NA
"8459140",40,1177,73,294,19,0,0.938,0.9354,92,NA
"8469548",34,907,65,208,13,0,0.9283,0.9375,78,NA
"8460705",42,1349,77,243,17,0,0.9429,0.93,94,NA
"8473523",26,818,41,174,16,0,0.9499,0.908,57,NA
"8462152",20,492,30,108,9,0,0.939,0.9167,39,NA
"8470216",34,1045,60,221,18,0,0.9426,0.9186,78,NA
"8470880",46,1245,55,288,13,0,0.9558,0.9549,68,NA
"8468540",10,220,12,72,6,0,0.9455,0.9167,18,NA
"8474550",73,2272,114,375,45,0,0.9498,0.88,159,NA
"8474593",7,223,13,42,2,0,0.9417,0.9524,15,NA
"8475683",30,798,53,211,23,0,0.9336,0.891,76,NA
"8475361",42,1315,88,191,17,0,0.9331,0.911,105,NA
"8474765",16,398,23,103,8,0,0.9422,0.9223,31,NA
"8462047",21,542,36,113,10,0,0.9336,0.9115,46,NA
"8469514",17,560,29,98,10,0,0.9482,0.898,39,NA
"8468481",7,198,13,32,6,0,0.9343,0.8125,19,NA
"8474057",10,203,11,42,2,0,0.9458,0.9524,13,NA
"8475215",5,179,6,27,3,0,0.9665,0.8889,9,NA
"8475681",12,407,26,73,7,0,0.9361,0.9041,33,NA
"8474771",1,6,0,0,0,0,1,NA,0,NA
"8466339",33,919,51,162,16,0,0.9445,0.9012,67,NA
"8469569",2,11,1,6,0,0,0.9091,1,1,NA
"8475195",4,115,8,22,2,0,0.9304,0.9091,10,NA
"8474729",2,12,0,0,0,0,1,NA,0,NA
"8475252",12,359,18,44,3,0,0.9499,0.9318,21,NA
"8473614",18,514,28,84,13,0,0.9455,0.8452,41,NA
"8474690",6,171,11,26,2,0,0.9357,0.9231,13,NA
"8473414",7,246,18,51,3,0,0.9268,0.9412,21,NA
"8470147",2,37,1,7,0,0,0.973,1,1,NA
"8471251",7,252,10,47,6,0,0.9603,0.8723,16,NA
"8476243",1,15,2,8,1,0,0.8667,0.875,3,NA
"8470074",4,135,7,25,4,0,0.9481,0.84,11,NA
"8471822",1,1,0,0,0,0,1,NA,0,NA
"8469732",14,363,18,83,7,0,0.9504,0.9157,25,NA
"8474651",21,727,31,118,9,0,0.9574,0.9237,40,NA
"8475097",5,123,9,27,4,0,0.9268,0.8519,13,NA
"8471186",1,5,0,9,1,0,1,0.8889,1,NA
"8471750",10,235,16,59,5,0,0.9319,0.9153,21,NA
"8474682",5,149,9,17,3,0,0.9396,0.8235,12,NA
"8460612",5,132,11,28,4,0,0.9167,0.8571,15,NA
"8475680",2,52,4,9,1,0,0.9231,0.8889,5,NA
"8467959",3,64,6,8,1,0,0.9062,0.875,7,NA
"8471418",1,42,1,11,0,0,0.9762,1,1,NA
