"game_id","event_idx","situation_code","for_team_id","against_team_id","for_players","against_players","for_team_abbrev","against_team_abbrev"
"2011020001",4,"1551","6","4","8460703;8465009;8469619;8470596;8471276;8473473","8459424;8464975;8468524;8470640;8474161;8474190","BOS","PHI"
"2011020001",5,"1551","6","4","8460703;8465009;8470187;8470596;8471276;8473419","8459424;8464975;8468524;8470640;8474161;8474190","BOS","PHI"
"2011020001",7,"1551","6","4","8460703;8465009;8470187;8470638;8471514;8473419","8448208;8468524;8470601;8470640;8473512;8474037","BOS","PHI"
"2011020001",9,"1551","6","4","8460703;8466333;8470638;8471514;8473419;8474749","8448208;8459670;8468524;8470601;8473512;8474037","BOS","PHI"
"2011020001",14,"1551","4","6","8468524;8468534;8470171;8471236;8473568;8474736","8460703;8465978;8466333;8470169;8470230;8474749","PHI","BOS"
"2011020001",21,"1551","6","4","8460703;8465009;8467967;8470187;8475150;8475794","8468486;8468524;8470601;8470640;8476177;8476461","BOS","PHI"
"2011020001",25,"1551","4","6","8448208;8459670;8468524;8470601;8473512;8474037","8460703;8465009;8466215;8470638;8471514;8473419","PHI","BOS"
"2011020001",27,"1551","6","4","8460703;8466215;8469619;8470596;8471276;8473473","8464975;8468524;8468534;8471236;8474161;8474190","BOS","PHI"
"2011020001",29,"1551","6","4","8460703;8466215;8469619;8470596;8471276;8473473","8459424;8464975;8468524;8470640;8473568;8474736","BOS","PHI"
"2011020001",30,"1551","4","6","8459424;8468524;8470171;8470640;8473568;8474736","8460703;8465978;8466333;8469619;8470169;8470230","PHI","BOS"
"2011020001",35,"1551","6","4","8460703;8469619;8470187;8471276;8471514;8473419","8448208;8468524;8468534;8470601;8473512;8474037","BOS","PHI"
"2011020001",36,"1551","6","4","8460703;8466333;8467967;8474749;8475150;8475794","8459424;8468486;8468524;8470640;8476177;8476461","BOS","PHI"
"2011020001",39,"1551","4","6","8459670;8468524;8470171;8470601;8473568;8474736","8460703;8465978;8466215;8469619;8470169;8470230","PHI","BOS"
"2011020001",44,"1451","6","4","8460703;8466215;8470638;8471514;8473419;8475794","8459424;8459670;8468524;8473568;8476461","BOS","PHI"
"2011020001",47,"1551","4","6","8448208;8468524;8470601;8470640;8473512;8474037","8460703;8465009;8470187;8470596;8471276;8473473","PHI","BOS"
