"player_id","team_abbrev","gp_onice","cf_5v5","ca_5v5","gf_5v5","ga_5v5","ev_goals","ev_assists","pp_goals","pp_assists","pk_ga","pp_shots","pk_shots_against","pp_gf_onice","pk_ga_onice","xg_for_5v5","xg_against_5v5","pen_taken","pen_drawn","toi_5v5_sec","toi_pp_sec","toi_pk_sec","cf_pct_5v5","gf_per60_5v5","ga_per60_5v5","ev_points_per60","pp_points_per60","pk_ga_per60","pk_save_pct","pp_gf_onice_per60","pk_ga_onice_per60","xg_for_per60_5v5","xg_against_per60_5v5","toi_all_tracked_sec","pen_taken_per60","pen_drawn_per60","penalty_diff_per60"
"8470604","PIT",83,953,1095,41,58,13,15,4,4,3,289,204,16,11,44.8816247219802,47.352592801908,21,13,68731,9421,5676,46.5,2.15,3.04,1.47,3.06,1.9,0.9853,6.11,6.98,2.351,2.48,83828,0.9,0.56,-0.34
"8470619","PIT",72,553,565,25,22,10,11,0,0,0,8,233,0,17,23.3790929607349,23.1360286321724,5,5,37974,877,7312,49.5,2.37,2.09,1.99,0,0,1,0,8.37,2.216,2.193,46163,0.39,0.39,0
"8470621","TBL",105,985,981,44,33,10,20,9,4,0,340,0,27,0,50.4415663347463,43.0065107173868,31,36,67893,12945,790,50.1,2.33,1.75,1.59,3.62,0,NA,7.51,0,2.675,2.28,81628,1.37,1.59,0.22
"8471724","PIT",85,1673,1595,79,66,7,30,2,21,7,547,182,45,12,80.9563913961756,72.8770951948245,22,12,105077,14008,7904,51.2,2.71,2.26,1.27,5.91,3.19,0.9615,11.56,5.47,2.774,2.497,126989,0.62,0.34,-0.28
"8473986","TBL",105,1312,1270,56,50,14,24,6,10,6,533,294,49,19,61.1103438066784,61.7611049010884,39,31,87593,14842,9994,50.8,2.3,2.05,1.56,3.88,2.16,0.9796,11.89,6.84,2.512,2.538,112429,1.25,0.99,-0.26
"8474034","TBL",104,920,885,45,24,12,14,3,2,0,132,3,8,0,47.7735374437761,40.6979313480551,28,20,63195,8396,455,51,2.56,1.37,1.48,2.14,0,1,3.43,0,2.721,2.318,72046,1.4,1,-0.4
"8474151","TBL",94,1422,1568,67,57,5,21,0,1,0,33,576,2,37,70.503795782337,72.0503840641468,15,11,102999,3822,14038,47.6,2.34,1.99,0.91,0.94,0,1,1.88,9.49,2.464,2.518,120859,0.45,0.33,-0.12
"8474564","TBL",104,1312,1313,87,55,31,35,16,24,7,711,78,63,6,67.5017964671133,62.4379636109225,28,16,88027,18391,3016,50,3.56,2.25,2.7,7.83,8.36,0.9103,12.33,7.16,2.761,2.553,109434,0.92,0.53,-0.39
"8474567","TBL",70,805,920,30,27,3,8,0,0,0,0,20,0,1,40.6427135356353,42.9167742489954,16,3,57303,561,2029,46.7,1.88,1.7,0.69,0,0,1,0,1.77,2.553,2.696,59893,0.96,0.18,-0.78
"8475167","TBL",105,1867,1676,97,73,12,35,8,36,6,680,296,59,22,92.1086766428198,77.6590639942442,23,16,117740,17757,13442,52.7,2.97,2.23,1.44,8.92,1.61,0.9797,11.96,5.89,2.816,2.374,148939,0.56,0.39,-0.17
