"game_id","period","time_in_period","t_abs","situation_code","situation_label","event_type","owner_team_id","home_id","home_defending_side","shooter_id","goalie_id","x_coord","y_coord","zone_code","shot_type","is_goal"
"2021020001",1,63,63,"1551","5v5","shot-on-goal","14","14","left","8474564","8477465",61,-32,"O","wrist",FALSE
"2021020001",1,85,85,"1551","5v5","blocked-shot","14","14","left","8474567",NA,60,-17,"D",NA,FALSE
"2021020001",1,104,104,"1551","5v5","shot-on-goal","5","14","left","8476934","8476883",-65,19,"O","wrist",FALSE
"2021020001",1,121,121,"1551","5v5","shot-on-goal","14","14","left","8480172","8477465",-8,-27,"N","wrist",FALSE
"2021020001",1,167,167,"1551","5v5","shot-on-goal","5","14","left","8478046","8476883",-60,-4,"O","wrist",FALSE
"2021020001",1,187,187,"1551","5v5","shot-on-goal","14","14","left","8476292","8477465",63,4,"O","wrist",FALSE
"2021020001",1,191,191,"1551","5v5","blocked-shot","14","14","left","8478416",NA,52,-21,"D",NA,FALSE
"2021020001",1,213,213,"1551","5v5","blocked-shot","5","14","left","8478542",NA,-71,11,"D",NA,FALSE
"2021020001",1,272,272,"1551","5v5","shot-on-goal","5","14","left","8478017","8476883",-63,-33,"O","wrist",FALSE
"2021020001",1,279,279,"1551","5v5","shot-on-goal","5","14","left","8478866","8476883",-61,-10,"O","slap",FALSE
"2021020001",1,311,311,"1551","5v5","shot-on-goal","14","14","left","8475167","8477465",64,31,"O","wrist",FALSE
"2021020001",1,318,318,"1551","5v5","blocked-shot","14","14","left","8480172",NA,76,-1,"D",NA,FALSE
"2021020001",1,318,318,"1551","5v5","shot-on-goal","5","14","left","8475810","8476883",-75,-9,"O","backhand",FALSE
"2021020001",1,345,345,"1551","5v5","shot-on-goal","5","14","left","8482055","8476883",-73,12,"O","wrist",FALSE
"2021020001",1,353,353,"1551","5v5","blocked-shot","5","14","left","8471724",NA,-76,1,"D",NA,FALSE
"2021020001",1,364,364,"1551","5v5","shot-on-goal","5","14","left","8470619","8476883",-66,-17,"O","wrist",FALSE
"2021020001",1,407,407,"1551","5v5","shot-on-goal","5","14","left","8477953","8476883",-58,7,"O","wrist",FALSE
"2021020001",1,440,440,"1551","5v5","shot-on-goal","5","14","left","8471724","8476883",-72,0,"O","tip-in",FALSE
"2021020001",1,490,490,"1551","5v5","blocked-shot","5","14","left","8477244",NA,-73,9,"D",NA,FALSE
"2021020001",1,498,498,"1551","5v5","missed-shot","5","14","left","8477244","8476883",-32,35,"O","snap",FALSE
"2021020001",1,655,655,"1551","5v5","shot-on-goal","5","14","left","8478866","8476883",-81,-4,"O","wrist",FALSE
"2021020001",1,720,720,"1551","5v5","blocked-shot","14","14","left","8478519",NA,75,-4,"D",NA,FALSE
"2021020001",1,735,735,"1551","5v5","missed-shot","14","14","left","8475167","8477465",48,34,"O","wrist",FALSE
"2021020001",1,746,746,"1551","5v5","shot-on-goal","5","14","left","8470604","8476883",-48,4,"O","wrist",FALSE
"2021020001",1,751,751,"1551","5v5","missed-shot","14","14","left","8475167","8477465",49,28,"O","wrist",FALSE
"2021020001",1,756,756,"1551","5v5","blocked-shot","5","14","left","8470604",NA,-82,8,"D",NA,FALSE
"2021020001",1,809,809,"1551","5v5","missed-shot","5","14","left","8476927","8476883",-61,33,"O","wrist",FALSE
"2021020001",1,856,856,"1551","5v5","shot-on-goal","14","14","left","8479525","8477465",63,6,"O","snap",FALSE
"2021020001",1,938,938,"1551","5v5","missed-shot","5","14","left","8475208","8476883",-37,-31,"O","slap",FALSE
"2021020001",1,951,951,"1551","5v5","missed-shot","5","14","left","8471724","8476883",-42,30,"O","wrist",FALSE
"2021020001",1,963,963,"1551","5v5","shot-on-goal","14","14","left","8478416","8477465",41,8,"O","slap",FALSE
"2021020001",1,1059,1059,"1551","5v5","blocked-shot","14","14","left","8470621",NA,72,4,"D",NA,FALSE
"2021020001",1,1065,1065,"1551","5v5","blocked-shot","14","14","left","8479410",NA,76,-1,"D",NA,FALSE
"2021020001",1,1110,1110,"1551","5v5","shot-on-goal","5","14","left","8475722","8476883",-75,28,"O","wrist",FALSE
"2021020001",1,1121,1121,"1551","5v5","shot-on-goal","5","14","left","8478542","8476883",-81,3,"O","wrist",FALSE
"2021020001",1,1179,1179,"1551","5v5","shot-on-goal","14","14","left","8478416","8477465",51,-15,"O","slap",FALSE
"2021020001",1,1191,1191,"1551","5v5","shot-on-goal","5","14","left","8475810","8476883",-50,24,"O","wrist",FALSE
