"team_abbrev","season","team_pp_effect_raw","team_pk_effect_raw"
"TOR",2023,0.00145582647151547,0.00107628892589958
"OTT",2023,0.00250337558935055,-0.000152274082172606
"BOS",2023,0.000516260955686212,0.00179810619669318
"DAL",2023,0.00117634993256049,0.000543220330054553
"DET",2023,0.000286523123259499,0.00121429408435951
"NJD",2023,0.00115572383016786,0.00031827554540446
"PIT",2023,0.000892249569992067,0.000540047369053879
"TBL",2023,0.000846182333963551,0.00057021535386587
"LAK",2023,0.00110939840066196,0.00015293607224979
"MIN",2023,0.000148085276684557,0.00110455536064325
"EDM",2023,0.00221890862147646,-0.00101197217631437
"SJS",2023,0.000591200774221634,0.000272369903941929
"BUF",2023,0.00019043895851884,0.000471868093107268
"VGK",2023,0.000598344338812771,-4.29019634393415e-05
"FLA",2023,1.23621925584313e-05,0.000114934660744723
"STL",2023,-0.000578570028383999,0.000604016627442083
"WPG",2023,-0.00035763647585486,0.000342941280533849
"ARI",2023,0.000149486070783244,-0.000259313891261046
"NYR",2023,-3.44322094530438e-06,-0.000163358698663871
"VAN",2023,-0.000818526883673342,0.000562203736791524
"COL",2023,-0.000237004430334522,-0.000124604160753695
"SEA",2023,-0.0016685874622568,0.0010265370926464
"WSH",2023,-0.00012957626262868,-0.000534003182890482
"NYI",2023,-0.000340180522596646,-0.000452302470110726
"MTL",2023,0.000407503408387177,-0.00148411181337456
"CGY",2023,-0.000891280805288592,-0.000509253369580084
"CHI",2023,-0.00160375646985536,-0.000303029086378742
"ANA",2023,-0.00130109081555607,-0.000643732416806426
"CBJ",2023,-0.00122059124419505,-0.00104840907763251
"CAR",2023,-0.0015072463034499,-0.00132411753643993
"PHI",2023,-0.00237894817066967,-0.000651390338124101
"NSH",2023,-0.00123669154917829,-0.00200903365601423
