season,game_type,player_id,player_name,last_name,team_abbrev,shoots_catches,gp,gs,wins,losses,ot_losses,ties,goals_against,gaa,saves,shots_against,sv_pct,shutouts,toi_sec,goals,assists,points,pim
2016,2,8474651,Braden Holtby,Holtby,WSH,L,66,66,48,9,7,NA,141,2.20244,1661,1802,0.92175,3,230471,0,1,1,6
2016,2,8471734,Jonathan Quick,Quick,LAK,L,68,68,40,23,5,NA,149,2.21589,1671,1820,0.91813,5,242069,0,3,3,10
2016,2,8474889,Martin Jones,Jones,SJS,L,65,65,37,23,4,NA,143,2.26632,1591,1734,0.91753,6,227152,0,0,0,0
2016,2,8466141,Roberto Luongo,Luongo,FLA,L,62,60,35,19,6,NA,141,2.34879,1660,1801,0.92171,4,216111,0,2,2,4
2016,2,8468685,Henrik Lundqvist,Lundqvist,NYR,L,65,64,35,21,7,NA,156,2.4812,1788,1944,0.91975,4,226342,0,4,4,4
2016,2,8470594,Marc-Andre Fleury,Fleury,PIT,L,58,58,35,17,6,NA,132,2.28733,1533,1665,0.92072,5,207753,0,1,1,2
2016,2,8470645,Corey Crawford,Crawford,CHI,L,58,58,35,18,5,NA,131,2.36558,1587,1718,0.92374,7,199359,0,1,1,2
2016,2,8471750,Ben Bishop,Bishop,TBL,L,61,60,35,21,4,NA,123,2.05878,1549,1672,0.92643,6,215078,0,1,1,4
2016,2,8471469,Pekka Rinne,Rinne,NSH,L,66,66,34,21,10,NA,161,2.47986,1583,1744,0.90768,4,233722,0,2,2,6
2016,2,8471227,Devan Dubnyk,Dubnyk,MIN,L,67,66,32,26,6,NA,150,2.33076,1679,1829,0.91798,5,231684,0,0,0,8
2016,2,8467950,Craig Anderson,Anderson,OTT,L,60,60,31,23,5,NA,161,2.77815,1754,1915,0.91592,4,208628,0,2,2,0
2016,2,8471695,Tuukka Rask,Rask,BOS,L,64,62,31,22,8,NA,157,2.56113,1697,1854,0.91531,4,220683,0,1,1,0
2016,2,8471239,Cory Schneider,Schneider,NJD,L,58,58,27,25,6,NA,122,2.14509,1475,1597,0.9236,4,204746,0,0,0,0
2016,2,8473575,Semyon Varlamov,Varlamov,COL,L,57,57,27,25,3,NA,148,2.81064,1566,1714,0.91365,2,189565,0,0,0,6
2016,2,8475852,Petr Mrazek,Mrazek,DET,L,54,49,27,16,6,NA,115,2.33062,1333,1448,0.92058,4,177635,0,2,2,2
2016,2,8474596,Jake Allen,Allen,STL,L,47,44,26,15,3,NA,101,2.34577,1159,1260,0.91984,6,155002,0,0,0,0
2016,2,8470140,Kari Lehtonen,Lehtonen,DAL,L,43,39,25,10,2,NA,105,2.76414,1016,1121,0.90633,2,136751,0,3,3,2
