season,game_type,team_id,team_full,gp,hits,hits_per60,blocked_shots,blocked_shots_per60,takeaways,takeaways_per60,giveaways,giveaways_per60,missed_shots,total_shot_attempts,shot_attempts_blocked,corsi_pct,empty_net_goals,toi_per_game_5v5
2016,2,26,Los Angeles Kings,82,2495,30.0312,1027,12.3588,347,4.176,692,8.3268,1222,5133,1286,0.563699,9,2872.18292
2016,2,2,New York Islanders,82,2311,27.702,1322,15.8472,623,7.4664,764,9.1584,942,4604,1250,0.495152,14,2928.07317
2016,2,9,Ottawa Senators,82,2262,27.1224,1196,14.3388,583,6.9876,712,8.5356,927,4475,1223,0.474469,16,2891.54878
2016,2,24,Anaheim Ducks,82,2234,26.9316,1178,14.1984,428,5.1588,767,9.2448,1083,4736,1170,0.52372,12,2830.20731
2016,2,4,Philadelphia Flyers,82,2196,26.2836,1309,15.6672,455,5.4432,654,7.8264,1013,4901,1348,0.505951,11,2802.59756
2016,2,3,New York Rangers,82,2164,26.1,1314,15.8472,603,7.272,790,9.5256,936,4365,1093,0.47364,16,2919.79268
2016,2,6,Boston Bruins,82,2164,26.0784,1184,14.2668,501,6.0372,685,8.2548,936,4692,1136,0.495535,13,2876.19512
2016,2,29,Columbus Blue Jackets,82,2145,25.8156,1260,15.1632,490,5.8968,463,5.5692,872,4357,1099,0.480341,11,2858.45121
2016,2,10,Toronto Maple Leafs,82,2119,25.4448,1035,12.4272,669,8.0316,592,7.1064,1188,5036,1333,0.513274,12,2819.06097
2016,2,52,Winnipeg Jets,82,2103,25.38,1133,13.6728,550,6.6348,716,8.64,937,4556,1192,0.513904,13,2817.18292
2016,2,15,Washington Capitals,82,1993,23.9976,1266,15.2424,565,6.8004,682,8.2116,986,4702,1206,0.51037,14,2876.53658
2016,2,5,Pittsburgh Penguins,82,1946,23.4216,1091,13.1292,500,6.0156,593,7.1352,916,4831,1193,0.527211,12,2849.95121
2016,2,19,St. Louis Blues,82,1937,23.22,1127,13.5072,504,6.0408,414,4.9608,918,4495,1103,0.519959,11,2847.68292
2016,2,8,Montréal Canadiens,82,1932,23.3028,1144,13.7988,495,5.9688,805,9.7092,928,4712,1280,0.515333,10,2855.90243
2016,2,7,Buffalo Sabres,82,1916,23.0328,1095,13.1616,431,5.1804,488,5.8644,866,4325,1041,0.474864,13,2917.46341
2016,2,13,Florida Panthers,82,1910,22.9824,942,11.3328,506,6.0876,588,7.074,855,4101,888,0.486837,15,2819.70731
2016,2,18,Nashville Predators,82,1884,22.6944,1232,14.8392,472,5.6844,571,6.876,962,4619,1150,0.524735,14,2865.7439
2016,2,21,Colorado Avalanche,82,1848,22.3596,1401,16.9524,456,5.5152,486,5.8788,820,4188,1020,0.442124,10,2842.14634
2016,2,1,New Jersey Devils,82,1840,22.1184,1054,12.6684,463,5.5656,474,5.6952,778,3594,813,0.461525,7,2823.2317
2016,2,22,Edmonton Oilers,82,1818,21.8952,1233,14.8464,564,6.7896,837,10.08,896,4512,1230,0.488995,6,2880.07317
2016,2,53,Arizona Coyotes,82,1815,21.9708,1150,13.9212,482,5.832,425,5.1444,934,4356,1157,0.467989,9,2753.13414
2016,2,20,Calgary Flames,82,1700,20.5092,1320,15.9228,572,6.8976,752,9.072,896,4532,1238,0.479945,7,2895.29268
2016,2,28,San Jose Sharks,82,1686,20.3292,1292,15.5772,593,7.1496,901,10.8612,1016,4723,1216,0.516803,18,2882.64634
2016,2,14,Tampa Bay Lightning,82,1681,20.304,1027,12.4056,470,5.6772,642,7.7544,994,4550,1154,0.521898,13,2788.93902
2016,2,17,Detroit Red Wings,82,1651,19.8396,909,10.9224,415,4.986,568,6.8256,938,4458,1088,0.517251,9,2819.89024
2016,2,25,Dallas Stars,82,1556,18.7884,1224,14.778,575,6.9408,845,10.2024,1121,5088,1343,0.525534,24,2873.96341
2016,2,12,Carolina Hurricanes,82,1550,18.5796,980,11.7468,756,9.0612,630,7.5528,1030,4680,1199,0.514601,7,2947.70731
2016,2,23,Vancouver Canucks,82,1533,18.378,1058,12.6828,440,5.274,612,7.3368,858,4218,1049,0.472081,10,2878.57317
2016,2,30,Minnesota Wild,82,1405,16.9308,1209,14.5692,503,6.0588,516,6.2172,902,4378,1102,0.478595,15,2911.70731
2016,2,16,Chicago Blackhawks,82,1389,16.758,1133,13.6692,477,5.7528,592,7.1424,849,4592,1245,0.506464,17,2909.25609
