"player_id","season","shot_vol_off_per60","shot_vol_def_per60"
"8448208",2017,4.2704,4.1166
"8462038",2017,3.5477,2.1798
"8462042",2017,-0.9666,-1.4401
"8464989",2017,-2.707,1.0018
"8465009",2017,0.1516,-0.5216
"8465058",2017,0.9812,-0.686
"8465978",2017,-5.0993,0.9133
"8466138",2017,5.06,2.6631
"8466139",2017,1.835,-0.4944
"8466148",2017,-1.8193,-0.0283
"8466251",2017,0.3012,-4.2654
"8466285",2017,-2.0311,-1.1811
"8467370",2017,-1.317,-0.1814
"8467371",2017,3.2601,-1.5899
"8467400",2017,1.0181,-6.1722
"8467407",2017,-1.371,-3.3427
"8467493",2017,0.4715,2.6812
"8467496",2017,-0.0076,-2.4407
"8467875",2017,0.914,-0.9764
"8467876",2017,-1.7948,3.6329
"8467967",2017,-5.9278,-1.2897
"8468001",2017,-4.5505,-5.2684
"8468083",2017,-0.3204,1.8966
"8468085",2017,-0.1228,-1.0097
"8468208",2017,1.6074,-0.5885
"8468309",2017,3.5378,0.2065
"8468483",2017,3.2494,0.8842
"8468486",2017,1.4302,1.0111
"8468493",2017,-2.4946,-4.6127
"8468498",2017,0.551,-0.7414
"8468505",2017,-2.4945,0.7392
"8468508",2017,2.8792,3.0044
"8468509",2017,-0.5755,-2.3871
"8468513",2017,-2.1129,-5.0409
"8468535",2017,2.9805,-3.4429
"8468542",2017,-0.6806,-4.0263
"8468575",2017,-5.3046,-2.457
"8468611",2017,-0.7073,0.4664
"8468639",2017,-0.0308,0.854
"8468674",2017,-3.5329,-3.1434
"8469455",2017,1.3154,-0.4182
"8469459",2017,0.6858,-0.1115
"8469465",2017,2.3546,0.3263
"8469466",2017,0.6754,1.4782
"8469492",2017,-6.8914,1.1078
"8469500",2017,0.2652,4.0701
"8469501",2017,-3.4123,-0.1763
"8469506",2017,6.1864,1.4818
"8469508",2017,-4.1043,-4.0924
"8469521",2017,2.0097,-4.5879
"8469544",2017,1.77,0.5574
"8469547",2017,-1.7477,1.5446
"8469598",2017,-4.1722,-4.4999
"8469619",2017,-0.9752,-3.0227
"8469638",2017,3.1387,-2.0741
"8469665",2017,-2.4478,-3.287
"8469707",2017,0.4445,-0.5337
"8469759",2017,-3.9186,-4.3086
"8469760",2017,-1.9327,-2.0396
"8469770",2017,-0.9019,-0.7049
"8470041",2017,3.9248,-3.002
"8470047",2017,-0.1991,-3.4276
"8470104",2017,-1.1045,-0.5827
"8470105",2017,-3.0581,-3.8439
"8470110",2017,-1.3341,-7.1049
"8470121",2017,-0.6414,-1.6427
"8470144",2017,3.3538,1.7824
"8470151",2017,-5.88,-2.9927
"8470159",2017,0.1931,0.3114
"8470162",2017,-2.6234,4.1584
"8470187",2017,2.5272,-1.3582
"8470201",2017,1.2979,-1.0352
"8470257",2017,-3.1778,-0.3613
"8470281",2017,1.741,-1.9896
"8470318",2017,-3.0539,-3.1111
"8470324",2017,-2.7698,-1.757
"8470358",2017,-0.6817,-0.0605
"8470543",2017,2.4856,3.188
"8470595",2017,1.5524,-0.0964
"8470598",2017,1.672,1.4801
"8470599",2017,0.7117,-0.7655
"8470600",2017,1.1334,-0.9718
"8470601",2017,-2.0011,0.8844
"8470602",2017,0.7202,-5.2789
"8470604",2017,1.9056,-2.5219
"8470606",2017,0.1167,-0.1349
"8470607",2017,1.8472,-7.1212
"8470610",2017,2.2715,-6.2164
"8470611",2017,-4.6511,-5.4246
"8470612",2017,-0.0605,-2.697
"8470613",2017,8.3298,0.7307
"8470614",2017,-1.0675,-5.9521
"8470616",2017,0.3582,-9.8275
