"player_id","season","shots_taken","actual_goals","expected_goals","gax_pooled","toi_total_sec","gax_per60"
"8448208",2014,768,50,67.1713576754555,-17.1713576754555,225874,-0.273678633360368
"8457063",2014,220,10,8.33483945426997,1.66516054573003,90545,0.0662055106811874
"8457981",2014,606,47,54.378256327298,-7.37825632729801,187773,-0.141456560731696
"8458525",2014,220,7,13.2339469979052,-6.23394699790515,60981,-0.368019697815033
"8458537",2014,556,43,45.2626150678843,-2.26261506788433,193783,-0.0420336884266607
"8458590",2014,181,11,14.1128100301721,-3.11281003017211,79732,-0.140547284761697
"8458951",2014,441,9,16.3795629098313,-7.37956290983129,237090,-0.112052075057542
"8459053",2014,181,2,3.91918574419105,-1.91918574419105,106069,-0.065137492378431
"8459429",2014,200,17,15.4084693025798,1.59153069742023,61840,0.0926505580645673
"8459442",2014,312,27,29.3204142792965,-2.32041427929653,174063,-0.0479911951733999
"8459444",2014,313,24,26.3536392226233,-2.35363922262331,123329,-0.0687032344496745
"8459457",2014,168,7,10.8550246868399,-3.8550246868399,61459,-0.225810522016688
"8459492",2014,309,27,24.1655385162448,2.83446148375515,125162,0.0815268319579309
"8459670",2014,471,15,16.0564775232342,-1.05647752323421,215208,-0.0176727588363032
"8460465",2014,274,23,21.2836113413796,1.71638865862041,87731,0.0704311950283648
"8460496",2014,505,28,38.4824003004469,-10.4824003004469,172461,-0.21881260738143
"8460542",2014,527,53,41.0003126462689,11.9996873537311,206815,0.208876892263289
"8460561",2014,340,11,9.40243742079474,1.59756257920526,119323,0.0481987989334741
"8460577",2014,259,18,20.4447951838374,-2.44479518383741,97268,-0.0904846677408261
"8460621",2014,596,49,42.6547238895437,6.34527611045633,196918,0.116002569585527
"8460626",2014,175,4,4.68086908373516,-0.680869083735161,189690,-0.0129217602480182
"8460719",2014,271,25,21.6462091086432,3.35379089135677,106925,0.112916971792232
"8462036",2014,175,11,14.8876583718229,-3.88765837182291,71824,-0.194859241180698
"8462038",2014,771,58,55.4321818816243,2.56781811837572,217551,0.0424918535247027
"8462041",2014,206,10,12.6486802830477,-2.64868028304773,94135,-0.101293344866116
"8462042",2014,843,70,67.2235166618484,2.77648333815159,238216,0.0419591463938011
"8462129",2014,241,16,19.5674137962051,-3.56741379620508,150492,-0.0853380223954647
"8462196",2014,266,9,7.82473787490744,1.17526212509256,178197,0.0237430689087539
"8462225",2014,173,6,5.29372619237984,0.706273807620164,139238,0.0182607169553756
"8464956",2014,357,11,11.8566672647721,-0.856667264772113,204739,-0.0150630908287117
"8464966",2014,347,9,8.71060144650983,0.289398553490173,179705,0.00579747248303955
"8464975",2014,508,40,43.93537551997,-3.93537551996997,167055,-0.0848065120582557
"8464977",2014,348,29,28.4215478599072,0.578452140092846,191690,0.0108635176813305
"8464989",2014,446,30,36.3747296793154,-6.37472967931535,175188,-0.130996568518022
"8465009",2014,768,41,29.333070971712,11.666929028288,311308,0.134917652298806
"8465050",2014,173,3,10.8672025487758,-7.86720254877582,73350,-0.386120370492065
"8465058",2014,185,3,5.87844587123254,-2.87844587123254,175972,-0.0588866702454775
"8465166",2014,263,10,15.0401280723745,-5.0401280723745,131461,-0.138021626646292
"8465185",2014,332,8,9.51679790532216,-1.51679790532216,202975,-0.0269021921870171
"8465202",2014,362,13,11.9218451291672,1.0781548708328,185815,0.0208882896160057
"8465914",2014,182,7,6.8334234203794,0.166576579620595,179881,0.00333373556203347
"8465951",2014,416,31,31.3679804302519,-0.367980430251915,184374,-0.00718501279414068
