"player_id","season","shot_vol_off_per60","shot_vol_def_per60"
"8448208",2016,3.4681,5.2629
"8460542",2016,-2.4242,4.0417
"8460720",2016,-4.101,0.9042
"8462038",2016,3.7833,-0.6948
"8462042",2016,-2.2176,-2.638
"8464977",2016,-1.2325,5.0909
"8464989",2016,-2.4434,-4.8366
"8465009",2016,-3.0025,-4.2114
"8465058",2016,-3.2095,-0.5724
"8465185",2016,-7.7604,-3.2028
"8465978",2016,-2.0721,5.3621
"8466138",2016,4.22,1.497
"8466139",2016,0.1948,-1.6956
"8466148",2016,6.6149,3.7982
"8466251",2016,2.7035,-3.2593
"8466285",2016,0.7799,4.4254
"8466333",2016,-1.6624,0.2019
"8466393",2016,-4.0006,-5.6342
"8467096",2016,1.4643,0.4144
"8467329",2016,-2.8703,-2.2309
"8467330",2016,-1.6573,0.7715
"8467331",2016,-3.3417,2.3337
"8467338",2016,2.0848,-2.6947
"8467351",2016,0.9117,-2.2206
"8467370",2016,4.2797,-1.1745
"8467371",2016,0.0934,3.8416
"8467389",2016,-0.0195,1.6642
"8467400",2016,-1.9588,-5.4156
"8467407",2016,1.2354,-4.5232
"8467423",2016,-3.0433,0.2582
"8467452",2016,-5.3581,-1.667
"8467493",2016,1.6235,4.1112
"8467496",2016,-0.7576,-3.2889
"8467514",2016,6.4299,6.1169
"8467875",2016,-0.254,0.075
"8467876",2016,2.9241,-1.1327
"8467890",2016,-0.7429,6.0254
"8467899",2016,0.0231,1.4458
"8467967",2016,-1.4975,-2.5693
"8468001",2016,-2.763,1.0142
"8468083",2016,0.6832,-0.2284
"8468085",2016,-0.1703,-0.0402
"8468208",2016,0.6515,2.7054
"8468309",2016,1.7316,-3.0146
"8468483",2016,2.0986,1.4548
"8468486",2016,-0.0178,-0.7069
"8468493",2016,-0.8013,-0.4046
"8468498",2016,0.9801,-2.2382
"8468504",2016,2.3334,4.8626
"8468505",2016,-0.1308,0.2532
"8468508",2016,4.8005,-1.3624
"8468509",2016,-0.2835,-2.7669
"8468513",2016,-4.7147,-5.812
"8468526",2016,-11.0091,-6.0272
"8468535",2016,0.4937,-3.3131
"8468542",2016,-3.9801,-2.9814
"8468575",2016,-4.4826,-1.8561
"8468611",2016,0.271,-2.7101
"8468635",2016,-5.0219,2.1543
"8468639",2016,-1.5997,0.9995
"8468674",2016,-2.7985,-3.5185
"8468700",2016,-10.0542,-9.2709
"8469455",2016,9.2836,-1.5619
"8469459",2016,2.8801,2.9802
"8469462",2016,-0.3905,1.6533
"8469465",2016,1.5272,0.7786
"8469466",2016,5.233,1.8569
"8469469",2016,-2.0679,-2.2118
"8469470",2016,-2.5178,0.792
"8469490",2016,0.3617,-0.4232
"8469492",2016,-0.3589,3.7693
"8469500",2016,0.3956,4.8046
"8469501",2016,-3.1217,-2.6394
"8469506",2016,5.4909,0.3792
"8469508",2016,-1.6573,-2.6874
"8469521",2016,0.4848,-1.379
"8469544",2016,4.6992,1.7422
"8469547",2016,-1.2162,0.7388
"8469555",2016,-1.1892,2.6439
"8469598",2016,3.19,-2.7502
"8469619",2016,-3.3105,-2.771
"8469623",2016,1.0611,0.042
"8469638",2016,4.4625,2.5397
"8469639",2016,0.1624,-1.3462
"8469665",2016,-3.9081,-1.7341
"8469707",2016,2.5406,3.5706
"8469759",2016,-1.4049,-1.105
"8469760",2016,-4.8904,-3.7342
"8469770",2016,-0.9928,-3.3336
"8470039",2016,-0.2418,-0.5325
"8470041",2016,5.9788,-5.1985
"8470047",2016,2.9219,-2.9856
"8470104",2016,-1.2293,-1.7519
"8470105",2016,1.067,0.4795
"8470110",2016,2.4038,-0.3952
"8470120",2016,4.3719,1.6684
"8470121",2016,-1.7143,-1.5389
"8470144",2016,6.2688,-2.4925
"8470151",2016,-2.7786,-2.836
"8470159",2016,-6.0449,-0.7335
"8470162",2016,-2.2342,-2.8049
"8470169",2016,-4.6165,-3.9219
"8470171",2016,-2.9667,-4.023
"8470180",2016,-5.033,1.803
"8470187",2016,-0.9559,-3.0839
"8470201",2016,-1.4832,0.9791
"8470207",2016,-0.1405,-3.15
"8470222",2016,-0.2306,0.145
"8470230",2016,-3.5504,-2.3407
"8470257",2016,-0.6423,-1.3139
"8470274",2016,-1.2438,-0.1866
"8470281",2016,2.2438,-0.976
"8470317",2016,-4.8208,-2.3584
"8470318",2016,-2.7452,-0.8683
"8470324",2016,-2.3587,-4.5879
"8470358",2016,0.1044,0.3802
"8470378",2016,-1.7261,-0.8929
"8470543",2016,7.1714,1.1783
"8470595",2016,7.9162,1.2831
"8470598",2016,0.973,-1.2489
"8470599",2016,-5.3365,-0.3773
"8470600",2016,2.0366,0.7777
"8470601",2016,-2.0462,0.7178
"8470602",2016,2.0716,-2.9405
"8470604",2016,2.1405,-4.1206
"8470606",2016,6.9298,2.4184
"8470607",2016,-0.3836,-7.2252
"8470609",2016,-2.0328,-0.5671
"8470610",2016,2.604,-2.2339
