"player_id","gp_onice","shots_5v5","ga_5v5","shots_pk","ga_pk","xg_faced","sv_pct_5v5","sv_pct_pk","actual_ga_tracked","gsax"
"8462044",33,890,53,182,20,0,0.9404,0.8901,73,NA
"8471679",79,2424,124,565,44,0,0.9488,0.9221,168,NA
"8470594",71,1926,108,454,36,0,0.9439,0.9207,144,NA
"8475683",60,1721,93,365,34,0,0.946,0.9068,127,NA
"8473404",51,1685,83,325,35,0,0.9507,0.8923,118,NA
"8470320",74,2591,128,500,38,0,0.9506,0.924,166,NA
"8467950",51,1582,94,358,26,0,0.9406,0.9274,120,NA
"8460612",29,793,56,199,22,0,0.9294,0.8894,78,NA
"8462147",71,2017,121,460,43,0,0.94,0.9065,164,NA
"8459140",47,1494,103,348,47,0,0.9311,0.8649,150,NA
"8474550",78,2403,129,514,55,0,0.9463,0.893,184,NA
"8473461",54,1535,101,368,36,0,0.9342,0.9022,137,NA
"8455710",56,1415,92,261,27,0,0.935,0.8966,119,NA
"8470140",69,2143,108,486,49,0,0.9496,0.8992,157,NA
"8473972",49,1620,81,356,27,0,0.95,0.9242,108,NA
"8470657",74,2303,139,507,47,0,0.9396,0.9073,186,NA
"8468011",73,2270,124,558,44,0,0.9454,0.9211,168,NA
"8469461",14,386,22,126,10,0,0.943,0.9206,32,NA
"8473607",56,1620,93,357,31,0,0.9426,0.9132,124,NA
"8471715",58,1807,95,353,38,0,0.9474,0.8924,133,NA
"8462152",33,887,68,196,23,0,0.9233,0.8827,91,NA
"8468524",72,2411,119,589,51,0,0.9506,0.9134,170,NA
"8471695",29,913,52,185,16,0,0.943,0.9135,68,NA
"8468685",73,2292,118,444,41,0,0.9485,0.9077,159,NA
"8468481",26,813,61,217,20,0,0.925,0.9078,81,NA
"8460704",34,817,50,146,11,0,0.9388,0.9247,61,NA
"8469608",25,598,43,161,8,0,0.9281,0.9503,51,NA
"8462052",43,1236,72,262,21,0,0.9417,0.9198,93,NA
"8470860",57,1693,97,362,31,0,0.9427,0.9144,128,NA
"8471469",76,2376,114,487,37,0,0.952,0.924,151,NA
"8474765",23,653,32,118,14,0,0.951,0.8814,46,NA
"8458568",11,284,19,85,7,0,0.9331,0.9176,26,NA
"8467511",26,685,38,145,18,0,0.9445,0.8759,56,NA
"8466141",85,2527,127,569,46,0,0.9497,0.9192,173,NA
"8471734",67,2050,110,444,28,0,0.9463,0.9369,138,NA
"8460703",82,2787,105,517,43,0,0.9623,0.9168,148,NA
"8473541",25,687,41,150,12,0,0.9403,0.92,53,NA
"8460712",57,1805,109,381,21,0,0.9396,0.9449,130,NA
"8462161",24,659,32,160,16,0,0.9514,0.9,48,NA
"8470147",28,776,53,195,18,0,0.9317,0.9077,71,NA
"8470645",64,1911,100,352,34,0,0.9477,0.9034,134,NA
"8469514",45,1349,83,317,38,0,0.9385,0.8801,121,NA
"8460806",71,2288,123,489,38,0,0.9462,0.9223,161,NA
"8475361",23,687,44,123,19,0,0.936,0.8455,63,NA
"8468540",45,1151,76,288,28,0,0.934,0.9028,104,NA
"8470880",55,1594,114,369,37,0,0.9285,0.8997,151,NA
"8475215",8,189,14,44,5,0,0.9259,0.8864,19,NA
"8464999",36,919,56,221,24,0,0.9391,0.8914,80,NA
"8469152",25,595,49,123,17,0,0.9176,0.8618,66,NA
"8459579",7,193,11,43,3,0,0.943,0.9302,14,NA
"8467391",17,523,26,131,16,0,0.9503,0.8779,42,NA
"8471239",29,791,38,226,15,0,0.952,0.9336,53,NA
"8473575",27,831,36,176,14,0,0.9567,0.9205,50,NA
"8471251",12,362,28,83,13,0,0.9227,0.8434,41,NA
"8462047",17,473,27,79,4,0,0.9429,0.9494,31,NA
"8466339",30,912,50,204,17,0,0.9452,0.9167,67,NA
"8475431",16,404,26,88,5,0,0.9356,0.9432,31,NA
"8474771",2,39,4,8,1,0,0.8974,0.875,5,NA
"8460535",32,1003,62,238,16,0,0.9382,0.9328,78,NA
"8471227",35,1114,64,317,24,0,0.9425,0.9243,88,NA
"8467453",18,476,33,78,5,0,0.9307,0.9359,38,NA
"8467913",16,395,24,102,4,0,0.9392,0.9608,28,NA
"8473523",15,428,24,84,5,0,0.9439,0.9405,29,NA
"8474651",14,343,17,68,2,0,0.9504,0.9706,19,NA
"8470093",2,64,4,13,2,0,0.9375,0.8462,6,NA
"8469732",15,401,20,73,8,0,0.9501,0.8904,28,NA
"8469675",3,95,3,19,1,0,0.9684,0.9474,4,NA
"8473614",1,1,0,5,0,0,1,1,0,NA
"8474855",10,245,17,53,4,0,0.9306,0.9245,21,NA
"8473532",1,24,2,5,1,0,0.9167,0.8,3,NA
"8473503",37,1255,59,213,23,0,0.953,0.892,82,NA
"8474488",1,21,1,4,0,0,0.9524,1,1,NA
"8473638",2,61,1,13,0,0,0.9836,1,1,NA
"8468038",3,69,2,15,4,0,0.971,0.7333,6,NA
"8470800",4,46,6,15,1,0,0.8696,0.9333,7,NA
"8474690",9,304,18,24,1,0,0.9408,0.9583,19,NA
"8471418",4,88,3,24,2,0,0.9659,0.9167,5,NA
"8474593",1,12,0,7,2,0,1,0.7143,2,NA
"8471774",1,9,0,6,0,0,1,1,0,NA
"8475156",4,113,11,34,3,0,0.9027,0.9118,14,NA
"8471219",20,645,30,137,11,0,0.9535,0.9197,41,NA
"8471750",7,182,14,34,3,0,0.9231,0.9118,17,NA
"8474194",1,10,1,3,2,0,0.9,0.3333,3,NA
"8469548",16,487,25,126,10,0,0.9487,0.9206,35,NA
"8474591",1,7,2,1,1,0,0.7143,0,3,NA
"8473434",1,14,2,2,0,0,0.8571,1,2,NA
"8470263",1,11,2,4,0,0,0.8182,1,2,NA
