season,game_type,team_id,team_abbrev,zone,goals,sog,sh_pct
2024,2,21,COL,Behind the Net,1,16,0.0625
2024,2,21,COL,Beyond Red Line,9,76,0.1184
2024,2,21,COL,Center Point,20,263,0.076
2024,2,21,COL,Crease,28,81,0.3457
2024,2,21,COL,High Slot,36,239,0.1506
2024,2,21,COL,L Circle,26,268,0.097
2024,2,21,COL,L Corner,0,6,0
2024,2,21,COL,L Net Side,6,62,0.0968
2024,2,21,COL,L Point,5,196,0.0255
2024,2,21,COL,Low Slot,122,651,0.1874
2024,2,21,COL,Offensive Neutral Zone,2,54,0.037
2024,2,21,COL,Outside L,5,160,0.0313
2024,2,21,COL,Outside R,5,132,0.0379
2024,2,21,COL,R Circle,26,269,0.0967
2024,2,21,COL,R Corner,0,0,0
2024,2,21,COL,R Net Side,5,74,0.0676
2024,2,21,COL,R Point,6,158,0.038
2024,2,12,CAR,Behind the Net,0,22,0
2024,2,12,CAR,Beyond Red Line,6,66,0.0909
2024,2,12,CAR,Center Point,11,162,0.0679
2024,2,12,CAR,Crease,16,87,0.1839
2024,2,12,CAR,High Slot,32,232,0.1379
2024,2,12,CAR,L Circle,28,258,0.1085
2024,2,12,CAR,L Corner,0,11,0
2024,2,12,CAR,L Net Side,9,86,0.1047
2024,2,12,CAR,L Point,7,232,0.0302
2024,2,12,CAR,Low Slot,122,593,0.2057
2024,2,12,CAR,Offensive Neutral Zone,1,48,0.0208
2024,2,12,CAR,Outside L,7,207,0.0338
2024,2,12,CAR,Outside R,6,177,0.0339
2024,2,12,CAR,R Circle,21,232,0.0905
2024,2,12,CAR,R Corner,0,7,0
2024,2,12,CAR,R Net Side,5,74,0.0676
2024,2,12,CAR,R Point,6,239,0.0251
2024,2,25,DAL,Behind the Net,0,28,0
2024,2,25,DAL,Beyond Red Line,7,69,0.1014
2024,2,25,DAL,Center Point,5,198,0.0253
2024,2,25,DAL,Crease,19,69,0.2754
2024,2,25,DAL,High Slot,42,258,0.1628
2024,2,25,DAL,L Circle,27,246,0.1098
2024,2,25,DAL,L Corner,0,5,0
2024,2,25,DAL,L Net Side,9,76,0.1184
2024,2,25,DAL,L Point,3,194,0.0155
2024,2,25,DAL,Low Slot,138,669,0.2063
2024,2,25,DAL,Offensive Neutral Zone,0,51,0
2024,2,25,DAL,Outside L,2,133,0.015
2024,2,25,DAL,Outside R,4,130,0.0308
2024,2,25,DAL,R Circle,24,212,0.1132
2024,2,25,DAL,R Corner,0,3,0
2024,2,25,DAL,R Net Side,8,83,0.0964
2024,2,25,DAL,R Point,6,164,0.0366
2024,2,7,BUF,Behind the Net,3,16,0.1875
2024,2,7,BUF,Beyond Red Line,6,62,0.0968
2024,2,7,BUF,Center Point,6,186,0.0323
2024,2,7,BUF,Crease,7,45,0.1556
2024,2,7,BUF,High Slot,52,268,0.194
2024,2,7,BUF,L Circle,30,284,0.1056
2024,2,7,BUF,L Corner,1,9,0.1111
2024,2,7,BUF,L Net Side,8,63,0.127
2024,2,7,BUF,L Point,7,167,0.0419
2024,2,7,BUF,Low Slot,84,540,0.1556
2024,2,7,BUF,Offensive Neutral Zone,2,48,0.0417
2024,2,7,BUF,Outside L,4,157,0.0255
2024,2,7,BUF,Outside R,3,138,0.0217
2024,2,7,BUF,R Circle,18,274,0.0657
2024,2,7,BUF,R Corner,0,6,0
2024,2,7,BUF,R Net Side,9,84,0.1071
2024,2,7,BUF,R Point,4,187,0.0214
2024,2,14,TBL,Behind the Net,2,16,0.125
2024,2,14,TBL,Beyond Red Line,3,57,0.0526
2024,2,14,TBL,Center Point,13,171,0.076
2024,2,14,TBL,Crease,19,59,0.322
2024,2,14,TBL,High Slot,27,211,0.128
2024,2,14,TBL,L Circle,24,260,0.0923
2024,2,14,TBL,L Corner,0,5,0
2024,2,14,TBL,L Net Side,3,58,0.0517
2024,2,14,TBL,L Point,8,147,0.0544
2024,2,14,TBL,Low Slot,136,610,0.223
2024,2,14,TBL,Offensive Neutral Zone,1,53,0.0189
2024,2,14,TBL,Outside L,7,136,0.0515
2024,2,14,TBL,Outside R,11,174,0.0632
2024,2,14,TBL,R Circle,22,206,0.1068
2024,2,14,TBL,R Corner,0,7,0
2024,2,14,TBL,R Net Side,8,73,0.1096
2024,2,14,TBL,R Point,4,158,0.0253
2024,2,8,MTL,Behind the Net,2,28,0.0714
2024,2,8,MTL,Beyond Red Line,5,56,0.0893
2024,2,8,MTL,Center Point,7,183,0.0383
2024,2,8,MTL,Crease,15,68,0.2206
2024,2,8,MTL,High Slot,28,206,0.1359
2024,2,8,MTL,L Circle,19,199,0.0955
2024,2,8,MTL,L Corner,0,5,0
2024,2,8,MTL,L Net Side,8,71,0.1127
2024,2,8,MTL,L Point,5,150,0.0333
2024,2,8,MTL,Low Slot,108,567,0.1905
