season,game_type,team_id,team_abbrev,gp,wins,losses,ot_losses,points,conference,division,dist_total_mi,dist_per60_mi,dist_max_game_mi,max_skate_speed_mph,bursts_over22,bursts_20_22,bursts_18_20,oz_pct,nz_pct,dz_pct,oz_league_avg,dz_league_avg,top_shot_speed_mph,avg_shot_speed_mph,shot_attempts_over100,shot_attempts_90_100,shot_attempts_80_90,shot_diff,shots_for,shots_against
2024,2,21,COL,82,50,25,7,107,Western,Central,3707.9034,9.1587,48.8112,24.05,266,2639,8753,0.4209547,0.1754296,0.4036157,0.4110197,0.4110197,98.02,58.1476,0,59,493,NA,NA,NA
2024,2,12,CAR,82,52,23,7,111,Eastern,Metropolitan,3755.9637,9.2711,49.4582,23.683,87,1615,7633,0.4626936,0.1865817,0.3507247,0.4110197,0.4110197,100.85,59.0386,2,79,616,NA,NA,NA
2024,2,25,DAL,82,52,21,9,113,Western,Central,3846.1158,9.4588,50.8014,23.594,78,1499,7988,0.4199478,0.1873548,0.3926974,0.4110197,0.4110197,100.42,56.6543,1,34,438,NA,NA,NA
2024,2,7,BUF,82,39,37,6,84,Eastern,Atlantic,3706.1292,9.1425,48.3185,22.994,34,1247,7362,0.4030275,0.182831,0.4141416,0.4110197,0.4110197,102.08,59.2213,4,89,533,NA,NA,NA
2024,2,14,TBL,82,45,29,8,98,Eastern,Atlantic,3646.5053,8.9924,48.7888,24.148,124,1907,7784,0.4131968,0.1812475,0.4055557,0.4110197,0.4110197,102.4,58.3439,6,152,491,NA,NA,NA
2024,2,8,MTL,82,30,36,16,76,Eastern,Atlantic,3711.4418,9.1164,49.3306,23.253,95,1774,7718,0.3961912,0.1692598,0.4345491,0.4110197,0.4110197,102.23,57.2083,3,68,398,NA,NA,NA
2024,2,30,MIN,82,39,34,9,87,Western,Central,3546.8535,8.7418,48.0824,23.956,46,1285,6790,0.4195782,0.1719135,0.4085083,0.4110197,0.4110197,99.48,56.8214,0,23,372,NA,NA,NA
2024,2,6,BOS,82,47,20,15,109,Eastern,Atlantic,3721.2101,9.1643,48.7299,23.641,38,1322,7430,0.408207,0.1778804,0.4139126,0.4110197,0.4110197,99.73,55.5043,0,38,400,NA,NA,NA
2024,2,9,OTT,82,37,41,4,78,Eastern,Atlantic,3628.2338,8.9437,49.6389,23.475,94,1804,7748,0.4075714,0.1771879,0.4152407,0.4110197,0.4110197,97.59,59.4281,0,100,626,NA,NA,NA
2024,2,5,PIT,82,38,32,12,88,Eastern,Metropolitan,3780.9881,9.3171,49.1349,23.199,67,1785,8301,0.416792,0.1786673,0.4045407,0.4110197,0.4110197,101.54,56.5912,2,70,510,NA,NA,NA
2024,2,4,PHI,82,38,33,11,87,Eastern,Metropolitan,3764.3029,9.2775,50.6178,24.213,103,1548,7749,0.4203722,0.1802417,0.399386,0.4110197,0.4110197,101.49,56.8161,2,65,476,NA,NA,NA
2024,2,15,WSH,82,40,31,11,91,Eastern,Metropolitan,3781.8152,9.2921,50.5003,23.629,93,1917,7650,0.3797527,0.1758446,0.4444027,0.4110197,0.4110197,100.75,57.3272,3,152,448,NA,NA,NA
2024,2,54,VGK,82,45,29,8,98,Western,Pacific,3707.8632,9.1158,49.0721,23.207,75,1492,7230,0.413745,0.1818676,0.4043874,0.4110197,0.4110197,100.33,58.4905,2,77,553,NA,NA,NA
2024,2,22,EDM,82,49,27,6,104,Western,Pacific,3682.6607,9.0937,48.9762,24.191,155,2256,8403,0.4365228,0.1749417,0.3885356,0.4110197,0.4110197,100.48,56.3474,1,166,494,NA,NA,NA
2024,2,17,DET,82,41,32,9,91,Eastern,Atlantic,3647.2134,8.9741,49.5884,23.202,34,1382,7105,0.4084441,0.1754631,0.4160928,0.4110197,0.4110197,101.6,58.524,5,133,451,NA,NA,NA
2024,2,29,CBJ,82,27,43,12,66,Eastern,Metropolitan,3717.1554,9.1416,48.1485,23.502,86,1931,8623,0.3904612,0.1742034,0.4353354,0.4110197,0.4110197,98.48,58.9765,0,88,532,NA,NA,NA
2024,2,24,ANA,82,27,50,5,59,Western,Pacific,3617.9821,8.9953,47.9408,23.489,50,1374,7333,0.3873876,0.1727727,0.4398397,0.4110197,0.4110197,101.69,57.3947,3,73,408,NA,NA,NA
2024,2,2,NYI,82,39,27,16,94,Eastern,Metropolitan,3718.3804,9.1331,48.2421,23.576,100,1869,8008,0.3937669,0.1748857,0.4313475,0.4110197,0.4110197,100.81,58.3072,4,104,462,NA,NA,NA
2024,2,26,LAK,82,44,27,11,99,Western,Pacific,3690.0591,9.0956,49.747,23.758,88,1769,7866,0.4082482,0.1772896,0.4144622,0.4110197,0.4110197,99.92,59.0275,0,80,623,NA,NA,NA
2024,2,1,NJD,82,38,39,5,81,Eastern,Metropolitan,3760.9437,9.292,48.9813,24.192,85,1730,8263,0.4026119,0.1853909,0.4119972,0.4110197,0.4110197,102.59,56.3806,8,68,426,NA,NA,NA
2024,2,19,STL,82,43,33,6,92,Western,Central,3692.1356,9.0757,49.71,23.576,85,1642,7496,0.4031534,0.1754113,0.4214353,0.4110197,0.4110197,102.19,58.0607,3,99,454,NA,NA,NA
2024,2,18,NSH,82,47,30,5,99,Western,Central,3735.2046,9.2324,49.5912,23.305,26,1298,7866,0.4343025,0.1855722,0.3801252,0.4110197,0.4110197,101.83,56.1174,1,93,521,NA,NA,NA
2024,2,28,SJS,82,19,54,9,47,Western,Pacific,3663.7374,9.036,48.0996,23.526,76,1379,7685,0.3726964,0.1736394,0.4536641,0.4110197,0.4110197,100.11,57.4817,1,53,369,NA,NA,NA
2024,2,13,FLA,82,52,24,6,110,Eastern,Atlantic,3759.9536,9.3182,49.7366,23.528,38,1476,7910,0.4461172,0.1767565,0.3771263,0.4110197,0.4110197,100.99,57.0854,3,90,413,NA,NA,NA
2024,2,52,WPG,82,52,24,6,110,Western,Central,3730.3251,9.2037,49.5554,23.948,79,1544,7561,0.4170035,0.1774427,0.4055538,0.4110197,0.4110197,97.45,57.6987,0,66,564,NA,NA,NA
2024,2,55,SEA,82,34,35,13,81,Western,Pacific,3759.5532,9.2261,49.1521,23.804,32,1440,8308,0.4161377,0.1742014,0.4096609,0.4110197,0.4110197,100.7,59.4803,1,74,644,NA,NA,NA
2024,2,10,TOR,82,46,26,10,102,Eastern,Atlantic,3643.8324,8.9474,48.9227,23.45,64,1534,7573,0.4123192,0.1786591,0.4090217,0.4110197,0.4110197,97.71,55.5091,0,33,408,NA,NA,NA
2024,2,20,CGY,82,38,39,5,81,Western,Pacific,3777.4452,9.3251,51.1313,23.609,53,1338,8377,0.4164377,0.1782702,0.4052922,0.4110197,0.4110197,100.89,57.2744,1,84,438,NA,NA,NA
2024,2,3,NYR,82,55,23,4,114,Eastern,Metropolitan,3701.5278,9.1165,48.7282,23.473,70,1537,7743,0.4148803,0.182205,0.4029146,0.4110197,0.4110197,98.45,58.1515,0,54,409,NA,NA,NA
2024,2,16,CHI,82,23,53,6,52,Western,Central,3753.608,9.2628,50.1416,23.182,46,1349,7547,0.3893204,0.177318,0.4333616,0.4110197,0.4110197,100.14,57.4735,1,50,402,NA,NA,NA
2024,2,23,VAN,82,50,23,9,109,Western,Pacific,3631.3143,8.9696,47.5058,23.362,63,1471,7495,0.4275565,0.1713064,0.4011372,0.4110197,0.4110197,100.37,58.2349,1,118,542,NA,NA,NA
2024,2,53,PHX,82,36,41,5,77,Western,Central,3696.8004,9.1385,48.0363,23.557,43,1475,7568,0.3941334,0.182581,0.4232855,0.4110197,0.4110197,99.01,56.3238,0,36,318,NA,NA,NA
