season,game_type,player_id,first_name,last_name,position,team_abbrev,gp,goals,assists,points,top_shot_speed_mph,avg_shot_speed_mph,shot_attempts_over100,shot_attempts_90_100,shot_attempts_80_90,shot_attempts_70_80,max_skate_speed_mph,bursts_over22,bursts_20_22,bursts_18_20,dist_total_mi,dist_per60_mi,dist_max_game_mi,oz_pct,nz_pct,dz_pct,oz_league_avg,dz_league_avg,oz_starts_pct,nz_starts_pct,dz_starts_pct
2024,2,8478864,Kirill,Kaprizov,L,MIN,75,46,50,96,90.83,56.0475,0,1,37,111,22.635,5,99,532,250.601,9.2915,4.8674,0.46995423,0.17280383,0.35724194,0.42436392,0.3977511,0.3945,0.3506,0.2549
2024,2,8471675,Sidney,Crosby,C,PIT,82,42,52,94,90.82,50.255,0,2,28,71,22.883,8,181,692,267.6277,9.749,4.1132,0.46833564,0.178612,0.35305237,0.42436392,0.3977511,0.4003,0.3666,0.2331
2024,2,8476887,Filip,Forsberg,L,NSH,82,48,46,94,99.63,61.5729,0,16,146,131,22.555,0,88,535,249.027,9.6382,3.6865,0.47666301,0.18580546,0.33753153,0.42436392,0.3977511,0.4201,0.312,0.2679
2024,2,8477933,Sam,Reinhart,C,FLA,82,57,37,94,91.76,50.2456,0,1,18,70,21.901,0,78,602,266.8885,9.62,4.0991,0.48131594,0.16603532,0.35264873,0.42436392,0.3977511,0.3507,0.3205,0.3288
2024,2,8480800,Quinn,Hughes,D,VAN,82,17,75,92,95.24,68.441,0,5,74,229,22.546,4,119,451,289.255,8.574,4.2455,0.48470993,0.16204187,0.3532482,0.42065626,0.40162442,0.4221,0.3162,0.2617
2024,2,8478010,Brayden,Point,C,TBL,81,46,44,90,87.49,45.3823,0,0,5,39,24.148,41,395,986,267.766,9.8979,4.2278,0.45435314,0.18456141,0.36108546,0.42436392,0.3977511,0.4273,0.3132,0.2595
2024,2,8480069,Cale,Makar,D,COL,77,21,69,90,96.18,70.8398,0,31,99,233,23.272,25,168,413,272.9557,8.5868,4.5257,0.44136682,0.16973751,0.38889566,0.42065626,0.40162442,0.4538,0.2997,0.2465
2024,2,8478427,Sebastian,Aho,C,CAR,78,36,53,89,89.04,56.0349,0,0,41,86,22.861,8,184,633,253.5302,9.9362,4.1572,0.48361285,0.17899813,0.33738901,0.42436392,0.3977511,0.4326,0.28,0.2874
2024,2,8480012,Elias,Pettersson,C,VAN,82,34,55,89,97.67,56.1775,0,15,55,61,22.475,3,108,525,238.6861,8.8878,3.925,0.4639001,0.16354228,0.37255762,0.42436392,0.3977511,0.3656,0.3161,0.3182
2024,2,8479314,Matthew,Tkachuk,L,FLA,80,26,62,88,87.56,48.4165,0,0,16,60,21.806,0,22,228,216.6165,8.7158,3.3155,0.49822125,0.17191147,0.32986728,0.42436392,0.3977511,0.3963,0.3532,0.2505
2024,2,8480023,Robert,Thomas,C,STL,82,26,60,86,87.81,54.9313,0,0,15,86,22.199,1,72,579,274.1071,9.566,4.1253,0.4312857,0.1682613,0.400453,0.42436392,0.3977511,0.34,0.3176,0.3425
2024,2,8474600,Roman,Josi,D,NSH,82,23,62,85,96.87,66.6601,0,55,117,110,21.879,0,43,424,293.9811,8.7332,4.381,0.48034979,0.18354045,0.33610976,0.42065626,0.40162442,0.4376,0.3082,0.2542
2024,2,8478483,Mitch,Marner,R,TOR,69,26,59,85,89.72,49.7945,0,0,8,50,21.727,0,40,414,221.0905,9.0359,4.0456,0.43781303,0.17677782,0.38540915,0.42436392,0.3977511,0.3485,0.3766,0.2749
2024,2,8479407,Jesper,Bratt,L,NJD,82,27,56,83,85.02,52.9051,0,0,20,94,23.128,15,205,674,262.5871,9.9515,4.0845,0.44656559,0.18422028,0.36921413,0.42436392,0.3977511,0.347,0.3654,0.2876
2024,2,8480803,Evan,Bouchard,D,EDM,81,18,64,82,100.48,74.2722,1,110,108,135,21.965,0,74,424,266.2931,8.5773,4.2883,0.50076715,0.17368581,0.32554704,0.42065626,0.40162442,0.4245,0.2952,0.2803
2024,2,8474564,Steven,Stamkos,C,TBL,79,40,41,81,96,63.9772,0,36,83,103,22.411,4,114,487,211.5686,8.8151,3.4019,0.45074308,0.18207148,0.36718543,0.42436392,0.3977511,0.3678,0.3252,0.307
2024,2,8477493,Aleksander,Barkov,C,FLA,73,23,57,80,87.61,54.1845,0,0,25,81,22.445,4,133,652,229.7324,9.6157,3.8336,0.48466876,0.16782633,0.34750491,0.42436392,0.3977511,0.343,0.3368,0.3202
2024,2,8478445,Mathew,Barzal,C,NYI,80,23,57,80,92.81,54.2887,0,1,16,68,23.529,22,315,834,267.462,9.9638,4.2535,0.43732373,0.17525854,0.38741774,0.42436392,0.3977511,0.4207,0.2935,0.2859
2024,2,8480027,Jason,Robertson,L,DAL,82,29,51,80,93.38,56.8853,0,2,43,119,22.058,1,39,262,237.4742,9.4823,4.1195,0.45670875,0.18862145,0.3546698,0.42436392,0.3977511,0.3625,0.3105,0.327
2024,2,8475786,Zach,Hyman,L,EDM,80,54,23,77,83.51,40.6738,0,0,5,46,22.763,3,127,466,211.8256,8.147,3.3813,0.49471733,0.17051338,0.33476928,0.42436392,0.3977511,0.4383,0.2826,0.2791
2024,2,8476389,Vincent,Trocheck,C,NYR,82,25,52,77,84.32,48.8862,0,0,4,59,22.812,7,167,723,282.1289,9.6219,4.2411,0.45803261,0.1721245,0.36984289,0.42436392,0.3977511,0.383,0.273,0.344
2024,2,8477404,Jake,Guentzel,L,PIT,67,30,47,77,86.05,48.0658,0,0,6,45,22.558,3,153,606,220.5709,9.8661,4.2146,0.47191186,0.17839213,0.34969602,0.42436392,0.3977511,0.418,0.3494,0.2326
2024,2,8480018,Nick,Suzuki,C,MTL,82,33,44,77,90.88,51.1929,0,1,36,67,23.033,7,211,687,279.5754,9.6204,4.1714,0.43728882,0.16959712,0.39311406,0.42436392,0.3977511,0.3405,0.3483,0.3111
2024,2,8475167,Victor,Hedman,D,TBL,78,13,63,76,101.36,70.6566,5,61,58,104,21.688,0,45,322,273.5736,8.4841,4.3153,0.44431375,0.17812338,0.37756287,0.42065626,0.40162442,0.3997,0.3176,0.2827
2024,2,8479343,Clayton,Keller,R,ARI,78,33,43,76,93.13,55.5891,0,3,47,67,22.048,1,92,488,233.205,9.3209,3.7952,0.44996346,0.18255281,0.36748374,0.42436392,0.3977511,0.3305,0.3631,0.3064
2024,2,8474679,Gustav,Nyquist,C,NSH,81,23,52,75,89.63,47.6741,0,0,3,26,22.446,1,77,499,228.0697,9.5219,3.5602,0.46286086,0.18504281,0.35209633,0.42436392,0.3977511,0.4269,0.3083,0.2647
2024,2,8475172,Nazem,Kadri,C,CGY,82,29,46,75,90.23,49.232,0,2,7,67,22.01,1,77,585,251.6107,9.9917,3.7242,0.46122995,0.17752618,0.36124387,0.42436392,0.3977511,0.3957,0.3581,0.2462
2024,2,8475184,Chris,Kreider,L,NYR,82,39,36,75,89.57,49.5792,0,0,36,65,23.021,12,173,511,223.5908,8.7099,3.6063,0.45123776,0.17310528,0.37565696,0.42436392,0.3977511,0.3686,0.3538,0.2776
2024,2,8477960,Adrian,Kempe,R,LAK,77,28,47,75,96.82,63.7128,0,14,105,130,23.534,23,252,660,235.9365,9.7099,3.799,0.43724444,0.17175897,0.39099659,0.42436392,0.3977511,0.345,0.3129,0.342
2024,2,8479542,Brandon,Hagel,L,TBL,82,26,49,75,89,48.4108,0,0,7,50,22.943,9,148,596,243.3631,9.2476,3.6971,0.41342247,0.18318299,0.40339455,0.42436392,0.3977511,0.3141,0.3834,0.3025
2024,2,8480801,Brady,Tkachuk,L,OTT,81,37,37,74,96.97,53.9549,0,7,82,78,22.369,1,88,428,218.724,8.4639,3.4067,0.44677479,0.18338369,0.36984152,0.42436392,0.3977511,0.3284,0.3826,0.289
2024,2,8481559,Jack,Hughes,C,NJD,62,27,47,74,91.49,54.6496,0,1,13,103,22.89,8,179,754,234.046,10.7989,4.6223,0.45218634,0.18308837,0.36472529,0.42436392,0.3977511,0.4518,0.3166,0.2315
2024,2,8477942,Kevin,Fiala,L,LAK,82,29,44,73,99.92,59.4215,0,6,49,118,22.286,1,90,512,230.7795,9.3628,3.7475,0.44780669,0.17962603,0.37256729,0.42436392,0.3977511,0.3289,0.3505,0.3206
2024,2,8478444,Brock,Boeser,R,VAN,81,40,33,73,96.83,52.9749,0,11,39,62,21.45,0,51,381,221.8762,8.8351,3.3312,0.47173399,0.16644641,0.3618196,0.42436392,0.3977511,0.3346,0.3412,0.3242
2024,2,8479323,Adam,Fox,D,NYR,72,17,56,73,86.71,61.2322,0,0,14,59,21.246,0,13,194,231.7502,8.2379,4.2543,0.46787086,0.1719342,0.36019494,0.42065626,0.40162442,0.4109,0.3017,0.2874
2024,2,8476459,Mika,Zibanejad,C,NYR,81,26,46,72,95.75,61.6022,0,31,69,69,22.426,6,187,855,266.2113,9.9876,4.7035,0.44228897,0.17484723,0.3828638,0.42436392,0.3977511,0.3578,0.346,0.2962
2024,2,8476460,Mark,Scheifele,C,WPG,74,25,47,72,88.5,48.2744,0,0,13,47,21.759,0,110,598,243.5148,9.7815,4.2426,0.45453743,0.17732709,0.36813548,0.42436392,0.3977511,0.4488,0.2678,0.2835
2024,2,8477409,Carter,Verhaeghe,C,FLA,76,34,38,72,93.32,54.177,0,1,16,106,23.221,5,183,656,218.4836,9.6026,3.6065,0.48234358,0.17511768,0.34253874,0.42436392,0.3977511,0.3768,0.347,0.2762
2024,2,8482078,Lucas,Raymond,L,DET,82,31,41,72,93.83,54.2679,0,1,36,59,22.9,2,127,590,231.5577,9.5437,3.628,0.44627855,0.17618684,0.37753461,0.42436392,0.3977511,0.2902,0.3425,0.3673
2024,2,8471685,Anze,Kopitar,C,LAK,81,26,44,70,97.57,48.9072,0,4,8,47,21.453,0,51,513,259.4787,9.7774,3.9123,0.4344646,0.17033452,0.39520087,0.42436392,0.3977511,0.3352,0.3136,0.3512
2024,2,8480865,Noah,Dobson,D,NYI,79,10,60,70,91.39,67.2261,0,6,69,164,22.533,3,66,370,264.7585,8.2043,4.2372,0.43053316,0.1749896,0.39447725,0.42065626,0.40162442,0.3496,0.3134,0.337
2024,2,8482116,Tim,Stützle,C,OTT,75,18,52,70,95.75,55.9984,0,3,25,86,23.475,23,260,811,261.7602,9.9159,4.3575,0.43869519,0.17821676,0.38308805,0.42436392,0.3977511,0.3431,0.3249,0.332
2024,2,8475158,Ryan,O'Reilly,C,NSH,82,26,43,69,83.81,43.5683,0,0,3,20,21.851,0,34,457,250.7508,9.2825,3.8457,0.45915604,0.1802706,0.36057337,0.42436392,0.3977511,0.4242,0.3012,0.2746
2024,2,8475754,Brock,Nelson,C,NYI,82,34,35,69,87.17,53.6432,0,0,27,74,22.425,6,141,769,256.4579,10.377,3.9185,0.42318835,0.17579051,0.40102114,0.42436392,0.3977511,0.3645,0.3488,0.2867
2024,2,8476539,Jonathan,Marchessault,R,VGK,82,42,27,69,89.95,59.1263,0,0,37,124,21.117,0,23,301,222.5283,9.099,3.4997,0.45487903,0.17994457,0.3651764,0.42436392,0.3977511,0.4099,0.2974,0.2927
2024,2,8477504,Josh,Morrissey,D,WPG,81,10,59,69,95.55,67.4521,0,12,95,134,21.873,0,47,411,293.1597,8.9799,4.5591,0.46654861,0.17685308,0.35659831,0.42065626,0.40162442,0.4212,0.303,0.2758
2024,2,8477946,Dylan,Larkin,C,DET,68,33,36,69,94.16,55.1719,0,1,40,71,22.62,3,181,651,218.1852,9.5435,4.4264,0.44630049,0.16957965,0.38411986,0.42436392,0.3977511,0.2971,0.3645,0.3384
2024,2,8481557,Matt,Boldy,L,MIN,75,29,40,69,93.83,56.2583,0,3,35,116,23.238,1,71,466,212.6797,8.997,4.0279,0.47908613,0.17366345,0.34725042,0.42436392,0.3977511,0.3571,0.3493,0.2935
2024,2,8477500,Bo,Horvat,C,NYI,81,33,35,68,92.72,57.2616,0,4,66,76,22.426,17,218,658,257.2357,9.6754,3.9708,0.43272544,0.17201602,0.39525853,0.42436392,0.3977511,0.4047,0.2746,0.3207
2024,2,8478403,Jack,Eichel,C,VGK,63,31,37,68,92.22,61.4357,0,6,95,109,23.207,19,216,664,209.0679,9.7034,3.9218,0.43866758,0.17605678,0.38527564,0.42436392,0.3977511,0.4225,0.3075,0.27
2024,2,8478439,Travis,Konecny,R,PHI,76,33,35,68,94.65,56.5355,0,2,38,108,22.582,7,143,510,241.2815,9.6009,4.0744,0.45137148,0.17458094,0.37404758,0.42436392,0.3977511,0.4084,0.337,0.2546
2024,2,8470794,Joe,Pavelski,C,DAL,82,27,40,67,87.21,43.723,0,0,4,17,20.866,0,13,300,222.0326,9.665,3.3636,0.44896955,0.18884842,0.36218204,0.42436392,0.3977511,0.3627,0.2962,0.3411
2024,2,8471215,Evgeni,Malkin,C,PIT,82,27,40,67,91.7,55.0114,0,3,54,48,21.331,0,48,596,259.6773,10.224,3.935,0.45395172,0.17876566,0.36728262,0.42436392,0.3977511,0.4004,0.3642,0.2354
2024,2,8473419,Brad,Marchand,L,BOS,82,29,38,67,87.97,51.1478,0,0,13,72,21.966,0,90,536,244.8581,9.3794,3.6152,0.43996676,0.17716526,0.38286798,0.42436392,0.3977511,0.3627,0.2706,0.3667
2024,2,8476454,Ryan,Nugent-Hopkins,C,EDM,80,18,49,67,86.11,52.3986,0,0,8,90,22.602,3,91,453,241.4079,9.2262,3.7821,0.4672232,0.16527766,0.36749913,0.42436392,0.3977511,0.4187,0.283,0.2984
2024,2,8478440,Dylan,Strome,C,WSH,82,27,40,67,91.3,47.1964,0,1,13,49,21.891,0,23,452,242.411,9.8816,4.1424,0.42932416,0.17498722,0.39568862,0.42436392,0.3977511,0.4355,0.3226,0.2419
2024,2,8479337,Alex,DeBrincat,R,DET,82,27,40,67,89.29,56.699,0,0,23,94,21.684,0,88,566,240.8365,9.8492,3.9187,0.45105309,0.17830045,0.37064646,0.42436392,0.3977511,0.3113,0.3755,0.3132
2024,2,8479385,Jordan,Kyrou,C,STL,82,31,36,67,88.62,57.4658,0,0,42,123,22.563,10,197,719,244.0075,9.7395,3.8853,0.44483029,0.17857415,0.37659556,0.42436392,0.3977511,0.3675,0.3324,0.3001
2024,2,8480002,Nico,Hischier,C,NJD,71,27,40,67,88.19,47.0152,0,0,8,36,22.523,9,138,433,207.0453,8.9809,3.7013,0.43194099,0.18385982,0.38419918,0.42436392,0.3977511,0.3079,0.3785,0.3136
2024,2,8482093,Seth,Jarvis,C,CAR,81,33,34,67,85.49,48.7363,0,0,18,50,22.676,7,192,621,248.4722,9.8162,3.8693,0.47660933,0.17516594,0.34822473,0.42436392,0.3977511,0.3701,0.3245,0.3054
2024,2,8480208,Drake,Batherson,R,OTT,82,28,38,66,89.41,54.0596,0,0,21,85,22.638,7,181,711,241.7841,9.7349,4.0057,0.43143014,0.18031367,0.3882562,0.42436392,0.3977511,0.3681,0.3549,0.277
2024,2,8471214,Alex,Ovechkin,L,WSH,79,31,34,65,98.4,66.4255,0,68,108,106,21.689,0,14,198,225.6277,8.9154,3.4974,0.42884168,0.17447984,0.39667847,0.42436392,0.3977511,0.4977,0.3305,0.1718
2024,2,8475166,John,Tavares,C,TOR,80,29,36,65,88.11,47.1705,0,0,13,63,22.386,2,104,590,213.6356,8.9687,3.5357,0.44451148,0.18076532,0.37472321,0.42436392,0.3977511,0.3552,0.3305,0.3143
2024,2,8475168,Matt,Duchene,C,DAL,80,25,40,65,88.71,52.9642,0,0,14,77,22.746,8,145,627,219.0773,9.7999,3.503,0.43373704,0.19045058,0.37581238,0.42436392,0.3977511,0.3537,0.3129,0.3333
2024,2,8478449,Roope,Hintz,C,DAL,80,30,35,65,94.51,53.1581,0,1,47,60,23.594,44,358,840,241.7596,10.5175,3.9379,0.44925847,0.18235676,0.36838477,0.42436392,0.3977511,0.3659,0.308,0.3261
2024,2,8481540,Cole,Caufield,R,MTL,82,28,37,65,93.31,58.4397,0,2,37,122,22.76,3,90,523,263.9893,9.9463,3.917,0.44390469,0.17088042,0.38521488,0.42436392,0.3977511,0.3521,0.3641,0.2839
2024,2,8482740,Wyatt,Johnston,C,DAL,82,32,33,65,86.94,51.3176,0,0,20,66,22.467,1,87,589,229.6795,9.8844,3.6661,0.42683307,0.18260667,0.39056026,0.42436392,0.3977511,0.3611,0.3102,0.3288
2024,2,8473512,Claude,Giroux,R,OTT,82,21,43,64,93.34,53.6778,0,8,19,57,22.147,2,77,436,250.3561,9.1174,3.7929,0.43409512,0.17132631,0.39457857,0.42436392,0.3977511,0.3336,0.3445,0.3219
2024,2,8478493,Joel,Eriksson Ek,C,MIN,77,30,34,64,93.28,46.038,0,1,12,67,21.947,0,90,493,222.505,8.4463,3.6122,0.44726888,0.16545264,0.38727849,0.42436392,0.3977511,0.3226,0.3585,0.3189
2024,2,8475692,Mats,Zuccarello,R,MIN,69,12,51,63,89.93,57.4676,0,0,19,90,23.129,2,34,255,183.1453,8.4296,3.609,0.46971867,0.16816027,0.36212106,0.42436392,0.3977511,0.3894,0.3506,0.26
2024,2,8477402,Pavel,Buchnevich,L,STL,80,27,36,63,94.54,55.1399,0,3,31,57,23.149,3,71,481,246.7888,9.3365,3.8843,0.43509823,0.17171786,0.39318391,0.42436392,0.3977511,0.3213,0.3472,0.3315
2024,2,8476875,Mike,Matheson,D,MTL,82,11,51,62,100.66,70.946,2,41,84,150,22.939,11,102,411,295.3194,8.4565,4.7066,0.41151756,0.16433135,0.42415109,0.42065626,0.40162442,0.2855,0.3239,0.3906
2024,2,8477955,Jared,McCann,L,SEA,80,29,33,62,95.46,62.1194,0,9,104,91,22.744,1,108,531,210.3538,9.4126,3.1238,0.44158667,0.17281893,0.3855944,0.42436392,0.3977511,0.3689,0.2831,0.348
2024,2,8477940,Nikolaj,Ehlers,L,WPG,82,25,36,61,92.38,62.8099,0,7,80,141,23.436,17,198,597,214.4452,9.8849,3.6589,0.44119136,0.18254885,0.37625979,0.42436392,0.3977511,0.4167,0.3001,0.2832
2024,2,8477951,Nick,Schmaltz,C,ARI,79,22,39,61,86.2,53.2529,0,0,7,46,22.285,2,92,589,248.8875,9.8566,3.8977,0.45320412,0.18061906,0.36617682,0.42436392,0.3977511,0.3346,0.3483,0.3171
2024,2,8478398,Kyle,Connor,L,WPG,65,34,27,61,91.85,58.5858,0,2,53,75,22.861,5,140,577,213.2157,9.9781,3.9787,0.45203444,0.1753683,0.37259726,0.42436392,0.3977511,0.4582,0.2582,0.2835
2024,2,8484144,Connor,Bedard,C,CHI,68,22,39,61,86.99,55.9703,0,0,33,95,22.733,2,100,621,229.1385,10.2198,4.3211,0.42283738,0.17795004,0.39921259,0.42436392,0.3977511,0.4079,0.3084,0.2837
2024,2,8473994,Jamie,Benn,L,DAL,82,21,39,60,86.06,47.7039,0,0,11,44,21.422,0,32,453,201.3936,9.7462,2.9515,0.4430659,0.17792982,0.37900429,0.42436392,0.3977511,0.3574,0.3056,0.3371
2024,2,8475745,Charlie,Coyle,C,BOS,82,25,35,60,92.26,46.5858,0,1,9,33,22.778,2,88,453,234.7527,9.5077,3.6302,0.40864621,0.17498121,0.41637258,0.42436392,0.3977511,0.2888,0.2925,0.4187
2024,2,8475798,Mikael,Granlund,C,PIT,69,12,48,60,89.89,52.4425,0,0,11,61,22.103,2,49,397,218.394,9.0607,3.9088,0.38926763,0.16914555,0.44158683,0.42436392,0.3977511,0.2931,0.3387,0.3682
2024,2,8476346,Johnny,Gaudreau,L,CBJ,81,12,48,60,92.24,53.2571,0,1,10,51,22.923,6,97,607,240.2506,9.4596,3.8459,0.43108715,0.1734295,0.39548335,0.42436392,0.3977511,0.3492,0.336,0.3149
2024,2,8476448,William,Karlsson,C,VGK,70,30,30,60,89.88,55.6195,0,0,38,64,22.904,11,146,577,197.3214,9.6089,3.6606,0.43330627,0.17770713,0.3889866,0.42436392,0.3977511,0.3511,0.3104,0.3384
2024,2,8478366,Frank,Vatrano,R,ANA,82,37,23,60,97.31,63.5998,0,30,92,102,23.489,11,140,521,220.7599,8.8054,3.2934,0.39497022,0.16667452,0.43835526,0.42436392,0.3977511,0.343,0.2939,0.3631
2024,2,8477416,Oliver,Bjorkstrand,R,SEA,82,20,39,59,89.51,62.6161,0,0,38,131,21.788,0,67,458,210.6859,9.5261,3.2859,0.44687865,0.1728926,0.38022875,0.42436392,0.3977511,0.346,0.3416,0.3124
2024,2,8477497,Sean,Monahan,C,MTL,83,26,33,59,80.97,45.0238,0,0,4,24,22.371,2,122,709,241.8498,9.6623,3.6316,0.44097976,0.16326283,0.39575741,0.42436392,0.3977511,0.3033,0.2975,0.3992
2024,2,8477949,Alex,Tuch,R,BUF,75,22,37,59,89.24,56.1345,0,0,40,80,22.985,2,113,509,233.4548,9.5758,4.2355,0.42300501,0.17988976,0.39710522,0.42436392,0.3977511,0.3641,0.3336,0.3023
2024,2,8478401,Pavel,Zacha,C,BOS,78,21,38,59,95.24,50.9555,0,2,27,37,22.673,1,88,555,224.816,9.5509,3.5575,0.43156917,0.17602454,0.39240629,0.42436392,0.3977511,0.4004,0.2685,0.3311
2024,2,8480839,Rasmus,Dahlin,D,BUF,81,20,39,59,100.71,69.4091,1,31,104,175,21.439,0,25,313,300.1911,8.7468,4.9067,0.45069523,0.18074208,0.36856269,0.42065626,0.40162442,0.3858,0.3258,0.2884
2024,2,8481068,Yegor,Sharangovich,C,CGY,82,31,28,59,94.76,57.3459,0,8,39,71,22.336,4,69,609,238.5309,10.0801,3.6442,0.43071608,0.17645885,0.39282507,0.42436392,0.3977511,0.3855,0.3344,0.2801
2024,2,8476853,Morgan,Rielly,D,TOR,72,7,51,58,89.3,59.3833,0,0,19,86,22.658,4,94,378,247.3308,8.6815,4.472,0.44844824,0.18050427,0.37104749,0.42065626,0.40162442,0.3776,0.319,0.3034
2024,2,8478460,Zach,Werenski,D,CBJ,70,11,46,57,96.23,69.635,0,10,96,160,23.502,2,87,360,244.6973,8.5778,4.3683,0.42599524,0.17010884,0.40389592,0.42065626,0.40162442,0.36870000000000003,0.3119,0.3194
2024,2,8479675,Trevor,Moore,L,LAK,82,31,26,57,92,55.2498,0,1,48,82,23.191,11,158,572,231.8412,9.435,3.5962,0.41413995,0.17967149,0.40618856,0.42436392,0.3977511,0.3082,0.3827,0.3092
2024,2,8479999,Casey,Mittelstadt,C,BUF,80,18,39,57,85.59,51.0808,0,0,5,42,22.157,1,83,467,225.6149,9.544,4.0417,0.43817006,0.1828349,0.37899504,0.42436392,0.3977511,0.3698,0.3118,0.3184
2024,2,8481711,Matias,Maccelli,L,ARI,82,17,40,57,91.7,56.1293,0,1,21,64,22.163,2,88,495,210.6272,9.4935,3.4808,0.40491195,0.18578622,0.40930183,0.42436392,0.3977511,0.275,0.3673,0.3576
2024,2,8482109,Alexis,Lafrenière,L,NYR,82,28,29,57,84.79,52.7785,0,0,15,71,22.77,4,141,700,234.7823,9.9491,4.0095,0.45385894,0.18348759,0.36265348,0.42436392,0.3977511,0.4824,0.3371,0.1805
2024,2,8474578,Erik,Karlsson,D,PIT,82,11,45,56,101.54,67.8867,2,41,102,149,23.199,8,108,468,279.2829,8.4205,4.1616,0.46045123,0.1766005,0.36294828,0.42065626,0.40162442,0.3638,0.3258,0.3104
2024,2,8475810,Bryan,Rust,R,PIT,62,28,28,56,90.03,49.4338,0,1,13,40,22.281,4,145,465,196.0786,9.6921,3.7691,0.43635267,0.178789,0.38485832,0.42436392,0.3977511,0.3685,0.3727,0.2588
2024,2,8476906,Shayne,Gostisbehere,D,DET,81,10,46,56,96.69,70.4733,0,27,72,90,21.153,0,17,224,211.7519,8.2176,3.5225,0.46549487,0.17365253,0.3608526,0.42065626,0.40162442,0.335,0.366,0.299
2024,2,8477494,Jonathan,Drouin,L,COL,79,19,37,56,86.65,50.5536,0,0,9,31,22.899,9,138,471,217.2214,9.0721,4.3896,0.46779951,0.17446631,0.35773418,0.42436392,0.3977511,0.3991,0.3346,0.2664
2024,2,8479420,Tage,Thompson,C,BUF,71,29,27,56,102.08,65.6843,3,43,104,94,22.901,5,103,564,201.9536,9.4196,3.591,0.43484153,0.17749438,0.38766409,0.42436392,0.3977511,0.3816,0.3387,0.2797
2024,2,8475726,Tyler,Toffoli,C,NJD,79,33,22,55,94.25,54.4185,0,2,41,79,21.835,0,43,330,198.7775,8.9015,2.9959,0.46071874,0.18007967,0.35920159,0.42436392,0.3977511,0.4095,0.3598,0.2307
2024,2,8475765,Vladimir,Tarasenko,R,OTT,76,23,32,55,85.7,57.6066,0,0,20,86,22.402,2,71,356,182.9666,9.1789,3.1156,0.42779697,0.17873915,0.39346388,0.42436392,0.3977511,0.3429,0.3557,0.3014
2024,2,8478047,Michael,Bunting,L,PIT,81,19,36,55,87.9,48.5551,0,0,14,47,21.546,0,47,313,188.7828,8.9151,3.1607,0.47667848,0.17961398,0.34370753,0.42436392,0.3977511,0.4317,0.3383,0.2301
