season,game_type,player_id,position,first_name,last_name,team_abbrev,gp,dist_per60_mi,dist_total_mi,dist_max_game_mi,avg_shot_speed_faced_mph,top_shot_speed_faced_mph,shots_faced_over100,shots_faced_90_100,shots_faced_80_90,dz_pct,oz_pct
2026,2,8476883,G,Andrei,Vasilevskiy,TBL,58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2026,2,8478872,G,Karel,Vejmelka,UTA,64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2026,2,8479979,G,Jake,Oettinger,DAL,54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2026,2,8475809,G,Scott,Wedgewood,COL,45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2026,2,8480280,G,Jeremy,Swayman,BOS,55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2026,2,8480313,G,Logan,Thompson,WSH,58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2026,2,8483548,G,Brandon,Bussi,CAR,39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2026,2,8480843,G,Lukas,Dostal,ANA,56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2026,2,8476434,G,John,Gibson,DET,57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2026,2,8478009,G,Ilya,Sorokin,NYI,55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2026,2,8478435,G,Dan,Vladar,PHI,52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2026,2,8482487,G,Jakub,Dobes,MTL,43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2026,2,8476999,G,Linus,Ullmark,OTT,49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2026,2,8477424,G,Juuse,Saros,NSH,59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2026,2,8479406,G,Filip,Gustavsson,MIN,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2026,2,8475683,G,Sergei,Bobrovsky,FLA,52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2026,2,8482982,G,Jet,Greaves,CBJ,55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2026,2,8478048,G,Igor,Shesterkin,NYR,51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2026,2,8480981,G,Joel,Hofer,STL,46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2026,2,8474593,G,Jacob,Markstrom,NJD,44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2026,2,8476945,G,Connor,Hellebuyck,WPG,57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2026,2,8478406,G,Mackenzie,Blackwood,COL,39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2026,2,8479973,G,Stuart,Skinner,PIT,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2026,2,8481692,G,Dustin,Wolf,CGY,57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2026,2,8480045,G,Ukko-Pekka,Luukkonen,BUF,35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2026,2,8482137,G,Yaroslav,Askarov,SJS,47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2026,2,8478916,G,Joey,Daccord,SEA,47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2026,2,8479312,G,Alex,Lyon,BUF,36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2026,2,8475311,G,Darcy,Kuemper,LAK,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2026,2,8481519,G,Spencer,Knight,CHI,55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2026,2,8481668,G,Arturs,Silovs,PIT,39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2026,2,8477465,G,Tristan,Jarry,EDM,33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2026,2,8477968,G,Alex,Nedeljkovic,SJS,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2026,2,8482661,G,Jesper,Wallstedt,MIN,35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2026,2,8474596,G,Jake,Allen,NJD,37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2026,2,8475883,G,Frederik,Andersen,CAR,35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2026,2,8476341,G,Anton,Forsberg,LAK,36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2026,2,8478971,G,Connor,Ingram,EDM,32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2026,2,8481033,G,Akira,Schmid,VGK,34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2026,2,8479193,G,Casey,DeSmith,DAL,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2026,2,8479361,G,Joseph,Woll,TOR,39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2026,2,8476914,G,Joonas,Korpisalo,BOS,31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2026,2,8478007,G,Elvis,Merzlikins,CBJ,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2026,2,8479496,G,David,Rittich,NYI,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2026,2,8481035,G,Samuel,Ersson,PHI,33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2026,2,8475831,G,Philipp,Grubauer,SEA,32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2026,2,8476412,G,Jordan,Binnington,STL,41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2026,2,8480193,G,Daniil,Tarasov,FLA,33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2026,2,8475660,G,Cam,Talbot,DET,34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2026,2,8477480,G,Eric,Comrie,WPG,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2026,2,8477992,G,Jonas,Johansson,TBL,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2026,2,8479394,G,Carter,Hart,VGK,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2026,2,8480947,G,Kevin,Lankinen,VAN,47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2026,2,8476932,G,Anthony,Stolarz,TOR,26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2026,2,8478024,G,Ville,Husso,ANA,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2026,2,8478470,G,Samuel,Montembeault,MTL,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2026,2,8478499,G,Adin,Hill,VGK,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2026,2,8481020,G,Justus,Annunen,NSH,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2026,2,8482445,G,Devin,Cooley,CGY,31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2026,2,8479292,G,Charlie,Lindgren,WSH,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2026,2,8484170,G,Jacob,Fowler,MTL,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2026,2,8477967,G,Thatcher,Demko,VAN,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2026,2,8481551,G,Colten,Ellis,BUF,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2026,2,8482447,G,Leevi,Meriläinen,OTT,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2026,2,8482821,G,Arvid,Soderblom,CHI,26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2026,2,8473503,G,James,Reimer,OTT,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2026,2,8471734,G,Jonathan,Quick,NYR,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2026,2,8481611,G,Pyotr,Kochetkov,CAR,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2026,2,8484268,G,Nikita,Tolopilo,VAN,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2026,2,8475717,G,Calvin,Pickard,EDM,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2026,2,8477970,G,Vitek,Vanecek,UTA,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2026,2,8483710,G,Dennis,Hildeby,TOR,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2026,2,8475852,G,Petr,Mrazek,ANA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2026,2,8483532,G,Clay,Stevenson,WSH,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2026,2,8480051,G,Cayden,Primeau,TOR,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2026,2,8482076,G,Nico,Daws,NJD,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2026,2,8482123,G,Drew,Commesso,CHI,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2026,2,8482193,G,Dylan,Garand,NYR,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2026,2,8482761,G,Carl,Lindbom,VGK,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2026,2,8477484,G,Spencer,Martin,NYR,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2026,2,8481529,G,Trent,Miner,COL,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2026,2,8481544,G,Mads,Sogaard,OTT,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2026,2,8482949,G,Arsenii,Sergeev,CGY,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2026,2,8483668,G,Nikke,Kokko,SEA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2026,2,8483703,G,Sergei,Murashov,PIT,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2026,2,8476316,G,Laurent,Brossoit,SJS,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2026,2,8476899,G,Matt,Murray,SEA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
