season,game_type,player_id,position,first_name,last_name,team_abbrev,gp,dist_per60_mi,dist_total_mi,dist_max_game_mi,avg_shot_speed_faced_mph,top_shot_speed_faced_mph,shots_faced_over100,shots_faced_90_100,shots_faced_80_90,dz_pct,oz_pct
2026,2,8477405,G,Marcus,Hogberg,NYI,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2026,2,8477831,G,Pheonix,Copley,LAK,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2026,2,8477990,G,Brandon,Halverson,TBL,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2026,2,8480022,G,Michael,DiPietro,BOS,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2026,2,8480238,G,Jiri,Patera,VAN,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2026,2,8482411,G,Hunter,Shepard,OTT,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2026,2,8482515,G,Artur,Akhtyamov,TOR,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2026,2,8482783,G,Aleksei,Kolosov,PHI,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2026,2,8483114,G,Thomas,Milic,WPG,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2026,2,8483746,G,Vyacheslav,Buteyets,ANA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2026,2,8484910,G,Victor,Ostman,SEA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
