season,game_type,team_id,team_full,gp,wins,losses,ot_losses,ties,points,point_pct,wins_regulation,wins_regulation_ot,wins_shootout,goals_for,goals_against,gf_per_game,ga_per_game,shots_for_per_game,shots_against_per_game,pp_pct,pp_net_pct,pk_pct,pk_net_pct,fo_win_pct,shutouts
2014,2,6,Boston Bruins,82,54,19,9,NA,117,0.71341,47,51,3,258,171,3.14634,2.08536,31.86585,29.08536,0.217391,0.191304,0.836502,0.870722,0.515915,9
2014,2,24,Anaheim Ducks,82,54,20,8,NA,116,0.70731,44,51,3,263,203,3.20731,2.4756,31.32926,28.69512,0.16,0.130909,0.822223,0.859259,0.492024,6
2014,2,21,Colorado Avalanche,82,52,22,8,NA,112,0.68292,37,47,5,245,216,2.9878,2.63414,29.51219,32.65853,0.198412,0.194444,0.807229,0.819277,0.494803,4
2014,2,19,St. Louis Blues,82,52,23,7,NA,111,0.67682,40,43,9,239,188,2.91463,2.29268,29.29268,26.37804,0.197879,0.176678,0.856656,0.877133,0.518609,9
2014,2,28,San Jose Sharks,82,51,22,9,NA,111,0.67682,37,41,10,239,193,2.91463,2.35365,34.76829,27.81707,0.171821,0.151202,0.849316,0.885844,0.527863,6
2014,2,5,Pittsburgh Penguins,82,51,24,7,NA,109,0.66463,40,44,7,242,204,2.95121,2.4878,29.92682,28.76829,0.233812,0.21223,0.850394,0.866141,0.509799,6
2014,2,16,Chicago Blackhawks,82,46,21,15,NA,107,0.65243,39,40,6,261,212,3.18292,2.58536,33.10975,27.18292,0.194552,0.171206,0.814517,0.850806,0.519802,3
2014,2,14,Tampa Bay Lightning,82,46,27,9,NA,101,0.61585,32,38,8,232,209,2.82926,2.54878,29.82926,29.2317,0.185185,0.155555,0.807408,0.844444,0.492389,7
2014,2,26,Los Angeles Kings,82,46,28,8,NA,100,0.60975,34,38,8,198,168,2.41463,2.04878,31.64634,26.20731,0.151408,0.130281,0.831082,0.847972,0.527515,13
2014,2,8,Montréal Canadiens,82,46,28,8,NA,100,0.60975,33,40,6,209,201,2.54878,2.45121,28.41463,30.9878,0.172043,0.143369,0.851212,0.871972,0.495693,8
2014,2,30,Minnesota Wild,82,43,27,12,NA,98,0.59756,32,35,8,199,198,2.42682,2.41463,26.58536,27.71951,0.178571,0.146825,0.788,0.804,0.508824,8
2014,2,3,New York Rangers,82,45,31,6,NA,96,0.58536,39,41,4,214,190,2.60975,2.31707,33.15853,29.41463,0.181818,0.155303,0.853449,0.896551,0.488286,8
2014,2,4,Philadelphia Flyers,82,42,30,10,NA,94,0.57317,35,39,3,233,227,2.84146,2.76829,30.36585,30.58536,0.197278,0.159863,0.848102,0.873417,0.4997,6
2014,2,17,Detroit Red Wings,82,39,28,15,NA,93,0.56707,30,34,5,217,221,2.64634,2.69512,29.95121,29.28048,0.177304,0.159574,0.830509,0.840677,0.507551,5
2014,2,29,Columbus Blue Jackets,82,43,32,7,NA,93,0.56707,35,38,5,226,214,2.75609,2.60975,29.64634,30.78048,0.192857,0.164285,0.821429,0.853571,0.515547,8
2014,2,25,Dallas Stars,82,40,31,11,NA,91,0.55487,34,36,4,231,223,2.81707,2.71951,31.67073,30.39024,0.15862,0.141379,0.813689,0.844106,0.500877,6
2014,2,15,Washington Capitals,82,38,30,14,NA,90,0.54878,24,28,10,225,229,2.7439,2.79268,29.41463,33.53658,0.233676,0.199312,0.820423,0.838028,0.484101,5
2014,2,27,Phoenix Coyotes,82,37,30,15,NA,89,0.54268,28,31,6,210,224,2.56097,2.7317,30.4756,30.9878,0.198581,0.180851,0.790442,0.80147,0.519772,5
2014,2,9,Ottawa Senators,82,37,31,14,NA,88,0.53658,27,30,7,229,258,2.79268,3.14634,32.82926,34.7439,0.184501,0.147601,0.809375,0.825,0.51243,5
2014,2,18,Nashville Predators,82,38,32,12,NA,88,0.53658,33,36,2,214,233,2.60975,2.84146,29.04878,28.90243,0.192468,0.192468,0.802522,0.810924,0.530679,5
2014,2,1,New Jersey Devils,82,35,29,18,NA,88,0.53658,26,35,0,197,195,2.40243,2.37804,26.81707,25.4756,0.19502,0.178423,0.863637,0.897727,0.470155,6
2014,2,52,Winnipeg Jets,82,37,35,10,NA,84,0.51219,24,29,8,219,231,2.67073,2.81707,30.68292,30.14634,0.15444,0.131274,0.831616,0.848797,0.468865,3
2014,2,10,Toronto Maple Leafs,82,38,36,8,NA,84,0.51219,24,29,9,222,252,2.70731,3.07317,27.92682,35.91463,0.198412,0.150793,0.783583,0.809701,0.482564,2
2014,2,23,Vancouver Canucks,82,36,35,11,NA,83,0.50609,25,31,5,191,216,2.32926,2.63414,30.81707,28.37804,0.15175,0.136186,0.832117,0.854014,0.513683,7
2014,2,12,Carolina Hurricanes,82,36,35,11,NA,83,0.50609,30,34,2,205,226,2.5,2.75609,31.2317,30.93902,0.145907,0.117437,0.817428,0.86307,0.525981,2
2014,2,2,New York Islanders,82,34,37,11,NA,79,0.4817,21,25,9,216,261,2.63414,3.18292,30.93902,30.04878,0.177536,0.152173,0.781133,0.81132,0.471813,4
2014,2,20,Calgary Flames,82,35,40,7,NA,77,0.46951,21,28,7,202,238,2.46341,2.90243,26.81707,28.59756,0.156626,0.128514,0.817022,0.868085,0.462438,2
2014,2,22,Edmonton Oilers,82,29,44,9,NA,67,0.40853,20,25,4,199,267,2.42682,3.25609,26.92682,32.87804,0.169741,0.121771,0.821429,0.835714,0.490176,4
2014,2,13,Florida Panthers,82,29,45,8,NA,66,0.40243,21,21,8,188,262,2.29268,3.19512,29.89024,31.10975,0.100371,0.078066,0.759542,0.790076,0.48266,1
2014,2,7,Buffalo Sabres,82,21,51,10,NA,52,0.31707,11,14,7,150,243,1.82926,2.96341,26.29268,34.34146,0.140625,0.121093,0.813869,0.832116,0.467925,0
