season,game_type,player_id,player_name,last_name,team_abbrev,position,shoots,gp,goals,assists,points,points_per_game,plus_minus,pim,shots,shooting_pct,toi_per_game,ev_goals,ev_points,pp_goals,pp_points,sh_goals,sh_points,ot_goals,gw_goals,fo_win_pct
2014,2,8471675,Sidney Crosby,Crosby,PIT,C,L,80,36,68,104,1.3,18,46,259,0.13899,1318.3375,25,66,11,38,0,0,1,5,0.52517
2014,2,8470612,Ryan Getzlaf,Getzlaf,ANA,C,R,77,31,56,87,1.12987,28,31,204,0.15196,1277.1168,26,64,5,23,0,0,1,7,0.49043
2014,2,8473512,Claude Giroux,Giroux,PHI,R,R,82,28,58,86,1.04878,7,46,223,0.12556,1226.0731,21,49,7,37,0,0,1,7,0.52897
2014,2,8475794,Tyler Seguin,Seguin,DAL,C,R,80,37,47,84,1.05,16,18,294,0.12585,1160.8625,26,59,11,25,0,0,0,8,0.41506
2014,2,8470621,Corey Perry,Perry,ANA,R,R,81,43,39,82,1.01234,32,65,280,0.15357,1168.8765,35,64,8,18,0,0,1,9,0.36
2014,2,8473548,Phil Kessel,Kessel,TOR,R,R,82,37,43,80,0.9756,-5,27,305,0.12131,1239.9756,29,60,8,20,0,0,0,6,0.14285
2014,2,8475791,Taylor Hall,Hall,EDM,L,L,75,27,53,80,1.06666,-15,44,250,0.108,1200.8266,20,62,7,17,0,1,1,1,0.45679
2014,2,8471214,Alex Ovechkin,Ovechkin,WSH,L,R,78,51,28,79,1.01282,-35,48,386,0.13212,1232.7179,27,39,24,39,0,1,3,10,0.66666
2014,2,8470794,Joe Pavelski,Pavelski,SJS,C,R,82,41,38,79,0.96341,23,32,225,0.18222,1191.0121,24,46,16,31,1,2,0,3,0.5597
2014,2,8473994,Jamie Benn,Benn,DAL,L,L,81,34,45,79,0.9753,21,64,279,0.12186,1149.1358,28,57,5,19,1,3,1,3,0.52827
2014,2,8473563,Nicklas Backstrom,Backstrom,WSH,C,L,82,18,61,79,0.96341,-20,54,196,0.09183,1188.1219,11,34,6,44,1,1,0,1,0.50459
2014,2,8469544,Patrick Sharp,Sharp,CHI,L,R,82,34,44,78,0.95121,13,40,313,0.10862,1133.1951,24,53,10,25,0,0,1,3,0.54605
2014,2,8466138,Joe Thornton,Thornton,SJS,C,L,82,11,65,76,0.92682,20,32,122,0.09016,1135.8658,9,56,2,19,0,1,1,3,0.56141
2014,2,8474578,Erik Karlsson,Karlsson,OTT,D,R,82,20,54,74,0.90243,-15,36,257,0.07782,1624.378,15,43,5,31,0,0,0,1,NA
2014,2,8471215,Evgeni Malkin,Malkin,PIT,C,L,60,23,49,72,1.2,10,62,191,0.12041,1203.75,16,42,7,30,0,0,0,3,0.48792
2014,2,8466139,Patrick Marleau,Marleau,SJS,C,L,82,33,37,70,0.85365,0,18,285,0.11578,1231.317,20,45,11,23,2,2,0,4,0.52922
2014,2,8471685,Anze Kopitar,Kopitar,LAK,C,L,82,29,41,70,0.85365,34,24,200,0.145,1253.2317,19,47,10,23,0,0,2,9,0.53273
2014,2,8475168,Matt Duchene,Duchene,COL,C,L,71,23,47,70,0.98591,8,19,217,0.10599,1109.8028,18,53,5,17,0,0,1,6,0.50283
2014,2,8466378,Martin St. Louis,St. Louis,"TBL,NYR",R,L,81,30,39,69,0.85185,13,10,204,0.14705,1256.432,20,46,9,21,1,2,1,5,0.40718
2014,2,8474141,Patrick Kane,Kane,CHI,R,L,69,29,40,69,1,7,22,227,0.12775,1176.6086,19,44,10,25,0,0,0,6,0.5
2014,2,8471218,Blake Wheeler,Wheeler,WPG,R,R,82,28,41,69,0.84146,4,63,225,0.12444,1121.317,20,50,8,19,0,0,2,4,0.375
2014,2,8473449,Kyle Okposo,Okposo,NYI,R,R,71,27,42,69,0.97183,-9,51,195,0.13846,1226,22,54,5,15,0,0,1,4,0.47549
2014,2,8471276,David Krejci,Krejci,BOS,C,R,80,19,50,69,0.8625,39,28,169,0.11242,1147.25,16,50,3,19,0,0,1,6,0.51158
2014,2,8470543,Chris Kunitz,Kunitz,PIT,L,L,78,35,33,68,0.87179,25,66,218,0.16055,1149.4358,22,46,13,22,0,0,0,8,0.75
2014,2,8473604,Jonathan Toews,Toews,CHI,C,L,76,28,40,68,0.89473,26,34,193,0.14507,1228,20,48,5,15,3,5,0,5,0.57253
2014,2,8470598,Thomas Vanek,Vanek,"BUF,NYI,MTL",L,R,78,27,41,68,0.87179,7,48,248,0.10887,1161.0641,19,50,8,18,0,0,0,4,0.43478
2014,2,8448208,Jaromir Jagr,Jagr,NJD,R,L,82,24,43,67,0.81707,16,46,231,0.10389,1149.5,19,50,5,17,0,0,1,6,0
2014,2,8475166,John Tavares,Tavares,NYI,C,L,59,24,42,66,1.11864,-6,40,188,0.12765,1274.5084,16,41,8,25,0,0,0,4,0.49069
2014,2,8469455,Jason Spezza,Spezza,OTT,C,R,75,23,43,66,0.88,-26,46,223,0.10313,1092.6266,14,44,9,22,0,0,0,5,0.53969
2014,2,8474586,Jordan Eberle,Eberle,EDM,R,R,80,28,37,65,0.8125,-11,18,200,0.14,1172.8375,20,44,7,20,1,1,1,4,0.38095
2014,2,8476455,Gabriel Landeskog,Landeskog,COL,L,L,81,26,39,65,0.80246,21,71,222,0.11711,1120.6049,21,55,5,10,0,0,1,4,0.72222
2014,2,8475158,Ryan O'Reilly,O'Reilly,COL,C,L,80,28,36,64,0.8,-1,2,201,0.1393,1189.225,19,42,9,22,0,0,2,6,0.51752
2014,2,8473412,Bryan Little,Little,WPG,C,R,82,23,41,64,0.78048,8,58,170,0.13529,1200.2195,13,45,8,15,2,4,0,1,0.47489
2014,2,8475793,Ryan Johansen,Johansen,CBJ,C,R,82,33,30,63,0.76829,3,43,237,0.13924,1058.7926,26,43,7,20,0,0,2,5,0.52784
2014,2,8477492,Nathan MacKinnon,MacKinnon,COL,C,R,82,24,39,63,0.76829,20,26,241,0.09958,1040.6463,16,46,8,17,0,0,0,5,0.4292
2014,2,8470257,Alexander Steen,Steen,STL,L,L,68,33,29,62,0.91176,17,46,211,0.15639,1216.8823,25,42,7,17,1,3,0,9,0.48983
2014,2,8470638,Patrice Bergeron,Bergeron,BOS,C,R,80,30,32,62,0.775,38,43,243,0.12345,1079.475,22,47,7,11,1,4,0,7,0.58602
2014,2,8474161,Jakub Voracek,Voracek,PHI,R,L,82,23,39,62,0.75609,11,22,235,0.09787,1035.3048,15,39,8,23,0,0,0,2,0.66666
2014,2,8462042,Jarome Iginla,Iginla,BOS,R,R,78,30,31,61,0.78205,34,47,209,0.14354,1092.9487,26,47,4,14,0,0,0,8,0.21621
2014,2,8474037,James van Riemsdyk,van Riemsdyk,TOR,L,L,80,30,31,61,0.7625,-9,50,279,0.10752,1263.3875,19,42,9,15,2,4,0,3,0.40707
2014,2,8471707,James Neal,Neal,PIT,L,L,59,27,34,61,1.03389,15,55,238,0.11344,1106.9491,16,35,11,26,0,0,3,4,0.27777
2014,2,8470595,Eric Staal,Staal,CAR,C,L,79,21,40,61,0.77215,-13,74,230,0.0913,1217.2405,18,45,1,12,2,4,0,0,0.52727
2014,2,8470281,Duncan Keith,Keith,CHI,D,L,79,6,55,61,0.77215,22,28,198,0.0303,1478.9873,3,39,3,21,0,1,0,3,NA
2014,2,8474157,Max Pacioretty,Pacioretty,MTL,L,L,73,39,21,60,0.82191,8,35,270,0.14444,1109.4794,28,42,10,17,1,1,2,11,0.6
2014,2,8466148,Marian Hossa,Hossa,CHI,R,L,72,30,30,60,0.83333,28,20,241,0.12448,1096.3472,23,43,4,13,3,4,0,4,0.33333
2014,2,8469506,Jason Pominville,Pominville,MIN,R,R,82,30,30,60,0.7317,3,16,226,0.13274,1115.4024,23,43,7,17,0,0,0,5,0.54716
2014,2,8474190,Wayne Simmonds,Simmonds,PHI,R,R,82,29,31,60,0.7317,-4,106,209,0.13875,1006.2195,14,36,15,24,0,0,0,4,0.5
2014,2,8471669,Paul Stastny,Stastny,COL,C,L,71,25,35,60,0.84507,9,22,150,0.16666,1103.5352,21,44,4,15,0,1,1,4,0.54132
2014,2,8471698,T.J. Oshie,Oshie,STL,R,R,79,21,39,60,0.75949,19,42,152,0.13815,1139.0506,14,42,5,15,2,3,1,5,0.42424
2014,2,8473473,Milan Lucic,Lucic,BOS,L,L,80,24,35,59,0.7375,30,91,153,0.15686,1042.5375,21,47,3,12,0,0,1,5,0.46564
2014,2,8476292,Ondrej Palat,Palat,TBL,L,L,81,23,36,59,0.72839,32,20,165,0.13938999999999999,1082.074,18,44,3,11,2,4,0,3,0.13513
2014,2,8475692,Mats Zuccarello,Zuccarello,NYR,R,L,77,19,40,59,0.76623,11,32,170,0.11176,1028.3766,14,41,4,17,1,1,0,4,0.375
2014,2,8474068,Kyle Turris,Turris,OTT,C,R,82,26,32,58,0.70731,22,39,215,0.12093,1123.7439,18,41,6,14,2,3,0,5,0.50664
2014,2,8470047,Valtteri Filppula,Filppula,TBL,C,L,75,25,33,58,0.77333,5,20,131,0.19083,1198.8,19,38,6,20,0,0,0,2,0.52262
2014,2,8470144,Frans Nielsen,Nielsen,NYI,C,L,80,25,33,58,0.725,-11,8,167,0.1497,1100.25,18,35,5,20,2,3,0,0,0.49261
2014,2,8474102,David Perron,Perron,EDM,L,R,78,28,29,57,0.73076,-16,90,220,0.12727,1147.5384,19,43,8,13,1,1,0,2,0.33333
