season,game_type,team_id,team_full,gp,hits,hits_per60,blocked_shots,blocked_shots_per60,takeaways,takeaways_per60,giveaways,giveaways_per60,missed_shots,total_shot_attempts,shot_attempts_blocked,corsi_pct,empty_net_goals,toi_per_game_5v5
2014,2,26,Los Angeles Kings,82,2609,31.2984,927,11.1204,344,4.1256,839,10.062,1188,5067,1284,0.568151,9,2775.7439
2014,2,29,Columbus Blue Jackets,82,2609,31.4532,1081,13.032,487,5.868,428,5.1588,905,4445,1109,0.499105,8,2768.5
2014,2,10,Toronto Maple Leafs,82,2592,31.0572,1278,15.3108,600,7.1892,839,10.0512,865,4263,1108,0.428233,8,2858.12195
2014,2,9,Ottawa Senators,82,2351,28.1628,955,11.4372,595,7.1244,710,8.5032,1092,5031,1248,0.524088,8,2782.02439
2014,2,52,Winnipeg Jets,82,2313,27.6804,1256,15.03,526,6.2928,697,8.3412,1027,4762,1219,0.50048,8,2828.10975
2014,2,4,Philadelphia Flyers,82,2174,26.1288,1200,14.4216,445,5.346,537,6.4512,1005,4776,1281,0.499644,12,2728.54878
2014,2,27,Phoenix Coyotes,82,2173,25.9884,1130,13.5144,512,6.1236,417,4.986,998,4703,1208,0.505248,5,2850.71951
2014,2,5,Pittsburgh Penguins,82,2162,26.01,1187,14.2812,386,4.644,583,7.0128,865,4402,1083,0.48636,8,2844.7317
2014,2,2,New York Islanders,82,2092,25.0236,1242,14.8536,665,7.9524,696,8.3232,931,4730,1262,0.495008,6,2837.63414
2014,2,21,Colorado Avalanche,82,2034,24.39,1202,14.4144,633,7.5888,481,5.7672,828,4312,1064,0.468531,13,2889.10975
2014,2,24,Anaheim Ducks,82,2024,24.3288,1242,14.9292,447,5.3712,648,7.7868,1019,4707,1119,0.499648,8,2816.85365
2014,2,6,Boston Bruins,82,2008,24.1956,1051,12.6648,552,6.6492000000000004,587,7.0704,987,4837,1238,0.538493,14,2910.30487
2014,2,7,Buffalo Sabres,82,1992,23.9292,1238,14.8716,454,5.4504,512,6.1488,778,3923,989,0.430982,5,2836.70731
2014,2,3,New York Rangers,82,1905,23.0112,1119,13.5144,564,6.8112,674,8.1396,993,4974,1262,0.523997,7,2875.08536
2014,2,15,Washington Capitals,82,1902,22.6548,1211,14.4216,575,6.8472,583,6.9444,951,4520,1157,0.476635,4,2838.84146
2014,2,13,Florida Panthers,82,1860,22.3308,982,11.79,523,6.2784,443,5.3172,953,4467,1063,0.50909,4,2849.5
2014,2,19,St. Louis Blues,82,1839,22.0572,1121,13.446,544,6.5232,325,3.8952,1026,4620,1192,0.531385,9,2796.41463
2014,2,12,Carolina Hurricanes,82,1807,21.7728,1096,13.2048,785,9.4572,692,8.3376,1058,4929,1310,0.503094,8,2874.54878
2014,2,22,Edmonton Oilers,82,1751,21.0852,1252,15.0768,578,6.9588,908,10.9332,837,4100,1055,0.443254,8,2797.21951
2014,2,8,Montréal Canadiens,82,1722,20.6964,1491,17.9208,445,5.346,581,6.9804,942,4451,1179,0.467442,10,2782.37804
2014,2,23,Vancouver Canucks,82,1710,20.4876,1217,14.58,521,6.2388,514,6.156,1031,4807,1249,0.513325,2,2828.95121
2014,2,20,Calgary Flames,82,1708,20.5128,1423,17.0928,575,6.9048,695,8.3448,925,4243,1119,0.463319,3,2915.78048
2014,2,25,Dallas Stars,82,1644,19.7604,1210,14.544,569,6.8364,750,9.0144,1107,4952,1248,0.505112,8,2788.52439
2014,2,14,Tampa Bay Lightning,82,1641,19.638,1121,13.4136,511,6.1128,598,7.1568,996,4477,1035,0.509469,9,2833.31707
2014,2,28,San Jose Sharks,82,1632,19.5012,1286,15.3648,641,7.6572,799,9.5472,1148,5379,1380,0.535275,7,2878.79268
2014,2,17,Detroit Red Wings,82,1621,19.3464,1014,12.1032,512,6.1092,560,6.6816,922,4360,982,0.514091,6,2814.75609
2014,2,18,Nashville Predators,82,1611,19.368,1229,14.7744,556,6.6852,568,6.8292,859,4240,999,0.484492,6,2921.7317
2014,2,1,New Jersey Devils,82,1568,18.7596,849,10.1556,465,5.562,519,6.2064,832,4044,1013,0.544201,5,2877.12195
2014,2,30,Minnesota Wild,82,1412,16.8732,1126,13.4568,548,6.5484,440,5.256,860,4077,1037,0.488036,7,2866.36585
2014,2,16,Chicago Blackhawks,82,1373,16.4484,1023,12.2544,583,6.984,598,7.164,921,4904,1268,0.554798,8,2914.75609
