"game_id","period","time_in_period","t_abs","situation_code","situation_label","event_type","owner_team_id","home_id","home_defending_side","shooter_id","goalie_id","x_coord","y_coord","zone_code","shot_type","is_goal"
"2022020001",1,23,23,"1551","5v5","shot-on-goal","28","18","right","8478414","8477424",44,8,"O","wrist",FALSE
"2022020001",1,36,36,"1551","5v5","missed-shot","28","18","right","8471709","8477424",44,27,"O","wrist",FALSE
"2022020001",1,56,56,"1551","5v5","blocked-shot","18","18","right","8474151",NA,-55,3,"D",NA,FALSE
"2022020001",1,59,59,"1551","5v5","shot-on-goal","18","18","right","8475218","8473503",-33,8,"O","slap",FALSE
"2022020001",1,61,61,"1551","5v5","goal","18","18","right","8480748","8473503",-74,-5,"O","wrist",TRUE
"2022020001",1,72,72,"1551","5v5","shot-on-goal","18","18","right","8476925","8473503",-81,15,"O","wrist",FALSE
"2022020001",1,73,73,"1551","5v5","blocked-shot","18","18","right","8478508",NA,-73,-4,"D",NA,FALSE
"2022020001",1,97,97,"1551","5v5","missed-shot","18","18","right","8478508","8473503",-68,9,"O","tip-in",FALSE
"2022020001",1,146,146,"1551","5v5","blocked-shot","18","18","right","8478851",NA,-52,-7,"D",NA,FALSE
"2022020001",1,155,155,"1551","5v5","blocked-shot","28","18","right","8478904",NA,57,-3,"D",NA,FALSE
"2022020001",1,162,162,"1551","5v5","shot-on-goal","28","18","right","8478904","8477424",72,2,"O","tip-in",FALSE
"2022020001",1,209,209,"1551","5v5","missed-shot","28","18","right","8471709","8477424",51,12,"O","slap",FALSE
"2022020001",1,249,249,"1551","5v5","shot-on-goal","18","18","right","8479371","8473503",-40,22,"O","snap",FALSE
"2022020001",1,259,259,"1551","5v5","shot-on-goal","28","18","right","8478067","8477424",49,12,"O","wrist",FALSE
"2022020001",1,277,277,"1551","5v5","blocked-shot","28","18","right","8474578",NA,81,-7,"D",NA,FALSE
"2022020001",1,284,284,"1551","5v5","shot-on-goal","28","18","right","8478099","8477424",46,18,"O","slap",FALSE
"2022020001",1,345,345,"1551","5v5","shot-on-goal","18","18","right","8475168","8473503",-40,13,"O","wrist",FALSE
