"player_id","team_abbrev","gp_onice","cf_5v5","ca_5v5","gf_5v5","ga_5v5","ev_goals","ev_assists","pp_goals","pp_assists","pk_ga","pp_shots","pk_shots_against","pp_gf_onice","pk_ga_onice","xg_for_5v5","xg_against_5v5","pen_taken","pen_drawn","toi_5v5_sec","toi_pp_sec","toi_pk_sec","cf_pct_5v5","gf_per60_5v5","ga_per60_5v5","ev_points_per60","pp_points_per60","pk_ga_per60","pk_save_pct","pp_gf_onice_per60","pk_ga_onice_per60","xg_for_per60_5v5","xg_against_per60_5v5","toi_all_tracked_sec","pen_taken_per60","pen_drawn_per60","penalty_diff_per60"
"8471709","SJS",78,1004,1104,45,61,1,15,0,0,0,4,378,0,12,49.5253482855624,47.4166349937441,3,5,67738,1429,10109,47.6,2.39,3.24,0.85,0,0,1,0,4.27,2.632,2.52,79276,0.14,0.23,0.09
"8473503","SJS",43,1909,1981,79,112,0,0,0,0,6,277,353,17,19,88.6890232068254,93.2669572500745,1,1,126286,11162,11619,49.1,2.25,3.19,0,0,1.86,0.983,5.48,5.89,2.528,2.659,149067,0.02,0.02,0
"8474009","SJS",62,599,732,31,32,9,7,0,1,1,124,280,4,17,29.8795032079797,29.3563317728695,9,4,43985,5955,7061,45,2.54,2.62,1.31,0.6,0.51,0.9964,2.42,8.67,2.446,2.403,57001,0.57,0.25,-0.32
"8474053","SJS",82,932,1027,51,62,14,22,5,15,8,432,362,34,24,48.7281866569538,48.7584091253811,7,5,68924,10130,9364,47.6,2.66,3.24,1.88,7.11,3.08,0.9779,12.08,9.23,2.545,2.547,88418,0.29,0.2,-0.09
"8474151","NSH",71,1095,1349,55,47,2,14,0,0,0,15,408,0,22,51.8606445562327,62.4235912725562,11,6,74704,2176,10831,44.8,2.65,2.26,0.77,0,0,1,0,7.31,2.499,3.008,87711,0.45,0.25,-0.2
"8474578","SJS",82,1767,1534,96,96,16,48,5,22,9,484,33,38,2,85.5063844051328,78.0302326832316,13,14,102630,12319,4199,53.5,3.37,3.37,2.24,7.89,7.72,0.7273,11.1,1.71,2.999,2.737,119148,0.39,0.42,0.03
"8474600","NSH",67,1364,1309,63,46,8,23,8,14,4,419,100,26,7,61.3201717313495,60.8748532835161,18,16,79499,10072,5205,51,2.85,2.08,1.4,7.86,2.77,0.96,9.29,4.84,2.777,2.757,94776,0.68,0.61,-0.07
"8474697","NSH",4,34,37,2,2,0,0,0,0,0,0,8,0,1,1.77856848586816,1.87653120921459,1,0,2019,0,311,47.9,3.57,3.57,0,NA,0,1,NA,11.58,3.171,3.346,2330,1.55,0,-1.55
"8475168","NSH",71,989,1035,51,42,12,22,4,7,3,382,0,21,0,46.2142582391971,49.0866752599832,10,12,61900,9418,1283,48.9,2.97,2.44,1.98,4.2,8.42,NA,8.03,0,2.688,2.855,72601,0.5,0.6,0.1
"8475218","NSH",90,1591,1309,72,54,9,20,0,5,2,135,375,8,25,79.5437483763671,61.9722060345812,18,9,90346,7904,12783,54.9,2.87,2.15,1.16,2.28,0.56,0.9947,3.64,7.04,3.17,2.469,111033,0.58,0.29,-0.29
"8475793","NSH",55,649,608,22,28,6,9,5,5,2,314,1,19,0,29.0883847720106,29.5840243972489,15,6,40225,7618,880,51.6,1.97,2.51,1.34,4.73,8.18,-1,8.98,0,2.603,2.648,48723,1.11,0.44,-0.67
"8475798","NSH",79,959,1039,36,42,6,15,1,10,3,353,148,22,12,45.2966075680451,48.8495279007475,10,11,61700,10613,6470,48,2.1,2.45,1.23,3.73,1.67,0.9797,7.46,6.68,2.643,2.85,78783,0.46,0.5,0.04
"8475799","NSH",83,1145,985,48,50,20,14,3,5,5,282,2,18,1,50.2765597471735,44.8278965239297,11,23,65463,10930,793,53.8,2.64,2.75,1.87,2.63,22.7,-1.5,5.93,4.54,2.765,2.465,77186,0.51,1.07,0.56
"8476442","SJS",88,878,939,40,49,11,11,0,1,1,30,258,1,14,40.6680339993909,42.3953114457545,9,11,58438,2453,7871,48.3,2.46,3.02,1.36,1.47,0.46,0.9961,1.47,6.4,2.505,2.612,68762,0.47,0.58,0.11
"8476449","SJS",45,591,758,33,39,3,7,0,0,0,2,27,0,2,31.0141361856367,35.2295909014647,5,0,40850,695,2174,43.8,2.91,3.44,0.88,0,0,1,0,3.31,2.733,3.105,43719,0.41,0,-0.41
"8476881","SJS",79,1233,1123,53,68,13,20,6,16,9,419,17,35,1,60.1916980035603,55.1942856626702,21,15,72100,10095,3728,52.3,2.65,3.4,1.65,7.85,8.69,0.4706,12.48,0.97,3.005,2.756,85923,0.88,0.63,-0.25
"8476887","NSH",50,649,660,36,32,14,12,3,7,2,289,2,18,1,31.4660434886464,30.815378294792,10,18,40733,6731,1159,49.6,3.18,2.83,2.3,5.35,6.21,0,9.63,3.11,2.781,2.723,48623,0.74,1.33,0.59
"8476925","NSH",82,842,1035,35,41,9,15,0,2,1,73,453,5,25,38.0513569136383,46.6241007015342,10,19,59764,4291,10840,44.9,2.11,2.47,1.45,1.68,0.33,0.9978,4.19,8.3,2.292,2.808,74895,0.48,0.91,0.43
"8476988","SJS",77,983,1209,46,58,1,20,0,1,2,66,397,2,29,46.336187415116,54.0085128573119,13,20,72888,4761,10771,44.8,2.27,2.86,1.04,0.76,0.67,0.995,1.51,9.69,2.289,2.668,88420,0.53,0.81,0.28
"8477424","NSH",64,2754,3021,113,116,0,1,0,0,6,528,618,28,34,126.321560304321,141.694337071211,0,3,180565,17383,21472,47.7,2.25,2.31,0.02,0,1.01,0.9903,5.8,5.7,2.519,2.825,219420,0,0.05,0.05
"8478067","SJS",73,560,675,23,39,6,8,0,1,0,33,76,1,1,24.0390013714787,29.9043946540914,9,3,40019,2669,2945,45.3,2.07,3.51,1.26,1.35,0,1,1.35,1.22,2.162,2.69,45633,0.71,0.24,-0.47
"8478099","SJS",72,966,810,47,50,13,16,1,1,5,127,0,2,0,43.1728744654101,38.4764139390318,18,6,53666,5168,984,54.4,3.15,3.35,1.95,1.39,18.29,NA,1.39,0,2.896,2.581,59818,1.08,0.36,-0.72
"8478414","SJS",89,1483,1224,67,65,23,16,17,6,8,443,3,34,0,74.6313032894977,57.5942185982713,25,34,82510,10712,2756,54.8,2.92,2.84,1.7,7.73,10.45,-1.6667,11.43,0,3.256,2.513,95978,0.94,1.28,0.34
"8478508","NSH",77,834,935,23,39,9,9,0,2,0,44,237,3,12,37.8381554702064,43.0030060628196,16,11,55656,3227,9546,47.1,1.49,2.52,1.16,2.23,0,1,3.35,4.53,2.447,2.782,68429,0.84,0.58,-0.26
"8478851","NSH",43,581,604,20,25,1,5,0,0,0,22,137,0,10,28.7300891682389,28.0025341093424,11,8,37276,2081,5285,49,1.93,2.41,0.58,0,0,1,0,6.81,2.775,2.704,44642,0.89,0.65,-0.24
"8478904","SJS",80,721,797,22,40,8,8,1,0,1,41,146,2,9,33.4874635716551,37.0134220226319,7,6,47655,1999,5946,47.5,1.66,3.02,1.21,1.8,0.61,0.9932,3.6,5.45,2.53,2.796,55600,0.45,0.39,-0.06
"8479316","SJS",31,284,399,12,19,3,4,2,2,0,58,110,5,7,12.232004140038,14.7629736483213,11,7,21561,2614,3025,41.6,2,3.17,1.17,5.51,0,1,6.89,8.33,2.042,2.465,27200,1.46,0.93,-0.53
"8479371","NSH",79,1083,1162,36,45,1,8,0,1,0,26,247,2,14,47.7968588195508,51.1341989472858,25,8,70395,2125,7782,48.2,1.84,2.3,0.46,1.69,0,1,3.39,6.48,2.444,2.615,80302,1.12,0.36,-0.76
"8479393","SJS",57,611,810,25,32,10,6,0,0,0,24,16,1,1,31.0510393182049,36.2314945796388,11,9,40454,2102,956,43,2.22,2.85,1.42,0,0,1,1.71,3.77,2.763,3.224,43512,0.91,0.74,-0.17
"8479661","NSH",79,863,892,29,38,5,11,0,0,0,35,315,0,21,39.5332419566694,41.9666335529182,19,13,55963,2862,6942,49.2,1.87,2.44,1.03,0,0,1,0,10.89,2.543,2.7,65767,1.04,0.71,-0.33
"8479981","SJS",35,277,273,13,16,3,4,0,0,0,2,1,0,0,13.8160350704566,12.7794256008929,6,4,18189,408,55,50.4,2.57,3.17,1.39,0,0,1,0,0,2.734,2.529,18652,1.16,0.77,-0.39
"8479983","SJS",72,1117,1319,42,72,2,6,0,1,0,43,409,1,23,55.2069341977476,62.2464196265792,12,11,76742,3635,10034,45.9,1.97,3.38,0.38,0.99,0,1,0.99,8.25,2.59,2.92,90411,0.48,0.44,-0.04
"8479996","NSH",72,786,819,34,21,6,14,6,3,2,257,17,15,1,36.6828225541976,34.442893272324,10,9,51691,7823,1482,49,2.37,1.46,1.39,4.14,4.86,0.8824,6.9,2.43,2.555,2.399,60996,0.59,0.53,-0.06
"8480009","SEA",75,904,854,51,45,17,11,4,5,1,276,21,15,1,37.9725211660261,38.6217958051711,10,5,55949,8158,963,51.4,3.28,2.9,1.8,3.97,3.74,0.9524,6.62,3.74,2.443,2.485,65070,0.55,0.28,-0.27
"8480160","SJS",44,510,592,16,30,1,2,0,0,0,2,63,0,3,24.3386101401411,27.0419851006591,12,5,33858,738,3352,46.3,1.7,3.19,0.32,0,0,1,0,3.22,2.588,2.875,37948,1.14,0.47,-0.67
"8480748","NSH",32,353,381,19,14,6,5,1,1,0,47,6,3,0,16.0763353233924,19.5729733409826,10,5,22150,2600,470,48.1,3.09,2.28,1.79,2.77,0,1,4.15,0,2.613,3.181,25220,1.43,0.71,-0.72
"8481477","SJS",74,730,862,37,45,12,12,0,0,2,68,238,0,16,34.984589820262,39.1482986953342,9,9,51299,4577,7137,45.9,2.6,3.16,1.68,0,1.01,0.9916,0,8.07,2.455,2.747,63013,0.51,0.51,0
"8482062","NSH",69,601,687,18,26,3,9,0,0,0,2,216,0,15,26.7782032234827,31.0369997427333,15,15,43018,709,7668,46.7,1.51,2.18,1,0,0,1,0,7.04,2.241,2.597,51395,1.05,1.05,0
"8477034","SJS",54,933,761,45,45,1,9,0,0,0,3,124,0,11,41.784813134931,36.7782971127308,8,5,53307,481,6232,55.1,3.04,3.04,0.68,0,0,1,0,6.35,2.822,2.484,60020,0.48,0.3,-0.18
"8478039","SJS",37,1586,1748,78,100,0,0,0,0,5,284,338,21,21,79.7552345573204,81.6956642598379,0,2,103475,8394,11177,47.6,2.71,3.48,0,0,1.61,0.9852,9.01,6.76,2.775,2.842,123046,0,0.06,0.06
"8478431","SJS",59,523,577,26,31,8,6,0,0,1,26,0,0,0,23.8953521379735,27.7292421775637,13,10,35435,1908,135,47.5,2.64,3.15,1.42,0,26.67,NA,0,0,2.428,2.817,37478,1.25,0.96,-0.29
"8478468","NSH",67,804,968,29,40,3,7,0,0,0,4,272,0,17,36.3577412959421,45.3753975985455,22,10,57063,740,7631,45.4,1.83,2.52,0.63,0,0,1,0,8.02,2.294,2.863,65434,1.21,0.55,-0.66
"8480947","NSH",19,780,904,31,36,0,0,0,0,0,132,168,13,11,35.3956203823327,39.0639240416349,1,2,53238,4606,4293,46.3,2.1,2.43,0,0,0,1,10.16,9.22,2.393,2.642,62137,0.06,0.12,0.06
"8470621","TBL",87,754,724,26,37,7,8,7,7,4,240,0,26,0,33.8848356425297,29.3720852556289,16,19,48799,9165,510,51,1.92,2.73,1.11,5.5,28.24,NA,10.21,0,2.5,2.167,58474,0.99,1.17,0.18
