season,game_type,team_id,team_full,gp,hits,hits_per60,blocked_shots,blocked_shots_per60,takeaways,takeaways_per60,giveaways,giveaways_per60,missed_shots,total_shot_attempts,shot_attempts_blocked,corsi_pct,empty_net_goals,toi_per_game_5v5
2013,2,10,Toronto Maple Leafs,48,1626,33.5124,826,17.0208,329,6.7788,520,10.7172,547,2489,678,0.441264,5,2827.27083
2013,2,26,Los Angeles Kings,48,1446,29.7396,511,10.5084,226,4.6476,401,8.2476,656,2797,710,0.563033,5,2847.58333
2013,2,3,New York Rangers,48,1413,28.962,773,15.8436,271,5.5512,322,6.5988,566,2778,729,0.520083,3,2899.45833
2013,2,52,Winnipeg Jets,48,1411,29.016,713,14.6628,289,5.9436,357,7.3404,608,2740,743,0.49504,5,2927.85416
2013,2,4,Philadelphia Flyers,48,1316,27.216,784,16.2144,255,5.274,363,7.506,521,2599,684,0.476155,5,2740.4375
2013,2,9,Ottawa Senators,48,1307,26.7552,616,12.6108,312,6.3864,374,7.6536,598,3008,819,0.536747,7,2828.52083
2013,2,27,Phoenix Coyotes,48,1260,25.668,689,14.0328,302,6.1488,221,4.5,602,2779,695,0.506651,4,2813.125
2013,2,21,Colorado Avalanche,48,1241,25.4088,783,16.0308,405,8.2908,328,6.714,508,2583,660,0.488109,2,2848.47916
2013,2,5,Pittsburgh Penguins,48,1229,25.4412,735,15.2136,227,4.698,278,5.7528,547,2635,650,0.48954,10,2817.77083
2013,2,6,Boston Bruins,48,1200,24.6312,650,13.3416,278,5.706,386,7.92,611,2929,761,0.543265,7,2894.85416
2013,2,25,Dallas Stars,48,1199,24.7536,671,13.8528,327,6.75,398,8.2152,579,2577,737,0.488708,1,2784
2013,2,29,Columbus Blue Jackets,48,1188,24.1632,627,12.7512,270,5.49,206,4.1868,453,2416,680,0.471231,2,2860.97916
2013,2,24,Anaheim Ducks,48,1149,23.4756,776,15.8544,280,5.7204,362,7.3944,524,2523,652,0.47889,9,2919.47916
2013,2,19,St. Louis Blues,48,1120,23.0148,677,13.9104,292,5.9976,208,4.2732,539,2526,651,0.520243,3,2861.4375
2013,2,13,Florida Panthers,48,1110,22.8456,605,12.4524,307,6.318,273,5.6196,505,2511,606,0.491468,6,2911.625
2013,2,14,Tampa Bay Lightning,48,1105,22.8276,680,14.0472,316,6.5268,376,7.7652,503,2410,584,0.471744,4,2834.02083
2013,2,12,Carolina Hurricanes,48,1100,22.77,667,13.806,425,8.7948,315,6.5196,642,2977,790,0.515457,8,2842.29166
2013,2,15,Washington Capitals,48,1091,22.4964,765,15.7752,307,6.3288,378,7.794,553,2610,707,0.486886,3,2848.64583
2013,2,7,Buffalo Sabres,48,1079,21.9744,718,14.6196,300,6.1092,372,7.5744,460,2405,606,0.451243,3,2790.3125
2013,2,8,Montréal Canadiens,48,1067,21.9384,702,14.4324,260,5.346,363,7.4628,580,2809,761,0.528841,3,2734.625
2013,2,22,Edmonton Oilers,48,1060,21.7512,754,15.4728,307,6.3,446,9.1512,482,2343,576,0.445644,4,2788.9375
2013,2,28,San Jose Sharks,48,1031,20.9808,800,16.2792,343,6.9768,467,9.5004,633,2962,803,0.512727,2,2870.1875
2013,2,23,Vancouver Canucks,48,1020,20.79,566,11.5344,324,6.6024,323,6.5808,563,2624,711,0.514455,6,2802.29166
2013,2,2,New York Islanders,48,1018,20.8656,766,15.6996,381,7.8084,449,9.2016,526,2763,752,0.499309,8,2918.35416
2013,2,18,Nashville Predators,48,994,20.358,703,14.3964,314,6.4296,352,7.2072,464,2284,576,0.466959,2,2923.70833
2013,2,30,Minnesota Wild,48,956,19.6452,614,12.6144,261,5.3604,284,5.8356,494,2511,635,0.497809,3,2887.5625
2013,2,20,Calgary Flames,48,935,19.3356,699,14.454,342,7.0704,392,8.1036,518,2440,629,0.47376,7,2890.4375
2013,2,1,New Jersey Devils,48,892,18.216,515,10.5156,296,6.0444,309,6.3108,558,2565,645,0.558962,3,2807.27083
2013,2,17,Detroit Red Wings,48,865,17.7264,560,11.4732,285,5.8392,350,7.1712,612,2734,675,0.536149,4,2806.04166
2013,2,16,Chicago Blackhawks,48,840,17.1108,652,13.2804,466,9.4896,331,6.7392,500,2686,692,0.541197,4,2873.875
