season,game_type,player_id,player_name,last_name,team_abbrev,shoots_catches,gp,gs,wins,losses,ot_losses,ties,goals_against,gaa,saves,shots_against,sv_pct,shutouts,toi_sec,goals,assists,points,pim
2013,2,8471433,Daniel Taylor,Taylor,CGY,L,2,2,1,1,0,NA,6,3,62,68,0.91176,0,7200,0,0,0,0
2013,2,8474690,Kevin Poulin,Poulin,NYI,L,5,4,1,3,0,NA,13,3.02775,109,122,0.89344,0,15457,0,0,0,0
2013,2,8475311,Darcy Kuemper,Kuemper,MIN,L,6,3,1,2,0,NA,10,2.08116,109,119,0.91596,0,17298,0,0,0,0
2013,2,8475852,Petr Mrazek,Mrazek,DET,L,2,2,1,1,0,NA,4,2.01426,47,51,0.92156,0,7149,0,0,0,0
2013,2,8476846,Cristopher Nilstorp,Nilstorp,DAL,R,5,5,1,3,1,NA,15,3.08959,131,146,0.89726,0,17478,0,0,0,0
2013,2,8462052,Brian Boucher,Boucher,PHI,L,4,1,0,2,0,NA,6,2.49971,49,55,0.8909,0,8641,0,0,0,0
2013,2,8468038,Michael Leighton,Leighton,PHI,L,1,1,0,1,0,NA,5,5.07328,21,26,0.80769,0,3548,0,0,0,0
2013,2,8468481,Rick DiPietro,DiPietro,NYI,R,3,3,0,3,0,NA,12,4.10022,71,83,0.85542,0,10536,0,0,0,0
2013,2,8471712,Jeff Frazee,Frazee,NJD,L,1,0,0,0,0,NA,0,0,3,3,1,0,1116,0,0,0,0
2013,2,8471774,Alex Stalock,Stalock,SJS,L,2,0,0,0,1,NA,2,2.86966,11,13,0.84615,0,2509,0,0,0,0
2013,2,8473638,Cedrick Desjardins,Desjardins,TBL,R,3,2,0,3,0,NA,8,2.99812,65,73,0.89041,0,9606,0,0,0,0
2013,2,8475252,Matt Hackett,Hackett,MIN,L,1,1,0,1,0,NA,5,5.06756,28,33,0.84848,0,3552,0,0,0,0
2013,2,8475622,Carter Hutton,Hutton,CHI,L,1,1,0,1,0,NA,3,3.06469,25,28,0.89285,0,3524,0,0,0,0
2013,2,8475680,Jussi Rynnas,Rynnas,TOR,L,1,0,0,0,0,NA,0,0,6,6,1,0,620,0,0,0,0
2013,2,8475824,Sami Aittokallio,Aittokallio,COL,L,1,1,0,0,0,NA,2,2.43243,23,25,0.92,0,2960,0,0,0,0
2013,2,8475831,Philipp Grubauer,Grubauer,WSH,L,2,1,0,1,0,NA,5,3.57284,54,59,0.91525,0,5038,0,0,0,0
2013,2,8476234,Keith Kinkaid,Kinkaid,NJD,L,1,0,0,0,0,NA,1,2.33009,12,13,0.92307,0,1545,0,0,0,0
