season,game_type,team_id,team_full,gp,wins,losses,ot_losses,ties,points,point_pct,wins_regulation,wins_regulation_ot,wins_shootout,goals_for,goals_against,gf_per_game,ga_per_game,shots_for_per_game,shots_against_per_game,pp_pct,pp_net_pct,pk_pct,pk_net_pct,fo_win_pct,shutouts
2013,2,16,Chicago Blackhawks,48,36,7,5,NA,77,0.80208,25,30,6,149,97,3.10416,2.02083,31.125,26.20833,0.166666,0.133333,0.872341,0.907801,0.507779,7
2013,2,5,Pittsburgh Penguins,48,36,12,0,NA,72,0.75,31,33,3,162,119,3.375,2.47916,29.95833,29.22916,0.247058,0.229411,0.796408,0.808383,0.51469,5
2013,2,24,Anaheim Ducks,48,30,12,6,NA,66,0.6875,23,24,6,134,115,2.79166,2.39583,28.0625,27.91666,0.214814,0.177777,0.814815,0.845679,0.475404,5
2013,2,8,Montréal Canadiens,48,29,14,5,NA,63,0.65625,24,26,3,146,124,3.04166,2.58333,30.58333,26.9375,0.206896,0.197044,0.797688,0.797687,0.49751,4
2013,2,6,Boston Bruins,48,28,14,6,NA,62,0.64583,23,24,4,127,106,2.64583,2.20833,32.4375,28.60416,0.14754,0.131147,0.871166,0.90184,0.563949,6
2013,2,19,St. Louis Blues,48,29,17,2,NA,60,0.625,20,24,5,124,114,2.58333,2.375,27.83333,24.1875,0.19463,0.161073,0.846667,0.866666,0.507231,7
2013,2,23,Vancouver Canucks,48,26,15,7,NA,59,0.61458,20,21,5,122,115,2.54166,2.39583,28.125,28.9375,0.157575,0.139393,0.840237,0.852071,0.475941,7
2013,2,26,Los Angeles Kings,48,27,16,5,NA,59,0.61458,24,25,2,131,114,2.72916,2.375,29.8125,24.95833,0.198795,0.192771,0.832299,0.84472,0.520169,2
2013,2,15,Washington Capitals,48,27,18,3,NA,57,0.59375,20,24,3,146,130,3.04166,2.70833,28.125,32.3125,0.268292,0.243902,0.779142,0.797546,0.507697,4
2013,2,28,San Jose Sharks,48,25,16,7,NA,57,0.59375,17,17,8,116,112,2.41666,2.33333,31.79166,28.95833,0.201183,0.177514,0.850341,0.870748,0.533887,5
2013,2,10,Toronto Maple Leafs,48,26,17,5,NA,57,0.59375,24,26,0,145,128,3.02083,2.66666,26.33333,32.27083,0.186746,0.16265,0.878981,0.88535,0.500508,6
2013,2,17,Detroit Red Wings,48,24,16,8,NA,56,0.58333,20,22,2,122,110,2.54166,2.29166,30.14583,27.54166,0.183783,0.156756,0.817074,0.835365,0.508058,5
2013,2,9,Ottawa Senators,48,25,17,6,NA,56,0.58333,19,21,4,112,100,2.33333,2.08333,33.14583,31.29166,0.159235,0.152866,0.88024,0.892215,0.491519,4
2013,2,3,New York Rangers,48,26,18,4,NA,56,0.58333,18,22,4,126,108,2.625,2.25,30.89583,28.1875,0.156862,0.130718,0.810811,0.844594,0.5,2
2013,2,29,Columbus Blue Jackets,48,24,17,7,NA,55,0.57291,14,19,5,115,115,2.39583,2.39583,26.72916,29.91666,0.141935,0.129032,0.826389,0.847222,0.519985,4
2013,2,2,New York Islanders,48,24,17,7,NA,55,0.57291,18,20,4,135,136,2.8125,2.83333,30.9375,28.16666,0.198717,0.198717,0.802817,0.816901,0.497095,3
2013,2,30,Minnesota Wild,48,26,19,3,NA,55,0.57291,19,22,4,118,125,2.45833,2.60416,28.79166,27.0625,0.178807,0.178807,0.807408,0.814814,0.524514,3
2013,2,52,Winnipeg Jets,48,24,21,3,NA,51,0.53125,18,22,2,126,141,2.625,2.9375,28.9375,29.66666,0.137931,0.117241,0.797102,0.804347,0.489439,1
2013,2,27,Phoenix Coyotes,48,21,18,9,NA,51,0.53125,16,17,4,121,125,2.52083,2.60416,30.875,30.5625,0.147928,0.136094,0.798817,0.81065,0.520182,6
2013,2,4,Philadelphia Flyers,48,23,22,3,NA,49,0.51041,20,22,1,132,139,2.75,2.89583,29.04166,28.5625,0.216374,0.19883,0.858696,0.869565,0.485349,1
2013,2,1,New Jersey Devils,48,19,19,10,NA,48,0.5,16,17,2,110,122,2.29166,2.54166,28.375,23.125,0.15909,0.125,0.810651,0.875739,0.481827,3
2013,2,25,Dallas Stars,48,22,22,4,NA,48,0.5,18,20,2,128,141,2.66666,2.9375,26.27083,31.02083,0.16959,0.152046,0.810056,0.821229,0.471652,1
2013,2,7,Buffalo Sabres,48,21,21,6,NA,48,0.5,13,14,7,118,139,2.45833,2.89583,27.89583,33.45833,0.141104,0.098159,0.792135,0.83146,0.462387,1
2013,2,22,Edmonton Oilers,48,19,22,7,NA,45,0.46875,15,17,2,123,131,2.5625,2.72916,26.77083,32.75,0.201183,0.195266,0.834286,0.857142,0.46123,3
2013,2,12,Carolina Hurricanes,48,19,25,4,NA,42,0.4375,17,18,1,127,159,2.64583,3.3125,32.1875,32.20833,0.145454,0.121212,0.776398,0.795031,0.502004,2
2013,2,20,Calgary Flames,48,19,25,4,NA,42,0.4375,17,19,0,128,157,2.66666,3.27083,26.9375,29.41666,0.2,0.187096,0.81457,0.854304,0.466422,0
2013,2,18,Nashville Predators,48,16,23,9,NA,41,0.42708,11,14,2,109,133,2.27083,2.77083,25.91666,27.8125,0.171428,0.142857,0.755396,0.762589,0.497299,5
2013,2,14,Tampa Bay Lightning,48,18,26,4,NA,40,0.41666,16,17,1,147,147,3.0625,3.0625,27.5625,30.22916,0.190184,0.165644,0.806452,0.806451,0.511596,1
2013,2,21,Colorado Avalanche,48,16,25,7,NA,39,0.40625,11,14,2,114,150,2.375,3.125,29.47916,31.41666,0.15,0.128571,0.803279,0.819672,0.51075,3
2013,2,13,Florida Panthers,48,15,27,6,NA,36,0.375,11,12,3,109,170,2.27083,3.54166,29.16666,31.33333,0.204225,0.197183,0.741722,0.768211,0.493563,0
