season,game_type,player_id,player_name,last_name,team_abbrev,position,shoots,gp,goals,assists,points,points_per_game,plus_minus,pim,shots,shooting_pct,toi_per_game,ev_goals,ev_points,pp_goals,pp_points,sh_goals,sh_points,ot_goals,gw_goals,fo_win_pct
2013,2,8466378,Martin St. Louis,St. Louis,TBL,R,L,48,17,43,60,1.25,0,14,112,0.15178,1319,14,40,3,20,0,0,0,2,0.42857
2013,2,8474564,Steven Stamkos,Stamkos,TBL,C,R,48,29,28,57,1.1875,-4,32,157,0.18471,1321.375,19,39,10,18,0,0,0,2,0.49572
2013,2,8471214,Alex Ovechkin,Ovechkin,WSH,L,R,48,32,24,56,1.16666,2,36,220,0.14545,1253.0625,16,29,16,27,0,0,0,4,0
2013,2,8471675,Sidney Crosby,Crosby,PIT,C,L,36,15,41,56,1.55555,26,16,124,0.12096,1266.25,12,39,3,17,0,0,0,1,0.54316
2013,2,8474141,Patrick Kane,Kane,CHI,R,L,47,23,32,55,1.17021,11,8,138,0.16666,1203.3617,15,38,8,17,0,0,0,3,0.2
2013,2,8470595,Eric Staal,Staal,CAR,C,L,48,18,35,53,1.10416,5,54,152,0.11842,1259.75,14,43,3,9,1,1,0,4,0.51972
2013,2,8470543,Chris Kunitz,Kunitz,PIT,L,L,48,22,30,52,1.08333,30,39,113,0.19469,1081.3333,13,36,9,16,0,0,0,5,0.44444
2013,2,8473548,Phil Kessel,Kessel,TOR,R,R,48,20,32,52,1.08333,-3,18,161,0.12422,1188.6041,14,31,6,21,0,0,0,4,0.625
2013,2,8475791,Taylor Hall,Hall,EDM,L,L,45,16,34,50,1.11111,5,33,154,0.10389,1117.2222,12,36,4,14,0,0,0,4,0.54716
2013,2,8467514,Pavel Datsyuk,Datsyuk,DET,C,L,47,15,34,49,1.04255,21,14,107,0.14018,1210.8723,7,30,8,16,0,3,2,6,0.55016
2013,2,8470612,Ryan Getzlaf,Getzlaf,ANA,C,R,44,15,34,49,1.11363,14,41,99,0.15151,1211.6136,8,31,4,15,3,3,0,3,0.48037
2013,2,8467371,Mike Ribeiro,Ribeiro,WSH,C,L,48,13,36,49,1.02083,-4,53,63,0.20634,1070,7,22,6,27,0,0,0,1,0.44752
2013,2,8473604,Jonathan Toews,Toews,CHI,C,L,47,23,25,48,1.02127,28,27,143,0.16083,1160.5319,19,39,2,6,2,3,0,5,0.59914
2013,2,8473512,Claude Giroux,Giroux,PHI,R,R,48,13,35,48,1,-7,22,137,0.09489,1270.2916,6,26,6,21,1,1,0,2,0.54483
2013,2,8468083,Henrik Zetterberg,Zetterberg,DET,C,L,46,11,37,48,1.04347,2,18,173,0.06358,1231.3695,5,23,4,23,2,2,0,5,0.48345
2013,2,8473563,Nicklas Backstrom,Backstrom,WSH,C,L,48,8,40,48,1,8,20,82,0.09756,1194.0416,5,30,3,18,0,0,0,1,0.51428
2013,2,8475166,John Tavares,Tavares,NYI,C,L,48,28,19,47,0.97916,-2,18,162,0.17283,1246.4791,19,31,9,16,0,0,0,5,0.49354
2013,2,8474161,Jakub Voracek,Voracek,PHI,R,L,48,22,24,46,0.95833,-7,35,129,0.17054,1034.25,14,29,8,17,0,0,0,3,0.4
2013,2,8471217,Andrew Ladd,Ladd,WPG,L,L,48,18,28,46,0.95833,10,22,121,0.14876,1180.8333,15,40,3,6,0,0,0,4,0.53703
2013,2,8467876,Henrik Sedin,Sedin,VAN,C,L,48,11,34,45,0.9375,19,24,70,0.15714,1160.8541,9,31,1,13,1,1,0,1,0.49382
2013,2,8474613,Derek Stepan,Stepan,NYR,C,R,48,18,26,44,0.91666,25,12,108,0.16666,1255.3541,13,30,4,10,1,4,0,6,0.45854
2013,2,8475172,Nazem Kadri,Kadri,TOR,C,L,48,18,26,44,0.91666,15,23,107,0.16822,963.125,13,36,5,8,0,0,0,1,0.44247
2013,2,8470852,Matt Moulson,Moulson,NYI,L,L,47,15,29,44,0.93617,-3,4,154,0.0974,1149.3404,7,29,8,15,0,0,0,0,1
2013,2,8470120,Alexander Semin,Semin,CAR,R,R,44,13,31,44,1,14,46,150,0.08666,1256.5681,9,34,4,9,0,1,0,1,0.23809
2013,2,8469707,PA Parenteau,Parenteau,COL,R,R,48,18,25,43,0.89583,-11,38,105,0.17142,1148.7916,12,30,6,13,0,0,0,1,0.07692
2013,2,8475168,Matt Duchene,Duchene,COL,C,L,47,17,26,43,0.91489,-12,12,132,0.12878,1255.234,15,33,2,9,0,1,1,3,0.54647
2013,2,8470041,Rick Nash,Nash,NYR,L,L,44,21,21,42,0.95454,16,26,176,0.11931,1198.2272,17,32,3,9,1,1,0,3,0.41666
2013,2,8471685,Anze Kopitar,Kopitar,LAK,C,L,47,10,32,42,0.89361,14,16,98,0.10204,1228.7446,10,26,0,16,0,0,0,1,0.53265
2013,2,8470598,Thomas Vanek,Vanek,BUF,L,R,38,20,21,41,1.07894,-1,20,119,0.16806,1104.3421,10,26,9,14,1,1,0,2,0.66666
2013,2,8471218,Blake Wheeler,Wheeler,WPG,R,R,48,19,22,41,0.85416,-3,28,129,0.14728,1128.0208,17,34,2,7,0,0,0,2,0.22222
2013,2,8467875,Daniel Sedin,Sedin,VAN,L,L,47,12,28,40,0.85106,12,18,138,0.08695,1141.2765,9,28,3,12,0,0,0,3,0.42857
2013,2,8466138,Joe Thornton,Thornton,SJS,C,L,48,7,33,40,0.83333,6,26,85,0.08235,1102.6875,5,19,2,21,0,0,0,1,0.58487
2013,2,8474157,Max Pacioretty,Pacioretty,MTL,L,L,44,15,24,39,0.88636,8,28,163,0.09202,990.5681,11,27,4,12,0,0,0,0,0.28571
2013,2,8473482,Jiri Tlusty,Tlusty,CAR,L,L,48,23,15,38,0.79166,15,18,117,0.19658,1094.7291,19,30,4,8,0,0,0,3,0.16666
2013,2,8466393,Pascal Dupuis,Dupuis,PIT,R,L,48,20,18,38,0.79166,31,26,140,0.14285,1050.4166,17,34,2,3,1,1,0,2,0.47368
2013,2,8470610,Zach Parise,Parise,MIN,L,L,48,18,20,38,0.79166,2,16,182,0.0989,1240,11,25,7,13,0,0,1,4,0.33333
2013,2,8474040,Sam Gagner,Gagner,EDM,C,R,48,14,24,38,0.79166,-6,23,113,0.12389,1164.6875,10,21,4,15,0,2,1,1,0.43859
2013,2,8474056,P.K. Subban,Subban,MTL,D,R,42,11,27,38,0.90476,12,57,126,0.0873,1394.6428,4,12,7,26,0,0,0,0,NA
2013,2,8471724,Kris Letang,Letang,PIT,D,R,35,5,33,38,1.08571,16,8,95,0.05263,1538.1714,4,25,1,13,0,0,0,1,NA
2013,2,8474053,Logan Couture,Couture,SJS,C,L,48,21,16,37,0.77083,7,4,151,0.13907,1085.8125,14,24,7,12,0,1,0,5,0.51533
2013,2,8474586,Jordan Eberle,Eberle,EDM,R,R,48,16,21,37,0.77083,-4,16,133,0.1203,1139.7083,13,28,3,9,0,0,0,3,0.42105
2013,2,8469459,Mikko Koivu,Koivu,MIN,C,L,48,11,26,37,0.77083,2,26,127,0.08661,1265.8125,11,24,0,13,0,0,1,3,0.53964
2013,2,8471707,James Neal,Neal,PIT,L,L,40,21,15,36,0.9,5,26,136,0.15441,1048.125,12,20,9,16,0,0,0,6,0.16666
2013,2,8473419,Brad Marchand,Marchand,BOS,L,L,45,18,18,36,0.8,23,27,91,0.1978,1017.8666,12,30,4,4,2,2,0,5,0.5
2013,2,8473485,Chris Stewart,Stewart,STL,R,R,48,18,18,36,0.75,0,40,97,0.18556,949.125,12,24,6,12,0,0,1,3,0.29629
2013,2,8470621,Corey Perry,Perry,ANA,R,R,44,15,21,36,0.81818,10,72,128,0.11718,1144.1818,10,25,5,10,0,1,1,5,0.20689
2013,2,8460542,Patrik Elias,Elias,NJD,C,L,48,14,22,36,0.75,5,22,118,0.11864,1123.1666,8,21,5,14,1,1,0,0,0.43558
2013,2,8473962,Teddy Purcell,Purcell,TBL,L,R,48,11,25,36,0.75,-1,12,94,0.11702,1004.5625,8,23,3,13,0,0,0,2,0.33333
2013,2,8448208,Jaromir Jagr,Jagr,"DAL,BOS",R,L,45,16,19,35,0.77777,-2,22,115,0.13913,1099.8,10,24,6,11,0,0,1,4,0
