"category","pos_group","age_int","mean_delta","n","curve_value"
"shot_vol_def","Defensemen",25,0.198096850318472,222,0.315157020888191
"shot_vol_def","Defensemen",26,-0.39633915794057,224,-0.0811821370523791
"shot_vol_def","Defensemen",27,0.0811821370523791,212,0
"shot_vol_def","Defensemen",28,-0.0593537756829789,186,-0.0593537756829789
"shot_vol_def","Defensemen",29,-0.95272800926984,173,-1.01208178495282
"shot_vol_def","Defensemen",30,0.32412876797677,149,-0.687953016976049
"shot_vol_def","Defensemen",31,-0.506113984919807,123,-1.19406700189586
"shot_vol_def","Defensemen",32,0.0251612293670375,105,-1.16890577252882
"shot_vol_def","Defensemen",33,0.014374225820582,86,-1.15453154670824
"shot_vol_def","Defensemen",34,-0.261240705652531,57,-1.41577225236077
"shot_vol_def","Defensemen",35,0.0226937126950429,43,-1.39307853966572
"shot_vol_def","Defensemen",36,0.0171927848809478,30,-1.37588575478478
"shot_vol_def","Defensemen",37,-0.156622949166171,18,-1.53250870395095
"shot_vol_def","Defensemen",38,0.475498032011456,9,-1.05701067193949
"shot_vol_def","Defensemen",39,-0.562760168022387,2,-1.61977083996188
"shot_vol_def","Defensemen",40,0.0924388037811898,2,-1.52733203618069
"shot_vol_def","Defensemen",41,-2.5053827861132,1,-4.03271482229389
"shot_vol_def","Defensemen",42,3.34520563572736,1,-0.687509186566535
"shot_vol_def","Defensemen",43,-2.59119769233374,1,-3.27870687890027
"shot_vol_def","Forwards",18,-0.154443253603389,31,1.13835737988746
"shot_vol_def","Forwards",19,-0.162831252918132,84,0.975526126969327
"shot_vol_def","Forwards",20,0.0127771678749751,141,0.988303294844302
"shot_vol_def","Forwards",21,-0.271167862252948,217,0.717135432591354
"shot_vol_def","Forwards",22,-0.0453423624540536,310,0.671793070137301
"shot_vol_def","Forwards",23,-0.358091329939637,382,0.313701740197664
"shot_vol_def","Forwards",24,-0.0589248576993746,400,0.254776882498289
"shot_vol_def","Forwards",25,0.000564355514421664,401,0.255341238012711
"shot_vol_def","Forwards",26,-0.172363187882445,396,0.0829780501302655
"shot_vol_def","Forwards",27,-0.0829780501302654,377,0
"shot_vol_def","Forwards",28,0.0189935310493934,343,0.0189935310493934
"shot_vol_def","Forwards",29,0.0287811907178346,284,0.047774721767228
"shot_vol_def","Forwards",30,-0.314746591761684,264,-0.266971869994456
"shot_vol_def","Forwards",31,0.34470814412372,211,0.0777362741292638
"shot_vol_def","Forwards",32,0.116567360977466,157,0.19430363510673
"shot_vol_def","Forwards",33,-0.603662530026545,125,-0.409358894919815
"shot_vol_def","Forwards",34,-0.326709981126151,95,-0.736068876045966
"shot_vol_def","Forwards",35,0.0613895570109672,69,-0.674679319034999
"shot_vol_def","Forwards",36,0.657131125352239,37,-0.0175481936827604
"shot_vol_def","Forwards",37,-0.449296440230905,25,-0.466844633913665
"shot_vol_def","Forwards",38,0.654162328150039,14,0.187317694236375
"shot_vol_def","Forwards",39,-1.21657778656451,6,-1.02926009232813
"shot_vol_def","Forwards",40,0.439749585692039,6,-0.589510506636096
"shot_vol_def","Forwards",41,-3.06662051375675,2,-3.65613102039285
"shot_vol_def","Forwards",42,0.657647912427819,2,-2.99848310796503
