season,game_type,player_id,player_name,last_name,team_abbrev,position,shoots,gp,goals,assists,points,points_per_game,plus_minus,pim,shots,shooting_pct,toi_per_game,ev_goals,ev_points,pp_goals,pp_points,sh_goals,sh_points,ot_goals,gw_goals,fo_win_pct
2021,2,8478402,Connor McDavid,McDavid,EDM,C,L,56,33,72,105,1.875,21,20,200,0.165,1329.2142,24,68,9,37,0,0,2,11,0.49529
2021,2,8477934,Leon Draisaitl,Draisaitl,EDM,C,L,56,31,53,84,1.5,29,22,168,0.18452,1331.3035,15,51,15,32,1,1,0,8,0.55674
2021,2,8473419,Brad Marchand,Marchand,BOS,L,L,53,29,40,69,1.30188,26,46,143,0.20279,1134.6226,21,44,4,18,4,7,1,5,0.31428
2021,2,8478483,Mitch Marner,Marner,TOR,R,R,55,20,47,67,1.21818,21,20,156,0.1282,1345.6181,20,51,0,14,0,2,0,5,0.8
2021,2,8479318,Auston Matthews,Matthews,TOR,C,L,52,41,25,66,1.26923,21,10,222,0.18468,1293.1923,31,53,10,13,0,0,2,12,0.51903
2021,2,8478420,Mikko Rantanen,Rantanen,COL,R,L,52,30,36,66,1.26923,30,34,177,0.16949,1195.0769,21,42,9,24,0,0,0,7,0.5
2021,2,8474141,Patrick Kane,Kane,CHI,R,L,56,15,51,66,1.17857,-7,14,191,0.07853,1333.7857,12,44,3,22,0,0,0,3,0.28571
2021,2,8477492,Nathan MacKinnon,MacKinnon,COL,C,R,48,20,45,65,1.35416,22,37,206,0.09708,1221.8541,12,40,8,25,0,0,0,2,0.48478
2021,2,8476460,Mark Scheifele,Scheifele,WPG,C,R,56,21,42,63,1.125,-4,12,126,0.16666,1257.75,17,46,4,17,0,0,0,4,0.49787
2021,2,8471675,Sidney Crosby,Crosby,PIT,C,L,55,24,38,62,1.12727,8,26,159,0.15094,1223.8909,18,39,5,22,1,1,2,5,0.53565
2021,2,8475913,Mark Stone,Stone,VGK,R,R,55,21,40,61,1.10909,26,28,98,0.21428,1143.6545,14,43,6,17,1,1,0,8,0.4
2021,2,8476456,Jonathan Huberdeau,Huberdeau,FLA,L,L,55,20,41,61,1.10909,12,36,122,0.16393,1104.6181,15,37,5,24,0,0,1,1,0.43589
2021,2,8477493,Aleksander Barkov,Barkov,FLA,C,L,50,26,32,58,1.16,12,14,176,0.14772,1256.24,18,38,7,19,1,1,2,6,0.54873
2021,2,8474102,David Perron,Perron,STL,L,R,56,19,39,58,1.03571,6,22,151,0.12582,1112.9464,13,37,6,21,0,0,1,2,0
2021,2,8478550,Artemi Panarin,Panarin,NYR,L,R,42,17,41,58,1.38095,14,6,106,0.16037,1178.5714,12,40,5,18,0,0,0,1,0
2021,2,8478427,Sebastian Aho,Aho,CAR,C,L,56,24,33,57,1.01785,16,32,148,0.16216,1168.2321,14,36,7,18,3,3,1,7,0.52745
2021,2,8477404,Jake Guentzel,Guentzel,PIT,C,L,56,23,34,57,1.01785,7,28,141,0.16312,1216.0357,17,38,6,18,0,1,1,7,0.25
2021,2,8479337,Alex DeBrincat,DeBrincat,CHI,R,R,52,32,24,56,1.07692,3,12,155,0.20645,1232.3846,22,37,9,18,1,1,3,7,0.4
2021,2,8475158,Ryan O'Reilly,O'Reilly,STL,C,L,56,24,30,54,0.96428,26,18,129,0.18604,1244.9285,18,40,4,12,2,2,2,4,0.58779
2021,2,8473563,Nicklas Backstrom,Backstrom,WSH,C,L,55,15,38,53,0.96363,0,14,91,0.16483,1115.6909,10,31,5,22,0,0,0,0,0.4829
2021,2,8476455,Gabriel Landeskog,Landeskog,COL,L,L,54,20,32,52,0.96296,14,34,155,0.12903,1197.4259,11,37,9,15,0,0,2,8,0.56581
2021,2,8478864,Kirill Kaprizov,Kaprizov,MIN,L,L,55,27,24,51,0.92727,10,16,157,0.17197,1097.8545,19,38,8,13,0,0,2,3,0.125
2021,2,8470794,Joe Pavelski,Pavelski,DAL,C,R,56,25,26,51,0.91071,22,16,139,0.17985,1141.3214,12,30,13,21,0,0,0,4,0.52011
2021,2,8474157,Max Pacioretty,Pacioretty,VGK,L,L,48,24,27,51,1.0625,20,14,174,0.13793,1076.3541,18,39,6,12,0,0,4,6,0.46511
2021,2,8478398,Kyle Connor,Connor,WPG,L,L,56,26,24,50,0.89285,-4,12,166,0.15662,1124.3035,16,37,10,13,0,0,0,5,0.6
2021,2,8476459,Mika Zibanejad,Zibanejad,NYR,C,R,56,24,26,50,0.89285,2,18,171,0.14035,1206.0178,12,32,10,14,2,4,1,7,0.46324
2021,2,8475166,John Tavares,Tavares,TOR,C,L,56,19,31,50,0.89285,12,14,163,0.11656,1091.8214,13,38,6,12,0,0,0,2,0.55281
2021,2,8471685,Anze Kopitar,Kopitar,LAK,C,L,56,13,37,50,0.89285,-7,10,118,0.11016,1270.9642,10,27,3,23,0,0,0,4,0.57279
2021,2,8478444,Brock Boeser,Boeser,VAN,R,R,56,23,26,49,0.875,-3,16,141,0.16312,1159.1785,14,34,8,14,1,1,0,1,0.36363
2021,2,8475169,Evander Kane,Kane,SJS,L,L,56,22,27,49,0.875,-1,42,194,0.1134,1211.8214,17,38,3,7,2,4,1,2,0.4035
2021,2,8476346,Johnny Gaudreau,Gaudreau,CGY,L,L,56,19,30,49,0.875,2,6,112,0.16964,1104.8214,12,30,7,19,0,0,2,5,0
2021,2,8476458,Ryan Strome,Strome,NYR,C,R,56,14,35,49,0.875,6,39,128,0.10937,1096.3035,11,29,3,18,0,2,0,1,0.43203
2021,2,8470638,Patrice Bergeron,Bergeron,BOS,C,R,54,23,25,48,0.88888,27,16,182,0.12637,1093.3148,13,31,7,13,3,4,1,3,0.62249
2021,2,8478010,Brayden Point,Point,TBL,C,R,56,23,25,48,0.85714,2,11,131,0.17557,1106.1607,17,33,6,15,0,0,1,6,0.49423
2021,2,8477402,Pavel Buchnevich,Buchnevich,NYR,L,L,54,20,28,48,0.88888,12,42,120,0.16666,1123.9629,16,36,1,8,3,4,0,2,0.22222
2021,2,8477956,David Pastrnak,Pastrnak,BOS,R,R,48,20,28,48,1,10,24,176,0.11363,1116.8541,14,34,6,14,0,0,0,3,0.28571
2021,2,8475197,Tyson Barrie,Barrie,EDM,D,R,56,8,40,48,0.85714,4,10,146,0.05479,1283.7857,4,25,4,23,0,0,0,2,NA
2021,2,8477496,Elias Lindholm,Lindholm,CGY,C,R,56,19,28,47,0.83928,10,22,130,0.14615,1193.6785,13,30,6,16,0,1,1,4,0.51362
2021,2,8479323,Adam Fox,Fox,NYR,D,R,55,5,42,47,0.85454,19,14,102,0.04901,1482.3818,2,22,2,23,1,2,0,1,0
2021,2,8477940,Nikolaj Ehlers,Ehlers,WPG,L,L,47,21,25,46,0.97872,15,15,148,0.14189,1015.1914,15,33,6,13,0,0,2,5,1
2021,2,8471218,Blake Wheeler,Wheeler,WPG,R,R,50,15,31,46,0.92,-17,50,113,0.13274,1100.44,11,31,4,15,0,0,0,2,0.375
2021,2,8476292,Ondrej Palat,Palat,TBL,L,L,55,15,31,46,0.83636,1,26,111,0.13513,1047.3272,8,26,7,20,0,0,0,6,0
2021,2,8476468,J.T. Miller,Miller,VAN,C,L,53,15,31,46,0.86792,-7,43,106,0.1415,1257.9245,11,27,3,18,1,1,2,4,0.53041
2021,2,8478445,Mathew Barzal,Barzal,NYI,C,R,55,17,28,45,0.81818,15,48,134,0.12686,1123.4,16,37,1,8,0,0,0,1,0.43428
2021,2,8480027,Jason Robertson,Robertson,DAL,L,L,51,17,28,45,0.88235,13,16,127,0.13385,1013.196,16,39,1,6,0,0,1,3,0.71428
2021,2,8475167,Victor Hedman,Hedman,TBL,D,L,54,9,36,45,0.83333,5,28,136,0.06617,1502.7037,8,21,1,24,0,0,2,2,NA
2021,2,8471724,Kris Letang,Letang,PIT,D,R,55,7,38,45,0.81818,19,32,132,0.05303,1478.909,6,29,1,15,0,1,1,2,0
2021,2,8475726,Tyler Toffoli,Toffoli,MTL,C,R,52,28,16,44,0.84615,0,24,158,0.17721,1051.423,19,31,7,10,2,3,0,5,0.38888
2021,2,8477444,Andre Burakovsky,Burakovsky,COL,L,L,53,19,25,44,0.83018,4,10,102,0.18627,905.5283,15,30,4,14,0,0,1,3,0.5
2021,2,8476539,Jonathan Marchessault,Marchessault,VGK,R,R,55,18,26,44,0.8,19,39,176,0.10227,1045.4181,15,38,3,6,0,0,2,4,0.4659
2021,2,8477416,Oliver Bjorkstrand,Bjorkstrand,CBJ,R,R,56,18,26,44,0.78571,-15,23,143,0.12587,1056.5714,16,38,2,6,0,0,0,0,0.42857
2021,2,8474590,John Carlson,Carlson,WSH,D,R,52,10,34,44,0.84615,-5,12,128,0.07812,1426.923,7,29,3,15,0,0,0,1,NA
2021,2,8471276,David Krejci,Krejci,BOS,C,R,51,8,36,44,0.86274,16,16,83,0.09638,1028.0784,5,28,3,16,0,0,0,1,0.54222
2021,2,8480069,Cale Makar,Makar,COL,D,R,44,8,36,44,1,17,12,104,0.07692,1458.5,4,22,4,22,0,0,0,3,NA
2021,2,8471698,T.J. Oshie,Oshie,WSH,R,R,53,22,21,43,0.81132,-3,18,106,0.20754,1083.8301,9,26,13,17,0,0,0,1,0.47931
2021,2,8473548,Phil Kessel,Kessel,ARI,R,R,56,20,23,43,0.76785,-17,12,115,0.17391,1025.3035,16,30,4,13,0,0,1,3,0.25
2021,2,8476881,Tomas Hertl,Hertl,SJS,C,L,50,19,24,43,0.86,1,27,112,0.16964,1148.14,14,32,4,10,1,1,0,2,0.55227
2021,2,8474037,James van Riemsdyk,van Riemsdyk,PHI,L,L,56,17,26,43,0.76785,2,14,132,0.12878,992.625,7,31,10,12,0,0,0,1,0.5
2021,2,8476389,Vincent Trocheck,Trocheck,CAR,C,R,47,17,26,43,0.91489,-3,20,123,0.13821,1093.5531,10,25,7,18,0,0,0,2,0.56046
2021,2,8473512,Claude Giroux,Giroux,PHI,R,R,54,16,27,43,0.79629,-4,12,120,0.13333,1086.3333,15,32,1,11,0,0,0,2,0.59605
2021,2,8479314,Matthew Tkachuk,Tkachuk,CGY,L,L,56,16,27,43,0.76785,6,55,151,0.10596,1089.375,12,28,4,15,0,0,0,0,0.42857
2021,2,8478449,Roope Hintz,Hintz,DAL,C,L,41,15,28,43,1.04878,13,4,92,0.16304,1093.9268,9,25,6,18,0,0,0,1,0.49253
2021,2,8474161,Jakub Voracek,Voracek,PHI,R,L,53,9,34,43,0.81132,-12,18,104,0.08653,1015.0188,9,35,0,8,0,0,1,2,0.41176
2021,2,8471214,Alex Ovechkin,Ovechkin,WSH,L,R,45,24,18,42,0.93333,-7,12,182,0.13186,1170.1111,15,25,9,17,0,0,1,6,0
