season,game_type,player_id,player_name,last_name,team_abbrev,shoots_catches,gp,gs,wins,losses,ot_losses,ties,goals_against,gaa,saves,shots_against,sv_pct,shutouts,toi_sec,goals,assists,points,pim
2021,2,8476883,Andrei Vasilevskiy,Vasilevskiy,TBL,L,42,42,31,10,1,NA,93,2.21111,1144,1237,0.92481,5,151417,0,4,4,0
2021,2,8475831,Philipp Grubauer,Grubauer,COL,L,40,39,30,9,1,NA,77,1.95194,916,993,0.92245,7,142012,0,2,2,0
2021,2,8470594,Marc-Andre Fleury,Fleury,VGK,L,36,36,26,10,0,NA,71,1.98453,918,989,0.92821,6,128796,0,1,1,2
2021,2,8477465,Tristan Jarry,Jarry,PIT,L,39,38,25,9,3,NA,100,2.74561,1000,1100,0.90909,2,131118,0,4,4,8
2021,2,8476945,Connor Hellebuyck,Hellebuyck,WPG,L,45,45,24,17,3,NA,112,2.58181,1223,1335,0.9161,4,156169,0,0,0,0
2021,2,8474593,Jacob Markstrom,Markstrom,CGY,L,43,43,22,19,2,NA,111,2.67692,1050,1161,0.90439,3,149276,0,0,0,2
2021,2,8469608,Mike Smith,Smith,EDM,L,32,30,21,6,2,NA,71,2.307,850,921,0.9229,3,110793,0,2,2,6
2021,2,8477424,Juuse Saros,Saros,NSH,L,36,35,21,11,1,NA,78,2.28092,995,1073,0.9273,3,123108,0,0,0,2
2021,2,8477970,Vitek Vanecek,Vanecek,WSH,L,37,36,21,10,4,NA,95,2.69441,936,1031,0.90785,2,126929,0,0,0,0
2021,2,8473575,Semyon Varlamov,Varlamov,NYI,L,36,35,19,11,4,NA,72,2.04068,948,1020,0.92941,7,127016,0,1,1,2
2021,2,8475660,Cam Talbot,Talbot,MIN,L,33,33,19,8,5,NA,86,2.6307,922,1008,0.91468,2,117687,0,0,0,0
2021,2,8475683,Sergei Bobrovsky,Bobrovsky,FLA,L,31,30,19,8,2,NA,88,2.90674,847,935,0.90588,0,108988,0,0,0,0
2021,2,8476412,Jordan Binnington,Binnington,STL,L,42,41,18,14,8,NA,108,2.64741,1092,1200,0.91,0,146860,0,1,1,2
2021,2,8475789,Jack Campbell,Campbell,TOR,L,22,22,17,3,2,NA,46,2.14886,539,585,0.92136,2,77064,0,0,0,0
2021,2,8480947,Kevin Lankinen,Lankinen,CHI,L,37,37,17,14,5,NA,109,3.00715,1095,1204,0.90946,2,130489,0,2,2,2
2021,2,8477967,Thatcher Demko,Demko,VAN,L,35,35,16,18,1,NA,99,2.84646,1065,1164,0.91494,1,125208,0,0,0,0
2021,2,8478039,Kaapo Kahkonen,Kahkonen,MIN,L,24,23,16,8,0,NA,68,2.88447,624,692,0.90173,2,84868,0,0,0,2
2021,2,8478048,Igor Shesterkin,Shesterkin,NYR,L,35,31,16,14,3,NA,83,2.6224,904,987,0.9159,2,113941,0,0,0,0
2021,2,8470880,Brian Elliott,Elliott,PHI,L,30,26,15,9,2,NA,82,3.06024,656,738,0.88888,2,96463,0,1,1,0
2021,2,8471695,Tuukka Rask,Rask,BOS,L,24,24,15,5,2,NA,53,2.2772,558,611,0.91325,2,83787,0,2,2,0
2021,2,8473503,James Reimer,Reimer,CAR,L,22,21,15,5,2,NA,59,2.65945,568,627,0.9059,0,79866,0,0,0,0
2021,2,8474889,Martin Jones,Jones,SJS,L,34,34,15,13,4,NA,102,3.2755,878,980,0.89591,1,112105,0,0,0,0
2021,2,8477968,Alex Nedeljkovic,Nedeljkovic,CAR,L,23,23,15,5,3,NA,44,1.8965,604,648,0.93209,3,83522,0,1,1,2
2021,2,8476904,Chris Driedger,Driedger,FLA,L,23,23,14,6,3,NA,47,2.07109,593,640,0.92656,3,81696,0,2,2,0
2021,2,8478406,Mackenzie Blackwood,Blackwood,NJD,L,35,35,14,17,4,NA,106,3.04216,975,1081,0.90194,1,125437,0,0,0,0
2021,2,8475156,Mikko Koskinen,Koskinen,EDM,L,26,25,13,13,0,NA,76,3.17184,680,756,0.89947,0,86259,0,2,2,0
2021,2,8475215,Robin Lehner,Lehner,VGK,L,19,19,13,4,2,NA,44,2.2850799999999998,461,505,0.91287,1,69319,0,1,1,0
2021,2,8475883,Frederik Andersen,Andersen,TOR,L,24,23,13,8,3,NA,70,2.9575,598,668,0.8952,0,85207,0,1,1,0
2021,2,8478009,Ilya Sorokin,Sorokin,NYI,L,22,21,13,6,3,NA,46,2.17018,517,563,0.91829,3,76307,0,0,0,0
