season,game_type,team_id,team_full,gp,wins,losses,ot_losses,ties,points,point_pct,wins_regulation,wins_regulation_ot,wins_shootout,goals_for,goals_against,gf_per_game,ga_per_game,shots_for_per_game,shots_against_per_game,pp_pct,pp_net_pct,pk_pct,pk_net_pct,fo_win_pct,shutouts
2021,2,54,Vegas Golden Knights,56,40,14,2,NA,82,0.73214,30,39,1,190,122,3.39285,2.17857,32.66071,27.26785,0.17816,0.166666,0.868056,0.895833,0.495164,7
2021,2,21,Colorado Avalanche,56,39,13,4,NA,82,0.73214,35,39,0,197,132,3.51785,2.35714,34.58928,25.41071,0.227053,0.21256,0.830509,0.836158,0.516228,8
2021,2,12,Carolina Hurricanes,56,36,12,8,NA,80,0.71428,27,32,4,175,134,3.125,2.39285,32.03571,28.23214,0.256097,0.219512,0.852273,0.892045,0.538686,6
2021,2,13,Florida Panthers,56,37,14,5,NA,79,0.70535,26,36,1,188,151,3.35714,2.69642,34.89285,30.03571,0.205263,0.18421,0.79762,0.821428,0.501801,3
2021,2,15,Washington Capitals,56,36,15,5,NA,77,0.6875,29,33,3,188,161,3.35714,2.875,29.41071,28.78571,0.248366,0.196078,0.839507,0.851851,0.492022,4
2021,2,5,Pittsburgh Penguins,56,37,16,3,NA,77,0.6875,29,34,3,193,155,3.44642,2.76785,30.07142,29.98214,0.236842,0.210526,0.774194,0.812903,0.492948,5
2021,2,10,Toronto Maple Leafs,56,35,14,7,NA,77,0.6875,29,34,1,186,148,3.32142,2.64285,31.26785,27.82142,0.2,0.154838,0.784723,0.805555,0.510902,3
2021,2,14,Tampa Bay Lightning,56,36,17,3,NA,75,0.66964,29,35,1,180,145,3.21428,2.58928,30.21428,28.26785,0.222222,0.205555,0.841531,0.857923,0.501119,6
2021,2,30,Minnesota Wild,56,35,16,5,NA,75,0.66964,27,34,1,180,159,3.21428,2.83928,28.30357,30.44642,0.175757,0.157575,0.807454,0.819875,0.465194,4
2021,2,6,Boston Bruins,56,33,16,7,NA,73,0.65178,25,29,4,164,134,2.92857,2.39285,33.32142,27.07142,0.21875,0.18125,0.859551,0.910112,0.55254,6
2021,2,22,Edmonton Oilers,56,35,19,2,NA,72,0.64285,31,35,0,183,154,3.26785,2.75,29.89285,30.66071,0.275862,0.252873,0.824676,0.837662,0.504198,3
2021,2,2,New York Islanders,56,32,17,7,NA,71,0.63392,24,28,4,152,125,2.71428,2.23214,28.98214,28.39285,0.1875,0.1875,0.837038,0.866666,0.513717,10
2021,2,18,Nashville Predators,56,31,23,2,NA,64,0.57142,21,26,5,151,154,2.69642,2.75,29.98214,31.30357,0.1761,0.163522,0.755814,0.790697,0.516989,5
2021,2,52,Winnipeg Jets,56,30,23,3,NA,63,0.5625,24,30,0,170,152,3.03571,2.71428,29.66071,30.58928,0.229813,0.21118,0.80537,0.825503,0.504565,5
2021,2,19,St. Louis Blues,56,27,20,9,NA,63,0.5625,19,25,2,167,167,2.98214,2.98214,28.96428,29.82142,0.232258,0.225806,0.777778,0.812865,0.533227,1
2021,2,25,Dallas Stars,56,23,19,14,NA,60,0.53571,17,21,2,156,148,2.78571,2.64285,30.33928,27.10714,0.235668,0.210191,0.79085,0.810457,0.518334,4
2021,2,3,New York Rangers,56,27,23,6,NA,60,0.53571,24,26,1,176,155,3.14285,2.76785,28.69642,29.71428,0.206703,0.184357,0.822486,0.869822,0.444811,5
2021,2,8,Montréal Canadiens,56,24,21,11,NA,59,0.52678,20,23,1,158,165,2.82142,2.94642,31.17857,28.19642,0.192052,0.178807,0.784884,0.837209,0.483943,1
2021,2,4,Philadelphia Flyers,56,25,23,8,NA,58,0.51785,17,22,3,160,197,2.85714,3.51785,30.21428,29.21428,0.191616,0.155688,0.730539,0.736526,0.540254,3
2021,2,20,Calgary Flames,56,26,27,3,NA,55,0.49107,22,25,1,155,160,2.76785,2.85714,30.16071,28.16071,0.182857,0.142857,0.802326,0.813953,0.499513,4
