season,game_type,team_id,team_full,gp,hits,hits_per60,blocked_shots,blocked_shots_per60,takeaways,takeaways_per60,giveaways,giveaways_per60,missed_shots,total_shot_attempts,shot_attempts_blocked,corsi_pct,empty_net_goals,toi_per_game_5v5
2021,2,8,Montréal Canadiens,56,1585,27.8928,684,12.0348,292,5.1372,637,11.2104,653,NA,NA,0.544959,6,2945.32142
2021,2,9,Ottawa Senators,56,1541,27.2556,807,14.274,351,6.2064,638,11.2824,660,NA,NA,0.485861,8,2875.94642
2021,2,2,New York Islanders,56,1455,25.542,797,13.9896,269,4.7196,447,7.8444,569,NA,NA,0.485438,3,2963.53571
2021,2,53,Arizona Coyotes,56,1447,25.5384,760,13.4136,314,5.5404,357,6.3,648,NA,NA,0.487281,8,2876.17857
2021,2,22,Edmonton Oilers,56,1420,25.2864,801,14.2632,366,6.516,609,10.8432,607,NA,NA,0.486332,11,2943.69642
2021,2,13,Florida Panthers,56,1390,24.4584,617,10.8576,412,7.2468,474,8.3412,602,NA,NA,0.534818,11,2804.98214
2021,2,6,Boston Bruins,56,1390,24.4512,658,11.574,398,7.002,381,6.6996,677,NA,NA,0.54203,8,2862.875
2021,2,25,Dallas Stars,56,1386,24.2064,721,12.5928,277,4.8348,478,8.3484,632,NA,NA,0.529063,5,2962.08928
2021,2,14,Tampa Bay Lightning,56,1347,23.8428,645,11.4156,240,4.248,279,4.9356,605,NA,NA,0.523809,16,2823.33928
2021,2,5,Pittsburgh Penguins,56,1333,23.5224,664,11.718,428,7.5528,427,7.5348,552,NA,NA,0.504948,16,2972.92857
2021,2,15,Washington Capitals,56,1318,23.2524,683,12.0492,389,6.8616,407,7.1784,654,NA,NA,0.506518,9,2909.67857
2021,2,52,Winnipeg Jets,56,1298,23.0328,767,13.608,333,5.9076,509,9.0324,585,NA,NA,0.483059,10,2942.44642
2021,2,12,Carolina Hurricanes,56,1297,22.7664,658,11.5488,314,5.5116,525,9.216,709,NA,NA,0.537497,16,2893.28571
2021,2,24,Anaheim Ducks,56,1290,22.7628,736,12.9852,309,5.4504,461,8.1324,657,NA,NA,0.488305,5,2971.17857
2021,2,3,New York Rangers,56,1288,22.7916,765,13.536,388,6.8652,501,8.8632,612,NA,NA,0.470765,13,2874.10714
2021,2,19,St. Louis Blues,56,1257,22.0788,760,13.3488,337,5.9184,426,7.4808,523,NA,NA,0.477525,7,2937.28571
2021,2,28,San Jose Sharks,56,1250,21.996,812,14.2884,426,7.4952,377,6.6348,634,NA,NA,0.478635,7,2894.57142
2021,2,29,Columbus Blue Jackets,56,1225,21.492,788,13.824,316,5.544,462,8.1036,534,NA,NA,0.464749,5,3044.91071
2021,2,4,Philadelphia Flyers,56,1219,21.3804,669,11.7324,293,5.1372,426,7.47,665,NA,NA,0.520119,6,2909.92857
2021,2,54,Vegas Golden Knights,56,1218,21.5172,843,14.8932,398,7.0308,312,5.5116,728,NA,NA,0.533999,9,2932.25
2021,2,16,Chicago Blackhawks,56,1214,21.3264,776,13.6296,366,6.4296,517,9.0792,449,NA,NA,0.45907,7,2933.67857
2021,2,20,Calgary Flames,56,1173,20.8404,677,12.0276,404,7.1784,635,11.2824,707,NA,NA,0.529832,5,2839.05357
2021,2,18,Nashville Predators,56,1146,20.1816,736,12.96,273,4.806,407,7.1676,657,NA,NA,0.499581,3,2857.53571
2021,2,26,Los Angeles Kings,56,1065,18.846,746,13.2012,194,3.4308,380,6.7212,608,NA,NA,0.479754,9,2903.07142
2021,2,23,Vancouver Canucks,56,1063,18.8172,805,14.2488,380,6.7248,506,8.9568,609,NA,NA,0.462785,6,2880.10714
2021,2,7,Buffalo Sabres,56,1025,18.0648,640,11.2788,322,5.6736,349,6.1488,592,NA,NA,0.465955,8,3004.5
2021,2,10,Toronto Maple Leafs,56,1003,17.7696,708,12.5424,386,6.8364,709,12.5604,660,NA,NA,0.510182,7,2961.78571
2021,2,17,Detroit Red Wings,56,978,17.2404,720,12.6936,201,3.5424,404,7.1208,505,NA,NA,0.454722,13,2915.19642
2021,2,30,Minnesota Wild,56,969,17.0892,825,14.5512,328,5.7852,377,6.6492000000000004,613,NA,NA,0.462238,11,2892.25
2021,2,1,New Jersey Devils,56,948,16.7148,615,10.8432,413,7.2792,536,9.45,650,NA,NA,0.50518,5,2952.91071
2021,2,21,Colorado Avalanche,56,926,16.4412,677,12.0204,355,6.3036,333,5.9112,720,NA,NA,0.590681,9,2830.21428
