season,game_type,player_id,player_name,last_name,team_abbrev,shoots_catches,gp,gs,wins,losses,ot_losses,ties,goals_against,gaa,saves,shots_against,sv_pct,shutouts,toi_sec,goals,assists,points,pim
2011,2,8466141,Roberto Luongo,Luongo,VAN,L,60,60,38,15,7,NA,126,2.10604,1627,1753,0.92812,4,215380,0,3,3,2
2011,2,8471679,Carey Price,Price,MTL,L,72,70,38,28,6,NA,165,2.35369,1982,2147,0.92314,8,252369,0,2,2,13
2011,2,8462147,Miikka Kiprusoff,Kiprusoff,CGY,L,71,71,37,24,6,NA,182,2.62774,1753,1935,0.90594,6,249339,0,1,1,2
2011,2,8470320,Cam Ward,Ward,CAR,L,74,74,37,26,10,NA,184,2.55698,2191,2375,0.92252,4,259055,0,1,1,0
2011,2,8470657,Jimmy Howard,Howard,DET,L,63,63,37,17,5,NA,168,2.78815,1662,1830,0.90819,2,216918,0,1,1,4
2011,2,8468524,Ilya Bryzgalov,Bryzgalov,PHX,L,68,67,36,20,10,NA,168,2.48284,1957,2125,0.92094,7,243592,0,0,0,2
2011,2,8468685,Henrik Lundqvist,Lundqvist,NYR,L,68,67,36,27,5,NA,152,2.2762,1813,1965,0.92264,11,240400,0,4,4,6
2011,2,8470594,Marc-Andre Fleury,Fleury,PIT,L,65,62,36,20,5,NA,143,2.32195,1599,1742,0.91791,3,221710,0,1,1,10
2011,2,8460703,Tim Thomas,Thomas,BOS,L,57,55,35,11,9,NA,112,1.99764,1699,1811,0.93815,9,201838,0,3,3,13
2011,2,8471734,Jonathan Quick,Quick,LAK,L,61,60,35,22,3,NA,134,2.2392,1497,1631,0.91784,6,215434,0,2,2,0
2011,2,8474550,Antti Niemi,Niemi,SJS,L,60,60,35,18,6,NA,140,2.38372,1601,1741,0.91958,6,211434,0,1,1,2
2011,2,8468011,Ryan Miller,Miller,BUF,L,66,65,34,22,8,NA,165,2.58532,1799,1964,0.91598,5,229758,0,2,2,6
2011,2,8470140,Kari Lehtonen,Lehtonen,DAL,L,69,68,34,24,11,NA,175,2.54904,1868,2043,0.91434,3,247151,0,6,6,6
2011,2,8470645,Corey Crawford,Crawford,CHI,L,57,55,33,18,6,NA,128,2.30173,1417,1545,0.91715,4,200197,0,1,1,2
2011,2,8471469,Pekka Rinne,Rinne,NSH,L,64,64,33,22,9,NA,134,2.12179,1771,1905,0.92965,6,227355,0,0,0,12
2011,2,8475683,Sergei Bobrovsky,Bobrovsky,PHI,L,54,52,28,13,8,NA,130,2.585,1397,1527,0.91486,0,181044,0,2,2,2
2011,2,8470860,Jaroslav Halak,Halak,STL,L,57,57,27,21,7,NA,136,2.47695,1382,1518,0.9104,7,197662,0,0,0,6
2011,2,8473607,Michal Neuvirth,Neuvirth,WSH,L,48,45,27,12,4,NA,110,2.454,1173,1283,0.91426,4,161369,0,0,0,0
2011,2,8473972,Jonas Hiller,Hiller,ANA,R,49,46,26,16,3,NA,114,2.56032,1379,1493,0.92364,5,160292,0,1,1,0
2011,2,8460806,Dwayne Roloson,Roloson,"NYI,TBL",L,54,54,24,25,5,NA,138,2.58864,1458,1596,0.91353,4,191915,0,2,2,8
2011,2,8467950,Craig Anderson,Anderson,"COL,OTT",L,51,49,24,20,4,NA,135,2.82711,1411,1546,0.91267,2,171907,0,1,1,4
2011,2,8473461,Steve Mason,Mason,CBJ,R,54,53,24,21,7,NA,153,3.0332,1388,1541,0.90071,3,181590,0,1,1,2
2011,2,8455710,Martin Brodeur,Brodeur,NJD,L,56,54,23,26,3,NA,127,2.44536,1186,1313,0.90327,6,186966,0,2,2,2
2011,2,8460712,Tomas Vokoun,Vokoun,FLA,R,57,57,22,28,5,NA,137,2.54954,1616,1753,0.92184,6,193446,0,1,1,2
2011,2,8473404,Niklas Backstrom,Backstrom,MIN,L,51,50,22,23,5,NA,132,2.6599,1434,1566,0.9157,3,178653,0,1,1,2
2011,2,8468540,Dan Ellis,Ellis,"TBL,ANA",L,44,37,21,10,7,NA,111,2.76558,978,1089,0.89807,2,144490,0,1,1,0
2011,2,8471715,Ondrej Pavelec,Pavelec,ATL,L,58,54,21,23,9,NA,147,2.73469,1558,1705,0.91378,4,193513,0,0,0,4
2011,2,8473503,James Reimer,Reimer,TOR,L,37,35,20,10,5,NA,90,2.5959,1044,1134,0.92063,3,124812,0,1,1,2
2011,2,8462052,Brian Boucher,Boucher,PHI,L,34,29,18,10,4,NA,76,2.41965,826,902,0.91574,0,113074,0,0,0,0
2011,2,8471239,Cory Schneider,Schneider,VAN,L,25,22,16,4,2,NA,51,2.23067,663,714,0.92857,1,82307,0,3,3,0
2011,2,8460535,Jose Theodore,Theodore,MIN,R,32,29,15,11,3,NA,81,2.71069,882,963,0.91588,1,107574,0,0,0,2
2011,2,8460704,Johan Hedberg,Hedberg,NJD,L,34,27,15,12,2,NA,68,2.37556,709,777,0.91248,3,103049,0,1,1,4
2011,2,8469514,Peter Budaj,Budaj,COL,L,45,39,15,21,4,NA,130,3.19825,1104,1234,0.89465,1,146330,0,1,1,6
2011,2,8470880,Brian Elliott,Elliott,"OTT,COL",L,55,51,15,27,9,NA,166,3.33877,1385,1551,0.89297,3,178988,0,0,0,0
2011,2,8462152,Chris Mason,Mason,ATL,L,33,28,13,13,3,NA,95,3.38946,787,882,0.89229,1,100901,0,0,0,4
2011,2,8462161,Brent Johnson,Johnson,PIT,L,23,20,13,5,3,NA,47,2.17475,557,604,0.92218,1,77802,0,1,1,24
2011,2,8469608,Mike Smith,Smith,TBL,L,22,20,13,6,1,NA,58,2.89401,518,576,0.8993,1,72149,0,1,1,2
2011,2,8467511,Antero Niittymaki,Niittymaki,SJS,L,24,22,12,7,3,NA,64,2.7148,551,615,0.89593,0,84868,0,0,0,2
2011,2,8471227,Devan Dubnyk,Dubnyk,EDM,L,35,33,12,13,8,NA,93,2.70733,1010,1103,0.91568,2,123664,0,0,0,2
2011,2,8460612,Marty Turco,Turco,CHI,L,29,27,11,11,3,NA,82,3.01646,717,799,0.89737,1,97863,0,0,0,6
2011,2,8462044,Jean-Sebastien Giguere,Giguere,TOR,L,33,26,11,11,4,NA,78,2.86586,699,777,0.89961,0,97981,0,0,0,4
2011,2,8471695,Tuukka Rask,Rask,BOS,L,29,27,11,14,2,NA,71,2.67187,795,866,0.91801,2,95663,0,0,0,2
2011,2,8473541,Jonathan Bernier,Bernier,LAK,L,25,22,11,8,3,NA,57,2.4814,595,652,0.91257,3,82695,0,0,0,0
2011,2,8473575,Semyon Varlamov,Varlamov,WSH,L,27,25,11,9,5,NA,58,2.23069,701,759,0.92358,2,93603,0,0,0,2
2011,2,8474765,Anders Lindback,Lindback,NSH,L,22,18,11,5,2,NA,49,2.59935,527,576,0.91493,2,67863,0,0,0,0
2011,2,8459140,Nikolai Khabibulin,Khabibulin,EDM,L,47,46,10,32,4,NA,153,3.39863,1236,1389,0.88984,2,162065,0,0,0,12
2011,2,8464999,Mathieu Garon,Garon,CBJ,R,36,29,10,14,6,NA,88,2.72445,799,887,0.90078,3,116280,0,1,1,2
2011,2,8474651,Braden Holtby,Holtby,WSH,L,14,12,10,2,2,NA,22,1.79351,310,332,0.93373,2,44159,0,1,1,0
2011,2,8470147,Curtis McElhinney,McElhinney,"ANA,OTT",L,28,22,9,13,1,NA,74,3.18309,647,721,0.89736,2,83692,0,1,1,0
2011,2,8471219,Al Montoya,Montoya,NYI,L,20,18,9,5,5,NA,46,2.39213,539,585,0.92136,1,69227,0,1,1,2
2011,2,8473523,Jhonas Enroth,Enroth,BUF,L,14,13,9,2,2,NA,35,2.72939,342,377,0.90716,1,46164,0,0,0,0
2011,2,8462047,Martin Biron,Biron,NYR,L,17,15,8,6,0,NA,33,2.13477,393,426,0.92253,0,55650,0,0,0,0
2011,2,8466339,Scott Clemmensen,Clemmensen,FLA,L,31,25,8,11,7,NA,74,2.61782,759,833,0.91116,1,101764,0,1,1,2
2011,2,8467453,Andrew Raycroft,Raycroft,DAL,L,19,14,8,5,0,NA,40,2.83297,406,446,0.91031,2,50830,0,0,0,0
2011,2,8468481,Rick DiPietro,DiPietro,NYI,R,26,26,8,14,4,NA,88,3.44374,685,773,0.88615,1,91993,0,1,1,25
2011,2,8469152,Ty Conklin,Conklin,STL,L,25,20,8,8,4,NA,69,3.22066,513,582,0.88144,2,77127,0,0,0,4
2011,2,8467391,Jason LaBarbera,LaBarbera,PHX,L,17,15,7,6,3,NA,48,3.26296,481,529,0.90926,2,52958,0,0,0,2
2011,2,8469548,Ray Emery,Emery,ANA,L,10,9,7,2,0,NA,20,2.27574,252,272,0.92647,0,31638,0,0,0,0
2011,2,8467913,Alex Auld,Auld,MTL,L,16,12,6,2,2,NA,33,2.64499,350,383,0.91383,0,44915,0,1,1,2
2011,2,8475361,Jonas Gustavsson,Gustavsson,TOR,L,23,21,6,13,2,NA,68,3.28471,552,620,0.89032,0,74527,0,0,0,0
2011,2,8458568,Chris Osgood,Osgood,DET,L,11,10,5,3,2,NA,29,2.76776,269,298,0.90268,0,37720,0,0,0,4
2011,2,8469732,Joey MacDonald,MacDonald,DET,L,15,9,5,5,3,NA,31,2.58028,341,372,0.91666,1,43251,0,0,0,0
2011,2,8469461,Pascal Leclaire,Leclaire,OTT,L,14,13,4,7,1,NA,36,2.83074,355,391,0.90792,0,45783,0,0,0,0
2011,2,8474690,Kevin Poulin,Poulin,NYI,L,10,7,4,2,1,NA,20,2.44241,242,262,0.92366,0,29479,0,0,0,0
2011,2,8475431,Henrik Karlsson,Karlsson,CGY,L,17,11,4,5,6,NA,36,2.57895,355,391,0.90792,0,50253,0,0,0,0
2011,2,8469675,Martin Gerber,Gerber,EDM,L,3,3,3,0,0,NA,4,1.29729,91,95,0.95789,0,11100,0,1,1,0
2011,2,8471251,Justin Peters,Peters,CAR,L,12,8,3,5,1,NA,43,3.97974,300,343,0.87463,0,38897,0,0,0,4
2011,2,8471750,Ben Bishop,Bishop,STL,L,7,5,3,4,0,NA,17,2.7656,151,168,0.8988,1,22129,0,0,0,0
2011,2,8471418,Anton Khudobin,Khudobin,MIN,L,4,3,2,1,0,NA,5,1.58954,81,86,0.94186,1,11324,0,0,0,0
2011,2,8473638,Cedrick Desjardins,Desjardins,TBL,R,2,2,2,0,0,NA,2,0.99736,61,63,0.96825,0,7219,0,0,0,0
2011,2,8475156,Mikko Koskinen,Koskinen,NYI,L,4,4,2,1,0,NA,15,4.33004,103,118,0.87288,0,12471,0,0,0,0
