season,game_type,player_id,player_name,last_name,team_abbrev,position,shoots,gp,goals,assists,points,points_per_game,plus_minus,pim,shots,shooting_pct,toi_per_game,ev_goals,ev_points,pp_goals,pp_points,sh_goals,sh_points,ot_goals,gw_goals,fo_win_pct
2011,2,8467875,Daniel Sedin,Sedin,VAN,L,L,82,41,63,104,1.26829,30,32,266,0.15413,1113.1829,23,62,18,42,0,0,0,10,0.23529
2011,2,8466378,Martin St. Louis,St. Louis,TBL,R,L,82,31,68,99,1.20731,0,12,254,0.12204,1258.7926,27,58,4,41,0,0,1,7,0.38167
2011,2,8470621,Corey Perry,Perry,ANA,R,R,82,50,48,98,1.19512,9,104,290,0.17241,1338.7804,32,62,14,31,4,5,2,11,0.40909
2011,2,8467876,Henrik Sedin,Sedin,VAN,C,L,82,19,75,94,1.14634,26,40,157,0.12101,1155.5731,11,59,8,35,0,0,0,4,0.51982
2011,2,8474564,Steven Stamkos,Stamkos,TBL,C,R,82,45,46,91,1.10975,3,74,272,0.16544,1211.6585,28,55,17,36,0,0,1,8,0.46494
2011,2,8462042,Jarome Iginla,Iginla,CGY,R,R,82,43,43,86,1.04878,0,40,289,0.14878,1256.1463,29,56,14,30,0,0,1,6,0.54047
2011,2,8471214,Alex Ovechkin,Ovechkin,WSH,L,R,79,32,53,85,1.07594,24,41,367,0.08719,1281.962,25,61,7,24,0,0,3,11,0.33333
2011,2,8457981,Teemu Selanne,Selanne,ANA,R,R,73,31,49,80,1.09589,6,49,213,0.14553,1076.3287,15,46,16,34,0,0,0,5,0.44495
2011,2,8468083,Henrik Zetterberg,Zetterberg,DET,C,L,80,24,56,80,1,-1,40,306,0.07843,1175.025,14,49,10,30,0,1,2,3,0.52439
2011,2,8467389,Brad Richards,Richards,DAL,C,L,72,28,49,77,1.06944,1,24,272,0.10294,1303.4722,21,48,7,29,0,0,0,3,0.50606
2011,2,8470595,Eric Staal,Staal,CAR,C,L,81,33,43,76,0.93827,-10,72,296,0.11148,1316.3703,18,44,12,29,3,3,0,8,0.47972
2011,2,8473604,Jonathan Toews,Toews,CHI,C,L,80,32,44,76,0.95,25,26,233,0.13733,1245.85,21,49,10,25,1,2,1,8,0.56684
2011,2,8473512,Claude Giroux,Giroux,PHI,R,R,82,25,51,76,0.92682,20,47,169,0.14792,1163.8658,14,50,8,19,3,7,0,5,0.50045
2011,2,8470612,Ryan Getzlaf,Getzlaf,ANA,C,R,67,19,57,76,1.13432,14,35,117,0.16239,1311.1791,12,49,7,27,0,0,2,4,0.45815
2011,2,8470616,Ryan Kesler,Kesler,VAN,C,R,82,41,32,73,0.89024,24,66,260,0.15769,1229.6707,23,39,15,30,3,4,1,7,0.57419
2011,2,8466139,Patrick Marleau,Marleau,SJS,C,L,82,37,36,73,0.89024,-3,16,279,0.13261,1247.3902,24,44,11,26,2,3,3,9,0.52459
2011,2,8470598,Thomas Vanek,Vanek,BUF,L,R,80,32,41,73,0.9125,2,24,238,0.13445,1041.2125,21,45,11,28,0,0,2,5,0.30769
2011,2,8470626,Loui Eriksson,Eriksson,DAL,L,L,79,27,46,73,0.92405,10,8,179,0.15083,1234.1392,16,45,10,25,1,3,2,6,0.25
2011,2,8474141,Patrick Kane,Kane,CHI,R,L,73,27,46,73,1,7,28,216,0.125,1157.0821,22,49,5,24,0,0,0,2,0.14285
2011,2,8471685,Anze Kopitar,Kopitar,LAK,C,L,75,25,48,73,0.97333,25,20,233,0.10729,1295.24,18,54,6,18,1,1,1,6,0.49913
2011,2,8469544,Patrick Sharp,Sharp,CHI,L,R,74,34,37,71,0.95945,-1,38,268,0.12686,1164.7702,20,42,12,26,2,3,1,6,0.48031
2011,2,8471676,Bobby Ryan,Ryan,ANA,R,R,82,34,37,71,0.86585,15,61,270,0.12592,1210.7804,28,60,5,10,1,1,1,5,0.39726
2011,2,8467371,Mike Ribeiro,Ribeiro,DAL,C,L,82,19,52,71,0.86585,-4,28,161,0.11801,1197.5121,12,48,7,23,0,0,1,4,0.46578
2011,2,8466138,Joe Thornton,Thornton,SJS,C,L,80,21,49,70,0.875,4,47,149,0.14093,1192.2125,10,35,9,33,2,2,0,3,0.54435
2011,2,8467338,Alex Tanguay,Tanguay,CGY,L,L,79,22,47,69,0.87341,0,24,120,0.18333,1185.7468,19,49,3,20,0,0,0,2,0.39252
2011,2,8464975,Daniel Brière,Brière,PHI,C,R,77,34,34,68,0.88311,20,87,246,0.13821,1098.6103,28,53,6,15,0,0,0,6,0.4817
2011,2,8468598,Lubomir Visnovsky,Visnovsky,ANA,D,L,81,18,50,68,0.8395,18,24,152,0.11842,1457.5679,13,37,5,31,0,0,2,4,NA
2011,2,8475166,John Tavares,Tavares,NYI,C,L,79,29,38,67,0.8481,-16,53,243,0.11934,1155,20,43,9,24,0,0,3,4,0.52539
2011,2,8475168,Matt Duchene,Duchene,COL,C,L,80,27,40,67,0.8375,-8,33,202,0.13366,1136.6875,24,52,3,15,0,0,1,2,0.50401
2011,2,8470604,Jeff Carter,Carter,PHI,C,R,80,36,30,66,0.825,27,39,335,0.10746,1094.8,28,49,8,17,0,0,0,7,0.5471
2011,2,8470041,Rick Nash,Nash,CBJ,L,L,75,32,34,66,0.88,2,34,305,0.10491,1135.6,26,52,6,14,0,0,0,7,0.29166
2011,2,8471675,Sidney Crosby,Crosby,PIT,C,L,41,32,34,66,1.60975,20,31,161,0.19875,1315.0487,21,46,10,19,1,1,0,3,0.55657
