season,game_type,team_id,team_full,gp,hits,hits_per60,blocked_shots,blocked_shots_per60,takeaways,takeaways_per60,giveaways,giveaways_per60,missed_shots,total_shot_attempts,shot_attempts_blocked,corsi_pct,empty_net_goals,toi_per_game_5v5
2019,2,5,Pittsburgh Penguins,82,2363,28.458,1229,14.7996,633,7.6212,804,9.6804,912,NA,NA,0.497398,13,2943.9756
2019,2,54,Vegas Golden Knights,82,2268,27.4356,1118,13.5252,900,10.8864,711,8.6004,1069,NA,NA,0.543588,14,2933.96341
2019,2,8,Montréal Canadiens,82,2203,26.658,1170,14.1588,605,7.3188,966,11.6892,1036,NA,NA,0.541118,14,2909.85365
2019,2,22,Edmonton Oilers,82,2192,26.4744,1174,14.1768,664,8.0172,918,11.0844,888,NA,NA,0.479794,6,2948.4756
2019,2,3,New York Rangers,82,2128,25.5204,1213,14.5476,667,7.9992,986,11.8224,855,NA,NA,0.460689,10,2887.06097
2019,2,14,Tampa Bay Lightning,82,2115,25.4808,1125,13.554,571,6.8796,674,8.118,982,NA,NA,0.515911,16,2854.15853
2019,2,12,Carolina Hurricanes,82,2073,25.0848,1044,12.6324,889,10.7568,865,10.4652,1214,NA,NA,0.548043,20,2898.9878
2019,2,2,New York Islanders,82,2031,24.4512,1295,15.5916,556,6.6924,890,10.7136,869,NA,NA,0.478472,15,2950.75609
2019,2,53,Arizona Coyotes,82,2028,24.4296,1298,15.6348,582,7.0092,676,8.1432,1006,NA,NA,0.488545,12,2892.9878
2019,2,1,New Jersey Devils,82,1924,23.1588,1158,13.9392,630,7.5816,699,8.4132,902,NA,NA,0.468819,10,2856.51219
2019,2,26,Los Angeles Kings,82,1907,22.9716,1170,14.094,427,5.1408,796,9.5868,979,NA,NA,0.480802,12,2958
2019,2,13,Florida Panthers,82,1901,22.8132,1138,13.6548,749,8.9892,1187,14.2452,956,NA,NA,0.49416,12,2897.37804
2019,2,24,Anaheim Ducks,82,1899,22.914,1196,14.4324,564,6.804,884,10.6668,1006,NA,NA,0.476039,8,2902.70731
2019,2,15,Washington Capitals,82,1885,22.7196,1234,14.8716,688,8.2908,906,10.9188,1074,NA,NA,0.490426,16,2870.79268
2019,2,6,Boston Bruins,82,1876,22.5828,1050,12.6396,715,8.6076,780,9.3888,1054,NA,NA,0.530671,13,2915.91463
2019,2,52,Winnipeg Jets,82,1841,22.2372,1187,14.3388,623,7.524,700,8.4528,972,NA,NA,0.48959,19,2891.9756
2019,2,25,Dallas Stars,82,1820,22.0032,1291,15.606,574,6.9372,973,11.7612,855,NA,NA,0.483171,12,2942.29268
2019,2,23,Vancouver Canucks,82,1798,21.5316,1233,14.7636,535,6.4044,558,6.6816,962,NA,NA,0.478818,13,2891.51219
2019,2,9,Ottawa Senators,82,1782,21.6216,1381,16.7544,608,7.3764,919,11.1492,883,NA,NA,0.449027,11,2963.95121
2019,2,4,Philadelphia Flyers,82,1755,21.2112,1277,15.4332,490,5.922,776,9.378,969,NA,NA,0.484657,14,2900.21951
2019,2,17,Detroit Red Wings,82,1749,20.9988,1103,13.2408,473,5.6772,991,11.898,897,NA,NA,0.471086,9,2944.59756
2019,2,29,Columbus Blue Jackets,82,1741,21.0852,1076,13.032,620,7.5096,588,7.1208,974,NA,NA,0.501943,15,2983.60975
2019,2,21,Colorado Avalanche,82,1699,20.4984,1324,15.9732,537,6.4764,570,6.876,871,NA,NA,0.498647,17,2811.56097
2019,2,19,St. Louis Blues,82,1615,19.4508,1138,13.7052,688,8.2872,555,6.6852,927,NA,NA,0.514962,9,2914.39024
2019,2,30,Minnesota Wild,82,1602,19.3464,1221,14.7456,568,6.858,451,5.4432,963,NA,NA,0.509439,12,2900.18292
2019,2,28,San Jose Sharks,82,1575,19.044,1077,13.0212,745,9.0072,801,9.684,1107,NA,NA,0.548673,12,2919.76829
2019,2,7,Buffalo Sabres,82,1565,18.7992,1003,12.0492,503,6.0408,729,8.7552,961,NA,NA,0.49966699999999997,7,2944.51219
2019,2,18,Nashville Predators,82,1492,18.018,1079,13.032,628,7.5852,793,9.576,1017,NA,NA,0.522565,20,2855.93902
2019,2,10,Toronto Maple Leafs,82,1421,17.1936,1113,13.4676,695,8.4096,939,11.3616,1238,NA,NA,0.517419,14,2982.45121
2019,2,16,Chicago Blackhawks,82,1350,16.2648,1115,13.4352,616,7.4196,726,8.748,841,NA,NA,0.493434,13,2944.78048
2019,2,20,Calgary Flames,82,1232,14.9292,1033,12.5172,840,10.1772,1053,12.7584,1037,NA,NA,0.53822,20,2854.39024
