season,game_type,player_id,team_abbrev,game_date,dist_all_mi,toi_all_sec,dist_even_mi,toi_even_sec,dist_pp_mi,toi_pp_sec,home
2022,2,8478402,EDM,2022-04-28,3.2453,1186,2.5437,898,0.7016,288,1
2022,2,8478402,EDM,2022-04-26,3.2737,1145,2.5943,878,0.6722,259,0
2022,2,8478402,EDM,2022-04-24,3.5329,1275,2.7725,988,0.6912,259,0
2022,2,8478402,EDM,2022-04-22,3.7818,1276,3.1934,1042,0.383,133,1
2022,2,8478402,EDM,2022-04-20,3.4072,1197,3.077,1070,0.224,82,1
2022,2,8478402,EDM,2022-04-16,3.9162,1349,3.569,1193,0.2289,102,1
2022,2,8478402,EDM,2022-04-14,3.4085,1252,2.584,892,0.822,357,0
2022,2,8478402,EDM,2022-04-12,3.5286,1340,2.842,1068,0.6261,241,0
2022,2,8478402,EDM,2022-04-09,4.0855,1453,3.5644,1236,0.4691,194,1
2022,2,8478402,EDM,2022-04-07,3.4319,1273,2.9214,1067,0.4123,165,0
2022,2,8476346,CGY,2022-04-29,2.9167,1086,2.4832,900,0.4004,170,0
2022,2,8476346,CGY,2022-04-28,3.7167,1425,2.9134,1078,0.8033,347,0
2022,2,8476346,CGY,2022-04-26,3.4852,1330,2.8091,1044,0.6761,285,0
2022,2,8476346,CGY,2022-04-23,2.9568,1105,2.7592,1027,0.1976,78,1
2022,2,8476346,CGY,2022-04-21,3.0987,1285,2.3501,931,0.7486,354,1
2022,2,8476346,CGY,2022-04-19,3.6934,1359,3.4017,1254,0.2917,105,0
2022,2,8476346,CGY,2022-04-18,3.2294,1214,2.6612,1005,0.5565,203,0
2022,2,8476346,CGY,2022-04-16,2.66,1027,2.2696,853,0.3903,174,1
2022,2,8476346,CGY,2022-04-14,3.1457,1146,2.6284,932,0.5172,214,1
2022,2,8476346,CGY,2022-04-12,3.188,1225,2.6172,984,0.5707,241,1
2022,2,8476456,FLA,2022-04-26,2.799,1099,2.4137,899,0.1445,80,0
2022,2,8476456,FLA,2022-04-24,2.5439,1156,1.5023,495,0.7568,446,1
2022,2,8476456,FLA,2022-04-23,3.6288,1333,3.3392,1185,0.1186,73,1
2022,2,8476456,FLA,2022-04-21,3.1551,1394,2.3654,935,0.6384,412,1
2022,2,8476456,FLA,2022-04-19,2.9333,1246,2.1208,816,0.7084,395,0
2022,2,8476456,FLA,2022-04-17,2.517,1040,1.9663,766,0.3164,168,0
2022,2,8476456,FLA,2022-04-15,2.8328,1048,2.2895,837,0.1669,66,1
2022,2,8476456,FLA,2022-04-12,3.2096,1317,2.5447,941,0.5224,299,1
2022,2,8476456,FLA,2022-04-09,2.7637,1138,2.0146,762,0.4989,265,0
2022,2,8476456,FLA,2022-04-08,3.0944,1208,2.4258,918,0.2301,130,1
2022,2,8477934,EDM,2022-04-28,3.1981,1355,2.6693,1068,0.5288,287,1
2022,2,8477934,EDM,2022-04-26,2.8525,1143,2.1411,798,0.4756,251,0
2022,2,8477934,EDM,2022-04-24,2.8658,1230,2.3012,966,0.5646,263,0
2022,2,8477934,EDM,2022-04-22,3.0397,1225,2.3118,871,0.2758,137,1
2022,2,8477934,EDM,2022-04-20,3.4674,1326,3.2899,1241,0.1775,85,1
2022,2,8477934,EDM,2022-04-16,3.1269,1196,2.9149,1089,0.1975,102,1
2022,2,8477934,EDM,2022-04-14,2.7634,1118,2.0888,756,0.6494,357,0
2022,2,8477934,EDM,2022-04-12,2.7805,1095,2.1807,809,0.4763,239,0
2022,2,8477934,EDM,2022-04-09,3.1327,1234,2.7852,1040,0.3475,194,1
2022,2,8477934,EDM,2022-04-07,3.0225,1187,2.6526,1014,0.3574,168,0
2022,2,8478864,MIN,2022-04-29,2.988,1127,1.8753,659,1.1031,464,1
2022,2,8478864,MIN,2022-04-28,2.7997,937,2.4936,843,0.2838,87,1
2022,2,8478864,MIN,2022-04-26,3.6377,1358,2.4353,901,1.2024,457,1
2022,2,8478864,MIN,2022-04-24,3.5682,1356,2.5193,922,0.9879,411,0
2022,2,8478864,MIN,2022-04-22,3.4978,1280,2.7277,905,0.758,371,1
2022,2,8478864,MIN,2022-04-21,3.3278,1220,2.9519,1073,0.3758,147,1
2022,2,8478864,MIN,2022-04-19,3.5456,1299,2.9667,1037,0.5789,262,0
2022,2,8478864,MIN,2022-04-17,3.4541,1231,2.6851,963,0.769,268,1
2022,2,8478864,MIN,2022-04-16,3.4871,1299,2.8677,1055,0.6195,244,0
2022,2,8478864,MIN,2022-04-14,3.2149,1082,3.1964,1074,NA,NA,0
2022,2,8474564,TBL,2022-04-29,2.8133,1113,2.657,1010,0.1563,103,0
2022,2,8474564,TBL,2022-04-28,2.7011,1233,2.0195,795,0.6813,437,0
2022,2,8474564,TBL,2022-04-26,2.5171,983,2.3171,857,0.1897,121,1
2022,2,8474564,TBL,2022-04-24,2.1848,995,1.6348,535,0.5393,455,0
2022,2,8474564,TBL,2022-04-23,2.4427,959,2.2017,813,0.2057,123,1
2022,2,8474564,TBL,2022-04-21,2.7542,1089,2.0794,780,0.6486,300,1
2022,2,8474564,TBL,2022-04-19,2.4665,1055,2.2605,925,0.206,130,1
2022,2,8474564,TBL,2022-04-16,2.5032,933,2.3564,834,0.1468,99,1
2022,2,8474564,TBL,2022-04-14,2.5338,1039,2.21,844,0.3238,195,1
2022,2,8474564,TBL,2022-04-12,2.7022,1094,2.2178,828,0.4844,266,0
2022,2,8479318,TOR,2022-04-26,3.3062,1161,2.8554,953,0.435,202,1
2022,2,8479318,TOR,2022-04-24,4.2002,1519,3.6026,1318,0.5836,195,0
2022,2,8479318,TOR,2022-04-23,3.6595,1300,3.2369,1153,0.4226,147,0
2022,2,8479318,TOR,2022-04-16,4.1427,1429,3.7361,1287,0.4066,141,0
2022,2,8479318,TOR,2022-04-14,3.0722,1110,2.1718,757,0.8862,346,1
2022,2,8479318,TOR,2022-04-12,3.7559,1298,3.023,1046,0.7328,252,1
2022,2,8479318,TOR,2022-04-09,3.5063,1262,2.9148,974,0.5646,280,1
2022,2,8479318,TOR,2022-04-07,3.7673,1386,3.2686,1150,0.4987,236,0
2022,2,8479318,TOR,2022-04-05,4.0603,1481,2.9712,1052,1.0891,429,0
