season,game_type,player_id,team_abbrev,zone,sog,goals,sh_pct
2022,2,8478402,EDM,Behind the Net,6,2,0.3333
2022,2,8478402,EDM,Beyond Red Line,0,0,0
2022,2,8478402,EDM,Center Point,5,0,0
2022,2,8478402,EDM,Crease,14,2,0.1429
2022,2,8478402,EDM,High Slot,30,3,0.1
2022,2,8478402,EDM,L Circle,33,3,0.0909
2022,2,8478402,EDM,L Corner,0,0,0
2022,2,8478402,EDM,L Net Side,17,2,0.1176
2022,2,8478402,EDM,L Point,1,0,0
2022,2,8478402,EDM,Low Slot,131,25,0.1908
2022,2,8478402,EDM,Offensive Neutral Zone,0,0,0
2022,2,8478402,EDM,Outside L,17,2,0.1176
2022,2,8478402,EDM,Outside R,12,1,0.0833
2022,2,8478402,EDM,R Circle,30,4,0.1333
2022,2,8478402,EDM,R Corner,0,0,0
2022,2,8478402,EDM,R Net Side,16,0,0
2022,2,8478402,EDM,R Point,2,0,0
2022,2,8476346,CGY,Behind the Net,3,1,0.3333
2022,2,8476346,CGY,Beyond Red Line,3,1,0.3333
2022,2,8476346,CGY,Center Point,11,1,0.0909
2022,2,8476346,CGY,Crease,5,1,0.2
2022,2,8476346,CGY,High Slot,35,2,0.0571
2022,2,8476346,CGY,L Circle,55,7,0.1273
2022,2,8476346,CGY,L Corner,3,1,0.3333
2022,2,8476346,CGY,L Net Side,17,1,0.0588
2022,2,8476346,CGY,L Point,8,0,0
2022,2,8476346,CGY,Low Slot,63,19,0.3016
2022,2,8476346,CGY,Offensive Neutral Zone,4,2,0.5
2022,2,8476346,CGY,Outside L,21,0,0
2022,2,8476346,CGY,Outside R,11,1,0.0909
2022,2,8476346,CGY,R Circle,11,2,0.1818
2022,2,8476346,CGY,R Corner,0,0,0
2022,2,8476346,CGY,R Net Side,8,1,0.125
2022,2,8476346,CGY,R Point,4,0,0
2022,2,8476456,FLA,Behind the Net,2,1,0.5
2022,2,8476456,FLA,Beyond Red Line,2,0,0
2022,2,8476456,FLA,Center Point,10,1,0.1
2022,2,8476456,FLA,Crease,6,0,0
2022,2,8476456,FLA,High Slot,30,3,0.1
2022,2,8476456,FLA,L Circle,37,2,0.0541
2022,2,8476456,FLA,L Corner,0,0,0
2022,2,8476456,FLA,L Net Side,5,0,0
2022,2,8476456,FLA,L Point,12,1,0.0833
2022,2,8476456,FLA,Low Slot,71,17,0.2394
2022,2,8476456,FLA,Offensive Neutral Zone,3,0,0
2022,2,8476456,FLA,Outside L,9,1,0.1111
2022,2,8476456,FLA,Outside R,5,0,0
2022,2,8476456,FLA,R Circle,18,2,0.1111
2022,2,8476456,FLA,R Corner,1,0,0
2022,2,8476456,FLA,R Net Side,10,2,0.2
2022,2,8476456,FLA,R Point,1,0,0
2022,2,8477934,EDM,Behind the Net,0,0,0
2022,2,8477934,EDM,Beyond Red Line,7,1,0.1429
2022,2,8477934,EDM,Center Point,4,0,0
2022,2,8477934,EDM,Crease,6,4,0.6667
2022,2,8477934,EDM,High Slot,23,5,0.2174
2022,2,8477934,EDM,L Circle,19,2,0.1053
2022,2,8477934,EDM,L Corner,0,0,0
2022,2,8477934,EDM,L Net Side,12,2,0.1667
2022,2,8477934,EDM,L Point,7,1,0.1429
2022,2,8477934,EDM,Low Slot,91,22,0.2418
2022,2,8477934,EDM,Offensive Neutral Zone,3,0,0
2022,2,8477934,EDM,Outside L,9,0,0
2022,2,8477934,EDM,Outside R,22,6,0.2727
2022,2,8477934,EDM,R Circle,36,5,0.1389
2022,2,8477934,EDM,R Corner,1,0,0
2022,2,8477934,EDM,R Net Side,35,7,0.2
2022,2,8477934,EDM,R Point,3,0,0
2022,2,8478864,MIN,Behind the Net,1,0,0
2022,2,8478864,MIN,Beyond Red Line,2,0,0
2022,2,8478864,MIN,Center Point,20,3,0.15
2022,2,8478864,MIN,Crease,4,1,0.25
2022,2,8478864,MIN,High Slot,44,8,0.1818
2022,2,8478864,MIN,L Circle,41,6,0.1463
2022,2,8478864,MIN,L Corner,0,0,0
2022,2,8478864,MIN,L Net Side,11,3,0.2727
2022,2,8478864,MIN,L Point,19,1,0.0526
2022,2,8478864,MIN,Low Slot,62,13,0.2097
2022,2,8478864,MIN,Offensive Neutral Zone,4,0,0
2022,2,8478864,MIN,Outside L,23,1,0.0435
2022,2,8478864,MIN,Outside R,15,4,0.2667
2022,2,8478864,MIN,R Circle,28,4,0.1429
2022,2,8478864,MIN,R Corner,1,0,0
2022,2,8478864,MIN,R Net Side,8,2,0.25
2022,2,8478864,MIN,R Point,6,1,0.1667
2022,2,8474564,TBL,Behind the Net,2,1,0.5
2022,2,8474564,TBL,Beyond Red Line,0,0,0
2022,2,8474564,TBL,Center Point,9,0,0
2022,2,8474564,TBL,Crease,1,0,0
2022,2,8474564,TBL,High Slot,29,8,0.2759
2022,2,8474564,TBL,L Circle,63,8,0.127
2022,2,8474564,TBL,L Corner,0,0,0
2022,2,8474564,TBL,L Net Side,13,4,0.3077
2022,2,8474564,TBL,L Point,10,0,0
2022,2,8474564,TBL,Low Slot,48,10,0.2083
2022,2,8474564,TBL,Offensive Neutral Zone,1,1,1
2022,2,8474564,TBL,Outside L,36,6,0.1667
2022,2,8474564,TBL,Outside R,10,0,0
2022,2,8474564,TBL,R Circle,10,4,0.4
2022,2,8474564,TBL,R Corner,0,0,0
2022,2,8474564,TBL,R Net Side,3,0,0
2022,2,8474564,TBL,R Point,6,0,0
2022,2,8479318,TOR,Behind the Net,2,0,0
2022,2,8479318,TOR,Beyond Red Line,6,3,0.5
2022,2,8479318,TOR,Center Point,14,1,0.0714
2022,2,8479318,TOR,Crease,7,4,0.5714
2022,2,8479318,TOR,High Slot,59,5,0.0847
2022,2,8479318,TOR,L Circle,60,11,0.1833
2022,2,8479318,TOR,L Corner,0,0,0
2022,2,8479318,TOR,L Net Side,10,0,0
2022,2,8479318,TOR,L Point,11,0,0
2022,2,8479318,TOR,Low Slot,98,28,0.2857
2022,2,8479318,TOR,Offensive Neutral Zone,2,1,0.5
2022,2,8479318,TOR,Outside L,13,1,0.0769
2022,2,8479318,TOR,Outside R,18,1,0.0556
2022,2,8479318,TOR,R Circle,33,5,0.1515
2022,2,8479318,TOR,R Corner,0,0,0
2022,2,8479318,TOR,R Net Side,7,0,0
2022,2,8479318,TOR,R Point,8,0,0
2022,2,8479314,CGY,Behind the Net,3,2,0.6667
2022,2,8479314,CGY,Beyond Red Line,4,1,0.25
2022,2,8479314,CGY,Center Point,2,0,0
2022,2,8479314,CGY,Crease,10,2,0.2
2022,2,8479314,CGY,High Slot,25,5,0.2
2022,2,8479314,CGY,L Circle,20,1,0.05
2022,2,8479314,CGY,L Corner,0,0,0
2022,2,8479314,CGY,L Net Side,9,1,0.1111
2022,2,8479314,CGY,L Point,8,0,0
2022,2,8479314,CGY,Low Slot,105,23,0.219
2022,2,8479314,CGY,Offensive Neutral Zone,7,2,0.2857
2022,2,8479314,CGY,Outside L,3,0,0
2022,2,8479314,CGY,Outside R,12,0,0
2022,2,8479314,CGY,R Circle,24,3,0.125
