season,game_type,player_id,position,first_name,last_name,team_abbrev,gp,dist_per60_mi,dist_total_mi,dist_max_game_mi,avg_shot_speed_faced_mph,top_shot_speed_faced_mph,shots_faced_over100,shots_faced_90_100,shots_faced_80_90,dz_pct,oz_pct
2022,2,8475683,G,Sergei,Bobrovsky,FLA,54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022,2,8476883,G,Andrei,Vasilevskiy,TBL,63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022,2,8477424,G,Juuse,Saros,NSH,67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022,2,8474593,G,Jacob,Markstrom,CGY,63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022,2,8475311,G,Darcy,Kuemper,COL,57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022,2,8478048,G,Igor,Shesterkin,NYR,53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022,2,8475883,G,Frederik,Andersen,CAR,52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022,2,8477465,G,Tristan,Jarry,PIT,58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022,2,8477967,G,Thatcher,Demko,VAN,64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022,2,8475660,G,Cam,Talbot,MIN,49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022,2,8475789,G,Jack,Campbell,TOR,49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022,2,8479979,G,Jake,Oettinger,DAL,48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022,2,8476945,G,Connor,Hellebuyck,WPG,66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022,2,8470594,G,Marc-Andre,Fleury,MIN,56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022,2,8475156,G,Mikko,Koskinen,EDM,45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022,2,8478007,G,Elvis,Merzlikins,CBJ,59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022,2,8476999,G,Linus,Ullmark,BOS,41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022,2,8478009,G,Ilya,Sorokin,NYI,52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022,2,8478024,G,Ville,Husso,STL,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022,2,8471734,G,Jonathan,Quick,LAK,46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022,2,8475215,G,Robin,Lehner,VGK,44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022,2,8478492,G,Ilya,Samsonov,WSH,44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
