"team_abbrev","gp_onice","cf_5v5","ca_5v5","gf_5v5","ga_5v5","pp_goals","pp_shots","pk_goals_against","pk_shots_against","xg_for","xg_against","toi_5v5_sec","toi_pp_sec","toi_pk_sec","cf_pct_5v5","gf_per60_5v5","ga_per60_5v5","pp_goals_per60","pk_ga_per60"
"TOR",82,3360,3877,136,171,43,706,52,114,142.68213628215,178.198924067023,231157,24477,24800,46.4,2.12,2.66,6.32,7.55
"MTL",94,4155,4312,165,138,41,768,51,106,163.782653231814,171.395272711758,271349,25992,26236,49.1,2.19,1.83,5.68,7
"BOS",82,3744,3493,140,137,37,691,43,105,148.145238995727,144.631602132402,240511,20669,22909,51.7,2.1,2.05,6.44,6.76
"PHI",82,3517,3614,133,135,59,757,59,88,141.629664389824,150.877422225662,235082,22780,23886,49.3,2.04,2.07,9.32,8.89
"CGY",93,3795,4734,168,175,50,779,45,84,158.890801603789,188.879473250941,271364,26441,19902,44.5,2.23,2.32,6.81,8.14
"VAN",88,3814,3824,159,169,47,665,41,115,163.31806839729,173.279626469302,252514,23351,25164,49.9,2.27,2.41,7.25,5.87
"LAK",82,3920,3161,154,126,44,674,45,90,162.328794914356,139.192591456289,236722,22216,22397,55.4,2.34,1.92,7.13,7.23
"SJS",82,3948,3755,139,155,53,813,46,96,166.118290907762,158.84532839607,236984,24662,20757,51.3,2.11,2.35,7.74,7.98
"BUF",82,2694,4484,110,177,29,503,64,56,118.959224971302,188.41316525318,237834,20113,24204,37.5,1.67,2.68,5.19,9.52
"CBJ",82,3233,3597,144,167,53,627,59,96,145.587739180948,163.157597611716,231629,21391,27727,47.3,2.24,2.6,8.92,7.66
"NJD",82,2979,3335,116,124,40,453,51,77,142.916230860748,154.820886894187,235215,18873,25480,47.2,1.78,1.9,7.63,7.21
"PIT",87,3817,3423,152,138,51,744,43,89,162.923890624486,149.241569952283,246089,25197,26558,52.7,2.22,2.02,7.29,5.83
"ANA",98,4544,4305,197,175,48,809,57,148,199.126465451322,180.696908420592,287368,25421,27949,51.4,2.47,2.19,6.8,7.34
"WSH",96,4409,4213,173,158,62,794,51,103,183.634793302277,167.094815135642,279077,23049,27123,51.1,2.23,2.04,9.68,6.77
"DET",89,3573,3147,138,138,73,855,56,95,157.064650263463,142.111555216368,246232,29902,28533,53.2,2.02,2.02,8.79,7.07
"TBL",108,4649,4272,221,177,68,794,58,112,204.085808085802,176.946071083308,306033,31297,31715,52.1,2.6,2.08,7.82,6.58
"FLA",82,3537,3364,145,143,40,607,48,66,151.533122244524,144.102864895191,236345,21858,21256,51.3,2.21,2.18,6.59,8.13
"STL",88,3894,3579,171,143,58,725,44,94,170.965990115888,150.354078816948,253686,23312,24703,52.1,2.43,2.03,8.96,6.41
"NYR",101,4517,4617,209,166,50,836,46,144,211.140516451909,212.835391174478,295982,27497,25609,49.5,2.54,2.02,6.55,6.47
"NSH",88,4181,3816,181,141,46,739,47,76,175.511749656056,148.465146632923,257113,27125,22088,52.3,2.53,1.97,6.11,7.66
"OTT",88,3883,3851,159,152,52,869,45,128,163.799779484572,159.419636434352,247948,27703,25517,50.2,2.31,2.21,6.76,6.35
"DAL",82,3969,3641,174,170,55,755,47,116,176.493302468501,155.887511631881,231194,26073,23049,52.2,2.71,2.65,7.59,7.34
"CHI",105,5270,4677,198,173,58,904,45,95,220.943130263244,210.612369300332,315727,29286,24034,53,2.26,1.97,7.13,6.74
"MIN",92,4015,3933,177,164,43,734,35,83,172.516375123465,147.333136051893,264895,25238,22747,50.5,2.41,2.23,6.13,5.54
"COL",82,3116,4104,153,156,36,596,35,68,129.92940772092,174.319921052549,236538,22223,21764,43.2,2.33,2.37,5.83,5.79
"EDM",82,3563,3854,131,198,40,637,50,74,147.856484480901,179.390115778369,242889,20529,20276,48,1.94,2.93,7.01,8.88
"ARI",82,3622,3824,106,174,46,687,62,87,137.981135846989,166.151930500346,236739,20738,24954,48.6,1.61,2.65,7.99,8.94
"WPG",86,3706,3392,152,134,49,792,58,128,166.604671963258,156.486304545426,239871,25404,29261,52.2,2.28,2.01,6.94,7.14
"CAR",82,3871,3515,126,165,43,653,29,61,170.435770947544,161.294714806601,241145,21700,18178,52.4,1.88,2.46,7.13,5.74
"NYI",89,4474,4056,184,172,48,733,50,109,220.621400506352,183.09135683917,262790,24538,20279,52.5,2.52,2.36,7.04,8.88
