"game_id","event_idx","situation_code","for_team_id","against_team_id","for_players","against_players","for_team_abbrev","against_team_abbrev"
"2014020001",3,"1551","8","10","8469707;8471296;8471679;8471976;8474056;8474157","8462196;8470602;8473541;8473548;8474037;8475098","MTL","TOR"
"2014020001",4,"1551","10","8","8471392;8473541;8473548;8474037;8475098;8476478","8469521;8471296;8471679;8474056;8475848;8476851","TOR","MTL"
"2014020001",5,"1551","10","8","8471392;8473541;8473548;8474037;8475098;8476478","8469521;8470104;8471296;8471679;8475848;8476851","TOR","MTL"
"2014020001",9,"1551","10","8","8470207;8471392;8473541;8475172;8475295;8476478","8467496;8469521;8470104;8471679;8475848;8476851","TOR","MTL"
"2014020001",10,"1551","10","8","8470207;8471392;8473541;8475172;8475295;8476478","8467496;8469521;8470104;8471679;8475848;8476851","TOR","MTL"
"2014020001",11,"1551","10","8","8470207;8470920;8473541;8474581;8475172;8476853","8467496;8469521;8470104;8471679;8475848;8476851","TOR","MTL"
"2014020001",18,"1551","8","10","8468478;8471504;8471679;8474189;8476470;8478137","8470920;8471390;8473463;8473541;8474581;8476853","MTL","TOR"
"2014020001",19,"1551","10","8","8462196;8470602;8470920;8473463;8473541;8475180","8468478;8471504;8471679;8474189;8476470;8478137","TOR","MTL"
"2014020001",26,"1551","10","8","8462196;8470602;8471476;8473541;8474192;8475180","8467334;8471283;8471296;8471679;8474056;8474668","TOR","MTL"
"2014020001",30,"1551","10","8","8462196;8470207;8470602;8473541;8475172;8475295","8467496;8469521;8470104;8471679;8475848;8476851","TOR","MTL"
"2014020001",36,"1551","10","8","8462196;8470602;8473541;8473548;8474037;8475098","8471296;8471679;8471976;8474056;8475848;8476851","TOR","MTL"
"2014020001",37,"1551","8","10","8469707;8471296;8471679;8471976;8474056;8474157","8462196;8470602;8473541;8473548;8474037;8475098","MTL","TOR"
"2014020001",39,"1551","8","10","8468478;8469707;8471296;8471679;8471976;8474157","8462196;8470207;8470602;8473541;8475172;8475295","MTL","TOR"
"2014020001",41,"1551","8","10","8468478;8471504;8471679;8474189;8476470;8478137","8470920;8471390;8473463;8473541;8474581;8476853","MTL","TOR"
"2014020001",42,"1551","8","10","8467496;8469707;8470104;8471679;8471976;8474157","8471476;8473541;8474192;8474581;8475098;8476478","MTL","TOR"
"2014020001",48,"1551","8","10","8468478;8469521;8471679;8475848;8476470;8476851","8471476;8473541;8474581;8475172;8475295;8476853","MTL","TOR"
"2014020001",51,"1551","10","8","8470207;8471392;8473541;8475172;8475295;8476478","8468478;8469521;8471679;8475848;8476470;8476851","TOR","MTL"
"2014020001",55,"1551","10","8","8470920;8471390;8473463;8473541;8474581;8476853","8467496;8470104;8471504;8471679;8474189;8478137","TOR","MTL"
"2014020001",58,"1551","8","10","8471296;8471504;8471679;8474056;8474189;8478137","8470920;8471390;8473463;8473541;8474581;8476853","MTL","TOR"
"2014020001",59,"1551","8","10","8471296;8471504;8471679;8474056;8474189;8478137","8470920;8471390;8473463;8473541;8474581;8476853","MTL","TOR"
"2014020001",60,"1551","10","8","8470920;8471390;8473463;8473541;8474581;8476853","8471296;8471504;8471679;8474056;8474189;8478137","TOR","MTL"
"2014020001",63,"1551","10","8","8471390;8473541;8473548;8474037;8474581;8476853","8467496;8470104;8471504;8471679;8471976;8478137","TOR","MTL"
"2014020001",68,"1551","8","10","8467496;8469707;8470104;8471679;8471976;8474157","8462196;8470602;8473541;8473548;8474037;8475098","MTL","TOR"
"2014020001",71,"1551","10","8","8462196;8470602;8473541;8473548;8474037;8475098","8467496;8469707;8470104;8471679;8471976;8474157","TOR","MTL"
"2014020001",74,"1551","10","8","8470207;8471392;8473541;8475172;8475295;8476478","8467334;8468478;8471283;8471679;8474668;8476470","TOR","MTL"
"2014020001",77,"1551","10","8","8470207;8471392;8473541;8475172;8475295;8476478","8469521;8471296;8471679;8474056;8475848;8476851","TOR","MTL"
"2014020001",79,"1551","8","10","8469521;8471296;8471679;8474056;8475848;8476851","8470207;8471392;8473541;8475172;8475295;8476478","MTL","TOR"
"2014020001",89,"1541","8","10","8469707;8470104;8471679;8471976;8474157;8476470","8473541;8474192;8474581;8475180;8476853","MTL","TOR"
"2014020001",98,"1551","8","10","8467496;8469521;8470104;8471679;8475848;8476851","8462196;8470602;8470920;8471390;8473463;8473541","MTL","TOR"
"2014020001",100,"1551","8","10","8471296;8471504;8471679;8474056;8474189;8475848","8473541;8473548;8474037;8474581;8475098;8476853","MTL","TOR"
"2014020001",105,"1451","10","8","8470602;8473541;8473548;8474037;8475098;8476478","8467334;8467496;8468478;8471283;8471679","TOR","MTL"
"2014020001",109,"1451","10","8","8470207;8470920;8473541;8474581;8475172;8476853","8469521;8470104;8471679;8474056;8474157","TOR","MTL"
"2014020001",112,"1451","10","8","8470602;8473541;8473548;8474037;8475098;8476478","8467496;8468478;8471679;8474189;8474668","TOR","MTL"
"2014020001",115,"1551","10","8","8462196;8471392;8473541;8473548;8474037;8475098","8469707;8471296;8471679;8471976;8474056;8474157","TOR","MTL"
"2014020001",120,"1551","8","10","8469707;8471296;8471679;8471976;8474056;8474157","8462196;8470602;8473541;8473548;8474037;8475098","MTL","TOR"
"2014020001",123,"1551","10","8","8470207;8471392;8473541;8474192;8475180;8476478","8468478;8469521;8471679;8475848;8476470;8476851","TOR","MTL"
"2014020001",124,"1551","10","8","8470207;8471392;8473541;8475172;8475295;8476478","8468478;8469521;8471679;8475848;8476470;8476851","TOR","MTL"
"2014020001",125,"1551","8","10","8469521;8471296;8471679;8474056;8475848;8476851","8470207;8471392;8473541;8475172;8475295;8476478","MTL","TOR"
"2014020001",131,"1551","8","10","8469521;8471296;8471679;8474056;8475848;8476851","8473541;8473548;8474037;8474581;8475098;8476853","MTL","TOR"
"2014020001",134,"1551","10","8","8471476;8473541;8474192;8474581;8475180;8476853","8467334;8468478;8471283;8471679;8474668;8476470","TOR","MTL"
"2014020001",141,"1551","10","8","8470920;8471390;8473463;8473541;8474581;8476853","8471296;8471504;8471679;8474056;8474189;8478137","TOR","MTL"
"2014020001",143,"1551","10","8","8470920;8471390;8473463;8473541;8474581;8476853","8471296;8471504;8471679;8474056;8474189;8478137","TOR","MTL"
"2014020001",145,"1551","10","8","8470920;8471390;8473463;8473541;8474581;8476853","8471296;8471504;8471679;8474056;8474189;8478137","TOR","MTL"
"2014020001",146,"1551","8","10","8471296;8471504;8471679;8474056;8474189;8478137","8471390;8473463;8473541;8473548;8474581;8476853","MTL","TOR"
"2014020001",147,"1551","10","8","8462196;8470602;8473541;8473548;8474037;8475098","8467496;8469707;8470104;8471679;8471976;8474157","TOR","MTL"
"2014020001",149,"1551","10","8","8462196;8470602;8473541;8473548;8474037;8475098","8467496;8469707;8470104;8471679;8471976;8474157","TOR","MTL"
"2014020001",150,"1551","10","8","8471392;8471476;8473541;8473548;8475180;8476478","8467334;8467496;8470104;8471283;8471679;8474668","TOR","MTL"
"2014020001",153,"1551","8","10","8468478;8469521;8471679;8475848;8476470;8476851","8471392;8471476;8473541;8474192;8475180;8476478","MTL","TOR"
"2014020001",157,"1541","8","10","8467496;8469707;8471679;8471976;8474056;8474157","8462196;8470602;8473463;8473541;8475098","MTL","TOR"
"2014020001",159,"1541","8","10","8467496;8469707;8471679;8471976;8474056;8474157","8462196;8471392;8473463;8473541;8474037","MTL","TOR"
"2014020001",165,"1541","8","10","8467496;8469521;8471679;8474056;8475848;8476851","8471392;8473463;8473541;8474037;8476478","MTL","TOR"
"2014020001",169,"1551","8","10","8471296;8471504;8471679;8474056;8474189;8478137","8471476;8473541;8474581;8475172;8475295;8476853","MTL","TOR"
"2014020001",170,"1551","8","10","8471296;8471504;8471679;8474056;8474189;8478137","8471476;8473541;8474581;8475172;8475295;8476853","MTL","TOR"
"2014020001",179,"1551","8","10","8468478;8469521;8471679;8475848;8476470;8476851","8471392;8471476;8473541;8474192;8475180;8476478","MTL","TOR"
"2014020001",182,"1551","10","8","8462196;8470602;8473541;8473548;8474037;8475098","8467496;8469707;8470104;8471679;8471976;8474157","TOR","MTL"
"2014020001",183,"1551","8","10","8467496;8469707;8471679;8471976;8474056;8474157","8462196;8470602;8473541;8473548;8474037;8475098","MTL","TOR"
"2014020001",184,"1551","8","10","8467496;8469707;8471679;8471976;8474056;8474157","8462196;8470602;8473541;8473548;8474037;8475098","MTL","TOR"
"2014020001",185,"1551","8","10","8467496;8469707;8471679;8471976;8474056;8474157","8462196;8470602;8473541;8473548;8474037;8475098","MTL","TOR"
"2014020001",186,"1551","8","10","8469707;8471296;8471679;8471976;8474056;8474157","8462196;8470602;8473541;8473548;8474037;8475098","MTL","TOR"
"2014020001",189,"1551","10","8","8470920;8471390;8473463;8473541;8474581;8476853","8468478;8471504;8471679;8474189;8476470;8478137","TOR","MTL"
"2014020001",190,"1551","8","10","8468478;8471504;8471679;8474189;8476470;8478137","8470920;8471390;8473463;8473541;8474581;8476853","MTL","TOR"
"2014020001",197,"1551","8","10","8467334;8471283;8471296;8471679;8474056;8474668","8462196;8470207;8471392;8473541;8475172;8475295","MTL","TOR"
"2014020001",200,"1551","8","10","8469707;8471296;8471679;8471976;8474056;8474157","8462196;8470602;8473541;8473548;8474037;8475098","MTL","TOR"
"2014020001",201,"1551","8","10","8469707;8471296;8471679;8471976;8474056;8474157","8462196;8470602;8473541;8473548;8474037;8475098","MTL","TOR"
"2014020001",210,"1451","10","8","8470602;8473541;8473548;8474037;8475098;8476478","8468478;8469521;8471296;8471679;8474157","TOR","MTL"
"2014020001",213,"1451","10","8","8470207;8470920;8473541;8474581;8475172;8476853","8467496;8468478;8471679;8474189;8474668","TOR","MTL"
"2014020001",214,"1451","10","8","8470207;8470920;8473541;8474581;8475172;8476853","8467496;8468478;8471679;8474189;8474668","TOR","MTL"
"2014020001",215,"1451","10","8","8470207;8470920;8473541;8474581;8475172;8476853","8467496;8468478;8471679;8474189;8474668","TOR","MTL"
"2014020001",216,"1451","10","8","8470602;8473541;8473548;8474037;8474581;8475098","8469521;8471296;8471679;8474056;8474157","TOR","MTL"
"2014020001",221,"1451","10","8","8470207;8470920;8473541;8474581;8475172;8476853","8467334;8468478;8471283;8471296;8471679","TOR","MTL"
"2014020001",222,"1451","10","8","8470207;8470920;8473541;8474581;8475172;8476853","8467334;8468478;8471283;8471296;8471679","TOR","MTL"
"2014020001",223,"1451","10","8","8470207;8470920;8473541;8474581;8475172;8476853","8467496;8471679;8471976;8474056;8474157","TOR","MTL"
"2014020001",224,"1551","8","10","8469521;8470104;8471296;8471679;8475848;8476851","8470602;8473463;8473541;8473548;8475098;8476478","MTL","TOR"
"2014020001",228,"1551","8","10","8467334;8467496;8470104;8471283;8471679;8474668","8471476;8473541;8474192;8474581;8475180;8476853","MTL","TOR"
"2014020001",232,"1551","8","10","8469707;8471296;8471679;8471976;8474056;8474157","8462196;8470602;8473541;8473548;8474037;8475098","MTL","TOR"
"2014020001",233,"1551","8","10","8469707;8471296;8471679;8471976;8474056;8474157","8462196;8470602;8473541;8473548;8474037;8475098","MTL","TOR"
"2014020001",234,"1551","8","10","8467496;8469521;8470104;8471679;8475848;8476851","8470207;8471392;8473541;8475172;8475295;8476478","MTL","TOR"
"2014020001",237,"1551","8","10","8468478;8469521;8471679;8475848;8476470;8476851","8470207;8471392;8473541;8475172;8475295;8476478","MTL","TOR"
"2014020001",238,"1551","8","10","8468478;8469521;8471679;8475848;8476470;8476851","8470207;8471392;8473541;8475172;8475295;8476478","MTL","TOR"
"2014020001",242,"1551","10","8","8470207;8471392;8473541;8475172;8475295;8476478","8468478;8471504;8471679;8474189;8476470;8478137","TOR","MTL"
"2014020001",246,"1551","10","8","8471476;8473541;8474192;8474581;8475180;8476853","8467334;8467496;8470104;8471283;8471679;8474668","TOR","MTL"
"2014020001",255,"1551","8","10","8467496;8469707;8470104;8471504;8471679;8471976","8473541;8473548;8474037;8474581;8475098;8476853","MTL","TOR"
"2014020001",256,"1551","8","10","8467496;8469707;8470104;8471504;8471679;8471976","8473541;8473548;8474037;8474581;8475098;8476853","MTL","TOR"
"2014020001",257,"1551","8","10","8469707;8471296;8471679;8471976;8474056;8474157","8473541;8473548;8474037;8474581;8475098;8476853","MTL","TOR"
"2014020001",263,"1551","10","8","8462196;8470602;8471476;8473541;8474192;8475180","8467334;8467496;8470104;8471283;8471679;8474668","TOR","MTL"
"2014020001",265,"1551","10","8","8462196;8470602;8471476;8473541;8474192;8475180","8467334;8467496;8470104;8471283;8471679;8474668","TOR","MTL"
