"team_abbrev","season","team_pp_effect_raw","team_pk_effect_raw"
"NYI",2022,0.00131537702176525,0.00162163752449304
"PIT",2022,0.0014953803515319,0.00118337448987469
"TOR",2022,0.00138330966640573,0.000921369166113674
"DAL",2022,0.00039717083351927,0.0017593052036034
"OTT",2022,0.00239610971041606,-0.00027640109210932
"FLA",2022,0.00128666728181231,0.000779023607697533
"CGY",2022,-0.000105735863196743,0.00177615766190052
"CHI",2022,0.000830450824071774,0.000628754827804333
"EDM",2022,0.00324242518016901,-0.00184994880610025
"STL",2022,0.00181579883860019,-0.000510080837617188
"TBL",2022,0.00162876802841656,-0.000693824202123646
"BOS",2022,-0.000730205699390863,0.00125074143019596
"WPG",2022,0.000674022392961211,-0.000585000541035708
"MIN",2022,-0.00133199598524355,0.00139893600163153
"COL",2022,-0.00127029523747105,0.00126110330868266
"ARI",2022,-0.00119185810763613,0.00103547592473299
"MTL",2022,-0.000493762260341808,0.000290656413658767
"CAR",2022,-0.000162380977578968,-0.000182153312285717
"NYR",2022,-0.00103568194413646,0.000676185017728295
"SEA",2022,-0.000806356281171169,0.000158204532682984
"VAN",2022,0.000456327797027776,-0.00111965003138808
"WSH",2022,-0.00157836823155216,0.000896303700386729
"DET",2022,0.000806197888441067,-0.00182294885833623
"NSH",2022,-0.000602958728561635,-0.00072260854434849
"VGK",2022,0.000291711131856821,-0.00171124010276117
"SJS",2022,-0.00144544563393124,-6.11388832091808e-05
"NJD",2022,-0.000615969995493599,-0.00100743393381603
"BUF",2022,-0.00264964757116787,0.000576683068666765
"LAK",2022,0.000119107702406384,-0.0021963528439054
"ANA",2022,-0.00199346633660379,-0.000247836438360915
"PHI",2022,-0.00118575081195099,-0.00116104575872199
"CBJ",2022,-0.000955563128270052,-0.00204434149191234
