season,game_type,player_id,player_name,last_name,team_abbrev,position,shoots,gp,goals,assists,points,points_per_game,plus_minus,pim,shots,shooting_pct,toi_per_game,ev_goals,ev_points,pp_goals,pp_points,sh_goals,sh_points,ot_goals,gw_goals,fo_win_pct
2017,2,8478402,Connor McDavid,McDavid,EDM,C,L,82,30,70,100,1.21951,27,26,251,0.11952,1267.8902,26,71,3,27,1,2,1,6,0.43176
2017,2,8471675,Sidney Crosby,Crosby,PIT,C,L,75,44,45,89,1.18666,17,24,255,0.17254,1192.6666,30,64,14,25,0,0,1,5,0.48169
2017,2,8474141,Patrick Kane,Kane,CHI,R,L,82,34,55,89,1.08536,11,32,292,0.11643,1283.6951,27,66,7,23,0,0,1,5,0.13725
2017,2,8473563,Nicklas Backstrom,Backstrom,WSH,C,L,82,23,63,86,1.04878,17,38,162,0.14197,1095.5975,15,51,8,35,0,0,2,5,0.51387
2017,2,8476453,Nikita Kucherov,Kucherov,TBL,R,L,74,40,45,85,1.14864,13,38,246,0.1626,1166.4864,23,53,17,32,0,0,1,7,NA
2017,2,8473419,Brad Marchand,Marchand,BOS,L,L,80,39,46,85,1.0625,18,81,226,0.17256,1166.1875,27,56,9,24,3,5,1,8,0.36111
2017,2,8476460,Mark Scheifele,Scheifele,WPG,C,R,79,32,50,82,1.03797,18,38,160,0.2,1233.5063,25,65,7,15,0,2,2,5,0.43463
2017,2,8477934,Leon Draisaitl,Draisaitl,EDM,C,L,82,29,48,77,0.93902,7,20,172,0.1686,1133.0365,19,50,10,27,0,0,3,5,0.48971
2017,2,8470613,Brent Burns,Burns,SJS,D,R,82,29,47,76,0.92682,19,40,320,0.09062,1491.756,21,50,8,25,0,1,3,6,NA
2017,2,8475765,Vladimir Tarasenko,Tarasenko,STL,R,L,82,39,36,75,0.91463,-1,12,286,0.13636,1108.1951,30,53,9,22,0,0,3,8,0.5
2017,2,8478550,Artemi Panarin,Panarin,CHI,L,R,82,31,43,74,0.90243,18,21,211,0.14691,1168.2682,22,57,9,17,0,0,1,5,0.2
2017,2,8471218,Blake Wheeler,Wheeler,WPG,R,R,82,26,48,74,0.90243,6,47,259,0.10038,1208.5243,19,50,5,21,2,3,0,4,0.45744
2017,2,8470612,Ryan Getzlaf,Getzlaf,ANA,C,R,74,15,58,73,0.98648,7,49,138,0.10869,1264.2297,7,50,6,20,2,3,0,3,0.50296
2017,2,8471215,Evgeni Malkin,Malkin,PIT,C,L,62,33,39,72,1.16129,18,77,191,0.17277,1117.1451,22,49,11,23,0,0,1,6,0.43144
2017,2,8475794,Tyler Seguin,Seguin,DAL,C,R,82,26,46,72,0.87804,-15,22,301,0.08637,1107.6341,15,43,11,29,0,0,1,4,0.51017
