season,game_type,team_id,team_full,gp,wins,losses,ot_losses,ties,points,point_pct,wins_regulation,wins_regulation_ot,wins_shootout,goals_for,goals_against,gf_per_game,ga_per_game,shots_for_per_game,shots_against_per_game,pp_pct,pp_net_pct,pk_pct,pk_net_pct,fo_win_pct,shutouts
2017,2,15,Washington Capitals,82,55,19,8,NA,118,0.71951,45,53,2,261,177,3.18292,2.15853,30.42682,27.82926,0.230769,0.218623,0.838236,0.856617,0.498432,12
2017,2,5,Pittsburgh Penguins,82,50,21,11,NA,111,0.67682,40,46,4,278,229,3.39024,2.79268,33.4756,32.57317,0.230769,0.203846,0.797666,0.81712,0.475746,5
2017,2,16,Chicago Blackhawks,82,50,23,9,NA,109,0.66463,37,46,4,240,212,2.92682,2.58536,30.58536,31.39024,0.180257,0.150214,0.777252,0.78199,0.474734,4
2017,2,29,Columbus Blue Jackets,82,50,24,8,NA,108,0.65853,39,48,2,247,193,3.01219,2.35365,30.9756,30.35365,0.199052,0.189573,0.825113,0.869955,0.486333,8
2017,2,30,Minnesota Wild,82,49,25,8,NA,106,0.64634,42,46,3,263,206,3.20731,2.51219,30.81707,30.06097,0.209821,0.196428,0.829494,0.852534,0.519454,5
2017,2,24,Anaheim Ducks,82,46,23,13,NA,105,0.64024,40,43,3,220,197,2.68292,2.40243,29.57317,29.62195,0.18725,0.159362,0.846976,0.879003,0.546916,8
2017,2,8,Montréal Canadiens,82,47,26,9,NA,103,0.62804,33,44,3,223,198,2.71951,2.41463,29.9878,29.62195,0.196506,0.170305,0.811245,0.831325,0.5033,5
2017,2,22,Edmonton Oilers,82,47,26,9,NA,103,0.62804,37,43,4,243,207,2.96341,2.52439,31.06097,29.46341,0.228571,0.208163,0.807175,0.825112,0.470371,7
2017,2,3,New York Rangers,82,48,28,6,NA,102,0.62195,40,45,3,253,216,3.08536,2.63414,29.7317,30.06097,0.201716,0.180257,0.798207,0.838565,0.483758,7
2017,2,19,St. Louis Blues,82,46,29,7,NA,99,0.60365,38,44,2,233,216,2.84146,2.63414,28.41463,28.37804,0.212765,0.191489,0.847909,0.859315,0.502784,8
2017,2,28,San Jose Sharks,82,46,29,7,NA,99,0.60365,38,44,2,219,200,2.67073,2.43902,29.91463,27.67073,0.166666,0.142276,0.806604,0.839622,0.481365,3
2017,2,9,Ottawa Senators,82,44,28,10,NA,98,0.59756,34,38,6,206,210,2.51219,2.56097,30.03658,30.08536,0.16996,0.158102,0.796748,0.825203,0.509698,10
2017,2,6,Boston Bruins,82,44,31,7,NA,95,0.57926,38,42,2,232,209,2.82926,2.54878,33.18292,26.75609,0.217213,0.192622,0.856604,0.894339,0.532408,8
2017,2,10,Toronto Maple Leafs,82,40,27,15,NA,95,0.57926,33,39,1,250,234,3.04878,2.85365,31.91463,32.59756,0.237704,0.209016,0.824702,0.848605,0.498715,5
2017,2,18,Nashville Predators,82,41,29,12,NA,94,0.57317,35,39,2,238,220,2.90243,2.68292,31.18292,30.14634,0.189189,0.166023,0.809129,0.858921,0.514449,4
2017,2,20,Calgary Flames,82,45,33,4,NA,94,0.57317,32,41,4,222,219,2.70731,2.67073,29.12195,28.70731,0.20233400000000001,0.182879,0.815885,0.844765,0.489336,5
