season,game_type,team_id,team_full,gp,hits,hits_per60,blocked_shots,blocked_shots_per60,takeaways,takeaways_per60,giveaways,giveaways_per60,missed_shots,total_shot_attempts,shot_attempts_blocked,corsi_pct,empty_net_goals,toi_per_game_5v5
2017,2,26,Los Angeles Kings,82,2323,27.9936,1077,12.978,317,3.8196,694,8.3628,1136,5010,1321,0.549847,7,2902.42682
2017,2,24,Anaheim Ducks,82,2144,25.83,1148,13.8312,411,4.95,733,8.8308,1031,4578,1122,0.496741,8,2829.90243
2017,2,2,New York Islanders,82,2126,25.6212,1363,16.4232,569,6.8544,763,9.1944,917,4576,1179,0.477816,10,2941.07317
2017,2,9,Ottawa Senators,82,2114,25.398,1352,16.2432,537,6.4512,736,8.8416,916,4591,1212,0.485548,16,2872.7317
2017,2,53,Arizona Coyotes,82,2097,25.2324,1215,14.6196,403,4.8492,555,6.678,946,4283,1057,0.450429,4,2907.39024
2017,2,22,Edmonton Oilers,82,2073,24.9192,1294,15.5556,625,7.5132,911,10.9512,955,4703,1201,0.499795,10,2927.43902
2017,2,4,Philadelphia Flyers,82,2063,24.7176,1309,15.6816,425,5.0904,689,8.2548,1051,4962,1326,0.510953,7,2855.30487
2017,2,5,Pittsburgh Penguins,82,2059,24.7572,1307,15.714,532,6.3936,641,7.7076,901,4812,1166,0.501381,10,2884.54878
2017,2,10,Toronto Maple Leafs,82,1936,23.2704,1166,14.0148,732,8.7984000000000009,769,9.2412,1141,4988,1231,0.503968,8,2896.80487
2017,2,52,Winnipeg Jets,82,1906,23.0328,1177,14.2236,591,7.1388,723,8.7372,913,4432,1071,0.49268,13,2844.57317
2017,2,7,Buffalo Sabres,82,1872,22.5288,1121,13.4928,475,5.7168,591,7.11,892,4415,1032,0.472293,6,2943.57317
2017,2,8,Montréal Canadiens,82,1864,22.4244,1213,14.5908,529,6.3612,869,10.4544,988,4734,1287,0.525403,7,2936.25609
2017,2,14,Tampa Bay Lightning,82,1842,22.1544,1014,12.1968,502,6.0372,677,8.1432,1016,4603,1135,0.512546,11,2851.69512
2017,2,6,Boston Bruins,82,1776,21.4632,1094,13.2228,616,7.4448,696,8.4096,1072,5014,1221,0.547436,15,2847.10975
2017,2,15,Washington Capitals,82,1727,20.8332,1102,13.2948,643,7.7544,819,9.8784,992,4677,1191,0.51814,11,2852.63414
2017,2,3,New York Rangers,82,1715,20.6856,1244,15.0048,647,7.8012,818,9.864,1000,4512,1074,0.479586,14,2927.53658
2017,2,19,St. Louis Blues,82,1688,20.3976,1135,13.716,519,6.2712,386,4.662,877,4276,1069,0.501763,18,2878.9756
2017,2,21,Colorado Avalanche,82,1687,20.43,1076,13.032,598,7.2396,543,6.5736,911,4344,1130,0.485323,5,2874.9878
2017,2,13,Florida Panthers,82,1665,19.9476,919,11.0088,643,7.704,750,8.9856,974,4669,1051,0.504886,8,2844.81707
2017,2,1,New Jersey Devils,82,1661,19.98,1030,12.3876,466,5.6052,590,7.0956,850,4042,913,0.47789,6,2868.86585
2017,2,18,Nashville Predators,82,1659,19.962,1110,13.356,556,6.6888,655,7.8804,988,4774,1229,0.513579,11,2883.91463
2017,2,29,Columbus Blue Jackets,82,1654,19.9656,1179,14.2308,517,6.2388,516,6.228,879,4564,1145,0.503178,9,2917.75609
2017,2,17,Detroit Red Wings,82,1644,19.6524,1066,12.744,432,5.1624,634,7.578,935,4286,1016,0.482052,3,2901.60975
2017,2,12,Carolina Hurricanes,82,1611,19.3572,1062,12.7584,842,10.116,752,9.036,1022,4780,1265,0.512923,8,2971.31707
2017,2,25,Dallas Stars,82,1552,18.7704,1330,16.0848,531,6.4224,757,9.1548,1107,4889,1277,0.500845,12,2901.2439
2017,2,20,Calgary Flames,82,1550,18.6948,1111,13.3992,644,7.7652,757,9.1296,913,4496,1195,0.505289,9,2834.92682
2017,2,28,San Jose Sharks,82,1539,18.63,1359,16.452,658,7.9632,1041,12.6,1087,4885,1345,0.511281,12,2931.70731
2017,2,23,Vancouver Canucks,82,1471,17.7228,1034,12.456,502,6.048,549,6.6132,843,4240,1124,0.479272,3,2954
2017,2,30,Minnesota Wild,82,1284,15.5088,1161,14.022,523,6.3144,457,5.5188,918,4567,1122,0.493439,16,2956.69512
2017,2,16,Chicago Blackhawks,82,1177,14.1804,1225,14.7564,601,7.2396,743,8.9496,839,4632,1285,0.504142,19,2968.67073
