season,game_type,player_id,player_name,last_name,team_abbrev,position,shoots,gp,goals,assists,points,points_per_game,plus_minus,pim,shots,shooting_pct,toi_per_game,ev_goals,ev_points,pp_goals,pp_points,sh_goals,sh_points,ot_goals,gw_goals,fo_win_pct
2022,2,8478402,Connor McDavid,McDavid,EDM,C,L,80,44,79,123,1.5375,28,45,314,0.14012,1323.975,34,78,10,44,0,1,4,9,0.53728
2022,2,8476346,Johnny Gaudreau,Gaudreau,CGY,L,L,82,40,75,115,1.40243,64,26,262,0.15267,1114.4878,34,90,6,25,0,0,2,9,1
2022,2,8476456,Jonathan Huberdeau,Huberdeau,FLA,L,L,80,30,85,115,1.4375,35,54,222,0.13513,1165.475,22,72,5,38,3,5,2,7,0.33333
2022,2,8477934,Leon Draisaitl,Draisaitl,EDM,C,L,80,55,55,110,1.375,17,40,278,0.19784,1340.95,30,68,24,41,1,1,1,11,0.53401
2022,2,8478864,Kirill Kaprizov,Kaprizov,MIN,L,L,81,47,61,108,1.33333,27,34,289,0.16262,1146.4691,33,77,14,31,0,0,2,5,0.55555
2022,2,8479318,Auston Matthews,Matthews,TOR,C,L,73,60,46,106,1.45205,20,18,348,0.17241,1236.5479,44,77,16,29,0,0,2,10,0.56224
2022,2,8474564,Steven Stamkos,Stamkos,TBL,C,R,81,42,64,106,1.30864,24,36,241,0.17427,1108.9876,26,70,16,36,0,0,3,11,0.51029
2022,2,8479314,Matthew Tkachuk,Tkachuk,CGY,L,L,82,42,62,104,1.26829,57,68,253,0.166,1073.9634,30,75,12,29,0,0,0,6,0.46511
2022,2,8476468,J.T. Miller,Miller,VAN,C,L,80,32,67,99,1.2375,15,47,206,0.15533,1264.6125,24,59,8,38,0,2,3,6,0.54095
2022,2,8478483,Mitch Marner,Marner,TOR,R,R,72,35,62,97,1.34722,23,16,224,0.15625,1252.9722,26,68,6,25,3,4,1,5,0.55555
2022,2,8474600,Roman Josi,Josi,NSH,D,L,80,23,73,96,1.2,13,46,281,0.08185,1533.2625,12,59,11,37,0,0,0,2,NA
2022,2,8478550,Artemi Panarin,Panarin,NYR,L,R,75,22,74,96,1.28,21,18,177,0.12429,1152.8933,17,59,5,37,0,0,1,5,0.5
2022,2,8478398,Kyle Connor,Connor,WPG,L,L,79,47,46,93,1.17721,-3,4,317,0.14826,1306.5063,36,62,8,28,3,3,1,9,0.14285
2022,2,8478420,Mikko Rantanen,Rantanen,COL,R,L,75,36,56,92,1.22666,35,56,254,0.14173,1259.0933,20,57,16,35,0,0,0,2,0.46327
2022,2,8474141,Patrick Kane,Kane,CHI,R,L,78,26,66,92,1.17948,-19,18,287,0.09059,1309.3974,17,61,9,31,0,0,0,2,0.5
2022,2,8471214,Alex Ovechkin,Ovechkin,WSH,L,R,77,50,40,90,1.16883,8,18,334,0.1497,1234.3116,33,60,16,29,1,1,0,5,0.30769
2022,2,8477493,Aleksander Barkov,Barkov,FLA,C,L,67,39,49,88,1.31343,36,18,214,0.18224,1218.194,23,57,12,26,4,5,2,5,0.56948
2022,2,8477492,Nathan MacKinnon,MacKinnon,COL,C,R,65,32,56,88,1.35384,22,42,299,0.10702,1263.6615,25,61,7,27,0,0,1,5,0.45379
2022,2,8475172,Nazem Kadri,Kadri,COL,C,L,71,28,59,87,1.22535,13,71,247,0.11336,1154.338,20,58,8,29,0,0,0,6,0.49702
2022,2,8475168,Matt Duchene,Duchene,NSH,C,L,78,43,43,86,1.10256,6,38,228,0.18859,1140.8205,27,57,16,29,0,0,3,6,0.5409
2022,2,8480069,Cale Makar,Makar,COL,D,R,77,28,58,86,1.11688,48,26,240,0.11666,1540.0779,19,52,9,34,0,0,3,6,NA
2022,2,8477942,Kevin Fiala,Fiala,MIN,L,L,82,33,52,85,1.03658,23,52,262,0.12595,1058.8292,27,67,5,17,1,1,1,7,0.26666
2022,2,8475167,Victor Hedman,Hedman,TBL,D,L,82,20,65,85,1.03658,26,36,219,0.09132,1504.5365,14,47,6,38,0,0,1,6,NA
2022,2,8476887,Filip Forsberg,Forsberg,NSH,L,R,69,42,42,84,1.21739,12,22,226,0.18584,1085.8695,32,57,10,27,0,0,1,8,1
2022,2,8477404,Jake Guentzel,Guentzel,PIT,C,L,76,40,44,84,1.10526,13,44,264,0.15151,1205.8421,33,62,7,22,0,0,1,7,0.52
2022,2,8471675,Sidney Crosby,Crosby,PIT,C,L,69,31,53,84,1.21739,19,32,208,0.14903,1198.4637,23,54,8,30,0,0,1,9,0.52413
2022,2,8477496,Elias Lindholm,Lindholm,CGY,C,R,82,42,40,82,1,61,22,235,0.17872,1196.6951,31,61,10,19,1,2,2,9,0.52889
2022,2,8475765,Vladimir Tarasenko,Tarasenko,STL,R,L,75,34,48,82,1.09333,7,32,230,0.14782,1014.68,29,59,5,22,0,1,0,9,0.36363
2022,2,8477933,Sam Reinhart,Reinhart,FLA,C,R,78,33,49,82,1.05128,25,13,186,0.17741,1065.5256,17,49,16,31,0,2,0,6,0.48467
2022,2,8478427,Sebastian Aho,Aho,CAR,C,L,79,37,44,81,1.02531,18,38,221,0.16742,1137.2278,23,50,13,28,1,3,2,9,0.52407
2022,2,8476459,Mika Zibanejad,Zibanejad,NYR,C,R,81,29,52,81,1,30,12,219,0.13242,1178.3703,13,48,15,28,1,5,0,3,0.52316
2022,2,8470794,Joe Pavelski,Pavelski,DAL,C,R,82,27,54,81,0.9878,11,14,216,0.125,1108.439,15,56,12,25,0,0,0,2,0.52463
2022,2,8477939,William Nylander,Nylander,TOR,R,R,81,34,46,80,0.98765,-9,16,256,0.13281,1096.3333,21,49,13,31,0,0,2,7,0.52307
2022,2,8473419,Brad Marchand,Marchand,BOS,L,L,70,32,48,80,1.14285,16,97,242,0.13223,1154.9,23,51,7,27,2,2,1,6,0.34146
2022,2,8480027,Jason Robertson,Robertson,DAL,L,L,74,41,38,79,1.06756,16,22,220,0.18636,1086.6486,28,58,13,21,0,0,2,11,NA
2022,2,8475692,Mats Zuccarello,Zuccarello,MIN,R,L,70,24,55,79,1.12857,21,24,159,0.15094,1115.3571,17,51,7,28,0,0,0,2,0.38181
2022,2,8479337,Alex DeBrincat,DeBrincat,CHI,R,R,82,41,37,78,0.95121,-13,19,270,0.15185,1251.378,27,50,14,28,0,0,4,6,0.375
2022,2,8475744,Evgeny Kuznetsov,Kuznetsov,WSH,C,L,79,24,54,78,0.98734,7,44,208,0.11538,1216.8227,13,46,8,27,3,5,0,4,0.43481
2022,2,8475184,Chris Kreider,Kreider,NYR,L,L,81,52,25,77,0.95061,19,24,258,0.20155,1123.8024,23,39,26,35,3,3,0,11,0.48905
2022,2,8477956,David Pastrnak,Pastrnak,BOS,R,R,72,40,37,77,1.06944,13,20,312,0.1282,1116.4583,25,51,15,26,0,0,1,9,0.33333
2022,2,8480023,Robert Thomas,Thomas,STL,C,R,72,20,57,77,1.06944,17,16,115,0.17391,1126.4027,15,60,3,14,2,3,1,6,0.49866
2022,2,8478414,Timo Meier,Meier,SJS,R,L,77,35,41,76,0.98701,-3,54,326,0.10736,1149.3636,23,58,12,18,0,0,1,8,0.48648
2022,2,8477402,Pavel Buchnevich,Buchnevich,STL,L,L,73,30,46,76,1.04109,29,34,199,0.15075,1098.0136,20,53,8,19,2,4,1,3,0.33333
2022,2,8475166,John Tavares,Tavares,TOR,C,L,79,27,49,76,0.96202,-8,32,237,0.11392,1084.443,17,50,10,26,0,0,0,3,0.60581
2022,2,8479385,Jordan Kyrou,Kyrou,STL,R,R,74,27,48,75,1.01351,10,20,188,0.14361,994.5405,22,55,5,19,0,1,0,4,0.4
2022,2,8479323,Adam Fox,Fox,NYR,D,R,78,11,63,74,0.94871,18,26,158,0.06962,1434.423,10,39,0,33,1,2,1,2,NA
