"team_abbrev","season","team_pp_effect_raw","team_pk_effect_raw"
"TBL",2016,-0.000867276078362378,0.00346795001663352
"FLA",2016,0.00125891219900548,0.000803767048227754
"NYI",2016,0.00151296846267717,0.000459011882737906
"PIT",2016,0.000159754352353053,0.00169747502976868
"NSH",2016,0.000469597169357821,0.00100127614660817
"CHI",2016,0.00124146311392181,0.000172544545253556
"WSH",2016,0.000320543389859093,0.00108575815486761
"CBJ",2016,0.0023056539412689,-0.00100098454261472
"EDM",2016,0.00164414938669787,-0.000692237121313337
"DAL",2016,0.000966051268038441,-0.000206071880790214
"SJS",2016,0.00103228519072932,-0.000362458926269782
"ARI",2016,-0.000185668129526927,0.000816543499875485
"ANA",2016,0.000320626485059009,0.000310054911822928
"TOR",2016,0.000741591773145533,-0.000263915754975872
"BOS",2016,-0.00164849404394295,0.00189761416341793
"CAR",2016,-0.000559974614957402,0.00054157808510308
"DET",2016,0.000260847303364985,-0.000390100188520169
"COL",2016,-0.000152600466430193,-0.000148372126088655
"MIN",2016,0.000522569984240813,-0.0010618700674259
"LAK",2016,-0.000824404930159961,-0.000114119928010296
"MTL",2016,-0.000506541839773806,-0.000432405968433582
"STL",2016,-0.00085552712513255,-0.0002237439267482
"OTT",2016,-0.00138572251447566,0.000168815743252254
"VAN",2016,-0.000437490566268831,-0.000832067935720135
"BUF",2016,-0.00160635751905008,0.000169542578868676
"NJD",2016,-0.000353221798503297,-0.0013175516308817
"PHI",2016,-0.000830629709256245,-0.000899867064106956
"CGY",2016,-0.000233906209153634,-0.00183345052452126
"WPG",2016,-0.000965031423873518,-0.00134885698557895
"NYR",2016,-0.00133897092396694,-0.00147242758923105
