season,game_type,team_id,team_full,gp,wins,losses,ot_losses,ties,points,point_pct,wins_regulation,wins_regulation_ot,wins_shootout,goals_for,goals_against,gf_per_game,ga_per_game,shots_for_per_game,shots_against_per_game,pp_pct,pp_net_pct,pk_pct,pk_net_pct,fo_win_pct,shutouts
2012,2,23,Vancouver Canucks,82,51,22,9,NA,111,0.67682,36,43,8,241,191,2.93902,2.32926,31.5,30.80487,0.197916,0.184027,0.86014,0.884615,0.52155,9
2012,2,19,St. Louis Blues,82,49,22,11,NA,109,0.66463,42,45,4,206,155,2.51219,1.89024,30.63414,26.70731,0.166666,0.155555,0.858157,0.882978,0.504208,15
2012,2,3,New York Rangers,82,51,24,7,NA,109,0.66463,39,47,4,222,182,2.70731,2.21951,28.51219,27.81707,0.157142,0.142857,0.861539,0.892307,0.499453,10
2012,2,5,Pittsburgh Penguins,82,51,25,6,NA,108,0.65853,40,42,9,273,218,3.32926,2.65853,33.89024,27.40243,0.197231,0.162629,0.877778,0.918518,0.504337,3
2012,2,18,Nashville Predators,82,48,26,8,NA,104,0.63414,40,43,5,232,205,2.82926,2.5,27.57317,30.76829,0.216,0.2,0.836066,0.856557,0.489971,5
2012,2,4,Philadelphia Flyers,82,47,26,9,NA,103,0.62804,37,43,4,260,225,3.17073,2.7439,32.20731,28.40243,0.197014,0.170149,0.818182,0.83699,0.483108,6
2012,2,1,New Jersey Devils,82,48,28,6,NA,102,0.62195,32,36,12,216,205,2.63414,2.5,27.4756,26.81707,0.172284,0.123595,0.895753,0.953667,0.47068,7
2012,2,17,Detroit Red Wings,82,48,28,6,NA,102,0.62195,36,39,9,239,200,2.91463,2.43902,32.17073,26.9756,0.161073,0.124161,0.817519,0.824817,0.515867,7
2012,2,6,Boston Bruins,82,49,29,4,NA,102,0.62195,38,40,9,260,199,3.17073,2.42682,32.35365,29.76829,0.172,0.168,0.834616,0.865384,0.545247,8
2012,2,16,Chicago Blackhawks,82,45,26,11,NA,101,0.61585,34,38,7,241,231,2.93902,2.81707,31.5,28.57317,0.151624,0.140794,0.781116,0.811158,0.505499,0
2012,2,27,Phoenix Coyotes,82,42,27,13,NA,97,0.59146,33,36,6,210,194,2.56097,2.36585,29.62195,31.62195,0.135458,0.111553,0.855422,0.879518,0.501512,8
2012,2,28,San Jose Sharks,82,43,29,10,NA,96,0.58536,31,34,9,219,205,2.67073,2.5,33.81707,28.56097,0.211111,0.196296,0.768889,0.782222,0.53325,6
2012,2,26,Los Angeles Kings,82,40,27,15,NA,95,0.57926,31,34,6,188,170,2.29268,2.07317,30.59756,27.41463,0.16955,0.162629,0.870308,0.901023,0.515171,11
2012,2,13,Florida Panthers,82,38,26,18,NA,94,0.57317,31,32,6,197,216,2.40243,2.63414,29.67073,30.54878,0.185314,0.164335,0.79498,0.811715,0.505782,4
2012,2,9,Ottawa Senators,82,41,31,10,NA,92,0.56097,30,35,6,243,236,2.96341,2.87804,31.39024,32.03658,0.181481,0.155555,0.81613,0.845161,0.501328,4
2012,2,15,Washington Capitals,82,42,32,8,NA,92,0.56097,31,38,4,218,226,2.65853,2.75609,27.9878,30.18292,0.167346,0.12653,0.81579,0.827067,0.49958,8
2012,2,20,Calgary Flames,82,37,29,16,NA,90,0.54878,32,34,3,199,217,2.42682,2.64634,27.53658,30.82926,0.176923,0.153846,0.843284,0.854477,0.461698,4
2012,2,25,Dallas Stars,82,42,35,5,NA,89,0.54268,31,35,7,204,218,2.4878,2.65853,28.2317,30.81707,0.135245,0.12295,0.828383,0.844884,0.491142,5
2012,2,7,Buffalo Sabres,82,39,32,11,NA,89,0.54268,27,32,7,211,223,2.57317,2.71951,29.2317,31.35365,0.170542,0.14341,0.817121,0.836575,0.495248,7
2012,2,21,Colorado Avalanche,82,41,35,6,NA,88,0.53658,25,32,9,199,218,2.42682,2.65853,31.5,29.58536,0.183856,0.165919,0.830325,0.848375,0.516288,6
2012,2,52,Winnipeg Jets,82,37,35,10,NA,84,0.51219,27,33,4,221,242,2.69512,2.95121,30.13414,30.12195,0.179282,0.14741,0.80137,0.811643,0.49034,6
2012,2,14,Tampa Bay Lightning,82,38,36,8,NA,84,0.51219,25,35,3,232,278,2.82926,3.39024,27.15853,30.5,0.152416,0.107806,0.792254,0.799295,0.485861,2
2012,2,12,Carolina Hurricanes,82,33,33,16,NA,82,0.5,29,32,1,212,237,2.58536,2.89024,30.45121,32.35365,0.166666,0.153061,0.805556,0.853174,0.507204,6
2012,2,30,Minnesota Wild,82,35,36,11,NA,81,0.4939,22,24,11,166,217,2.02439,2.64634,26.51219,31.35365,0.151162,0.135658,0.821053,0.838596,0.512281,6
2012,2,24,Anaheim Ducks,82,34,36,12,NA,80,0.4878,29,31,3,201,224,2.45121,2.7317,27.93902,28.86585,0.166051,0.147601,0.819788,0.833922,0.474008,4
2012,2,10,Toronto Maple Leafs,82,35,37,10,NA,80,0.4878,26,31,4,227,259,2.76829,3.15853,28.31707,30.82926,0.18352,0.161048,0.772728,0.793388,0.516528,7
2012,2,2,New York Islanders,82,34,37,11,NA,79,0.4817,24,27,7,196,251,2.39024,3.06097,29.39024,30.10975,0.185185,0.164609,0.805085,0.822033,0.480043,3
2012,2,8,Montréal Canadiens,82,31,35,16,NA,78,0.4756,24,26,5,207,214,2.52439,2.60975,28.53658,29.65853,0.142857,0.116279,0.885715,0.91746,0.482591,4
2012,2,22,Edmonton Oilers,82,32,40,10,NA,74,0.45121,25,27,5,207,232,2.52439,2.82926,26.65853,30.70731,0.206106,0.175572,0.824325,0.841216,0.477148,4
2012,2,29,Columbus Blue Jackets,82,29,46,7,NA,65,0.39634,23,25,4,198,257,2.41463,3.13414,29.92682,30.93902,0.154574,0.129337,0.766424,0.79197,0.508867,2
