season,game_type,player_id,player_name,last_name,team_abbrev,shoots_catches,gp,gs,wins,losses,ot_losses,ties,goals_against,gaa,saves,shots_against,sv_pct,shutouts,toi_sec,goals,assists,points,pim
2012,2,8471469,Pekka Rinne,Rinne,NSH,L,73,72,43,18,8,NA,166,2.38913,1987,2153,0.92289,5,250132,0,5,5,0
2012,2,8470594,Marc-Andre Fleury,Fleury,PIT,L,67,64,42,17,4,NA,153,2.35613,1615,1768,0.91346,3,233773,0,2,2,4
2012,2,8468685,Henrik Lundqvist,Lundqvist,NYR,L,62,62,39,18,5,NA,123,1.96616,1630,1753,0.92983,8,225210,0,2,2,4
2012,2,8469608,Mike Smith,Smith,PHX,L,67,67,38,18,10,NA,144,2.21356,1922,2066,0.9303,8,234192,0,2,2,16
2012,2,8460703,Tim Thomas,Thomas,BOS,L,59,55,35,19,1,NA,132,2.3631,1527,1659,0.92043,5,201091,0,1,1,0
2012,2,8462147,Miikka Kiprusoff,Kiprusoff,CGY,L,70,68,35,22,11,NA,162,2.35465,1878,2040,0.92058,4,247680,0,0,0,0
2012,2,8470657,Jimmy Howard,Howard,DET,L,57,57,35,17,4,NA,119,2.12482,1377,1496,0.92045,6,201617,0,1,1,6
2012,2,8471734,Jonathan Quick,Quick,LAK,L,69,69,35,21,13,NA,133,1.94661,1730,1863,0.9286,10,245966,0,2,2,6
2012,2,8474550,Antti Niemi,Niemi,SJS,L,68,68,34,22,9,NA,159,2.42392,1706,1865,0.91474,6,236146,0,0,0,2
2012,2,8467950,Craig Anderson,Anderson,OTT,L,63,60,33,22,6,NA,165,2.8348,1752,1917,0.91392,3,209538,0,4,4,4
2012,2,8468524,Ilya Bryzgalov,Bryzgalov,PHI,L,59,57,33,16,7,NA,141,2.47712,1413,1554,0.90926,6,204915,0,2,2,4
2012,2,8470140,Kari Lehtonen,Lehtonen,DAL,L,59,59,32,22,4,NA,136,2.33355,1603,1739,0.92179,4,209809,0,3,3,0
2012,2,8455710,Martin Brodeur,Brodeur,NJD,L,59,59,31,21,4,NA,136,2.40531,1336,1472,0.9076,3,203549,0,4,4,2
2012,2,8466141,Roberto Luongo,Luongo,VAN,L,55,54,31,14,8,NA,127,2.40957,1450,1577,0.91946,5,189743,0,1,1,4
2012,2,8468011,Ryan Miller,Miller,BUF,L,61,60,31,21,7,NA,150,2.54494,1638,1788,0.9161,6,212185,0,0,0,0
2012,2,8470320,Cam Ward,Ward,CAR,L,68,68,30,23,13,NA,182,2.73818,1961,2143,0.91507,5,239283,1,0,1,4
2012,2,8470645,Corey Crawford,Crawford,CHI,L,57,55,30,17,7,NA,146,2.722,1361,1507,0.90311,0,193093,0,0,0,0
2012,2,8471715,Ondrej Pavelec,Pavelec,WPG,L,68,67,29,28,9,NA,191,2.91422,1845,2036,0.90618,4,235946,0,2,2,0
2012,2,8473972,Jonas Hiller,Hiller,ANA,R,73,73,29,30,12,NA,182,2.56789,1839,2021,0.90994,4,255151,0,1,1,0
2012,2,8470860,Jaroslav Halak,Halak,STL,L,46,46,26,12,7,NA,90,1.96605,1121,1211,0.92568,6,164797,0,0,0,0
2012,2,8471679,Carey Price,Price,MTL,L,65,65,26,28,11,NA,160,2.43401,1754,1914,0.9164,4,236646,0,2,2,6
2012,2,8473575,Semyon Varlamov,Varlamov,COL,L,53,52,26,24,3,NA,136,2.58936,1428,1564,0.91304,4,189081,0,1,1,2
2012,2,8460712,Tomas Vokoun,Vokoun,WSH,R,48,46,25,17,2,NA,108,2.50856,1191,1299,0.91685,4,154989,0,2,2,4
2012,2,8464999,Mathieu Garon,Garon,TBL,R,48,44,23,16,4,NA,118,2.85052,1073,1191,0.90092,1,149025,0,2,2,0
2012,2,8470880,Brian Elliott,Elliott,STL,L,38,36,23,10,4,NA,58,1.55733,914,972,0.94032,9,134075,0,0,0,0
2012,2,8460535,Jose Theodore,Theodore,FLA,R,53,51,22,16,11,NA,125,2.45945,1377,1502,0.91677,3,182967,0,0,0,2
2012,2,8471227,Devan Dubnyk,Dubnyk,EDM,L,47,42,20,20,3,NA,118,2.66822,1262,1380,0.91449,2,159207,0,1,1,0
2012,2,8471239,Cory Schneider,Schneider,VAN,L,33,28,20,8,1,NA,60,1.96417,885,945,0.9365,3,109970,0,2,2,0
