"team_abbrev","season","team_pp_effect_raw","team_pk_effect_raw"
"TOR",2024,0.000969530595482422,0.0016814307749516
"DAL",2024,0.0018210993713187,0.000711935798608887
"EDM",2024,0.00168400093050022,0.000453446232821235
"ARI",2024,0.000183781814961178,0.00137470005520327
"VAN",2024,0.000943415326199008,0.000447638645820156
"TBL",2024,0.00114869605846477,0.000121922927067557
"NJD",2024,0.000481677236462865,0.000751166285354116
"VGK",2024,-7.57716296855101e-05,0.00124871578016692
"WSH",2024,0.000684141466018764,0.000223582243708198
"FLA",2024,0.00037771126857873,0.000480241422359812
"PIT",2024,0.000418740495708418,0.000331666604655062
"LAK",2024,-0.000324747236810541,0.00096850992574089
"SEA",2024,4.0522655177875e-05,0.00057789570002924
"BOS",2024,0.0001606944206254,0.000171141242458508
"NYR",2024,-0.000918594807379686,0.00120611193416063
"CGY",2024,2.2569640094574e-05,0.00022071915961709
"DET",2024,0.00120283352267778,-0.00104541534799188
"OTT",2024,3.28178382044258e-05,-0.000130615795747249
"CAR",2024,0.00176839669366309,-0.00193597492670455
"COL",2024,0.000292818408104686,-0.000600009897418013
"WPG",2024,-0.000872312326122818,0.00030071642586581
"SJS",2024,-0.000427602093042327,-0.000213881887586874
"MIN",2024,-0.000658581838532097,-5.74237109786887e-05
"NYI",2024,-0.000903002990256959,-0.000176059525679609
"CHI",2024,0.000366713056083725,-0.00194265736311299
"ANA",2024,-0.00130690147424929,-0.00028162453464046
"MTL",2024,-7.47205795265724e-05,-0.0015865777999702
"BUF",2024,-0.00176872607486089,2.85243452493405e-05
"NSH",2024,-0.000665897417463707,-0.00109454497634712
"CBJ",2024,-0.00144384588442788,-0.000488577472991116
"STL",2024,-0.000411438812608399,-0.00162130156979016
"PHI",2024,-0.00274570333121867,-0.000133748776216788
