"player_id","gp_onice","shots_5v5","ga_5v5","shots_pk","ga_pk","xg_faced","sv_pct_5v5","sv_pct_pk","actual_ga_tracked","gsax"
"8471679",12,373,17,79,5,0,0.9544,0.9367,22,NA
"8473541",38,1260,78,205,15,0,0.9381,0.9268,93,NA
"8470645",65,2019,102,412,39,0,0.9495,0.9053,141,NA
"8468685",70,2286,106,389,48,0,0.9536,0.8766,154,NA
"8468011",51,1721,89,306,32,0,0.9483,0.8954,121,NA
"8471403",37,1210,71,166,17,0,0.9413,0.8976,88,NA
"8471734",73,2069,108,532,47,0,0.9478,0.9117,155,NA
"8474889",89,2683,134,505,44,0,0.9501,0.9129,178,NA
"8471715",33,967,56,238,25,0,0.9421,0.895,81,NA
"8471695",64,2092,108,361,36,0,0.9484,0.9003,144,NA
"8475215",21,682,35,121,7,0,0.9487,0.9421,42,NA
"8467950",60,2056,113,371,38,0,0.945,0.8976,151,NA
"8473434",45,1407,74,276,22,0,0.9474,0.9203,96,NA
"8471750",72,2075,103,483,29,0,0.9504,0.94,132,NA
"8473461",57,1755,86,323,42,0,0.951,0.87,128,NA
"8475660",56,1763,103,377,29,0,0.9416,0.9231,132,NA
"8470880",60,1753,81,384,29,0,0.9538,0.9245,110,NA
"8470320",52,1557,89,217,22,0,0.9428,0.8986,111,NA
"8471469",80,2306,134,427,49,0,0.9419,0.8852,183,NA
"8474550",53,1518,86,273,27,0,0.9433,0.9011,113,NA
"8470594",60,1826,91,332,30,0,0.9502,0.9096,121,NA
"8471227",73,2262,112,380,43,0,0.9505,0.8868,155,NA
"8473575",57,1926,105,327,34,0,0.9455,0.896,139,NA
"8474636",30,811,56,202,15,0,0.9309,0.9257,71,NA
"8471239",58,1581,83,331,28,0,0.9475,0.9154,111,NA
"8475683",37,1116,69,240,22,0,0.9382,0.9083,91,NA
"8470657",39,1098,67,222,22,0,0.939,0.9009,89,NA
"8473503",41,1247,53,220,26,0,0.9575,0.8818,79,NA
"8471306",52,1737,85,277,24,0,0.9511,0.9134,109,NA
"8469608",32,1025,44,215,20,0,0.9571,0.907,64,NA
"8466141",68,2138,98,426,48,0,0.9542,0.8873,146,NA
"8473607",35,1032,49,254,16,0,0.9525,0.937,65,NA
"8470147",18,427,33,120,8,0,0.9227,0.9333,41,NA
"8474651",78,2392,113,469,35,0,0.9528,0.9254,148,NA
"8476234",23,636,44,153,12,0,0.9308,0.9216,56,NA
"8475852",57,1587,78,338,30,0,0.9509,0.9112,108,NA
"8474596",51,1365,74,287,21,0,0.9458,0.9268,95,NA
"8474152",29,860,51,142,10,0,0.9407,0.9296,61,NA
"8475234",8,188,12,41,4,0,0.9362,0.9024,16,NA
"8473972",26,718,52,158,23,0,0.9276,0.8544,75,NA
"8475883",48,1319,65,297,21,0,0.9507,0.9293,86,NA
"8478559",1,38,2,7,0,0,0.9474,1,2,NA
"8477237",55,1587,99,293,29,0,0.9376,0.901,128,NA
"8475663",34,1101,69,136,10,0,0.9373,0.9265,79,NA
"8471219",25,670,35,129,8,0,0.9478,0.938,43,NA
"8475195",29,873,55,154,16,0,0.937,0.8961,71,NA
"8470140",54,1568,96,279,27,0,0.9388,0.9032,123,NA
"8475361",24,676,43,134,12,0,0.9364,0.9104,55,NA
"8473499",14,410,16,85,9,0,0.961,0.8941,25,NA
"8471418",9,184,13,54,2,0,0.9293,0.963,15,NA
"8474765",19,459,30,116,14,0,0.9346,0.8793,44,NA
"8475311",21,598,32,89,5,0,0.9465,0.9438,37,NA
"8475622",20,507,28,85,4,0,0.9448,0.9529,32,NA
"8471774",13,286,24,65,7,0,0.9161,0.8923,31,NA
"8470860",36,1115,63,157,9,0,0.9435,0.9427,72,NA
"8477293",27,629,32,115,9,0,0.9491,0.9217,41,NA
"8477202",24,769,33,148,22,0,0.9571,0.8514,55,NA
"8473523",16,436,20,82,10,0,0.9541,0.878,30,NA
"8475831",22,580,31,132,7,0,0.9466,0.947,38,NA
"8476999",20,666,37,70,7,0,0.9444,0.9,44,NA
"8477356",1,33,0,7,0,0,1,1,0,NA
"8475299",22,672,37,100,11,0,0.9449,0.89,48,NA
"8473553",16,457,30,115,5,0,0.9344,0.9565,35,NA
"8473614",1,38,2,5,0,0,0.9474,1,2,NA
"8476883",32,945,51,222,20,0,0.946,0.9099,71,NA
"8474593",32,1052,62,210,15,0,0.9411,0.9286,77,NA
"8474682",6,106,9,23,3,0,0.9151,0.8696,12,NA
"8475717",20,574,30,122,7,0,0.9477,0.9426,37,NA
"8476434",42,1136,65,268,13,0,0.9428,0.9515,78,NA
"8476945",26,717,32,159,20,0,0.9554,0.8742,52,NA
"8477424",1,21,1,9,2,0,0.9524,0.7778,3,NA
"8476343",17,510,37,97,11,0,0.9275,0.8866,48,NA
"8476904",1,9,0,5,0,0,1,1,0,NA
"8476914",31,1078,51,185,18,0,0.9527,0.9027,69,NA
"8475839",39,1281,61,261,27,0,0.9524,0.8966,88,NA
"8476899",34,1013,50,192,14,0,0.9506,0.9271,64,NA
"8476433",1,8,1,0,0,0,0.875,NA,1,NA
"8475681",15,451,25,97,9,0,0.9446,0.9072,34,NA
"8476444",4,114,9,9,1,0,0.9211,0.8889,10,NA
"8476341",4,92,6,28,1,0,0.9348,0.9643,7,NA
"8476412",1,6,1,0,0,0,0.8333,NA,1,NA
"8477914",1,3,0,1,1,0,1,0,1,NA
"8469514",1,28,3,1,1,0,0.8929,0,4,NA
"8476316",5,179,15,28,2,0,0.9162,0.9286,17,NA
"8478999",2,16,1,6,3,0,0.9375,0.5,4,NA
"8477831",1,6,1,1,0,0,0.8333,1,1,NA
"8471186",2,28,3,4,1,0,0.8929,0.75,4,NA
"8475809",4,122,2,24,1,0,0.9836,0.9583,3,NA
"8473404",4,111,9,32,4,0,0.9189,0.875,13,NA
"8468038",1,12,1,6,0,0,0.9167,1,1,NA
"8479292",1,33,2,1,0,0,0.9394,1,2,NA
"8476309",1,33,3,3,1,0,0.9091,0.6667,4,NA
