"player_id","team_abbrev","gp_onice","cf_5v5","ca_5v5","gf_5v5","ga_5v5","ev_goals","ev_assists","pp_goals","pp_assists","pk_ga","pp_shots","pk_shots_against","pp_gf_onice","pk_ga_onice","xg_for_5v5","xg_against_5v5","pen_taken","pen_drawn","toi_5v5_sec","toi_pp_sec","toi_pk_sec","cf_pct_5v5","gf_per60_5v5","ga_per60_5v5","ev_points_per60","pp_points_per60","pk_ga_per60","pk_save_pct","pp_gf_onice_per60","pk_ga_onice_per60","xg_for_per60_5v5","xg_against_per60_5v5","toi_all_tracked_sec","pen_taken_per60","pen_drawn_per60","penalty_diff_per60"
"8467496","MTL",82,1328,1298,57,53,1,23,4,13,5,446,287,30,21,52.5758669392671,52.5605676156702,14,10,85155,12510,10063,50.6,2.41,2.24,1.01,4.89,1.79,0.9826,8.63,7.51,2.223,2.222,107728,0.47,0.33,-0.14
"8468504","TOR",60,546,445,20,26,4,11,2,3,3,311,1,13,0,24.1991714377073,21.3215853550937,6,7,34580,6644,169,55.1,2.08,2.71,1.56,2.71,63.91,-2,7.04,0,2.519,2.22,41393,0.52,0.61,0.09
"8469521","MTL",82,1075,962,47,39,8,27,1,11,3,340,198,24,16,42.0674199537607,42.1017967541702,18,19,65605,10175,6922,52.8,2.58,2.14,1.92,4.25,1.56,0.9848,8.49,8.32,2.308,2.31,82702,0.78,0.83,0.05
"8469707","TOR",77,1021,878,39,36,12,16,7,4,4,423,2,17,0,44.1964425056358,37.7999152444536,29,21,58910,10368,1075,53.8,2.38,2.2,1.71,3.82,13.4,-1,5.9,0,2.701,2.31,70353,1.48,1.07,-0.41
"8470039","MTL",80,874,868,33,43,13,9,0,1,0,56,185,2,13,36.0560942985467,36.9993644395145,16,13,58321,3315,6449,50.2,2.04,2.65,1.36,1.09,0,1,2.17,7.26,2.226,2.284,68085,0.85,0.69,-0.16
"8470104","MTL",45,575,591,18,21,1,0,0,0,0,12,130,0,12,23.0955340993241,24.4719948777347,6,2,38495,1065,4332,49.3,1.68,1.96,0.09,0,0,1,0,9.97,2.16,2.289,43892,0.49,0.16,-0.33
"8470120","MTL",15,167,134,7,5,1,3,0,0,1,41,0,2,0,6.91225887899054,5.59319274040172,6,1,9128,1452,81,55.5,2.76,1.97,1.58,0,44.44,NA,4.96,0,2.726,2.206,10661,2.03,0.34,-1.69
"8470207","TOR",46,467,543,13,23,6,1,2,2,0,217,1,11,0,22.2671565606724,23.245823135192,6,10,31930,5507,289,46.2,1.47,2.59,0.79,2.61,0,1,7.19,0,2.511,2.621,37726,0.57,0.95,0.38
"8470602","TOR",71,1177,1142,35,44,3,12,0,9,2,341,175,14,16,49.289925356512,50.2820535886567,36,33,72037,9333,7632,50.8,1.75,2.2,0.75,3.47,0.94,0.9886,5.4,7.55,2.463,2.513,89002,1.46,1.33,-0.13
"8471296","MTL",72,1160,1073,34,47,0,11,0,0,0,18,254,0,19,47.7637086578179,45.9698404898518,23,10,73482,2331,7687,51.9,1.67,2.3,0.54,0,0,1,0,8.9,2.34,2.252,83500,0.99,0.43,-0.56
"8471338","MTL",71,623,668,20,22,10,4,0,0,0,6,194,0,13,23.4751297608018,26.7747200750746,18,12,45029,1297,5388,48.3,1.6,1.76,1.12,0,0,1,0,8.69,1.877,2.141,51714,1.25,0.84,-0.41
"8471436","TOR",60,971,1086,29,47,2,5,0,2,0,16,339,2,28,40.9345657171798,47.5124381430796,16,6,62607,1798,10383,47.2,1.67,2.7,0.4,4,0,1,4,9.71,2.354,2.732,74788,0.77,0.29,-0.48
