season,game_type,player_id,team_abbrev,game_date,dist_all_mi,toi_all_sec,dist_even_mi,toi_even_sec,dist_pp_mi,toi_pp_sec,home
2023,2,8478402,EDM,2023-04-13,2.6535,916,2.0912,673,0.532,232,1
2023,2,8478402,EDM,2023-04-11,3.9158,1338,2.8938,952,0.8384,309,0
2023,2,8478402,EDM,2023-04-08,3.0159,1017,2.7581,912,0.2579,105,0
2023,2,8478402,EDM,2023-04-05,3.1476,1116,2.8584,1003,0.2892,113,0
2023,2,8478402,EDM,2023-04-04,3.7705,1367,2.3602,801,0.9386,366,0
2023,2,8478402,EDM,2023-04-01,3.2155,1089,2.606,884,0.5688,189,1
2023,2,8478402,EDM,2023-03-30,3.6332,1285,2.8328,1002,0.6072,205,1
2023,2,8478402,EDM,2023-03-28,3.1748,1070,2.5574,853,0.4923,175,0
2023,2,8478402,EDM,2023-03-27,3.4074,1217,2.9691,1042,0.2834,121,0
2023,2,8478402,EDM,2023-03-25,3.8042,1405,3.3067,1184,0.2974,133,1
2023,2,8477934,EDM,2023-04-13,1.8356,782,1.4054,528,0.367,233,1
2023,2,8477934,EDM,2023-04-11,3.6107,1462,2.882,1083,0.5543,313,0
2023,2,8477934,EDM,2023-04-08,2.6635,1021,2.4798,916,0.1837,105,0
2023,2,8477934,EDM,2023-04-05,2.9322,1117,2.6741,972,0.1928,117,0
2023,2,8477934,EDM,2023-04-04,3.2898,1361,2.5826,992,0.7072,369,0
2023,2,8477934,EDM,2023-04-01,3.1417,1243,2.5613,968,0.4007,200,1
2023,2,8477934,EDM,2023-03-30,3.5777,1425,3.095,1196,0.3999,209,1
2023,2,8477934,EDM,2023-03-28,2.8475,1089,2.3831,841,0.327,175,0
2023,2,8477934,EDM,2023-03-27,2.4289,1067,2.1511,897,0.2079,126,0
2023,2,8477934,EDM,2023-03-25,2.9546,1148,2.7351,1002,0.195,134,1
2023,2,8476453,TBL,2023-04-13,2.6531,1001,2.4733,918,0.1798,83,1
2023,2,8476453,TBL,2023-04-11,3.1811,1261,1.6176,641,1.5634,620,1
2023,2,8476453,TBL,2023-04-08,3.0689,1176,2.1385,801,0.9304,375,0
2023,2,8476453,TBL,2023-04-06,2.7886,1071,2.6734,1020,0.1152,51,0
2023,2,8476453,TBL,2023-04-05,3.5824,1306,3.119,1114,0.4459,187,0
2023,2,8476453,TBL,2023-04-01,2.8662,1126,2.5217,984,0.3445,142,1
2023,2,8476453,TBL,2023-03-30,2.9228,1048,2.7973,997,0.1256,51,1
2023,2,8476453,TBL,2023-03-28,3.1744,1184,2.9342,1096,0.2402,88,0
2023,2,8476453,TBL,2023-03-25,3.1858,1219,2.4954,906,0.671,303,0
2023,2,8476453,TBL,2023-03-23,3.1657,1187,2.5263,919,0.6394,268,0
2023,2,8477956,BOS,2023-04-13,2.5673,1092,1.7881,766,0.764,318,0
2023,2,8477956,BOS,2023-04-11,3.0324,1045,2.7554,918,0.277,127,1
2023,2,8477956,BOS,2023-04-09,2.5567,904,2.4203,834,0.1364,70,0
2023,2,8477956,BOS,2023-04-08,3.1742,1097,3.0263,1033,0.1223,56,1
2023,2,8477956,BOS,2023-04-06,2.7928,1136,2.152,836,0.6016,287,1
2023,2,8477956,BOS,2023-04-02,3.2601,1222,3.0725,1138,0.1841,81,0
2023,2,8477956,BOS,2023-04-01,3.1286,1172,2.3881,868,0.712,290,0
2023,2,8477956,BOS,2023-03-30,2.884,1038,2.0162,686,0.8495,345,1
2023,2,8477956,BOS,2023-03-28,3.2112,1206,2.0781,770,1.1331,436,1
2023,2,8477956,BOS,2023-03-26,3.861,1350,3.647,1266,0.2031,83,0
2023,2,8477492,COL,2023-04-14,3.7675,1414,3.0034,1099,0.7381,304,0
2023,2,8477492,COL,2023-04-13,3.3189,1220,2.811,983,0.5079,237,1
2023,2,8477492,COL,2023-04-11,4.1791,1515,3.3703,1184,0.7715,320,1
2023,2,8477492,COL,2023-04-09,3.9545,1515,3.0458,1070,0.9087,445,0
2023,2,8477492,COL,2023-04-08,3.2899,1238,2.8083,1054,0.4815,184,0
2023,2,8477492,COL,2023-04-06,3.0843,1120,2.847,1010,0.2374,110,0
2023,2,8477492,COL,2023-04-04,4.0001,1492,3.2854,1177,0.7147,315,0
2023,2,8477492,COL,2023-04-01,3.3315,1262,2.7823,1022,0.5492,240,1
2023,2,8477492,COL,2023-03-29,3.8912,1459,3.2055,1162,0.6857,297,1
2023,2,8477492,COL,2023-03-27,3.0569,1213,2.6516,1023,0.4053,190,0
2023,2,8479314,FLA,2023-04-13,2.9527,1222,2.5662,1030,0.3772,188,1
2023,2,8479314,FLA,2023-04-10,3.3114,1354,2.8187,1114,0.4927,240,1
2023,2,8479314,FLA,2023-04-08,3.1557,1355,2.5248,971,0.6309,384,0
2023,2,8479314,FLA,2023-04-06,1.8228,690,1.6198,604,0.203,86,1
2023,2,8479314,FLA,2023-04-04,3.104,1293,2.3565,913,0.7475,380,1
2023,2,8479314,FLA,2023-04-01,2.2883,926,1.8911,709,0.3972,217,0
2023,2,8479314,FLA,2023-03-30,3.0195,1147,2.74,991,0.2795,156,0
2023,2,8479314,FLA,2023-03-29,3.0275,1259,2.2854,859,0.7421,400,0
2023,2,8479314,FLA,2023-03-27,3.4965,1488,2.4885,969,0.9039,474,0
2023,2,8479314,FLA,2023-03-25,2.9467,1244,2.529,1034,0.4177,210,1
2023,2,8480027,DAL,2023-04-13,3.0725,1165,2.7095,1035,0.363,130,1
2023,2,8480027,DAL,2023-04-12,2.6924,1022,2.1098,753,0.5826,269,0
2023,2,8480027,DAL,2023-04-10,2.4162,910,2.0915,765,0.3247,145,0
2023,2,8480027,DAL,2023-04-08,3.4613,1252,3.1579,1112,0.3034,139,1
2023,2,8480027,DAL,2023-04-06,2.4498,932,2.2667,851,0.1831,81,1
2023,2,8480027,DAL,2023-04-03,2.4654,944,2.0422,756,0.4232,188,1
2023,2,8480027,DAL,2023-04-01,3.2755,1268,2.3759,885,0.8996,383,0
2023,2,8480027,DAL,2023-03-31,3.0109,1211,2.3154,887,0.6955,324,0
2023,2,8480027,DAL,2023-03-28,2.7357,1034,2.1476,792,0.5881,242,0
2023,2,8480027,DAL,2023-03-25,3.1815,1249,2.338,880,0.8435,369,1
2023,2,8478420,COL,2023-04-14,2.8883,1142,2.3571,897,0.5089,234,0
2023,2,8478420,COL,2023-04-13,2.6969,1160,2.2296,905,0.4673,255,1
2023,2,8478420,COL,2023-04-11,3.4744,1397,2.8167,1058,0.6577,339,1
2023,2,8478420,COL,2023-04-09,3.5302,1519,2.6809,1061,0.8493,458,0
2023,2,8478420,COL,2023-04-08,3.1698,1292,2.7321,1093,0.4377,199,0
2023,2,8478420,COL,2023-04-06,2.7662,1071,2.5467,962,0.2195,109,0
2023,2,8478420,COL,2023-04-04,3.7436,1499,3.0538,1177,0.6898,322,0
2023,2,8478420,COL,2023-04-01,3.2277,1316,2.7809,1082,0.4468,234,1
2023,2,8478420,COL,2023-03-29,3.5461,1446,2.9057,1124,0.6404,322,1
2023,2,8478420,COL,2023-03-27,3.002,1246,2.576,1039,0.426,207,0
2023,2,8476454,EDM,2023-04-13,2.1332,902,1.382,505,0.3835,231,1
2023,2,8476454,EDM,2023-04-11,3.0524,1304,2.1744,849,0.5864,311,0
2023,2,8476454,EDM,2023-04-08,2.9351,1148,2.3519,895,0.1939,105,0
2023,2,8476454,EDM,2023-04-05,2.7761,1038,2.5135,918,0.2626,120,0
2023,2,8476454,EDM,2023-04-04,3.4831,1381,2.4761,879,0.6904,365,0
2023,2,8476454,EDM,2023-04-01,2.5946,1011,1.9677,737,0.4506,192,1
2023,2,8476454,EDM,2023-03-30,3.1663,1247,2.347,863,0.3968,181,1
2023,2,8476454,EDM,2023-03-28,2.9139,1127,2.2684,822,0.335,175,0
2023,2,8476454,EDM,2023-03-27,2.5083,1021,1.9129,764,0.2284,118,0
2023,2,8476454,EDM,2023-03-25,3.3443,1238,2.8277,1017,0.2488,132,1
