season,game_type,team_id,team_abbrev,zone,goals,sog,sh_pct
2023,2,6,BOS,R Net Side,5,78,0.0641
2023,2,6,BOS,R Point,3,143,0.021
2023,2,9,OTT,Behind the Net,0,14,0
2023,2,9,OTT,Beyond Red Line,4,96,0.0417
2023,2,9,OTT,Center Point,8,183,0.0437
2023,2,9,OTT,Crease,10,57,0.1754
2023,2,9,OTT,High Slot,40,270,0.1481
2023,2,9,OTT,L Circle,17,246,0.0691
2023,2,9,OTT,L Corner,0,6,0
2023,2,9,OTT,L Net Side,11,74,0.1486
2023,2,9,OTT,L Point,3,180,0.0167
2023,2,9,OTT,Low Slot,136,753,0.1806
2023,2,9,OTT,Offensive Neutral Zone,2,100,0.02
2023,2,9,OTT,Outside L,3,150,0.02
2023,2,9,OTT,Outside R,3,168,0.0179
2023,2,9,OTT,R Circle,17,204,0.0833
2023,2,9,OTT,R Corner,0,5,0
2023,2,9,OTT,R Net Side,2,62,0.0323
2023,2,9,OTT,R Point,3,178,0.0169
2023,2,5,PIT,Behind the Net,1,31,0.0323
2023,2,5,PIT,Beyond Red Line,1,93,0.0108
2023,2,5,PIT,Center Point,5,233,0.0215
2023,2,5,PIT,Crease,15,60,0.25
2023,2,5,PIT,High Slot,32,292,0.1096
2023,2,5,PIT,L Circle,15,201,0.0746
2023,2,5,PIT,L Corner,0,5,0
2023,2,5,PIT,L Net Side,3,59,0.0508
2023,2,5,PIT,L Point,5,211,0.0237
2023,2,5,PIT,Low Slot,137,802,0.1708
2023,2,5,PIT,Offensive Neutral Zone,3,86,0.0349
2023,2,5,PIT,Outside L,4,121,0.0331
2023,2,5,PIT,Outside R,4,128,0.0313
2023,2,5,PIT,R Circle,23,207,0.1111
2023,2,5,PIT,R Corner,1,12,0.0833
2023,2,5,PIT,R Net Side,9,85,0.1059
2023,2,5,PIT,R Point,3,192,0.0156
2023,2,4,PHI,Behind the Net,2,16,0.125
2023,2,4,PHI,Beyond Red Line,1,54,0.0185
2023,2,4,PHI,Center Point,7,194,0.0361
2023,2,4,PHI,Crease,14,59,0.2373
2023,2,4,PHI,High Slot,24,222,0.1081
2023,2,4,PHI,L Circle,16,193,0.0829
2023,2,4,PHI,L Corner,0,10,0
2023,2,4,PHI,L Net Side,3,59,0.0508
2023,2,4,PHI,L Point,5,200,0.025
2023,2,4,PHI,Low Slot,109,577,0.1889
2023,2,4,PHI,Offensive Neutral Zone,2,91,0.022
2023,2,4,PHI,Outside L,1,150,0.0067
2023,2,4,PHI,Outside R,5,134,0.0373
2023,2,4,PHI,R Circle,19,196,0.0969
2023,2,4,PHI,R Corner,0,5,0
2023,2,4,PHI,R Net Side,4,61,0.0656
2023,2,4,PHI,R Point,8,195,0.041
2023,2,15,WSH,Behind the Net,0,6,0
2023,2,15,WSH,Beyond Red Line,7,65,0.1077
2023,2,15,WSH,Center Point,2,146,0.0137
2023,2,15,WSH,Crease,11,50,0.22
2023,2,15,WSH,High Slot,40,253,0.1581
2023,2,15,WSH,L Circle,26,247,0.1053
2023,2,15,WSH,L Corner,0,4,0
2023,2,15,WSH,L Net Side,6,73,0.0822
2023,2,15,WSH,L Point,2,184,0.0109
2023,2,15,WSH,Low Slot,125,680,0.1838
2023,2,15,WSH,Offensive Neutral Zone,0,95,0
2023,2,15,WSH,Outside L,6,132,0.0455
2023,2,15,WSH,Outside R,4,143,0.028
2023,2,15,WSH,R Circle,19,230,0.0826
2023,2,15,WSH,R Corner,0,5,0
2023,2,15,WSH,R Net Side,5,73,0.0685
2023,2,15,WSH,R Point,0,163,0
2023,2,54,VGK,Behind the Net,1,25,0.04
2023,2,54,VGK,Beyond Red Line,5,71,0.0704
2023,2,54,VGK,Center Point,6,191,0.0314
2023,2,54,VGK,Crease,15,79,0.1899
2023,2,54,VGK,High Slot,39,275,0.1418
2023,2,54,VGK,L Circle,16,219,0.0731
2023,2,54,VGK,L Corner,0,8,0
2023,2,54,VGK,L Net Side,7,68,0.1029
2023,2,54,VGK,L Point,6,175,0.0343
2023,2,54,VGK,Low Slot,131,690,0.1899
2023,2,54,VGK,Offensive Neutral Zone,2,87,0.023
2023,2,54,VGK,Outside L,5,107,0.0467
2023,2,54,VGK,Outside R,2,115,0.0174
2023,2,54,VGK,R Circle,18,236,0.0763
2023,2,54,VGK,R Corner,2,5,0.4
2023,2,54,VGK,R Net Side,8,56,0.1429
2023,2,54,VGK,R Point,4,180,0.0222
2023,2,22,EDM,Behind the Net,5,21,0.2381
2023,2,22,EDM,Beyond Red Line,3,68,0.0441
2023,2,22,EDM,Center Point,13,189,0.0688
2023,2,22,EDM,Crease,15,78,0.1923
2023,2,22,EDM,High Slot,36,272,0.1324
2023,2,22,EDM,L Circle,27,267,0.1011
2023,2,22,EDM,L Corner,0,5,0
2023,2,22,EDM,L Net Side,3,68,0.0441
2023,2,22,EDM,L Point,5,187,0.0267
2023,2,22,EDM,Low Slot,163,854,0.1909
2023,2,22,EDM,Offensive Neutral Zone,0,69,0
2023,2,22,EDM,Outside L,3,114,0.0263
2023,2,22,EDM,Outside R,8,96,0.0833
2023,2,22,EDM,R Circle,30,210,0.1429
2023,2,22,EDM,R Corner,0,4,0
2023,2,22,EDM,R Net Side,13,114,0.114
2023,2,22,EDM,R Point,1,138,0.0072
2023,2,17,DET,Behind the Net,0,6,0
2023,2,17,DET,Beyond Red Line,4,76,0.0526
2023,2,17,DET,Center Point,6,173,0.0347
2023,2,17,DET,Crease,15,52,0.2885
2023,2,17,DET,High Slot,32,228,0.1404
2023,2,17,DET,L Circle,26,235,0.1106
2023,2,17,DET,L Corner,0,4,0
2023,2,17,DET,L Net Side,4,58,0.069
2023,2,17,DET,L Point,7,180,0.0389
2023,2,17,DET,Low Slot,99,593,0.1669
2023,2,17,DET,Offensive Neutral Zone,1,65,0.0154
2023,2,17,DET,Outside L,11,133,0.0827
2023,2,17,DET,Outside R,4,109,0.0367
2023,2,17,DET,R Circle,19,186,0.1022
2023,2,17,DET,R Corner,0,5,0
2023,2,17,DET,R Net Side,7,65,0.1077
2023,2,17,DET,R Point,2,144,0.0139
2023,2,29,CBJ,Behind the Net,1,18,0.0556
2023,2,29,CBJ,Beyond Red Line,5,77,0.0649
2023,2,29,CBJ,Center Point,2,141,0.0142
2023,2,29,CBJ,Crease,9,67,0.1343
2023,2,29,CBJ,High Slot,28,277,0.1011
2023,2,29,CBJ,L Circle,28,239,0.1172
2023,2,29,CBJ,L Corner,0,6,0
2023,2,29,CBJ,L Net Side,8,63,0.127
2023,2,29,CBJ,L Point,4,179,0.0223
2023,2,29,CBJ,Low Slot,80,548,0.146
2023,2,29,CBJ,Offensive Neutral Zone,0,65,0
2023,2,29,CBJ,Outside L,10,127,0.0787
2023,2,29,CBJ,Outside R,4,144,0.0278
2023,2,29,CBJ,R Circle,24,207,0.1159
2023,2,29,CBJ,R Corner,0,1,0
2023,2,29,CBJ,R Net Side,6,76,0.0789
2023,2,29,CBJ,R Point,4,164,0.0244
2023,2,24,ANA,Behind the Net,0,14,0
2023,2,24,ANA,Beyond Red Line,2,92,0.0217
2023,2,24,ANA,Center Point,15,139,0.1079
2023,2,24,ANA,Crease,8,29,0.2759
2023,2,24,ANA,High Slot,28,225,0.1244
2023,2,24,ANA,L Circle,12,174,0.069
2023,2,24,ANA,L Corner,0,1,0
2023,2,24,ANA,L Net Side,4,52,0.0769
2023,2,24,ANA,L Point,4,175,0.0229
2023,2,24,ANA,Low Slot,95,614,0.1547
2023,2,24,ANA,Offensive Neutral Zone,1,131,0.0076
2023,2,24,ANA,Outside L,3,122,0.0246
2023,2,24,ANA,Outside R,9,151,0.0596
2023,2,24,ANA,R Circle,18,202,0.0891
2023,2,24,ANA,R Corner,0,7,0
2023,2,24,ANA,R Net Side,3,62,0.0484
2023,2,24,ANA,R Point,4,136,0.0294
2023,2,2,NYI,Behind the Net,3,18,0.1667
2023,2,2,NYI,Beyond Red Line,6,72,0.0833
2023,2,2,NYI,Center Point,12,195,0.0615
2023,2,2,NYI,Crease,10,52,0.1923
2023,2,2,NYI,High Slot,34,263,0.1293
2023,2,2,NYI,L Circle,22,232,0.0948
2023,2,2,NYI,L Corner,1,4,0.25
2023,2,2,NYI,L Net Side,0,44,0
2023,2,2,NYI,L Point,5,196,0.0255
2023,2,2,NYI,Low Slot,107,690,0.1551
2023,2,2,NYI,Offensive Neutral Zone,2,61,0.0328
2023,2,2,NYI,Outside L,4,80,0.05
2023,2,2,NYI,Outside R,4,101,0.0396
2023,2,2,NYI,R Circle,16,220,0.0727
2023,2,2,NYI,R Corner,0,3,0
2023,2,2,NYI,R Net Side,7,76,0.0921
2023,2,2,NYI,R Point,9,217,0.0415
2023,2,26,LAK,Behind the Net,2,9,0.2222
2023,2,26,LAK,Beyond Red Line,8,79,0.1013
2023,2,26,LAK,Center Point,9,194,0.0464
2023,2,26,LAK,Crease,7,39,0.1795
2023,2,26,LAK,High Slot,30,272,0.1103
2023,2,26,LAK,L Circle,26,244,0.1066
2023,2,26,LAK,L Corner,0,5,0
2023,2,26,LAK,L Net Side,4,67,0.0597
2023,2,26,LAK,L Point,3,217,0.0138
2023,2,26,LAK,Low Slot,123,711,0.173
2023,2,26,LAK,Offensive Neutral Zone,0,44,0
2023,2,26,LAK,Outside L,6,154,0.039
2023,2,26,LAK,Outside R,9,143,0.0629
2023,2,26,LAK,R Circle,33,231,0.1429
2023,2,26,LAK,R Corner,0,1,0
2023,2,26,LAK,R Net Side,12,66,0.1818
2023,2,26,LAK,R Point,2,182,0.011
2023,2,1,NJD,Behind the Net,2,16,0.125
2023,2,1,NJD,Beyond Red Line,4,82,0.0488
2023,2,1,NJD,Center Point,7,172,0.0407
2023,2,1,NJD,Crease,10,50,0.2
2023,2,1,NJD,High Slot,38,290,0.131
2023,2,1,NJD,L Circle,28,265,0.1057
2023,2,1,NJD,L Corner,0,4,0
2023,2,1,NJD,L Net Side,7,69,0.1014
2023,2,1,NJD,L Point,6,175,0.0343
2023,2,1,NJD,Low Slot,134,799,0.1677
2023,2,1,NJD,Offensive Neutral Zone,1,51,0.0196
2023,2,1,NJD,Outside L,2,147,0.0136
2023,2,1,NJD,Outside R,11,154,0.0714
2023,2,1,NJD,R Circle,27,266,0.1015
2023,2,1,NJD,R Corner,1,2,0.5
2023,2,1,NJD,R Net Side,6,91,0.0659
2023,2,1,NJD,R Point,5,188,0.0266
2023,2,19,STL,Behind the Net,2,14,0.1429
2023,2,19,STL,Beyond Red Line,4,63,0.0635
2023,2,19,STL,Center Point,8,168,0.0476
2023,2,19,STL,Crease,8,20,0.4
2023,2,19,STL,High Slot,50,324,0.1543
2023,2,19,STL,L Circle,31,209,0.1483
2023,2,19,STL,L Corner,0,1,0
2023,2,19,STL,L Net Side,4,56,0.0714
2023,2,19,STL,L Point,4,125,0.032
2023,2,19,STL,Low Slot,110,612,0.1797
2023,2,19,STL,Offensive Neutral Zone,0,73,0
2023,2,19,STL,Outside L,5,103,0.0485
2023,2,19,STL,Outside R,6,122,0.0492
2023,2,19,STL,R Circle,21,222,0.0946
2023,2,19,STL,R Corner,0,2,0
2023,2,19,STL,R Net Side,6,67,0.0896
2023,2,19,STL,R Point,1,160,0.0063
2023,2,18,NSH,Behind the Net,3,17,0.1765
2023,2,18,NSH,Beyond Red Line,5,60,0.0833
2023,2,18,NSH,Center Point,9,217,0.0415
2023,2,18,NSH,Crease,17,57,0.2982
2023,2,18,NSH,High Slot,23,264,0.0871
2023,2,18,NSH,L Circle,19,198,0.096
2023,2,18,NSH,L Corner,0,1,0
2023,2,18,NSH,L Net Side,1,42,0.0238
2023,2,18,NSH,L Point,7,170,0.0412
2023,2,18,NSH,Low Slot,103,645,0.1597
2023,2,18,NSH,Offensive Neutral Zone,1,53,0.0189
2023,2,18,NSH,Outside L,2,122,0.0164
2023,2,18,NSH,Outside R,8,143,0.0559
2023,2,18,NSH,R Circle,15,209,0.0718
2023,2,18,NSH,R Corner,0,1,0
2023,2,18,NSH,R Net Side,6,64,0.0938
2023,2,18,NSH,R Point,4,156,0.0256
2023,2,28,SJS,Behind the Net,1,17,0.0588
2023,2,28,SJS,Beyond Red Line,4,57,0.0702
2023,2,28,SJS,Center Point,11,149,0.0738
2023,2,28,SJS,Crease,12,66,0.1818
2023,2,28,SJS,High Slot,32,284,0.1127
2023,2,28,SJS,L Circle,15,223,0.0673
2023,2,28,SJS,L Corner,0,6,0
2023,2,28,SJS,L Net Side,8,62,0.129
2023,2,28,SJS,L Point,4,164,0.0244
2023,2,28,SJS,Low Slot,106,685,0.1547
2023,2,28,SJS,Offensive Neutral Zone,2,63,0.0317
2023,2,28,SJS,Outside L,3,119,0.0252
2023,2,28,SJS,Outside R,9,98,0.0918
2023,2,28,SJS,R Circle,14,223,0.0628
2023,2,28,SJS,R Corner,0,3,0
2023,2,28,SJS,R Net Side,8,70,0.1143
2023,2,28,SJS,R Point,4,126,0.0317
2023,2,13,FLA,Behind the Net,1,7,0.1429
2023,2,13,FLA,Beyond Red Line,2,78,0.0256
2023,2,13,FLA,Center Point,7,237,0.0295
2023,2,13,FLA,Crease,8,44,0.1818
2023,2,13,FLA,High Slot,30,303,0.099
2023,2,13,FLA,L Circle,26,274,0.0949
2023,2,13,FLA,L Corner,0,5,0
2023,2,13,FLA,L Net Side,7,82,0.0854
2023,2,13,FLA,L Point,6,237,0.0253
2023,2,13,FLA,Low Slot,150,858,0.1748
2023,2,13,FLA,Offensive Neutral Zone,4,81,0.0494
2023,2,13,FLA,Outside L,5,140,0.0357
2023,2,13,FLA,Outside R,5,111,0.045
2023,2,13,FLA,R Circle,23,263,0.0875
2023,2,13,FLA,R Corner,0,4,0
2023,2,13,FLA,R Net Side,9,92,0.0978
2023,2,13,FLA,R Point,5,203,0.0246
2023,2,52,WPG,Behind the Net,0,15,0
2023,2,52,WPG,Beyond Red Line,4,59,0.0678
2023,2,52,WPG,Center Point,6,177,0.0339
2023,2,52,WPG,Crease,11,30,0.3667
2023,2,52,WPG,High Slot,31,260,0.1192
2023,2,52,WPG,L Circle,24,237,0.1013
2023,2,52,WPG,L Corner,0,1,0
2023,2,52,WPG,L Net Side,3,57,0.0526
2023,2,52,WPG,L Point,8,151,0.053
2023,2,52,WPG,Low Slot,121,693,0.1746
2023,2,52,WPG,Offensive Neutral Zone,0,62,0
2023,2,52,WPG,Outside L,6,150,0.04
2023,2,52,WPG,Outside R,5,119,0.042
2023,2,52,WPG,R Circle,19,241,0.0788
2023,2,52,WPG,R Corner,0,2,0
2023,2,52,WPG,R Net Side,6,65,0.0923
2023,2,52,WPG,R Point,2,167,0.012
2023,2,55,SEA,Behind the Net,5,21,0.2381
2023,2,55,SEA,Beyond Red Line,4,59,0.0678
2023,2,55,SEA,Center Point,7,189,0.037
2023,2,55,SEA,Crease,18,51,0.3529
2023,2,55,SEA,High Slot,45,294,0.15310000000000001
2023,2,55,SEA,L Circle,33,245,0.1347
2023,2,55,SEA,L Corner,0,2,0
2023,2,55,SEA,L Net Side,3,55,0.0545
2023,2,55,SEA,L Point,7,172,0.0407
2023,2,55,SEA,Low Slot,114,572,0.1993
2023,2,55,SEA,Offensive Neutral Zone,4,77,0.0519
2023,2,55,SEA,Outside L,2,122,0.0164
2023,2,55,SEA,Outside R,5,146,0.0342
2023,2,55,SEA,R Circle,27,216,0.125
2023,2,55,SEA,R Corner,0,6,0
2023,2,55,SEA,R Net Side,9,77,0.1169
2023,2,55,SEA,R Point,6,193,0.0311
2023,2,10,TOR,Behind the Net,2,10,0.2
2023,2,10,TOR,Beyond Red Line,3,65,0.0462
2023,2,10,TOR,Center Point,9,169,0.0533
2023,2,10,TOR,Crease,15,80,0.1875
2023,2,10,TOR,High Slot,38,300,0.1267
2023,2,10,TOR,L Circle,23,261,0.0881
2023,2,10,TOR,L Corner,0,2,0
2023,2,10,TOR,L Net Side,3,58,0.0517
2023,2,10,TOR,L Point,3,163,0.0184
2023,2,10,TOR,Low Slot,144,819,0.1758
2023,2,10,TOR,Offensive Neutral Zone,1,39,0.0256
2023,2,10,TOR,Outside L,2,130,0.0154
2023,2,10,TOR,Outside R,6,131,0.0458
2023,2,10,TOR,R Circle,19,209,0.0909
2023,2,10,TOR,R Corner,0,2,0
2023,2,10,TOR,R Net Side,6,70,0.0857
2023,2,10,TOR,R Point,4,120,0.0333
2023,2,20,CGY,Behind the Net,2,12,0.1667
2023,2,20,CGY,Beyond Red Line,3,81,0.037
2023,2,20,CGY,Center Point,9,221,0.0407
2023,2,20,CGY,Crease,13,60,0.2167
2023,2,20,CGY,High Slot,36,380,0.0947
2023,2,20,CGY,L Circle,25,264,0.0947
2023,2,20,CGY,L Corner,0,3,0
2023,2,20,CGY,L Net Side,7,73,0.0959
2023,2,20,CGY,L Point,5,206,0.0243
2023,2,20,CGY,Low Slot,114,689,0.1655
2023,2,20,CGY,Offensive Neutral Zone,0,119,0
2023,2,20,CGY,Outside L,3,130,0.0231
2023,2,20,CGY,Outside R,9,161,0.0559
2023,2,20,CGY,R Circle,21,264,0.0795
2023,2,20,CGY,R Corner,0,5,0
2023,2,20,CGY,R Net Side,4,81,0.0494
2023,2,20,CGY,R Point,7,199,0.0352
2023,2,3,NYR,Behind the Net,1,13,0.0769
2023,2,3,NYR,Beyond Red Line,4,65,0.0615
2023,2,3,NYR,Center Point,5,168,0.0298
2023,2,3,NYR,Crease,10,53,0.1887
2023,2,3,NYR,High Slot,28,239,0.1172
2023,2,3,NYR,L Circle,23,251,0.0916
2023,2,3,NYR,L Corner,0,4,0
2023,2,3,NYR,L Net Side,9,79,0.1139
2023,2,3,NYR,L Point,2,171,0.0117
2023,2,3,NYR,Low Slot,141,713,0.1978
2023,2,3,NYR,Offensive Neutral Zone,2,49,0.0408
2023,2,3,NYR,Outside L,10,156,0.0641
2023,2,3,NYR,Outside R,5,116,0.0431
2023,2,3,NYR,R Circle,17,203,0.0837
2023,2,3,NYR,R Corner,0,5,0
2023,2,3,NYR,R Net Side,8,91,0.0879
2023,2,3,NYR,R Point,8,206,0.0388
2023,2,16,CHI,Behind the Net,1,13,0.0769
2023,2,16,CHI,Beyond Red Line,2,58,0.0345
2023,2,16,CHI,Center Point,6,142,0.0423
2023,2,16,CHI,Crease,17,59,0.2881
2023,2,16,CHI,High Slot,26,228,0.114
2023,2,16,CHI,L Circle,17,236,0.072
2023,2,16,CHI,L Corner,1,4,0.25
2023,2,16,CHI,L Net Side,3,48,0.0625
2023,2,16,CHI,L Point,2,161,0.0124
2023,2,16,CHI,Low Slot,96,515,0.1864
2023,2,16,CHI,Offensive Neutral Zone,0,65,0
2023,2,16,CHI,Outside L,1,147,0.0068
2023,2,16,CHI,Outside R,3,124,0.0242
2023,2,16,CHI,R Circle,16,185,0.0865
2023,2,16,CHI,R Corner,0,1,0
2023,2,16,CHI,R Net Side,5,51,0.098
2023,2,16,CHI,R Point,6,173,0.0347
2023,2,23,VAN,Behind the Net,1,18,0.0556
2023,2,23,VAN,Beyond Red Line,6,67,0.0896
2023,2,23,VAN,Center Point,8,205,0.039
2023,2,23,VAN,Crease,17,50,0.34
2023,2,23,VAN,High Slot,37,250,0.148
2023,2,23,VAN,L Circle,16,228,0.0702
2023,2,23,VAN,L Corner,0,4,0
2023,2,23,VAN,L Net Side,2,60,0.0333
2023,2,23,VAN,L Point,5,148,0.0338
2023,2,23,VAN,Low Slot,135,709,0.1904
2023,2,23,VAN,Offensive Neutral Zone,1,49,0.0204
2023,2,23,VAN,Outside L,1,124,0.0081
2023,2,23,VAN,Outside R,4,102,0.0392
2023,2,23,VAN,R Circle,19,204,0.0931
2023,2,23,VAN,R Corner,0,3,0
2023,2,23,VAN,R Net Side,5,62,0.0806
2023,2,23,VAN,R Point,13,155,0.0839
2023,2,53,PHX,Behind the Net,1,13,0.0769
2023,2,53,PHX,Beyond Red Line,2,60,0.0333
2023,2,53,PHX,Center Point,7,146,0.0479
2023,2,53,PHX,Crease,12,45,0.2667
2023,2,53,PHX,High Slot,35,259,0.1351
2023,2,53,PHX,L Circle,21,200,0.105
2023,2,53,PHX,L Corner,0,2,0
2023,2,53,PHX,L Net Side,8,47,0.1702
2023,2,53,PHX,L Point,4,143,0.028
2023,2,53,PHX,Low Slot,99,539,0.1837
2023,2,53,PHX,Offensive Neutral Zone,0,42,0
2023,2,53,PHX,Outside L,5,107,0.0467
2023,2,53,PHX,Outside R,7,111,0.0631
2023,2,53,PHX,R Circle,20,221,0.0905
2023,2,53,PHX,R Corner,0,3,0
2023,2,53,PHX,R Net Side,3,45,0.0667
2023,2,53,PHX,R Point,1,136,0.0074
