season,game_type,player_id,team_abbrev,zone,sog,goals,sh_pct
2023,2,8478402,EDM,Behind the Net,10,3,0.3
2023,2,8478402,EDM,Beyond Red Line,3,1,0.3333
2023,2,8478402,EDM,Center Point,3,0,0
2023,2,8478402,EDM,Crease,10,3,0.3
2023,2,8478402,EDM,High Slot,34,8,0.2353
2023,2,8478402,EDM,L Circle,50,12,0.24
2023,2,8478402,EDM,L Corner,1,0,0
2023,2,8478402,EDM,L Net Side,23,1,0.0435
2023,2,8478402,EDM,L Point,3,0,0
2023,2,8478402,EDM,Low Slot,151,32,0.2119
2023,2,8478402,EDM,Offensive Neutral Zone,2,0,0
2023,2,8478402,EDM,Outside L,12,1,0.0833
2023,2,8478402,EDM,Outside R,7,0,0
2023,2,8478402,EDM,R Circle,26,3,0.1154
2023,2,8478402,EDM,R Corner,0,0,0
2023,2,8478402,EDM,R Net Side,17,0,0
2023,2,8478402,EDM,R Point,0,0,0
2023,2,8477934,EDM,Behind the Net,1,0,0
2023,2,8477934,EDM,Beyond Red Line,2,0,0
2023,2,8477934,EDM,Center Point,3,0,0
2023,2,8477934,EDM,Crease,0,0,0
2023,2,8477934,EDM,High Slot,28,3,0.1071
2023,2,8477934,EDM,L Circle,11,2,0.1818
2023,2,8477934,EDM,L Corner,0,0,0
2023,2,8477934,EDM,L Net Side,8,0,0
2023,2,8477934,EDM,L Point,5,0,0
2023,2,8477934,EDM,Low Slot,76,26,0.3421
2023,2,8477934,EDM,Offensive Neutral Zone,4,0,0
2023,2,8477934,EDM,Outside L,6,0,0
2023,2,8477934,EDM,Outside R,23,6,0.2609
2023,2,8477934,EDM,R Circle,37,6,0.1622
2023,2,8477934,EDM,R Corner,2,0,0
2023,2,8477934,EDM,R Net Side,38,9,0.2368
2023,2,8477934,EDM,R Point,3,0,0
2023,2,8476453,TBL,Behind the Net,3,0,0
2023,2,8476453,TBL,Beyond Red Line,2,1,0.5
2023,2,8476453,TBL,Center Point,11,1,0.0909
2023,2,8476453,TBL,Crease,2,1,0.5
2023,2,8476453,TBL,High Slot,46,4,0.087
2023,2,8476453,TBL,L Circle,14,0,0
2023,2,8476453,TBL,L Corner,0,0,0
2023,2,8476453,TBL,L Net Side,2,0,0
2023,2,8476453,TBL,L Point,7,0,0
2023,2,8476453,TBL,Low Slot,49,11,0.2245
2023,2,8476453,TBL,Offensive Neutral Zone,2,0,0
2023,2,8476453,TBL,Outside L,3,0,0
2023,2,8476453,TBL,Outside R,30,2,0.0667
2023,2,8476453,TBL,R Circle,72,9,0.125
2023,2,8476453,TBL,R Corner,0,0,0
2023,2,8476453,TBL,R Net Side,15,1,0.0667
2023,2,8476453,TBL,R Point,13,0,0
2023,2,8477956,BOS,Behind the Net,5,0,0
2023,2,8477956,BOS,Beyond Red Line,2,0,0
2023,2,8477956,BOS,Center Point,26,0,0
2023,2,8477956,BOS,Crease,2,1,0.5
2023,2,8477956,BOS,High Slot,55,9,0.1636
2023,2,8477956,BOS,L Circle,74,15,0.2027
2023,2,8477956,BOS,L Corner,1,0,0
2023,2,8477956,BOS,L Net Side,18,3,0.1667
2023,2,8477956,BOS,L Point,20,0,0
2023,2,8477956,BOS,Low Slot,105,16,0.1524
2023,2,8477956,BOS,Offensive Neutral Zone,5,1,0.2
2023,2,8477956,BOS,Outside L,30,10,0.3333
2023,2,8477956,BOS,Outside R,13,0,0
2023,2,8477956,BOS,R Circle,35,5,0.1429
2023,2,8477956,BOS,R Corner,0,0,0
2023,2,8477956,BOS,R Net Side,4,0,0
2023,2,8477956,BOS,R Point,12,1,0.0833
2023,2,8477492,COL,Behind the Net,1,0,0
2023,2,8477492,COL,Beyond Red Line,2,1,0.5
2023,2,8477492,COL,Center Point,20,1,0.05
2023,2,8477492,COL,Crease,1,1,1
2023,2,8477492,COL,High Slot,56,9,0.1607
2023,2,8477492,COL,L Circle,65,4,0.0615
2023,2,8477492,COL,L Corner,0,0,0
2023,2,8477492,COL,L Net Side,15,1,0.0667
2023,2,8477492,COL,L Point,22,0,0
2023,2,8477492,COL,Low Slot,76,11,0.1447
2023,2,8477492,COL,Offensive Neutral Zone,6,0,0
2023,2,8477492,COL,Outside L,30,1,0.0333
2023,2,8477492,COL,Outside R,13,2,0.1538
2023,2,8477492,COL,R Circle,48,10,0.2083
2023,2,8477492,COL,R Corner,0,0,0
2023,2,8477492,COL,R Net Side,4,0,0
2023,2,8477492,COL,R Point,7,1,0.1429
2023,2,8479314,FLA,Behind the Net,3,0,0
2023,2,8479314,FLA,Beyond Red Line,1,0,0
2023,2,8479314,FLA,Center Point,11,0,0
2023,2,8479314,FLA,Crease,9,0,0
2023,2,8479314,FLA,High Slot,17,0,0
2023,2,8479314,FLA,L Circle,21,1,0.0476
2023,2,8479314,FLA,L Corner,1,0,0
2023,2,8479314,FLA,L Net Side,12,1,0.0833
2023,2,8479314,FLA,L Point,7,1,0.1429
2023,2,8479314,FLA,Low Slot,149,31,0.2081
2023,2,8479314,FLA,Offensive Neutral Zone,11,2,0.1818
2023,2,8479314,FLA,Outside L,15,0,0
2023,2,8479314,FLA,Outside R,12,0,0
2023,2,8479314,FLA,R Circle,27,4,0.1481
2023,2,8479314,FLA,R Corner,0,0,0
2023,2,8479314,FLA,R Net Side,20,0,0
2023,2,8479314,FLA,R Point,6,0,0
2023,2,8480027,DAL,Behind the Net,3,1,0.3333
2023,2,8480027,DAL,Beyond Red Line,6,2,0.3333
2023,2,8480027,DAL,Center Point,21,0,0
2023,2,8480027,DAL,Crease,8,1,0.125
2023,2,8480027,DAL,High Slot,42,9,0.2143
2023,2,8480027,DAL,L Circle,32,4,0.125
2023,2,8480027,DAL,L Corner,3,1,0.3333
2023,2,8480027,DAL,L Net Side,3,0,0
2023,2,8480027,DAL,L Point,16,1,0.0625
2023,2,8480027,DAL,Low Slot,70,19,0.2714
2023,2,8480027,DAL,Offensive Neutral Zone,11,0,0
2023,2,8480027,DAL,Outside L,10,0,0
2023,2,8480027,DAL,Outside R,11,1,0.0909
2023,2,8480027,DAL,R Circle,52,6,0.1154
2023,2,8480027,DAL,R Corner,0,0,0
2023,2,8480027,DAL,R Net Side,7,0,0
2023,2,8480027,DAL,R Point,18,1,0.0556
2023,2,8478420,COL,Behind the Net,3,1,0.3333
2023,2,8478420,COL,Beyond Red Line,4,3,0.75
