"player_id","season","shot_vol_off_per60","shot_vol_def_per60"
"8465009",2020,-7.2721,-4.2183
"8466138",2020,2.2729,2.1277
"8466139",2020,0.0075,-1.1426
"8468493",2020,-4.2386,-1.8761
"8468508",2020,1.0563,1.4434
"8468674",2020,-0.3508,-3.5542
"8469454",2020,-1.2002,0.0627
"8469455",2020,-1.4276,-0.108
"8469459",2020,-1.8125,0.6008
"8469465",2020,-2.3825,3.3777
"8470047",2020,-1.9004,-1.3471
"8470110",2020,-5.3901,-3.1891
"8470144",2020,-4.8093,0.0745
"8470151",2020,-7.4323,-1.2152
"8470187",2020,1.4452,-2.6331
"8470257",2020,-2.0139,0.1123
"8470281",2020,1.411,-0.2364
"8470318",2020,-0.4749,-3.287
"8470595",2020,1.1039,-0.334
"8470600",2020,-0.715,-1.8821
"8470601",2020,0.3278,-0.8363
"8470604",2020,0.5554,-0.106
"8470606",2020,-0.8633,-0.9125
"8470607",2020,-3.1659,-5.903
"8470610",2020,3.5868,-1.9916
"8470612",2020,2.1814,-3.186
"8470613",2020,2.1128,-2.7763
"8470619",2020,-2.8632,-2.6261
"8470621",2020,-0.784,0.4378
"8470626",2020,2.9582,2.9711
"8470638",2020,3.0593,-0.4166
"8470642",2020,4.5793,-3.7912
"8470655",2020,1.3797,1.4428
"8470755",2020,-2.1275,-5.1005
"8470775",2020,-3.1094,-5.4273
"8470794",2020,3.107,1.6695
"8470966",2020,1.8317,0.3568
"8471214",2020,4.8635,-0.5894
"8471215",2020,6.8479,0.4962
"8471217",2020,-1.0431,1.0332
"8471218",2020,1.0814,0.5194
"8471228",2020,1.491,1.4693
"8471233",2020,-1.9908,-3.1948
"8471242",2020,-0.7416,0.5879
"8471260",2020,0.2089,1.393
"8471262",2020,-0.5387,-2.264
"8471274",2020,0.9222,-1.9691
"8471276",2020,1.3896,-2.0513
"8471284",2020,-1.5542,-0.4133
"8471303",2020,2.3098,-6.9162
"8471392",2020,-3.8821,-3.9626
"8471426",2020,0.0395,-1.1043
"8471669",2020,1.5727,1.5534
"8471675",2020,4.1286,-0.4377
"8471676",2020,2.2521,0.6144
"8471677",2020,-4.3067,-2.3934
"8471685",2020,1.6452,0.918
"8471686",2020,-6.7715,-6.2017
"8471698",2020,-3.7836,-0.7175
"8471699",2020,-0.2692,3.4894
"8471702",2020,-0.8115,2.1328
"8471707",2020,2.1691,3.4015
"8471709",2020,-3.1068,-1.8095
"8471716",2020,-3.0515,-0.7389
"8471724",2020,3.0147,-0.6767
"8471729",2020,-6.542,-1.4951
"8471735",2020,-0.4506,-3.7255
"8471743",2020,-3.4411,-1.1976
"8471769",2020,-1.3331,-1.8406
"8471794",2020,4.1249,3.0531
"8471804",2020,-3.4936,0.4822
"8471817",2020,-2.2601,1.6112
