season,game_type,game_id,game_date,home_full,away_abbrev,home_score,away_score,period_type
2018,2,2017020001,2017-10-04,Winnipeg Jets,TOR,2,7,REG
2018,2,2017020004,2017-10-04,San Jose Sharks,PHI,3,5,REG
2018,2,2017020002,2017-10-04,Pittsburgh Penguins,STL,4,5,REG
2018,2,2017020003,2017-10-04,Edmonton Oilers,CGY,3,0,REG
2018,2,2017020005,2017-10-05,Boston Bruins,NSH,4,3,REG
2018,2,2017020010,2017-10-05,Chicago Blackhawks,PIT,10,1,REG
2018,2,2017020006,2017-10-05,Buffalo Sabres,MTL,2,2,REG
2018,2,2017020012,2017-10-05,Los Angeles Kings,PHI,2,0,REG
2018,2,2017020011,2017-10-05,Anaheim Ducks,ARI,5,4,REG
2018,2,2017020007,2017-10-05,New York Rangers,COL,2,4,REG
2018,2,2017020008,2017-10-05,Ottawa Senators,WSH,4,4,REG
2018,2,2017020009,2017-10-05,Detroit Red Wings,MIN,4,2,REG
2018,2,2017020015,2017-10-06,Dallas Stars,VGK,1,2,REG
2018,2,2017020013,2017-10-06,Columbus Blue Jackets,NYI,5,0,REG
2018,2,2017020014,2017-10-06,Tampa Bay Lightning,FLA,5,3,REG
2018,2,2017020028,2017-10-07,Vancouver Canucks,EDM,3,2,REG
2018,2,2017020018,2017-10-07,Florida Panthers,TBL,5,4,REG
2018,2,2017020016,2017-10-07,Toronto Maple Leafs,NYR,8,5,REG
2018,2,2017020024,2017-10-07,St. Louis Blues,DAL,4,2,REG
2018,2,2017020027,2017-10-07,Calgary Flames,WPG,6,3,REG
2018,2,2017020029,2017-10-07,Anaheim Ducks,PHI,2,3,REG
2018,2,2017020017,2017-10-07,Ottawa Senators,DET,1,1,REG
2018,2,2017020030,2017-10-07,San Jose Sharks,LAK,1,4,REG
2018,2,2017020020,2017-10-07,New York Islanders,BUF,6,3,REG
2018,2,2017020025,2017-10-07,Chicago Blackhawks,CBJ,5,1,REG
