season,game_type,game_id,game_date,home_full,away_abbrev,home_score,away_score,period_type
2011,2,2010020005,2010-10-07,Edmonton Oilers,CGY,4,0,REG
2011,2,2010020004,2010-10-07,Colorado Avalanche,CHI,4,3,REG
2011,2,2010020003,2010-10-07,Minnesota Wild,CAR,3,4,REG
2011,2,2010020002,2010-10-07,Pittsburgh Penguins,PHI,2,3,REG
2011,2,2010020001,2010-10-07,Toronto Maple Leafs,MTL,3,2,REG
2011,2,2010020010,2010-10-08,Ottawa Senators,BUF,1,2,REG
2011,2,2010020006,2010-10-08,Columbus Blue Jackets,SJS,2,3,REG
2011,2,2010020007,2010-10-08,New Jersey Devils,DAL,3,4,REG
2011,2,2010020011,2010-10-08,Atlanta Thrashers,WSH,4,2,REG
2011,2,2010020008,2010-10-08,Carolina Hurricanes,MIN,1,1,REG
2011,2,2010020009,2010-10-08,Detroit Red Wings,ANA,4,0,REG
2011,2,2010020023,2010-10-09,Vancouver Canucks,LAK,1,1,REG
2011,2,2010020016,2010-10-09,Pittsburgh Penguins,MTL,2,3,REG
2011,2,2010020019,2010-10-09,St. Louis Blues,PHI,2,1,REG
2011,2,2010020020,2010-10-09,Nashville Predators,ANA,4,1,REG
2011,2,2010020022,2010-10-09,San Jose Sharks,CBJ,2,3,REG
2011,2,2010020012,2010-10-09,Boston Bruins,PHX,2,5,REG
2011,2,2010020015,2010-10-09,New York Islanders,DAL,4,4,REG
2011,2,2010020014,2010-10-09,Toronto Maple Leafs,OTT,5,1,REG
2011,2,2010020018,2010-10-09,Tampa Bay Lightning,ATL,5,3,REG
2011,2,2010020017,2010-10-09,Washington Capitals,NJD,7,2,REG
2011,2,2010020021,2010-10-09,Chicago Blackhawks,DET,2,3,REG
2011,2,2010020013,2010-10-09,Buffalo Sabres,NYR,3,6,REG
2011,2,2010020025,2010-10-10,Calgary Flames,LAK,3,1,REG
2011,2,2010020024,2010-10-10,Phoenix Coyotes,BOS,0,3,REG
2011,2,2010020026,2010-10-10,Edmonton Oilers,FLA,3,2,REG
2011,2,2010020030,2010-10-11,Buffalo Sabres,CHI,3,4,REG
2011,2,2010020031,2010-10-11,Philadelphia Flyers,COL,4,2,REG
2011,2,2010020032,2010-10-11,Washington Capitals,OTT,3,2,REG
2011,2,2010020033,2010-10-11,Vancouver Canucks,FLA,2,1,REG
2011,2,2010020027,2010-10-11,New Jersey Devils,PIT,1,3,REG
2011,2,2010020028,2010-10-11,New York Islanders,NYR,6,4,REG
2011,2,2010020029,2010-10-11,St. Louis Blues,ANA,5,1,REG
2011,2,2010020034,2010-10-12,Detroit Red Wings,COL,4,4,REG
2011,2,2010020035,2010-10-12,Los Angeles Kings,ATL,3,1,REG
2011,2,2010020039,2010-10-13,Pittsburgh Penguins,TOR,3,4,REG
2011,2,2010020041,2010-10-13,Anaheim Ducks,VAN,4,3,REG
2011,2,2010020038,2010-10-13,Montréal Canadiens,TBL,3,4,REG
2011,2,2010020040,2010-10-13,Chicago Blackhawks,NSH,2,3,REG
2011,2,2010020037,2010-10-13,Washington Capitals,NYI,2,1,REG
2011,2,2010020036,2010-10-13,Buffalo Sabres,NJD,0,1,REG
2011,2,2010020043,2010-10-14,Ottawa Senators,CAR,3,2,REG
2011,2,2010020047,2010-10-14,Calgary Flames,FLA,0,3,REG
2011,2,2010020046,2010-10-14,Dallas Stars,DET,4,1,REG
2011,2,2010020045,2010-10-14,Minnesota Wild,EDM,4,2,REG
2011,2,2010020042,2010-10-14,Philadelphia Flyers,TBL,2,3,REG
2011,2,2010020044,2010-10-14,Nashville Predators,STL,4,3,REG
2011,2,2010020050,2010-10-15,Pittsburgh Penguins,NYI,3,2,REG
2011,2,2010020052,2010-10-15,Buffalo Sabres,MTL,1,2,REG
2011,2,2010020053,2010-10-15,Anaheim Ducks,ATL,4,4,REG
2011,2,2010020051,2010-10-15,Columbus Blue Jackets,CHI,2,5,REG
2011,2,2010020048,2010-10-15,New Jersey Devils,COL,2,3,REG
2011,2,2010020049,2010-10-15,New York Rangers,TOR,3,4,REG
2011,2,2010020054,2010-10-15,Los Angeles Kings,VAN,4,1,REG
2011,2,2010020058,2010-10-16,Philadelphia Flyers,PIT,1,5,REG
2011,2,2010020064,2010-10-16,Phoenix Coyotes,DET,1,2,REG
2011,2,2010020061,2010-10-16,Minnesota Wild,CBJ,2,3,REG
2011,2,2010020057,2010-10-16,New York Islanders,COL,5,2,REG
2011,2,2010020056,2010-10-16,New Jersey Devils,BOS,1,4,REG
2011,2,2010020063,2010-10-16,Chicago Blackhawks,BUF,4,3,REG
2011,2,2010020055,2010-10-16,Montréal Canadiens,OTT,4,3,REG
2011,2,2010020062,2010-10-16,Dallas Stars,STL,2,2,REG
2011,2,2010020060,2010-10-16,Nashville Predators,WSH,2,3,REG
2011,2,2010020066,2010-10-16,San Jose Sharks,ATL,2,4,REG
2011,2,2010020065,2010-10-16,Calgary Flames,EDM,5,3,REG
2011,2,2010020059,2010-10-16,Florida Panthers,TBL,6,0,REG
2011,2,2010020068,2010-10-17,Vancouver Canucks,CAR,5,1,REG
2011,2,2010020067,2010-10-17,Anaheim Ducks,PHX,3,2,REG
2011,2,2010020069,2010-10-18,Toronto Maple Leafs,NYI,1,2,REG
2011,2,2010020070,2010-10-18,New York Rangers,COL,1,3,REG
2011,2,2010020071,2010-10-18,Pittsburgh Penguins,OTT,5,2,REG
2011,2,2010020073,2010-10-18,Chicago Blackhawks,STL,3,2,REG
2011,2,2010020072,2010-10-18,Tampa Bay Lightning,DAL,5,4,REG
2011,2,2010020077,2010-10-19,San Jose Sharks,CAR,2,5,REG
2011,2,2010020076,2010-10-19,Minnesota Wild,VAN,6,2,REG
2011,2,2010020075,2010-10-19,Nashville Predators,CGY,0,1,REG
2011,2,2010020074,2010-10-19,Washington Capitals,BOS,1,3,REG
2011,2,2010020081,2010-10-20,Los Angeles Kings,CAR,4,3,REG
2011,2,2010020078,2010-10-20,Atlanta Thrashers,BUF,1,4,REG
2011,2,2010020080,2010-10-20,Chicago Blackhawks,VAN,1,1,REG
2011,2,2010020079,2010-10-20,Columbus Blue Jackets,ANA,3,1,REG
2011,2,2010020090,2010-10-21,Colorado Avalanche,SJS,2,4,REG
2011,2,2010020089,2010-10-21,Nashville Predators,PIT,3,4,REG
2011,2,2010020087,2010-10-21,Tampa Bay Lightning,NYI,2,3,REG
2011,2,2010020085,2010-10-21,Detroit Red Wings,CGY,4,2,REG
2011,2,2010020092,2010-10-21,Phoenix Coyotes,LAK,4,2,REG
2011,2,2010020091,2010-10-21,Edmonton Oilers,MIN,2,4,REG
2011,2,2010020088,2010-10-21,Florida Panthers,DAL,1,4,REG
2011,2,2010020083,2010-10-21,Toronto Maple Leafs,NYR,1,2,REG
2011,2,2010020084,2010-10-21,Philadelphia Flyers,ANA,2,3,REG
2011,2,2010020082,2010-10-21,Boston Bruins,WSH,4,1,REG
2011,2,2010020086,2010-10-21,Montréal Canadiens,NJD,0,3,REG
2011,2,2010020095,2010-10-22,Atlanta Thrashers,TBL,2,5,REG
2011,2,2010020094,2010-10-22,Buffalo Sabres,OTT,2,4,REG
2011,2,2010020097,2010-10-22,Vancouver Canucks,MIN,5,1,REG
2011,2,2010020096,2010-10-22,St. Louis Blues,CHI,4,2,REG
2011,2,2010020093,2010-10-22,Columbus Blue Jackets,CGY,2,6,REG
2011,2,2010020101,2010-10-23,Philadelphia Flyers,TOR,5,2,REG
2011,2,2010020098,2010-10-23,Boston Bruins,NYR,2,3,REG
2011,2,2010020106,2010-10-23,Dallas Stars,NSH,0,1,REG
2011,2,2010020108,2010-10-23,Colorado Avalanche,LAK,4,6,REG
2011,2,2010020107,2010-10-23,Chicago Blackhawks,CBJ,2,3,REG
2011,2,2010020109,2010-10-23,Phoenix Coyotes,CAR,3,4,REG
2011,2,2010020099,2010-10-23,Ottawa Senators,MTL,0,3,REG
2011,2,2010020105,2010-10-23,St. Louis Blues,PIT,1,0,REG
2011,2,2010020102,2010-10-23,Washington Capitals,ATL,4,3,REG
2011,2,2010020103,2010-10-23,Florida Panthers,NYI,4,3,REG
2011,2,2010020100,2010-10-23,New Jersey Devils,BUF,1,6,REG
2011,2,2010020110,2010-10-23,Edmonton Oilers,SJS,1,6,REG
2011,2,2010020104,2010-10-23,Detroit Red Wings,ANA,5,4,REG
2011,2,2010020113,2010-10-24,Calgary Flames,SJS,4,0,REG
2011,2,2010020112,2010-10-24,New York Rangers,NJD,3,1,REG
2011,2,2010020111,2010-10-24,Tampa Bay Lightning,NSH,3,4,REG
2011,2,2010020115,2010-10-25,Montréal Canadiens,PHX,3,2,REG
2011,2,2010020116,2010-10-25,Minnesota Wild,LAK,2,2,REG
2011,2,2010020114,2010-10-25,Columbus Blue Jackets,PHI,2,1,REG
2011,2,2010020117,2010-10-26,Toronto Maple Leafs,FLA,3,1,REG
2011,2,2010020118,2010-10-26,Philadelphia Flyers,BUF,6,3,REG
2011,2,2010020119,2010-10-26,Ottawa Senators,PHX,5,2,REG
2011,2,2010020121,2010-10-26,Dallas Stars,ANA,2,5,REG
2011,2,2010020122,2010-10-26,Vancouver Canucks,COL,4,3,REG
2011,2,2010020120,2010-10-26,Calgary Flames,EDM,4,4,REG
2011,2,2010020125,2010-10-27,Montréal Canadiens,NYI,5,3,REG
2011,2,2010020126,2010-10-27,Tampa Bay Lightning,PIT,5,3,REG
2011,2,2010020123,2010-10-27,New York Rangers,ATL,4,6,REG
2011,2,2010020127,2010-10-27,Chicago Blackhawks,LAK,3,1,REG
2011,2,2010020124,2010-10-27,Carolina Hurricanes,WSH,0,3,REG
2011,2,2010020128,2010-10-27,San Jose Sharks,NJD,5,2,REG
