season,game_type,game_id,game_date,home_full,away_abbrev,home_score,away_score,period_type
2020,2,2019020001,2019-10-02,Toronto Maple Leafs,OTT,5,3,REG
2020,2,2019020002,2019-10-02,St. Louis Blues,WSH,2,3,REG
2020,2,2019020003,2019-10-02,Edmonton Oilers,VAN,3,2,REG
2020,2,2019020004,2019-10-02,Vegas Golden Knights,SJS,4,1,REG
2020,2,2019020012,2019-10-03,Anaheim Ducks,ARI,2,1,REG
2020,2,2019020009,2019-10-03,Nashville Predators,MIN,5,2,REG
2020,2,2019020007,2019-10-03,Pittsburgh Penguins,BUF,1,3,REG
2020,2,2019020005,2019-10-03,Tampa Bay Lightning,FLA,5,2,REG
2020,2,2019020011,2019-10-03,Colorado Avalanche,CGY,5,3,REG
2020,2,2019020008,2019-10-03,Carolina Hurricanes,MTL,3,3,REG
2020,2,2019020006,2019-10-03,New York Rangers,WPG,6,4,REG
2020,2,2019020010,2019-10-03,Dallas Stars,BOS,1,2,REG
2020,2,2019020017,2019-10-04,San Jose Sharks,VGK,1,5,REG
2020,2,2019020016,2019-10-04,Philadelphia Flyers,CHI,4,3,REG
2020,2,2019020015,2019-10-04,Columbus Blue Jackets,TOR,1,4,REG
2020,2,2019020013,2019-10-04,New Jersey Devils,WPG,4,4,REG
2020,2,2019020014,2019-10-04,New York Islanders,WSH,1,2,REG
2020,2,2019020021,2019-10-05,Florida Panthers,TBL,4,3,REG
2020,2,2019020020,2019-10-05,Ottawa Senators,NYR,1,4,REG
2020,2,2019020025,2019-10-05,Nashville Predators,DET,3,5,REG
2020,2,2019020022,2019-10-05,Pittsburgh Penguins,CBJ,7,2,REG
2020,2,2019020018,2019-10-05,Buffalo Sabres,NJD,7,2,REG
2020,2,2019020028,2019-10-05,Calgary Flames,VAN,3,0,REG
2020,2,2019020029,2019-10-05,Edmonton Oilers,LAK,6,5,REG
2020,2,2019020030,2019-10-05,Anaheim Ducks,SJS,3,1,REG
2020,2,2019020027,2019-10-05,Arizona Coyotes,BOS,0,1,REG
2020,2,2019020024,2019-10-05,St. Louis Blues,DAL,3,2,REG
2020,2,2019020026,2019-10-05,Colorado Avalanche,MIN,4,2,REG
2020,2,2019020023,2019-10-05,Washington Capitals,CAR,2,3,REG
2020,2,2019020019,2019-10-05,Toronto Maple Leafs,MTL,5,5,REG
2020,2,2019020031,2019-10-06,Carolina Hurricanes,TBL,4,3,REG
2020,2,2019020032,2019-10-06,Detroit Red Wings,DAL,4,3,REG
2020,2,2019020033,2019-10-06,New York Islanders,WPG,4,1,REG
2020,2,2019020034,2019-10-07,Toronto Maple Leafs,STL,2,3,REG
2020,2,2019020035,2019-10-07,Columbus Blue Jackets,BUF,4,3,REG
2020,2,2019020041,2019-10-08,Nashville Predators,SJS,5,2,REG
2020,2,2019020040,2019-10-08,Detroit Red Wings,ANA,1,3,REG
2020,2,2019020043,2019-10-08,Vegas Golden Knights,BOS,3,4,REG
2020,2,2019020038,2019-10-08,Pittsburgh Penguins,WPG,1,4,REG
2020,2,2019020036,2019-10-08,Florida Panthers,CAR,3,6,REG
2020,2,2019020039,2019-10-08,Washington Capitals,DAL,3,4,REG
2020,2,2019020042,2019-10-08,Calgary Flames,LAK,3,4,REG
2020,2,2019020037,2019-10-08,New York Islanders,EDM,2,5,REG
2020,2,2019020045,2019-10-09,Philadelphia Flyers,NJD,4,0,REG
2020,2,2019020044,2019-10-09,Buffalo Sabres,MTL,5,4,REG
2020,2,2019020046,2019-10-09,Vancouver Canucks,LAK,8,2,REG
2020,2,2019020054,2019-10-10,Chicago Blackhawks,SJS,4,5,REG
2020,2,2019020053,2019-10-10,Winnipeg Jets,MIN,5,2,REG
2020,2,2019020051,2019-10-10,Ottawa Senators,STL,4,6,REG
2020,2,2019020047,2019-10-10,Toronto Maple Leafs,TBL,3,7,REG
2020,2,2019020057,2019-10-10,Arizona Coyotes,VGK,4,1,REG
2020,2,2019020050,2019-10-10,Pittsburgh Penguins,ANA,2,1,REG
2020,2,2019020049,2019-10-10,New Jersey Devils,EDM,3,3,REG
2020,2,2019020048,2019-10-10,Montréal Canadiens,DET,2,4,REG
2020,2,2019020056,2019-10-10,Colorado Avalanche,BOS,4,2,REG
2020,2,2019020055,2019-10-10,Dallas Stars,CGY,2,2,REG
2020,2,2019020052,2019-10-10,Nashville Predators,WSH,6,5,REG
2020,2,2019020059,2019-10-11,Columbus Blue Jackets,ANA,1,2,REG
2020,2,2019020058,2019-10-11,Buffalo Sabres,FLA,2,2,REG
2020,2,2019020060,2019-10-11,Carolina Hurricanes,NYI,5,2,REG
2020,2,2019020061,2019-10-12,New York Rangers,EDM,1,4,REG
2020,2,2019020063,2019-10-12,Los Angeles Kings,NSH,7,4,REG
2020,2,2019020070,2019-10-12,Dallas Stars,WSH,1,4,REG
2020,2,2019020066,2019-10-12,Detroit Red Wings,TOR,2,5,REG
2020,2,2019020062,2019-10-12,Ottawa Senators,TBL,4,2,REG
2020,2,2019020073,2019-10-12,Vancouver Canucks,PHI,2,2,REG
2020,2,2019020074,2019-10-12,Vegas Golden Knights,CGY,6,2,REG
2020,2,2019020068,2019-10-12,Carolina Hurricanes,CBJ,2,3,REG
2020,2,2019020072,2019-10-12,Colorado Avalanche,ARI,3,2,REG
2020,2,2019020069,2019-10-12,Chicago Blackhawks,WPG,2,3,REG
2020,2,2019020071,2019-10-12,Minnesota Wild,PIT,4,7,REG
2020,2,2019020065,2019-10-12,Montréal Canadiens,STL,6,3,REG
2020,2,2019020064,2019-10-12,Boston Bruins,NJD,3,0,REG
2020,2,2019020067,2019-10-12,New York Islanders,FLA,2,2,REG
2020,2,2019020076,2019-10-13,Los Angeles Kings,VGK,2,5,REG
2020,2,2019020077,2019-10-13,San Jose Sharks,CGY,3,1,REG
2020,2,2019020075,2019-10-13,Winnipeg Jets,PIT,2,7,REG
2020,2,2019020084,2019-10-14,Chicago Blackhawks,EDM,3,1,REG
2020,2,2019020082,2019-10-14,Buffalo Sabres,DAL,4,0,REG
2020,2,2019020078,2019-10-14,Boston Bruins,ANA,4,2,REG
2020,2,2019020081,2019-10-14,New York Islanders,STL,3,2,REG
2020,2,2019020079,2019-10-14,Ottawa Senators,MIN,0,2,REG
2020,2,2019020080,2019-10-14,New Jersey Devils,FLA,4,6,REG
2020,2,2019020083,2019-10-14,Washington Capitals,COL,3,6,REG
2020,2,2019020090,2019-10-15,Vegas Golden Knights,NSH,2,5,REG
2020,2,2019020087,2019-10-15,Winnipeg Jets,ARI,2,4,REG
2020,2,2019020089,2019-10-15,Vancouver Canucks,DET,5,1,REG
2020,2,2019020085,2019-10-15,Toronto Maple Leafs,MIN,4,2,REG
2020,2,2019020088,2019-10-15,Calgary Flames,PHI,3,1,REG
2020,2,2019020091,2019-10-15,Los Angeles Kings,CAR,0,2,REG
