season,game_type,game_id,game_date,home_full,away_abbrev,home_score,away_score,period_type
2014,2,2013020001,2013-10-01,Montréal Canadiens,TOR,3,4,REG
2014,2,2013020003,2013-10-01,Edmonton Oilers,WPG,4,5,REG
2014,2,2013020002,2013-10-01,Chicago Blackhawks,WSH,6,4,REG
2014,2,2013020004,2013-10-02,Philadelphia Flyers,TOR,1,3,REG
2014,2,2013020006,2013-10-02,Colorado Avalanche,ANA,6,1,REG
2014,2,2013020005,2013-10-02,Detroit Red Wings,BUF,2,1,REG
2014,2,2013020014,2013-10-03,San Jose Sharks,VAN,4,1,REG
2014,2,2013020008,2013-10-03,Pittsburgh Penguins,NJD,3,0,REG
2014,2,2013020010,2013-10-03,St. Louis Blues,NSH,4,2,REG
2014,2,2013020011,2013-10-03,Minnesota Wild,LAK,2,2,REG
2014,2,2013020007,2013-10-03,Boston Bruins,TBL,3,1,REG
2014,2,2013020012,2013-10-03,Dallas Stars,FLA,2,4,REG
2014,2,2013020013,2013-10-03,Phoenix Coyotes,NYR,4,1,REG
2014,2,2013020009,2013-10-03,Washington Capitals,CGY,4,4,REG
2014,2,2013020017,2013-10-04,Carolina Hurricanes,DET,2,3,REG
2014,2,2013020020,2013-10-04,Colorado Avalanche,NSH,3,1,REG
2014,2,2013020018,2013-10-04,Columbus Blue Jackets,CGY,3,4,REG
2014,2,2013020016,2013-10-04,New Jersey Devils,NYI,3,3,REG
2014,2,2013020015,2013-10-04,Buffalo Sabres,OTT,0,1,REG
2014,2,2013020019,2013-10-04,Winnipeg Jets,LAK,5,3,REG
2014,2,2013020024,2013-10-05,New York Islanders,CBJ,2,2,REG
2014,2,2013020023,2013-10-05,Montréal Canadiens,PHI,4,1,REG
2014,2,2013020027,2013-10-05,St. Louis Blues,FLA,7,0,REG
2014,2,2013020030,2013-10-05,Vancouver Canucks,EDM,6,2,REG
2014,2,2013020025,2013-10-05,Pittsburgh Penguins,BUF,4,1,REG
2014,2,2013020022,2013-10-05,Toronto Maple Leafs,OTT,4,4,REG
2014,2,2013020028,2013-10-05,Dallas Stars,WSH,2,1,REG
2014,2,2013020029,2013-10-05,Minnesota Wild,ANA,3,4,REG
2014,2,2013020021,2013-10-05,Boston Bruins,DET,4,1,REG
2014,2,2013020026,2013-10-05,Chicago Blackhawks,TBL,2,2,REG
2014,2,2013020031,2013-10-05,San Jose Sharks,PHX,4,1,REG
2014,2,2013020034,2013-10-06,Calgary Flames,VAN,4,5,REG
2014,2,2013020032,2013-10-06,Carolina Hurricanes,PHI,2,1,REG
2014,2,2013020033,2013-10-06,Winnipeg Jets,ANA,2,3,REG
2014,2,2013020035,2013-10-07,Edmonton Oilers,NJD,4,4,REG
2014,2,2013020036,2013-10-07,Los Angeles Kings,NYR,1,3,REG
2014,2,2013020043,2013-10-08,Vancouver Canucks,NJD,3,2,REG
2014,2,2013020040,2013-10-08,Pittsburgh Penguins,CAR,5,2,REG
2014,2,2013020038,2013-10-08,New York Islanders,PHX,6,1,REG
2014,2,2013020041,2013-10-08,Buffalo Sabres,TBL,2,3,REG
2014,2,2013020044,2013-10-08,San Jose Sharks,NYR,9,2,REG
2014,2,2013020037,2013-10-08,Toronto Maple Leafs,COL,1,2,REG
2014,2,2013020039,2013-10-08,Philadelphia Flyers,FLA,2,1,REG
2014,2,2013020042,2013-10-08,Nashville Predators,MIN,3,2,REG
2014,2,2013020047,2013-10-09,Los Angeles Kings,OTT,4,3,REG
2014,2,2013020045,2013-10-09,St. Louis Blues,CHI,3,2,REG
2014,2,2013020046,2013-10-09,Calgary Flames,MTL,3,2,REG
2014,2,2013020050,2013-10-10,Washington Capitals,CAR,2,3,REG
2014,2,2013020052,2013-10-10,Tampa Bay Lightning,FLA,7,2,REG
2014,2,2013020053,2013-10-10,Nashville Predators,TOR,0,4,REG
2014,2,2013020057,2013-10-10,Anaheim Ducks,NYR,6,0,REG
2014,2,2013020055,2013-10-10,Edmonton Oilers,MTL,1,4,REG
2014,2,2013020049,2013-10-10,Buffalo Sabres,CBJ,1,4,REG
2014,2,2013020056,2013-10-10,Vancouver Canucks,SJS,1,4,REG
2014,2,2013020051,2013-10-10,Detroit Red Wings,PHX,2,4,REG
2014,2,2013020054,2013-10-10,Minnesota Wild,WPG,2,1,REG
2014,2,2013020048,2013-10-10,Boston Bruins,COL,0,2,REG
2014,2,2013020059,2013-10-11,Carolina Hurricanes,LAK,1,1,REG
2014,2,2013020058,2013-10-11,Philadelphia Flyers,PHX,1,2,REG
2014,2,2013020060,2013-10-11,Florida Panthers,PIT,6,3,REG
2014,2,2013020063,2013-10-11,Calgary Flames,NJD,3,2,REG
2014,2,2013020061,2013-10-11,Chicago Blackhawks,NYI,3,2,REG
2014,2,2013020062,2013-10-11,Winnipeg Jets,DAL,1,4,REG
2014,2,2013020067,2013-10-12,Washington Capitals,COL,1,5,REG
2014,2,2013020065,2013-10-12,Detroit Red Wings,PHI,5,2,REG
2014,2,2013020071,2013-10-12,Nashville Predators,NYI,3,2,REG
2014,2,2013020068,2013-10-12,Columbus Blue Jackets,BOS,1,3,REG
2014,2,2013020073,2013-10-12,Vancouver Canucks,MTL,1,4,REG
2014,2,2013020066,2013-10-12,Tampa Bay Lightning,PIT,4,5,REG
2014,2,2013020064,2013-10-12,Toronto Maple Leafs,EDM,6,5,REG
2014,2,2013020072,2013-10-12,Minnesota Wild,DAL,5,1,REG
2014,2,2013020069,2013-10-12,Chicago Blackhawks,BUF,2,1,REG
2014,2,2013020074,2013-10-12,San Jose Sharks,OTT,3,2,REG
2014,2,2013020070,2013-10-12,St. Louis Blues,NYR,5,3,REG
2014,2,2013020076,2013-10-13,Florida Panthers,LAK,0,3,REG
2014,2,2013020078,2013-10-13,Anaheim Ducks,OTT,4,1,REG
2014,2,2013020075,2013-10-13,Carolina Hurricanes,PHX,3,5,REG
2014,2,2013020077,2013-10-13,Winnipeg Jets,NJD,3,0,REG
2014,2,2013020080,2013-10-14,Washington Capitals,EDM,4,2,REG
2014,2,2013020081,2013-10-14,Buffalo Sabres,MIN,1,2,REG
2014,2,2013020079,2013-10-14,Boston Bruins,DET,2,3,REG
2014,2,2013020084,2013-10-15,Philadelphia Flyers,VAN,2,3,REG
2014,2,2013020087,2013-10-15,Detroit Red Wings,CBJ,2,1,REG
2014,2,2013020088,2013-10-15,Tampa Bay Lightning,LAK,5,1,REG
2014,2,2013020092,2013-10-15,Colorado Avalanche,DAL,3,2,REG
2014,2,2013020090,2013-10-15,Nashville Predators,FLA,4,3,REG
2014,2,2013020085,2013-10-15,Pittsburgh Penguins,EDM,3,2,REG
2014,2,2013020089,2013-10-15,St. Louis Blues,SJS,2,6,REG
2014,2,2013020091,2013-10-15,Winnipeg Jets,MTL,0,3,REG
2014,2,2013020086,2013-10-15,Carolina Hurricanes,CHI,2,2,REG
2014,2,2013020082,2013-10-15,Toronto Maple Leafs,MIN,4,1,REG
2014,2,2013020083,2013-10-15,New York Islanders,BUF,3,3,REG
2014,2,2013020093,2013-10-15,Phoenix Coyotes,OTT,3,4,REG
2014,2,2013020094,2013-10-16,Washington Capitals,NYR,0,2,REG
2014,2,2013020095,2013-10-16,Anaheim Ducks,CGY,3,2,REG
2014,2,2013020097,2013-10-17,Toronto Maple Leafs,CAR,2,3,REG
2014,2,2013020104,2013-10-17,Chicago Blackhawks,STL,2,2,REG
