season,game_type,game_id,game_date,home_full,away_abbrev,home_score,away_score,period_type
2023,2,2022020001,2022-10-07,Nashville Predators,SJS,4,1,REG
2023,2,2022020002,2022-10-08,San Jose Sharks,NSH,2,3,REG
2023,2,2022020003,2022-10-11,New York Rangers,TBL,3,1,REG
2023,2,2022020004,2022-10-11,Los Angeles Kings,VGK,3,4,REG
2023,2,2022020005,2022-10-12,Washington Capitals,BOS,2,5,REG
2023,2,2022020006,2022-10-12,Carolina Hurricanes,CBJ,4,1,REG
2023,2,2022020008,2022-10-12,Colorado Avalanche,CHI,5,2,REG
2023,2,2022020010,2022-10-12,Edmonton Oilers,VAN,5,3,REG
2023,2,2022020007,2022-10-12,Montréal Canadiens,TOR,4,3,REG
2023,2,2022020009,2022-10-12,Anaheim Ducks,SEA,5,4,REG
2023,2,2022020012,2022-10-13,Philadelphia Flyers,NJD,5,2,REG
2023,2,2022020013,2022-10-13,Buffalo Sabres,OTT,4,1,REG
2023,2,2022020018,2022-10-13,Calgary Flames,COL,5,3,REG
2023,2,2022020020,2022-10-13,Los Angeles Kings,SEA,1,4,REG
2023,2,2022020016,2022-10-13,Nashville Predators,DAL,1,4,REG
2023,2,2022020019,2022-10-13,Vegas Golden Knights,CHI,1,0,REG
2023,2,2022020017,2022-10-13,Minnesota Wild,NYR,3,7,REG
2023,2,2022020011,2022-10-13,Pittsburgh Penguins,ARI,6,2,REG
2023,2,2022020014,2022-10-13,New York Islanders,FLA,1,3,REG
2023,2,2022020015,2022-10-13,Toronto Maple Leafs,WSH,3,2,REG
2023,2,2022020023,2022-10-14,Winnipeg Jets,NYR,4,1,REG
2023,2,2022020022,2022-10-14,Detroit Red Wings,MTL,3,0,REG
2023,2,2022020021,2022-10-14,Columbus Blue Jackets,TBL,2,5,REG
2023,2,2022020024,2022-10-14,San Jose Sharks,CAR,1,2,REG
2023,2,2022020027,2022-10-15,Boston Bruins,ARI,6,3,REG
2023,2,2022020038,2022-10-15,San Jose Sharks,CHI,2,5,REG
2023,2,2022020036,2022-10-15,Edmonton Oilers,CGY,3,4,REG
2023,2,2022020037,2022-10-15,Seattle Kraken,VGK,2,5,REG
2023,2,2022020025,2022-10-15,Buffalo Sabres,FLA,3,4,REG
2023,2,2022020033,2022-10-15,St. Louis Blues,CBJ,5,2,REG
2023,2,2022020034,2022-10-15,Minnesota Wild,LAK,6,7,REG
2023,2,2022020028,2022-10-15,New Jersey Devils,DET,2,5,REG
2023,2,2022020026,2022-10-15,Philadelphia Flyers,VAN,3,2,REG
2023,2,2022020031,2022-10-15,Pittsburgh Penguins,TBL,6,2,REG
2023,2,2022020035,2022-10-15,Dallas Stars,NSH,5,1,REG
2023,2,2022020029,2022-10-15,Washington Capitals,MTL,3,1,REG
2023,2,2022020032,2022-10-15,New York Islanders,ANA,7,1,REG
2023,2,2022020030,2022-10-15,Toronto Maple Leafs,OTT,3,2,REG
2023,2,2022020045,2022-10-17,Minnesota Wild,COL,3,6,REG
2023,2,2022020041,2022-10-17,Boston Bruins,FLA,5,3,REG
2023,2,2022020044,2022-10-17,Detroit Red Wings,LAK,4,5,REG
2023,2,2022020043,2022-10-17,Washington Capitals,VAN,6,4,REG
2023,2,2022020042,2022-10-17,Montréal Canadiens,PIT,3,2,REG
2023,2,2022020039,2022-10-17,New York Rangers,ANA,6,4,REG
2023,2,2022020047,2022-10-17,Seattle Kraken,CAR,1,5,REG
2023,2,2022020040,2022-10-17,Toronto Maple Leafs,ARI,2,4,REG
2023,2,2022020046,2022-10-17,Dallas Stars,WPG,4,1,REG
2023,2,2022020051,2022-10-18,New York Islanders,SJS,5,2,REG
2023,2,2022020052,2022-10-18,Nashville Predators,LAK,3,3,REG
2023,2,2022020053,2022-10-18,Tampa Bay Lightning,PHI,2,3,REG
2023,2,2022020054,2022-10-18,Edmonton Oilers,BUF,2,4,REG
2023,2,2022020049,2022-10-18,Ottawa Senators,BOS,7,5,REG
2023,2,2022020048,2022-10-18,New Jersey Devils,ANA,4,2,REG
2023,2,2022020055,2022-10-18,Calgary Flames,VGK,3,2,REG
2023,2,2022020050,2022-10-18,Columbus Blue Jackets,VAN,4,3,REG
2023,2,2022020056,2022-10-19,Florida Panthers,PHI,4,3,REG
2023,2,2022020057,2022-10-19,Colorado Avalanche,WPG,3,4,REG
2023,2,2022020058,2022-10-19,Seattle Kraken,STL,3,4,REG
2023,2,2022020068,2022-10-20,Calgary Flames,BUF,3,6,REG
2023,2,2022020065,2022-10-20,Ottawa Senators,WSH,5,2,REG
2023,2,2022020070,2022-10-20,Vegas Golden Knights,WPG,5,2,REG
2023,2,2022020067,2022-10-20,Minnesota Wild,VAN,4,3,REG
2023,2,2022020069,2022-10-20,Edmonton Oilers,CAR,6,4,REG
2023,2,2022020063,2022-10-20,Columbus Blue Jackets,NSH,5,3,REG
2023,2,2022020059,2022-10-20,Boston Bruins,ANA,1,1,REG
2023,2,2022020060,2022-10-20,Montréal Canadiens,ARI,6,2,REG
2023,2,2022020062,2022-10-20,Pittsburgh Penguins,LAK,6,1,REG
2023,2,2022020064,2022-10-20,New York Rangers,SJS,2,3,REG
2023,2,2022020066,2022-10-20,New York Islanders,NJD,1,4,REG
