season,game_type,game_id,game_date,home_full,away_abbrev,home_score,away_score,period_type
2017,2,2016020004,2016-10-12,San Jose Sharks,LAK,2,1,REG
2017,2,2016020003,2016-10-12,Edmonton Oilers,CGY,7,4,REG
2017,2,2016020001,2016-10-12,Ottawa Senators,TOR,5,4,REG
2017,2,2016020002,2016-10-12,Chicago Blackhawks,STL,2,5,REG
2017,2,2016020012,2016-10-13,Winnipeg Jets,CAR,5,4,REG
2017,2,2016020006,2016-10-13,New York Rangers,NYI,5,3,REG
2017,2,2016020008,2016-10-13,Columbus Blue Jackets,BOS,3,6,REG
2017,2,2016020011,2016-10-13,St. Louis Blues,MIN,3,2,REG
2017,2,2016020009,2016-10-13,Tampa Bay Lightning,DET,6,4,REG
2017,2,2016020013,2016-10-13,Dallas Stars,ANA,4,2,REG
2017,2,2016020005,2016-10-13,Buffalo Sabres,MTL,1,4,REG
2017,2,2016020007,2016-10-13,Pittsburgh Penguins,WSH,2,2,REG
2017,2,2016020010,2016-10-13,Florida Panthers,NJD,2,1,REG
2017,2,2016020015,2016-10-14,Calgary Flames,EDM,3,5,REG
2017,2,2016020014,2016-10-14,Nashville Predators,CHI,3,2,REG
2017,2,2016020016,2016-10-14,Los Angeles Kings,PHI,2,4,REG
2017,2,2016020026,2016-10-15,Chicago Blackhawks,NSH,5,3,REG
2017,2,2016020022,2016-10-15,Washington Capitals,NYI,2,1,REG
2017,2,2016020017,2016-10-15,Toronto Maple Leafs,BOS,4,1,REG
2017,2,2016020019,2016-10-15,Tampa Bay Lightning,NJD,3,2,REG
2017,2,2016020025,2016-10-15,St. Louis Blues,NYR,3,2,REG
2017,2,2016020029,2016-10-15,Vancouver Canucks,CGY,1,1,REG
2017,2,2016020027,2016-10-15,Colorado Avalanche,DAL,6,5,REG
2017,2,2016020020,2016-10-15,Florida Panthers,DET,4,1,REG
2017,2,2016020024,2016-10-15,Minnesota Wild,WPG,4,3,REG
2017,2,2016020023,2016-10-15,Columbus Blue Jackets,SJS,2,3,REG
2017,2,2016020018,2016-10-15,Ottawa Senators,MTL,3,3,REG
2017,2,2016020021,2016-10-15,Pittsburgh Penguins,ANA,3,2,REG
2017,2,2016020028,2016-10-15,Arizona Coyotes,PHI,4,3,REG
2017,2,2016020032,2016-10-16,Vancouver Canucks,CAR,4,3,REG
2017,2,2016020031,2016-10-16,Edmonton Oilers,BUF,2,6,REG
2017,2,2016020030,2016-10-16,New York Islanders,ANA,3,2,REG
2017,2,2016020035,2016-10-17,Detroit Red Wings,OTT,5,1,REG
2017,2,2016020034,2016-10-17,Pittsburgh Penguins,COL,3,4,REG
2017,2,2016020033,2016-10-17,New York Rangers,SJS,7,4,REG
2017,2,2016020036,2016-10-17,Winnipeg Jets,BOS,1,4,REG
2017,2,2016020045,2016-10-18,Chicago Blackhawks,PHI,7,4,REG
2017,2,2016020042,2016-10-18,Tampa Bay Lightning,FLA,3,3,REG
2017,2,2016020041,2016-10-18,Ottawa Senators,ARI,7,4,REG
2017,2,2016020043,2016-10-18,Nashville Predators,DAL,1,2,REG
2017,2,2016020040,2016-10-18,Montréal Canadiens,PIT,4,0,REG
2017,2,2016020039,2016-10-18,Washington Capitals,COL,3,0,REG
2017,2,2016020038,2016-10-18,New York Islanders,SJS,2,3,REG
2017,2,2016020044,2016-10-18,Minnesota Wild,LAK,6,3,REG
2017,2,2016020046,2016-10-18,Calgary Flames,BUF,4,3,REG
2017,2,2016020047,2016-10-18,Edmonton Oilers,CAR,3,2,REG
2017,2,2016020037,2016-10-18,New Jersey Devils,ANA,2,1,REG
2017,2,2016020048,2016-10-18,Vancouver Canucks,STL,2,1,REG
2017,2,2016020050,2016-10-19,Winnipeg Jets,TOR,5,4,REG
2017,2,2016020049,2016-10-19,New York Rangers,DET,1,2,REG
2017,2,2016020061,2016-10-20,Vancouver Canucks,BUF,2,1,REG
2017,2,2016020056,2016-10-20,Florida Panthers,WSH,2,4,REG
2017,2,2016020060,2016-10-20,Edmonton Oilers,STL,3,1,REG
2017,2,2016020054,2016-10-20,Montréal Canadiens,ARI,5,2,REG
2017,2,2016020051,2016-10-20,Boston Bruins,NJD,2,1,REG
2017,2,2016020055,2016-10-20,Tampa Bay Lightning,COL,0,4,REG
2017,2,2016020052,2016-10-20,Philadelphia Flyers,ANA,2,3,REG
2017,2,2016020053,2016-10-20,Pittsburgh Penguins,SJS,3,2,REG
2017,2,2016020058,2016-10-20,Dallas Stars,LAK,3,4,REG
2017,2,2016020057,2016-10-20,Minnesota Wild,TOR,3,2,REG
2017,2,2016020059,2016-10-20,Calgary Flames,CAR,2,4,REG
2017,2,2016020064,2016-10-21,Detroit Red Wings,NSH,5,3,REG
2017,2,2016020062,2016-10-21,New York Islanders,ARI,3,2,REG
2017,2,2016020063,2016-10-21,Columbus Blue Jackets,CHI,3,2,REG
2017,2,2016020075,2016-10-22,Calgary Flames,STL,4,6,REG
2017,2,2016020069,2016-10-22,New Jersey Devils,MIN,2,1,REG
2017,2,2016020070,2016-10-22,Philadelphia Flyers,CAR,6,3,REG
2017,2,2016020073,2016-10-22,Nashville Predators,PIT,5,1,REG
2017,2,2016020074,2016-10-22,Dallas Stars,CBJ,0,3,REG
2017,2,2016020071,2016-10-22,Washington Capitals,NYR,2,4,REG
2017,2,2016020065,2016-10-22,Boston Bruins,MTL,2,4,REG
2017,2,2016020067,2016-10-22,Detroit Red Wings,SJS,3,0,REG
2017,2,2016020072,2016-10-22,Chicago Blackhawks,TOR,4,4,REG
2017,2,2016020066,2016-10-22,Ottawa Senators,TBL,1,4,REG
2017,2,2016020068,2016-10-22,Florida Panthers,COL,5,2,REG
2017,2,2016020076,2016-10-22,Los Angeles Kings,VAN,3,3,REG
2017,2,2016020080,2016-10-23,Anaheim Ducks,VAN,4,2,REG
2017,2,2016020079,2016-10-23,New York Rangers,ARI,3,2,REG
2017,2,2016020077,2016-10-23,Winnipeg Jets,EDM,0,3,REG
2017,2,2016020078,2016-10-23,New York Islanders,MIN,6,3,REG
2017,2,2016020082,2016-10-24,Chicago Blackhawks,CGY,2,2,REG
2017,2,2016020081,2016-10-24,Montréal Canadiens,PHI,3,1,REG
2017,2,2016020090,2016-10-25,Dallas Stars,WPG,3,2,REG
2017,2,2016020092,2016-10-25,Los Angeles Kings,CBJ,3,2,REG
2017,2,2016020086,2016-10-25,Pittsburgh Penguins,FLA,3,2,REG
2017,2,2016020087,2016-10-25,Toronto Maple Leafs,TBL,3,7,REG
2017,2,2016020084,2016-10-25,New Jersey Devils,ARI,5,3,REG
2017,2,2016020088,2016-10-25,Detroit Red Wings,CAR,4,2,REG
2017,2,2016020093,2016-10-25,San Jose Sharks,ANA,2,1,REG
2017,2,2016020083,2016-10-25,Boston Bruins,MIN,0,5,REG
2017,2,2016020091,2016-10-25,Vancouver Canucks,OTT,0,3,REG
2017,2,2016020085,2016-10-25,Philadelphia Flyers,BUF,3,3,REG
2017,2,2016020089,2016-10-25,St. Louis Blues,CGY,1,4,REG
2017,2,2016020097,2016-10-26,Anaheim Ducks,NSH,6,1,REG
2017,2,2016020096,2016-10-26,Edmonton Oilers,WSH,4,1,REG
2017,2,2016020095,2016-10-26,New York Rangers,BOS,5,2,REG
2017,2,2016020094,2016-10-26,New York Islanders,MTL,2,3,REG
2017,2,2016020099,2016-10-27,Philadelphia Flyers,ARI,4,5,REG
2017,2,2016020102,2016-10-27,Montréal Canadiens,TBL,3,1,REG
2017,2,2016020103,2016-10-27,St. Louis Blues,DET,1,1,REG
2017,2,2016020101,2016-10-27,Toronto Maple Leafs,FLA,3,2,REG
2017,2,2016020104,2016-10-27,Winnipeg Jets,DAL,4,1,REG
2017,2,2016020100,2016-10-27,Pittsburgh Penguins,NYI,4,2,REG
2017,2,2016020105,2016-10-27,Los Angeles Kings,NSH,3,2,REG
2017,2,2016020098,2016-10-27,Buffalo Sabres,MIN,0,4,REG
2017,2,2016020106,2016-10-27,San Jose Sharks,CBJ,3,1,REG
2017,2,2016020112,2016-10-28,Anaheim Ducks,CBJ,0,4,REG
2017,2,2016020108,2016-10-28,Carolina Hurricanes,NYR,3,2,REG
2017,2,2016020111,2016-10-28,Vancouver Canucks,EDM,0,2,REG
2017,2,2016020110,2016-10-28,Calgary Flames,OTT,5,2,REG
2017,2,2016020109,2016-10-28,Colorado Avalanche,WPG,0,1,REG
2017,2,2016020107,2016-10-28,New Jersey Devils,CHI,2,3,REG
2017,2,2016020113,2016-10-29,Buffalo Sabres,FLA,3,0,REG
2017,2,2016020117,2016-10-29,Philadelphia Flyers,PIT,4,5,REG
2017,2,2016020120,2016-10-29,Arizona Coyotes,COL,2,3,REG
2017,2,2016020122,2016-10-29,San Jose Sharks,NSH,4,1,REG
2017,2,2016020114,2016-10-29,Montréal Canadiens,TOR,2,1,REG
2017,2,2016020115,2016-10-29,Detroit Red Wings,BOS,0,1,REG
2017,2,2016020116,2016-10-29,New Jersey Devils,TBL,3,1,REG
2017,2,2016020119,2016-10-29,Minnesota Wild,DAL,4,0,REG
2017,2,2016020118,2016-10-29,St. Louis Blues,LAK,1,0,REG
2017,2,2016020121,2016-10-29,Vancouver Canucks,WSH,2,5,REG
2017,2,2016020123,2016-10-30,Winnipeg Jets,BUF,1,3,REG
2017,2,2016020125,2016-10-30,Carolina Hurricanes,PHI,3,4,REG
2017,2,2016020124,2016-10-30,Detroit Red Wings,FLA,2,5,REG
2017,2,2016020126,2016-10-30,New York Islanders,TOR,5,1,REG
2017,2,2016020130,2016-10-30,Calgary Flames,WSH,1,3,REG
2017,2,2016020128,2016-10-30,Chicago Blackhawks,LAK,3,0,REG
2017,2,2016020127,2016-10-30,New York Rangers,TBL,6,1,REG
2017,2,2016020129,2016-10-30,Edmonton Oilers,OTT,0,2,REG
2017,2,2016020134,2016-11-01,Toronto Maple Leafs,EDM,3,2,REG
2017,2,2016020135,2016-11-01,Ottawa Senators,CAR,2,1,REG
2017,2,2016020139,2016-11-01,Chicago Blackhawks,CGY,5,1,REG
2017,2,2016020133,2016-11-01,Columbus Blue Jackets,DAL,3,2,REG
