"game_id","event_idx","situation_code","for_team_id","against_team_id","for_players","against_players","for_team_abbrev","against_team_abbrev"
"2019020001",3,"1551","9","10","8467950;8468493;8477015;8478400;8480073;8480801","8475166;8475883;8476853;8476879;8477953;8478483","OTT","TOR"
"2019020001",5,"1551","9","10","8467950;8471676;8476919;8477407;8478469;8479458","8474162;8475197;8475883;8477341;8477939;8479318","OTT","TOR"
"2019020001",12,"1451","10","9","8475166;8475883;8476853;8477341;8478483;8479318","8467950;8468493;8476419;8477015;8479458","TOR","OTT"
"2019020001",15,"1451","10","9","8475166;8475883;8476853;8477341;8478483;8479318","8467950;8474697;8476331;8476919;8477407","TOR","OTT"
"2019020001",16,"1451","10","9","8475166;8475883;8476853;8477341;8478483;8479318","8467950;8474697;8476331;8476919;8477407","TOR","OTT"
"2019020001",18,"1551","10","9","8474162;8475197;8475883;8477512;8478857;8481624","8467950;8471676;8474697;8476331;8476919;8480801","TOR","OTT"
"2019020001",19,"1551","9","10","8467950;8471676;8474697;8476331;8476919;8480801","8474162;8475197;8475883;8477512;8478857;8481624","OTT","TOR"
"2019020001",22,"1551","10","9","8475166;8475883;8476853;8476879;8477953;8478483","8467950;8477149;8478400;8478469;8478488;8479458","TOR","OTT"
"2019020001",26,"1551","10","9","8474162;8475197;8475883;8477021;8479675;8481624","8467950;8468493;8473573;8474589;8480073;8480208","TOR","OTT"
"2019020001",27,"1551","10","9","8474162;8475197;8475883;8477021;8479675;8481624","8467950;8468493;8473573;8474589;8480073;8480208","TOR","OTT"
"2019020001",28,"1551","10","9","8474162;8475197;8475883;8477021;8479675;8481624","8467950;8468493;8473573;8474589;8480073;8480208","TOR","OTT"
"2019020001",29,"1551","10","9","8474162;8475883;8476853;8477341;8477939;8479318","8467950;8474697;8476331;8477015;8478400;8480801","TOR","OTT"
"2019020001",30,"1551","10","9","8475883;8476853;8476879;8477341;8477939;8479318","8467950;8474697;8476331;8477015;8478400;8480801","TOR","OTT"
"2019020001",32,"1551","10","9","8475883;8476853;8476879;8477341;8477939;8479318","8467950;8474697;8476331;8477015;8478400;8480801","TOR","OTT"
"2019020001",37,"1451","10","9","8475166;8475883;8476853;8477341;8478483;8479318","8467950;8468493;8476419;8477407;8479458","TOR","OTT"
"2019020001",38,"1451","10","9","8475166;8475883;8476853;8477341;8478483;8479318","8467950;8468493;8476419;8477407;8479458","TOR","OTT"
"2019020001",41,"1451","10","9","8475166;8475883;8476853;8477341;8478483;8479318","8467950;8474697;8476919;8477015;8479458","TOR","OTT"
"2019020001",43,"1451","10","9","8475197;8475883;8477021;8477939;8477953;8479675","8467950;8468493;8473573;8476331;8477407","TOR","OTT"
"2019020001",44,"1451","10","9","8475197;8475883;8477021;8477939;8477953;8479675","8467950;8468493;8473573;8476331;8477407","TOR","OTT"
"2019020001",45,"1451","10","9","8475197;8475883;8477021;8477939;8477953;8479675","8467950;8468493;8473573;8476331;8477407","TOR","OTT"
"2019020001",48,"1551","9","10","8467950;8476419;8477015;8478400;8478469;8479458","8474162;8475197;8475883;8476406;8477939;8478857","OTT","TOR"
"2019020001",49,"1551","9","10","8467950;8471676;8477015;8478400;8478469;8479458","8474162;8475197;8475883;8476406;8478857;8481624","OTT","TOR"
"2019020001",53,"1451","10","9","8475166;8475883;8476853;8477341;8478483;8479318","8467950;8468493;8476419;8477407;8479458","TOR","OTT"
"2019020001",54,"1451","10","9","8475166;8475883;8476853;8477341;8478483;8479318","8467950;8468493;8473573;8476919;8479458","TOR","OTT"
