"team_abbrev","gp_onice","cf_5v5","ca_5v5","gf_5v5","ga_5v5","pp_goals","pp_shots","pk_goals_against","pk_shots_against","xg_for","xg_against","toi_5v5_sec","toi_pp_sec","toi_pk_sec","cf_pct_5v5","gf_per60_5v5","ga_per60_5v5","pp_goals_per60","pk_ga_per60"
"TOR",70,3426,3165,161,156,38,489,40,112,153.815755774907,142.609294582333,207083,17543,18105,52,2.8,2.71,7.8,7.95
"OTT",71,3178,3398,129,158,30,550,49,144,136.310226395319,144.007517440245,206985,18750,21404,48.3,2.24,2.75,5.76,8.24
"STL",71,2933,2844,154,120,44,546,41,118,132.14779901685,129.572310365736,208008,18983,20681,50.8,2.67,2.08,8.34,7.14
"WSH",69,3106,2919,158,144,42,578,41,125,141.241866459372,132.731836605759,194647,21893,21830,51.6,2.92,2.66,6.91,6.76
"EDM",71,3002,3266,142,152,55,510,30,97,139.934192245593,146.480961123307,207588,19324,19143,47.9,2.46,2.64,10.25,5.64
"VAN",69,3044,3251,143,149,53,605,37,105,133.449512962718,145.935896956478,195809,23739,20283,48.4,2.63,2.74,8.04,6.57
"VGK",71,3512,2904,150,142,40,635,47,107,167.06546946743,126.359334877518,207522,20244,19230,54.7,2.6,2.46,7.11,8.8
"SJS",70,3055,3016,121,166,32,546,29,124,131.575433206221,142.779849342653,202401,18354,21685,50.3,2.15,2.95,6.28,4.81
"TBL",70,3085,2857,163,114,45,561,43,158,132.591177344904,117.995735322591,197847,21078,22366,51.9,2.97,2.07,7.69,6.92
"FLA",69,3047,3046,157,148,43,604,39,113,134.166322788631,137.180111699447,199696,21371,18767,50,2.83,2.67,7.24,7.48
"NYR",70,2944,3374,149,143,46,584,48,123,138.227946148603,152.532706775994,198326,21422,21178,46.6,2.7,2.6,7.73,8.16
"WPG",71,3138,3306,140,141,38,512,41,131,128.653834189754,157.015181955765,210922,17586,19303,48.7,2.39,2.41,7.78,7.65
"PIT",69,3042,2908,155,137,38,522,33,105,135.651737069711,124.308199848048,204206,18438,16897,51.1,2.73,2.42,7.42,7.03
"BUF",69,2803,2938,133,139,31,478,44,100,116.422710566025,127.839128209103,203525,17279,18025,48.8,2.35,2.46,6.46,8.79
"CAR",68,3197,2675,143,138,40,572,36,154,146.287759329833,130.920633875474,193697,18926,22909,54.4,2.66,2.56,7.61,5.66
"MTL",71,3650,3065,147,145,31,461,41,115,148.509962727374,128.886958407704,209607,17964,20035,54.4,2.52,2.49,6.21,7.37
"NSH",69,3298,3164,156,140,35,583,45,94,136.038376436278,134.335076270741,199630,20778,19076,51,2.81,2.52,6.06,8.49
"MIN",69,3029,3078,156,142,45,501,45,97,127.06655366061,116.793624482874,200653,19486,17986,49.6,2.8,2.55,8.31,9.01
"DAL",69,2997,3080,111,111,35,580,41,126,135.886086966784,125.15195714758,199037,19334,20231,49.3,2.01,2.01,6.52,7.3
"BOS",70,3025,2915,141,105,55,596,35,158,129.269060451712,117.994887752284,198447,20433,23657,50.9,2.56,1.9,9.69,5.33
"COL",70,3233,3038,159,115,48,630,36,102,135.560652384127,123.852603897802,199665,22938,18682,51.6,2.87,2.07,7.53,6.94
"CGY",70,3285,3216,129,148,41,493,31,93,141.270276095194,139.145054971392,206116,19032,18282,50.5,2.25,2.58,7.76,6.1
"ANA",71,3109,3307,131,154,25,484,40,157,137.4499773446,153.604344835505,207548,18913,20538,48.5,2.27,2.67,4.76,7.01
"ARI",70,3120,3320,130,130,36,497,30,146,132.065759213699,138.59647875838,204737,20471,19094,48.4,2.29,2.29,6.33,5.66
"NJD",69,2845,3329,125,154,38,581,36,157,131.206193348684,149.852623042418,199052,22946,20304,46.1,2.26,2.79,5.96,6.38
"NYI",68,2945,3379,121,130,30,427,31,110,135.168794932251,136.612590133271,202639,16742,16682,46.6,2.15,2.31,6.45,6.69
"CBJ",70,3116,3200,126,122,30,453,30,91,135.25150982663,124.782663850288,209553,18403,16276,49.3,2.16,2.1,5.87,6.64
"PHI",69,2945,2840,148,129,51,579,37,114,131.070576094266,128.875771980966,198503,21870,19564,50.9,2.68,2.34,8.4,6.81
"CHI",70,3157,3359,145,147,31,556,35,77,142.421531172819,159.471257711179,206814,19488,20869,48.4,2.52,2.56,5.73,6.04
"DET",71,2672,3163,92,171,29,469,54,116,117.177041334449,149.13048140821,205151,20137,20832,45.8,1.61,3,5.18,9.33
"LAK",70,3412,3030,118,143,29,544,39,121,141.767948101624,139.36696942593,208456,17834,17785,53,2.04,2.47,5.85,7.89
