"player_id","team_abbrev","gp_onice","cf_5v5","ca_5v5","gf_5v5","ga_5v5","ev_goals","ev_assists","pp_goals","pp_assists","pk_ga","pp_shots","pk_shots_against","pp_gf_onice","pk_ga_onice","xg_for_5v5","xg_against_5v5","pen_taken","pen_drawn","toi_5v5_sec","toi_pp_sec","toi_pk_sec","cf_pct_5v5","gf_per60_5v5","ga_per60_5v5","ev_points_per60","pp_points_per60","pk_ga_per60","pk_save_pct","pp_gf_onice_per60","pk_ga_onice_per60","xg_for_per60_5v5","xg_against_per60_5v5","toi_all_tracked_sec","pen_taken_per60","pen_drawn_per60","penalty_diff_per60"
"8466139","TOR",89,1175,1225,57,55,18,16,6,4,0,297,49,21,5,0,0,10,6,73756,9228,2903,49,2.78,2.68,1.66,3.9,0,1,8.19,6.2,0,0,85887,0.42,0.25,-0.17
"8468493","TOR",87,1383,1545,70,61,3,17,1,0,0,13,611,2,39,0,0,12,3,90385,2173,16961,47.2,2.79,2.43,0.8,1.66,0,1,3.31,8.28,0,0,109519,0.39,0.1,-0.29
"8470611","SJS",28,264,262,13,8,2,1,0,0,0,2,76,0,5,0,0,4,5,16182,521,2239,50.2,2.89,1.78,0.67,0,0,1,0,8.04,0,0,18942,0.76,0.95,0.19
"8470828","WPG",54,777,748,31,25,1,5,0,0,0,3,54,0,6,0,0,11,4,50557,686,2640,51,2.21,1.78,0.43,0,0,1,0,8.18,0,0,53883,0.73,0.27,-0.46
"8470834","WPG",86,1605,1494,68,56,7,19,4,24,5,453,222,47,13,0,0,41,12,101573,12270,7944,51.8,2.41,1.98,0.92,8.22,2.27,0.9775,13.79,5.89,0,0,121787,1.21,0.35,-0.86
"8471218","WPG",98,1427,1382,66,55,14,35,8,38,6,542,221,54,13,0,0,31,33,90617,13856,7778,50.8,2.62,2.19,1.95,11.95,2.78,0.9729,14.03,6.02,0,0,112251,0.99,1.06,0.07
"8473412","WPG",99,1252,1193,47,45,12,20,2,9,1,343,193,22,10,0,0,15,24,75932,11653,5605,51.2,2.23,2.13,1.52,3.4,0.64,0.9948,6.8,6.42,0,0,93190,0.58,0.93,0.35
"8473461","WPG",15,552,538,17,24,0,1,0,0,0,103,147,6,9,0,0,0,0,33374,3540,4115,50.6,1.83,2.59,0.11,0,0,1,6.1,7.87,0,0,41029,0,0,0
"8473463","TOR",76,809,991,25,33,3,9,2,1,0,100,348,7,18,0,0,13,8,56779,3343,9105,44.9,1.59,2.09,0.76,3.23,0,1,7.54,7.12,0,0,69227,0.68,0.42,-0.26
"8473574","WPG",27,216,276,9,10,1,2,0,0,0,2,74,0,2,0,0,5,1,15314,493,2019,43.9,2.12,2.35,0.71,0,0,1,0,3.57,0,0,17826,1.01,0.2,-0.81
"8473618","WPG",79,1045,792,37,29,10,12,7,8,1,301,1,28,0,0,0,21,25,55045,9706,847,56.9,2.42,1.9,1.44,5.56,4.25,0,10.39,0,0,0,65598,1.15,1.37,0.22
"8474037","TOR",88,1129,955,46,44,21,10,14,9,5,457,4,41,0,0,0,17,6,65279,9349,704,54.2,2.54,2.43,1.71,8.86,25.57,-0.25,15.79,0,0,0,75332,0.81,0.29,-0.52
"8474574","WPG",98,1555,1463,68,62,5,14,3,15,1,327,478,23,23,0,0,28,18,95086,11535,12783,51.5,2.57,2.35,0.72,5.62,0.28,0.9979,7.18,6.48,0,0,119404,0.84,0.54,-0.3
"8474581","TOR",89,1630,1658,75,65,4,29,1,15,3,326,46,23,3,0,0,17,15,101223,10077,3317,49.6,2.67,2.31,1.17,5.72,3.26,0.9348,8.22,3.26,0,0,114617,0.53,0.47,-0.06
"8474709","TOR",50,355,367,18,19,3,9,0,0,0,0,0,0,0,0,0,10,6,23108,451,141,49.2,2.8,2.96,1.87,0,0,NA,0,0,0,0,23700,1.52,0.91,-0.61
"8475098","TOR",88,1166,1061,47,38,10,22,3,12,3,419,0,38,0,0,0,17,11,69222,8910,757,52.4,2.44,1.98,1.66,6.06,14.27,NA,15.35,0,0,0,78889,0.78,0.5,-0.28
"8475172","TOR",84,1122,1204,47,45,18,16,12,7,3,391,2,35,0,0,0,18,29,70844,8383,679,48.2,2.39,2.29,1.73,8.16,15.91,-0.5,15.03,0,0,0,79906,0.81,1.31,0.5
"8475179","WPG",63,808,800,34,35,3,8,0,0,0,3,351,1,16,0,0,12,8,53330,606,8509,50.2,2.3,2.36,0.74,0,0,1,5.94,6.77,0,0,62445,0.69,0.46,-0.23
"8475786","TOR",89,1257,1288,69,49,14,25,0,0,0,15,418,0,23,0,0,18,25,76059,2033,11094,49.4,3.27,2.32,1.85,0,0,1,0,7.46,0,0,89186,0.73,1.01,0.28
"8475883","TOR",73,3400,3543,161,150,0,1,0,0,4,601,551,46,35,0,0,1,6,211476,17096,18417,49,2.74,2.55,0.02,0,0.78,0.9927,9.69,6.84,0,0,246989,0.01,0.09,0.08
"8476392","WPG",62,735,572,27,27,7,13,1,1,0,61,203,4,10,0,0,8,15,43338,2747,6272,56.2,2.24,2.24,1.66,2.62,0,1,5.24,5.74,0,0,52357,0.55,1.03,0.48
"8476460","WPG",77,1216,1135,59,43,16,27,12,9,4,416,161,42,12,0,0,14,25,74695,10741,6037,51.7,2.84,2.07,2.07,7.04,2.39,0.9752,14.08,7.16,0,0,91473,0.55,0.98,0.43
"8476469","WPG",92,891,773,34,34,12,12,0,4,1,216,202,17,14,0,0,12,19,54676,6919,5436,53.5,2.24,2.24,1.58,2.08,0.66,0.995,8.85,9.27,0,0,67031,0.64,1.02,0.38
"8476853","TOR",83,1433,1441,68,64,5,22,1,24,2,381,125,35,13,0,0,9,10,86715,8685,6013,49.9,2.82,2.66,1.12,10.36,1.2,0.984,14.51,7.78,0,0,101413,0.32,0.35,0.03
"8476885","WPG",72,1302,1216,60,49,4,17,0,3,1,147,351,6,22,0,0,23,18,75414,5747,9226,51.7,2.86,2.34,1,1.88,0.39,0.9972,3.76,8.58,0,0,90387,0.92,0.72,-0.2
"8476941","TOR",47,667,601,30,24,3,6,1,0,0,28,2,1,0,0,0,11,3,40348,855,668,52.6,2.68,2.14,0.8,4.21,0,1,4.21,0,0,0,41871,0.95,0.26,-0.69
"8476945","WPG",84,3927,3631,179,133,0,2,0,0,5,711,856,65,47,0,0,1,2,241128,22865,23906,52,2.67,1.99,0.03,0,0.75,0.9942,10.23,7.08,0,0,287899,0.01,0.03,0.02
"8477015","TOR",89,983,997,45,44,11,14,1,1,1,147,266,7,21,0,0,9,11,63127,5320,9482,49.6,2.57,2.51,1.43,1.35,0.38,0.9962,4.74,7.97,0,0,77929,0.42,0.51,0.09
"8477429","WPG",98,1051,914,46,38,8,17,0,0,0,5,329,0,17,0,0,9,10,65414,2332,9573,53.5,2.53,2.09,1.38,0,0,1,0,6.39,0,0,77319,0.42,0.47,0.05
"8477448","WPG",23,144,146,5,7,2,1,0,0,0,4,0,0,0,0,0,3,2,9280,456,125,49.7,1.94,2.72,1.16,0,0,NA,0,0,0,0,9861,1.1,0.73,-0.37
"8477504","WPG",97,1676,1552,73,67,8,17,0,1,0,24,437,1,26,0,0,23,12,98279,3654,12094,51.9,2.67,2.45,0.92,0.99,0,1,0.99,7.74,0,0,114027,0.73,0.38,-0.35
"8477939","TOR",89,1266,1258,77,50,13,35,5,8,2,305,5,20,1,0,0,5,21,73794,9952,1050,50.2,3.76,2.44,2.34,4.7,6.86,0.6,7.23,3.43,0,0,84796,0.21,0.89,0.68
"8477940","WPG",97,1421,1203,62,52,17,27,7,8,1,321,2,23,0,0,0,14,32,77196,11000,1472,54.2,2.89,2.42,2.05,4.91,2.45,0.5,7.53,0,0,0,89668,0.56,1.28,0.72
"8478483","TOR",89,1174,1112,54,45,16,27,7,21,4,429,10,39,2,0,0,14,18,73096,9117,1170,51.4,2.66,2.22,2.12,11.06,12.31,0.6,15.4,6.15,0,0,83383,0.6,0.78,0.18
"8479293","WPG",78,758,729,29,25,8,12,0,0,0,2,334,0,12,0,0,12,24,50153,1803,6993,51,2.08,1.79,1.44,0,0,1,0,6.18,0,0,58949,0.73,1.47,0.74
