"player_id","gp_onice","shots_5v5","ga_5v5","shots_pk","ga_pk","xg_faced","sv_pct_5v5","sv_pct_pk","actual_ga_tracked","gsax"
"8477424",70,2205,127,384,38,132.021491781547,0.9424,0.901,165,-32.98
"8477992",26,815,62,128,13,53.2240030418616,0.9239,0.8984,75,-21.78
"8475852",56,2023,115,274,32,125.075661990617,0.9432,0.8832,147,-21.92
"8477465",51,1648,94,270,23,105.021997151256,0.943,0.9148,117,-11.98
"8478499",38,1272,71,225,14,72.6598531194031,0.9442,0.9378,85,-12.34
"8475831",36,1076,69,211,19,63.8492057046969,0.9359,0.91,88,-24.15
"8475883",26,814,40,138,12,49.8152362282854,0.9509,0.913,52,-2.18
"8476914",55,1733,115,293,38,107.174377881107,0.9336,0.8703,153,-45.83
"8474596",34,1223,76,227,24,79.0138198399218,0.9379,0.8943,100,-20.99
"8478492",45,1419,84,272,33,85.2209054596606,0.9408,0.8787,117,-31.78
"8482821",32,1107,87,172,23,71.9710786882206,0.9214,0.8663,110,-38.03
"8476999",42,1429,68,246,23,86.1233462841483,0.9524,0.9065,91,-4.88
"8474593",48,1541,90,300,24,104.491258904862,0.9416,0.92,114,-9.51
"8476945",65,2231,109,412,43,133.00307367713,0.9511,0.8956,152,-19
"8475660",57,1760,106,406,29,103.271891529032,0.9398,0.9286,135,-31.73
"8480382",74,2340,146,473,53,137.936796236143,0.9376,0.8879,199,-61.06
"8477967",52,1606,86,334,26,96.4116891200538,0.9465,0.9222,112,-15.59
"8475789",5,158,15,36,3,11.9789186819107,0.9051,0.9167,18,-6.02
"8479973",81,2450,150,451,39,150.777141338855,0.9388,0.9135,189,-38.22
"8479193",31,911,50,183,24,55.4126278337208,0.9451,0.8689,74,-18.59
"8482221",23,718,40,161,17,49.2569588433253,0.9443,0.8944,57,-7.74
"8478048",71,2502,133,401,35,150.846477162413,0.9468,0.9127,168,-17.15
"8479394",26,820,53,142,11,49.1799103788799,0.9354,0.9225,64,-14.82
"8478007",41,1410,95,254,21,95.1454114553053,0.9326,0.9173,116,-20.85
"8477970",32,958,67,172,15,57.9882572281058,0.9301,0.9128,82,-24.01
"8478024",19,630,39,134,11,39.789590705419,0.9381,0.9179,50,-10.21
"8479979",73,2357,134,366,37,137.847269294434,0.9431,0.8989,171,-33.15
"8476412",57,2067,117,352,30,128.842468262534,0.9434,0.9148,147,-18.16
"8479406",45,1353,91,367,32,77.4748755889595,0.9327,0.9128,123,-45.53
"8475683",82,2432,127,471,41,141.576174624352,0.9478,0.913,168,-26.42
"8478039",37,1350,81,214,24,86.4387180648628,0.94,0.8879,105,-18.56
"8480313",50,1668,92,272,26,96.5538693486596,0.9448,0.9044,118,-21.45
"8481033",19,492,34,93,9,31.3260089724208,0.9309,0.9032,43,-11.67
"8478872",37,1198,79,257,24,75.7375344029278,0.9341,0.9066,103,-27.26
"8479292",54,1780,99,347,28,104.953434203548,0.9444,0.9193,127,-22.05
"8476341",30,841,62,162,19,54.5792333402205,0.9263,0.8827,81,-26.42
"8480280",55,1874,89,394,29,107.978697967948,0.9525,0.9264,118,-10.02
"8477484",19,625,41,108,13,39.121941646561,0.9344,0.8796,54,-14.88
"8478470",41,1428,80,311,26,92.0501646835473,0.944,0.9164,106,-13.95
"8477968",38,1202,74,207,19,72.6767247983371,0.9384,0.9082,93,-20.32
"8478009",57,2098,113,328,43,119.591571055527,0.9461,0.8689,156,-36.41
"8478916",50,1648,74,276,23,89.6938189118518,0.9551,0.9167,97,-7.31
"8478406",44,1523,101,338,33,98.1674641194404,0.9337,0.9024,134,-35.83
"8476434",46,1468,94,373,45,93.868252794724,0.936,0.8794,139,-45.13
"8477831",8,183,15,63,4,12.2899599060183,0.918,0.9365,19,-6.71
"8477035",6,188,17,51,1,11.4429798595374,0.9096,0.9804,18,-6.56
"8480843",44,1322,80,403,42,77.4625152247609,0.9395,0.8958,122,-44.54
"8477293",24,593,42,70,13,42.378936639172,0.9292,0.8143,55,-12.62
"8473503",25,806,55,170,13,47.9157712509623,0.9318,0.9235,68,-20.08
"8478971",50,1649,90,375,38,102.208971366286,0.9454,0.8987,128,-25.79
"8479361",28,920,57,178,12,57.8537518430385,0.938,0.9326,69,-11.15
"8475311",33,1078,72,211,24,65.3111219080747,0.9332,0.8863,96,-30.69
"8470594",40,1185,64,247,34,66.9564604299376,0.946,0.8623,98,-31.04
"8480947",24,660,32,117,20,42.4513461551978,0.9515,0.8291,52,-9.55
"8478435",20,665,54,109,11,40.4926437864779,0.9188,0.8991,65,-24.51
"8471734",27,912,58,165,10,58.202745746763,0.9364,0.9394,68,-9.8
"8480981",30,993,51,149,15,63.5872846110142,0.9486,0.8993,66,-2.41
"8476316",24,738,29,125,13,41.7155973422341,0.9607,0.896,42,-0.28
"8481611",43,1157,72,210,14,70.716256550455,0.9378,0.9333,86,-15.28
"8477480",10,298,21,61,7,21.4984460347332,0.9295,0.8852,28,-6.5
"8473575",33,1187,53,196,23,69.3912137736916,0.9553,0.8827,76,-6.61
"8475809",32,980,56,156,16,55.2338906769291,0.9429,0.8974,72,-16.77
"8481035",51,1376,92,246,22,85.5983661473729,0.9331,0.9106,114,-28.4
"8480045",54,1746,98,319,25,107.968370814226,0.9439,0.9216,123,-15.03
"8480051",23,808,41,163,19,49.2945512311417,0.9493,0.8834,60,-10.71
"8476932",28,787,30,169,15,47.0665582731599,0.9619,0.9112,45,2.07
"8482411",4,177,11,5,2,11.3525599793065,0.9379,0.6,13,-1.65
"8481031",11,289,20,44,4,19.2107592045213,0.9308,0.9091,24,-4.79
"8476433",3,70,4,8,0,4.72488357377006,0.9429,1,4,0.72
"8477361",5,154,15,30,3,8.4546796392533,0.9026,0.9,18,-9.55
"8480992",9,295,31,67,5,19.545993038686,0.8949,0.9254,36,-16.45
"8475839",1,38,1,3,0,1.90844371728599,0.9737,1,1,0.91
"8481692",17,530,37,102,12,27.9620030366932,0.9302,0.8824,49,-21.04
"8479312",44,1517,92,261,24,92.2047090095002,0.9394,0.908,116,-23.8
"8475717",26,758,40,115,14,45.0603525009938,0.9472,0.8783,54,-8.94
"8476883",57,1813,122,330,27,110.41273655527,0.9327,0.9182,149,-38.59
"8474889",21,683,37,115,14,43.5505018029362,0.9458,0.8783,51,-7.45
"8482982",9,367,22,74,7,22.1898658234859,0.9401,0.9054,29,-6.81
"8480238",6,207,11,50,8,12.1179036746034,0.9469,0.84,19,-6.88
"8480193",24,869,48,163,17,53.0825025487575,0.9448,0.8957,65,-11.92
"8479496",26,705,34,181,15,43.4093225836405,0.9518,0.9171,49,-5.59
"8474636",1,36,3,13,0,1.53980830847286,0.9167,1,3,-1.46
"8482137",2,46,2,3,0,3.45629247068428,0.9565,1,2,1.46
"8476904",2,73,3,13,2,3.83183199015912,0.9589,0.8462,5,-1.17
"8482076",21,668,43,105,13,42.2736262403196,0.9356,0.8762,56,-13.73
"8483575",1,24,0,11,0,0.958131068269722,1,1,0,0.96
"8482661",3,104,8,8,0,5.01151951844804,0.9231,1,8,-2.99
"8484293",1,1,0,0,0,0.0716964453458786,1,NA,0,0.07
"8478965",1,9,1,1,0,0.685438860207796,0.8889,1,1,-0.31
"8481544",6,137,15,27,3,7.58823006117018,0.8905,0.8889,18,-10.41
"8481020",14,464,25,98,4,28.9085886962712,0.9461,0.9592,29,-0.09
"8480191",2,36,3,8,1,1.85458809509873,0.9167,0.875,4,-2.15
"8478433",5,109,12,28,3,7.81603674800135,0.8899,0.8929,15,-7.18
"8482445",6,205,20,45,1,12.5292065218091,0.9024,0.9778,21,-8.47
"8481668",14,445,24,80,10,25.2731455049361,0.9461,0.875,34,-8.73
"8478905",3,71,8,1,0,4.2194508962566,0.8873,1,8,-3.78
"8476876",1,42,2,11,1,2.83871340285987,0.9524,0.9091,3,-0.16
"8484312",2,52,1,0,0,2.91611435660161,0.9808,NA,1,1.92
