"player_id","season","shots_taken","actual_goals","expected_goals","gax_pooled","toi_total_sec","gax_per60"
"8465009",2022,305,8,7.17678219103254,0.823217808967457,201151,0.0147331313902633
"8466138",2022,192,17,14.713059057598,2.286940942402,123763,0.0665222028606869
"8466139",2022,219,14,19.2990648261039,-5.29906482610386,98719,-0.193241760694232
"8469455",2022,350,31,23.9491953828838,7.05080461711623,120401,0.210819649518014
"8470281",2022,394,8,12.0936037485953,-4.09360374859534,226098,-0.065179583609511
"8470595",2022,287,23,22.0331860824372,0.966813917562828,118683,0.0293262733771996
"8470600",2022,452,17,13.456791294273,3.54320870572701,274856,0.0464081240381044
"8470604",2022,668,53,47.8739532301552,5.12604676984483,185362,0.0995552938112526
"8470606",2022,595,37,43.5060273995623,-6.5060273995623,173874,-0.134705008445336
"8470610",2022,461,41,43.0335414555739,-2.03354145557387,167190,-0.0437870042470598
"8470612",2022,417,19,28.322115257557,-9.32211525755702,170713,-0.196584998958517
"8470613",2022,738,29,25.107196265657,3.89280373434304,278827,0.0502608909597526
"8470619",2022,196,16,13.6886251698597,2.31137483014027,65420,0.127192745162106
"8470621",2022,515,37,50.649460129498,-13.649460129498,191490,-0.256608995071246
"8470626",2022,164,6,12.3280516679515,-6.32805166795151,85087,-0.267737562784273
"8470638",2022,889,72,68.377868441341,3.62213155865902,195637,0.0666523899424571
"8470642",2022,439,18,12.8275253624888,5.17247463751119,164499,0.113197701475634
"8470755",2022,161,10,11.2522973499727,-1.25229734997265,75910,-0.0593896780384869
"8470794",2022,691,68,58.9447237533168,9.05527624668321,221634,0.147084808684857
"8470966",2022,609,16,16.0505909082131,-0.0505909082130529,225454,-0.000807824521041944
"8471214",2022,1110,104,76.6753742857254,27.3246257142746,227732,0.431949188394202
"8471215",2022,463,53,35.5707784662955,17.4292215337045,145796,0.430362955920165
"8471218",2022,590,46,47.6947772598942,-1.69477725989419,202761,-0.0300905900820132
"8471228",2022,354,23,31.3034964422695,-8.30349644226954,138591,-0.215689238061421
"8471233",2022,174,16,14.138969281863,1.86103071813704,110510,0.0606253785656805
"8471260",2022,185,10,13.3115939191775,-3.31159391917754,94898,-0.125626863675095
"8471262",2022,232,20,18.514161648578,1.48583835142199,95641,0.0559280859162822
"8471274",2022,308,8,8.90658285462996,-0.906582854629962,225260,-0.0144885833111421
"8471276",2022,259,18,18.7166877851705,-0.716687785170503,117626,-0.0219345725146975
"8471284",2022,155,5,3.96439410489984,1.03560589510016,123156,0.0302720226571225
"8471303",2022,350,7,7.36326543655013,-0.363265436550135,171920,-0.00760676809900236
"8471669",2022,492,46,53.1434614879545,-7.14346148795448,198863,-0.129317476637867
"8471675",2022,617,55,50.8280437331414,4.17195626685861,198164,0.0757909739442634
"8471676",2022,151,10,9.60819753009127,0.391802469908725,46725,0.0301870281791634
"8471677",2022,184,4,4.41188223334029,-0.411882233340292,152987,-0.00969217018455851
"8471685",2022,593,49,43.1361769872019,5.86382301279809,233299,0.0904837262314589
"8471686",2022,210,7,7.13504087418551,-0.135040874185505,165248,-0.00294192454412652
"8471698",2022,454,61,42.0728604770848,18.9271395229152,175455,0.38834859241683
"8471699",2022,310,11,20.4622762131621,-9.46227621316211,147061,-0.231633093528424
"8471702",2022,162,7,5.73507365013938,1.26492634986062,80226,0.0567613349724306
"8471707",2022,253,23,21.1266722372966,1.87332776270341,86198,0.0782382415570231
"8471709",2022,266,7,6.30030762212118,0.699692377878818,181488,0.0138791135522114
"8471724",2022,682,28,24.0583967334824,3.94160326651763,283572,0.0500393965534802
"8471729",2022,157,1,4.56497950432822,-3.56497950432822,112405,-0.11417575922407
"8471735",2022,453,8,12.5539149401593,-4.5539149401593,193194,-0.0848581932387832
"8471794",2022,328,18,19.5225485767587,-1.52254857675871,132959,-0.041224549495193
"8471817",2022,200,13,17.5412969159661,-4.54129691596609,127886,-0.127837831330075
"8471873",2022,288,14,9.84526544652181,4.15473455347819,198542,0.0753344098101233
"8471887",2022,621,42,55.9433707988355,-13.9433707988355,148860,-0.337203646888405
"8472382",2022,267,6,7.17039497295627,-1.17039497295627,206130,-0.0204406049708562
"8473419",2022,693,82,54.6294749376248,27.3705250623752,212152,0.464449499531236
"8473422",2022,396,18,29.8283175003016,-11.8283175003016,162413,-0.262183094955982
"8473446",2022,326,9,9.40772045531776,-0.407720455317758,151091,-0.00971463316242482
